-1024.1229553222656	-79715.37890625	-3172.8911974430084	-23866.802832603455	-76586.5859375	-22135.07769012451	-22141.520332336426	-20769.89559841156	-20350.388263702393	-2029.4202499389648	-14945.5234375	-24215.57576560974	-35941.04690551758	-22198.58017349243	-561.0509380102158	-64878.29296875	-74381.7109375	-69947.1171875	-21807.897963523865
-1284.8519592285156	-78385.737637043	-3407.8551065921783	-23475.955175817013	-75291.2561469078	-21690.20377379656	-21723.598089635372	-20412.280059039593	-20621.28648376465	-2299.2133865356445	-14706.58861541748	-23818.889127731323	-35319.76867568493	-21823.92331123352	-920.7674182653427	-63783.018029510975	-73123.32344740629	-68810.13482546806	-21394.937004983425
-1360.7626190185547	-78105.78417664766	-2953.161857843399	-23310.647450327873	-75027.81668496132	-21674.71125268936	-21658.517211198807	-20309.07868796587	-19868.791456878185	-2365.38907623291	-14651.054344177246	-23728.6520562768	-35158.29457241297	-21765.217814207077	-972.7732166051865	-63523.55083459616	-72858.10332328081	-68507.12293940783	-22190.341254234314
-1300.2022982239723	-73585.40942782164	-3864.0246555805206	-22125.36428976059	-70720.22022771835	-20457.289831638336	-20493.364788115025	-19230.59451317787	-18823.73768544197	-693.9540218710899	-13860.809326171875	-22418.208410084248	-33184.871262550354	-20521.04825824499	-2161.203009724617	-59976.61040741205	-68769.1318179369	-64535.099380135536	-19860.035529851913
-2247.6709899902344	-73737.35831731558	-4223.022531747818	-22019.80422079563	-70773.403216362	-20442.163548648357	-20463.51088964939	-19113.848103880882	-18755.14334344864	-3259.577850341797	-13863.52214050293	-22414.08356934786	-33114.72559636831	-20559.799413263798	-2115.565093398094	-60015.70597046614	-68867.44576996565	-64766.46902090311	-23214.510623931885
-2243.0447206497192	-71730.43298560381	-4020.508178472519	-21374.167285740376	-68958.87297105789	-19980.530928850174	-21071.67019969225	-19954.84841531515	-18401.459877312183	-3340.5751472115517	-13474.483474731445	-22039.428906083107	-34255.96852231026	-20599.487131893635	-2644.8789600133896	-58362.09222429991	-66906.062058568	-62944.58119946718	-20225.22186732292
-2794.4051246643066	-70917.97456336021	-4035.044042825699	-22392.667734265327	-68221.23044109344	-21451.03149229288	-19576.878586113453	-18355.861802875996	-18582.51095288992	-3484.948143005371	-13331.34097290039	-21899.622523486614	-31877.06244689226	-19716.185787975788	-2136.042639911175	-57648.552269518375	-66275.97981888056	-62292.60322844982	-20130.595700204372
-2503.7737245559692	-70400.79171639681	-4255.472087621689	-20983.319628953934	-67663.5431804657	-19535.65701252222	-20653.747956991196	-19597.232875943184	-18672.35809737444	-3610.3682838082314	-13235.548652648926	-21642.74226820469	-33634.69029247761	-20224.830269634724	-3004.5954402685165	-57266.81728506088	-65647.6745684743	-61807.598837435246	-19812.260908782482
-3126.990165710449	-69400.66043317318	-1827.1458818912506	-20704.280385792255	-66726.41447812319	-19180.557057082653	-19186.834242641926	-17965.550237059593	-17691.317281901836	-4111.989147186279	-13041.426513671875	-21104.241669893265	-30948.28647428751	-19312.567848026752	-3293.270886540413	-56360.96177148819	-64712.422974169254	-60948.361787498	-18682.387821018696
-3125.0752563476562	-69290.51131427288	-3661.0642931461334	-20729.135809659958	-66516.15641748905	-19069.142539858818	-19155.146486759186	-17985.232683062553	-17645.529162466526	-4141.974914550781	-13014.565685272217	-20996.562727093697	-31001.806614160538	-19211.330187261105	-3364.181848883629	-56423.42589300871	-64488.50033080578	-60699.216182887554	-18513.865566551685
-4897.27233505249	-60603.256090283394	-2689.298727273941	-19230.14528745413	-58361.05898171663	-18496.510859251022	-16622.192496418953	-15551.516441524029	-15923.439971089363	-5567.517040252686	-11427.244049072266	-18788.288427770138	-26884.302015662193	-16830.17346251011	-4868.262588441372	-49131.221072256565	-56606.69185554981	-53293.84782844782	-17005.085557699203
-6381.392730712891	-52569.35030066967	-9569.025580883026	-15585.818935871124	-50457.544131457806	-14269.985542953014	-14506.076091051102	-13699.296384692192	-13352.860702514648	-7494.45471572876	-10087.886268615723	-15804.355506658554	-23304.293359041214	-14609.094465017319	-7593.499826908112	-42932.945930182934	-49052.89516532421	-46073.63457298279	-13379.896479010582
-6657.472073614597	-46439.380822241306	-10260.159039020538	-13844.38039302826	-44591.17842167616	-12592.197684466839	-12857.9205468297	-12159.995299458504	-11826.210124254227	-6158.988487660885	-9003.172157287598	-14006.98815113306	-20548.11771607399	-12931.562549769878	-9193.651898622513	-38031.263368844986	-43440.31604576111	-40661.616765618324	-11432.03404533863
-8758.424374639988	-36014.51323026419	-10748.332134723663	-10706.713370084763	-34520.74890166521	-9526.262534201145	-9871.54670125246	-9375.332384109497	-9121.35102301836	-8271.543152272701	-7072.214405059814	-10787.975112617016	-15608.87742471695	-9944.312563538551	-11996.782809495926	-29576.396293103695	-33547.10543906689	-31413.71576100588	-8138.001648366451
-12631.573754370213	-16902.39041429758	-10264.739664554596	-6070.055824935436	-16295.221945881844	-5887.695703327656	-4352.218865334988	-4156.953227221966	-4694.402730405331	-11809.639942586422	-3553.93501663208	-5360.687774777412	-6552.132534861565	-4575.905852556229	-16303.994459927082	-13829.32439661026	-15772.0863571167	-14760.446401953697	-3335.18924254179
-14111.224523603916	-7587.803224444389	-11347.320554733276	-3186.5726212859154	-7372.179188847542	-3288.2750257253647	-2864.4464899897575	-2984.2905047535896	-3016.3725640773773	-13390.587976455688	-1843.9602317810059	-2787.8542773723602	-4245.775921821594	-2602.1559486985207	-18747.538962185383	-6217.848712921143	-7038.049988090992	-6620.928051888943	-1339.5521878004074
-15334.772558271885	-1609.7826355099678	-12397.451889038086	-1339.5740094780922	-1558.9964677095413	-1595.3608842492104	-1186.437047302723	-1328.2430102229118	-1421.1276438236237	-14620.74557685852	-761.9589347839355	-986.3620811104774	-1419.454612672329	-963.3751884698868	-20302.05311757326	-1355.2617146372795	-1523.7848205566406	-1440.2798852920532	-2746.1648482084274
-15671.412221968174	-0.1879059076309204	-12177.722549438477	-783.4186272025108	-0.22721517086029053	-1134.9944468140602	-703.4339261651039	-867.4260997772217	-939.5308369994164	-14956.714403152466	-467.48984146118164	-499.4383717775345	-636.7022795677185	-530.0128291845322	-20713.775396168232	-0.5195804834365845	-0.17720633745193481	-0.2856371998786926	-3128.6081389188766
