-1144.9385318756104	-273.81406635046005	-55247.8828125	-14807.563507080078	-37424.775390625	-50597.265625	-43623.5625	-51029.6328125	-43773.32421875	-47646.46875	-13102.535125732422	-53538.6171875	-15880.914169311523	-10087.2939453125	-16011.420886993408	-25018.58363342285	-14238.092559814453	-12657.628021240234	-14265.54273223877	-14112.416854858398	-53861.83203125
-1313.9032726287842	-448.1387752890587	-54621.38344436884	-14607.310746133327	-36944.23299199343	-49980.61761212349	-43085.118343651295	-50380.453448712826	-43223.08620619774	-47033.89098882675	-12938.52766418457	-52871.65671259165	-15803.974472045898	-9960.448974609375	-15823.206901311874	-24712.254044532776	-14064.471809387207	-12495.149453282356	-14099.001264095306	-13929.838005900383	-53193.54360508919
-1338.6813077926636	-119.69209522008896	-54396.8444929719	-14581.292432785034	-36840.09086620808	-49844.299389362335	-42950.259914278984	-50212.947541594505	-43076.46666973829	-46887.6179625988	-12919.871635437012	-52725.555085361004	-15629.467713356018	-9938.555908203125	-15768.274709701538	-24610.175910174847	-14025.909912109375	-12471.49671459198	-14053.924553394318	-13901.577167510986	-53034.785714268684
-1411.2170143127441	-591.8067592978477	-53914.02106535435	-14391.864327907562	-36468.29362028837	-49304.91929572821	-42561.86380928755	-49763.08867806196	-42685.263400793076	-46433.016930639744	-12756.35482531786	-52229.61931043863	-15497.467655479908	-9838.447891235352	-15712.01468628645	-25077.268530666828	-13940.84170293808	-12324.192811310291	-13899.7978079319	-13756.458860695362	-52547.4182408452
-1507.6460485458374	-294.0168041586876	-53770.34512484074	-14381.039671838284	-36359.548467576504	-49227.651376485825	-42411.81575793028	-49563.76817780733	-42526.22865718603	-46275.04020142555	-12755.86417388916	-52058.59461045265	-15552.528016090393	-9811.7109375	-15580.060724020004	-24303.84632128477	-13852.289161682129	-12309.018146634102	-13887.383085250854	-13718.99831855297	-52366.49728810787
-1550.7798099517822	-495.3073486685753	-53654.110286951065	-14348.716010808945	-36338.80824059248	-49130.50671982765	-42351.519913613796	-49606.98047345877	-42537.83745646477	-46256.94402164221	-12723.440578341484	-52010.65763062239	-15430.317061781883	-9805.398147583008	-15519.580905020237	-24347.52775543928	-13764.03814303875	-12284.019717991352	-13865.577648162842	-13686.730751872063	-52338.504666507244
-1268.5166568756104	-769.5331100821495	-53197.29101264477	-14303.672351837158	-36091.95233780146	-48730.86138808727	-42030.25145238638	-49202.89551842213	-42123.28008311987	-45979.86718839407	-12606.992132365704	-51660.310327231884	-15293.673391103745	-9724.874183654785	-15433.189360022545	-24109.31711155176	-13738.97413790226	-12191.913855731487	-13716.466823101044	-13606.788367927074	-51877.62244862318
-1644.943733215332	-812.3361467719078	-53150.89490288496	-14456.692692577839	-35908.48006469011	-48617.7450850606	-41935.133645415306	-49051.41622573137	-42057.43716400862	-45792.48196685314	-12738.33810633421	-51428.37715750933	-15234.090204954147	-9687.49186706543	-15306.35504347086	-24021.968862056732	-13597.111459434032	-12327.666369020939	-13829.34829801321	-13841.008636713028	-51835.621043264866
-263.2208643555641	-1350.7027866840363	-50741.231946229935	-13643.264122128487	-34431.71438694	-46581.82767724991	-40070.09167933464	-47010.92340403795	-40270.39442795515	-43841.481235563755	-12084.346323132515	-49229.80289775133	-14736.753567636013	-9297.307327270508	-14728.768851280212	-22984.19690042734	-13118.086831688881	-11663.401956319809	-13131.871750235558	-12987.147660434246	-49525.04324990511
-1749.495599746704	-1606.1544663906097	-49797.82299846411	-13340.040814697742	-33816.71838772297	-45706.80567711592	-39392.5681194067	-45929.133038282394	-39522.79369652271	-42998.04553467035	-11808.814681708813	-48262.873013317585	-14316.852727532387	-9147.799835205078	-14485.09192442894	-22515.470331966877	-12897.792644143105	-11444.012826919556	-12863.503609240055	-12726.69324707985	-48497.982328653336
