-9395.272225379944	-4804.420259952545	-9356.30060827732	-597.1308877468109	-2780.469533622265	-9323.423629283905	-1122.1972081065178	-8852.447948634624	-8845.593835055828	-3785.285521030426	-9049.27347779274	-9267.269635617733	-9085.051522731781	-5130.347498238087	-8948.70665949583	-8885.52257591486	-9103.574934184551	-5096.091390430927	-2814.4577201008797	-967.3928408026695	-9159.02069312334	-9365.118307113647	-9289.994999110699	-5095.6348576545715	-9246.787723779678	-650.5816007256508	-1021.8079048395157	-1737.8409896492958	-9428.62890291214	-4157.961906909943	-3100.1249277591705	-1080.9265019893646	-1910.369410276413	-8970.09946513176	-658.1563451290131	-1110.3252215981483	-1275.799229502678	-917.742018699646	-9060.469633460045	-3857.721425294876	-1939.5394413471222	-948.7162007689476	-1914.6733722686768	-2788.3889716267586	-5259.790927886963	-951.7695619463921	-4177.394053757191	-513.2410834431648	-1841.846775174141
-9010.793166399002	-4448.924412071705	-8926.712949573994	-147.88458091020584	-3238.1689047813416	-8959.95610153675	-1581.4042459130287	-8452.234216868877	-8424.08838814497	-3279.232503116131	-8725.256125211716	-8842.96191418171	-8750.730074465275	-4730.014522731304	-8573.594111084938	-8402.107910752296	-8725.787460744381	-4756.737566351891	-3248.166596889496	-1401.0733287334442	-8774.088638365269	-8843.996648132801	-8835.51343035698	-4696.180074572563	-8827.277602434158	-123.33294653892517	-1454.152724325657	-2134.4272660017014	-9056.495696127415	-4590.527363181114	-3520.3418008089066	-1520.1750019192696	-2345.0466316342354	-8622.019582092762	-160.97162783145905	-1588.3565710186958	-1703.1585733890533	-1360.151980817318	-8695.198348581791	-3345.9712594747543	-1524.5015746951103	-1386.9777314066887	-2339.1947591900826	-2449.6856856942177	-4827.910095870495	-1385.707807958126	-4602.480077981949	-980.7157816886902	-2249.8772423267365
-8986.485224485397	-4359.243633568287	-8916.470269143581	-1055.2598779797554	-3218.3068590164185	-8828.512594640255	-1589.9193610548973	-8490.194103360176	-8417.250501453876	-4241.255607903004	-8588.305106401443	-8830.031220078468	-8616.681726396084	-4732.0540717840195	-8528.922600269318	-8473.706909418106	-8569.008267879486	-4626.835235774517	-3273.41229480505	-1439.5405722856522	-8685.904782354832	-8922.383834719658	-8892.537762224674	-4709.5047572255135	-8845.821584522724	-1099.2351677417755	-1476.479903101921	-2189.793632745743	-9036.810973227024	-4628.450739085674	-3576.6821172833443	-1512.2409229278564	-2351.8887336850166	-8429.000262141228	-1109.2701475024223	-1539.065067768097	-849.7739302515984	-1386.9726474881172	-8705.067988216877	-4300.897928714752	-2398.2998108267784	-1348.880309998989	-2402.3373133540154	-3255.0789261460304	-4736.173672318459	-1445.13877338171	-4615.4157371521	-177.17886793613434	-2290.867516875267
-8545.369339346886	-4024.4205282330513	-8691.492622971535	-1343.478892505169	-2008.1965245604515	-8514.42945086956	-1880.5504155755043	-8131.97241461277	-8166.101184487343	-4517.060848176479	-8332.957542061806	-8540.06272482872	-8369.108760416508	-4532.363672554493	-8285.142293274403	-8198.583631157875	-8456.073509991169	-4246.834590315819	-3619.6603077054024	-1706.1471970677376	-8360.22879499197	-8599.623517811298	-8550.482551634312	-4295.3360976576805	-8540.10143661499	-1410.9814910888672	-1792.319896519184	-2452.885918557644	-8723.432185709476	-4889.91610622406	-3886.8079654574394	-1816.4696442484856	-2625.6238337755203	-8317.977550506592	-1421.482692182064	-1854.4388964176178	-678.4918755292892	-133.4038366675377	-8306.554564774036	-4618.098424613476	-2669.9233597517014	-185.94420063495636	-2649.288176715374	-3528.4831230044365	-4496.374257743359	-1698.1679666042328	-4976.702058374882	-1307.92142111063	-2635.5748022794724
-8602.006165504456	-4003.7477856874466	-8486.882610440254	-606.0135711431503	-3676.006230175495	-8465.0450668931	-2049.1263988614082	-8089.980371594429	-7995.745054543018	-3735.2025899887085	-8264.28775382042	-8405.723498642445	-8282.360278129578	-4331.721096277237	-8153.810051858425	-7990.292244255543	-8191.220794439316	-4287.48141169548	-3707.121171593666	-1873.2210602164268	-8300.97272759676	-8401.262175738811	-8438.056193470955	-4310.049974143505	-8426.311463177204	-571.9865135550499	-1908.8247225880623	-2586.3799090981483	-8664.677766442299	-5061.016195356846	-3996.8989903330803	-1951.4894228577614	-2786.565955042839	-8080.92037910223	-612.0854302048683	-2017.0964171886444	-1277.1332741379738	-1829.3826096057892	-8339.796703338623	-3789.1477628946304	-1983.2619441747665	-1787.1418406367302	-2826.858700275421	-2916.3756402134895	-4304.2928403019905	-1879.077019393444	-5040.501761376858	-644.6535661816597	-2698.8979840278625
-8358.006082832813	-5750.295907497406	-8385.337700545788	-1542.281504869461	-3691.078985750675	-8448.17722773552	-216.7637895345688	-7957.344930648804	-7953.674853205681	-4746.6080721616745	-8153.585734903812	-8510.64672100544	-8195.607504665852	-6128.091165244579	-8000.263639330864	-7940.46810644865	-8335.866093933582	-6041.953683257103	-2051.4102604985237	-216.32317227125168	-8242.781372725964	-8333.774672627449	-8357.062281191349	-6032.092514574528	-8356.638995885849	-1638.3717666268349	-223.8554127216339	-2668.4716815948486	-8559.564028978348	-3393.066631436348	-3999.680035173893	-2037.1440852880478	-2827.1162647008896	-8093.754819214344	-1571.8603647947311	-217.7237121462822	-2208.468438744545	-1867.4053233265877	-8233.712567090988	-4814.039069652557	-980.5399078130722	-1860.4297196865082	-2846.385223567486	-3706.4877210259438	-6203.225362420082	-224.62195897102356	-3129.6234562397003	-1476.006384909153	-2769.035603404045
-8203.22068876028	-5943.439672112465	-8190.402631640434	-1744.7728807926178	-3926.558941602707	-8124.468757390976	-2290.2481276392937	-7767.938638687134	-7882.615334928036	-5038.782020568848	-7918.248694181442	-8165.585196316242	-8201.791818141937	-6299.7958154678345	-7876.974897801876	-7837.983283042908	-7919.255058586597	-6258.135788142681	-3957.589556515217	-2120.6773339509964	-7958.298569083214	-8259.446008324623	-8211.642795026302	-6260.16259342432	-8038.096065938473	-1778.0471259951591	-2160.617449223995	-2844.554935514927	-8233.692276120186	-2917.9005736112595	-2046.3590041399002	-2214.2887858748436	-3099.4188309311867	-7854.411092281342	-1762.1761525273323	-2240.90197879076	-2430.510071992874	-2045.1627188324928	-7950.141853630543	-5055.796701490879	-3083.0632984638214	-2126.2545351982117	-3012.7266061902046	-3996.412927508354	-6397.583000957966	-2121.024298429489	-3188.3037161827087	-1657.2029830217361	-3010.3716806173325
-8160.890280365944	-3668.924680352211	-8261.904964268208	-894.2325856685638	-2465.895895719528	-8150.961923122406	-2339.7574533820152	-7731.758682847023	-7744.595737576485	-4011.007830262184	-8008.940189480782	-8115.755003392696	-8034.7873121500015	-4132.03069704771	-7910.02974486351	-7715.168965995312	-8078.286036550999	-3907.480766236782	-4053.3691844940186	-2139.8276849985123	-7975.296740233898	-8078.501858830452	-8096.000982880592	-3895.881314575672	-8120.59131526947	-883.7328369021416	-2224.6647160053253	-2849.4721949100494	-8351.298978924751	-5322.481562495232	-4307.024838507175	-2255.7181441783905	-3060.3010551333427	-7969.897667467594	-924.29797488451	-2332.4702458381653	-1105.8512194156647	-575.8137987852097	-7941.2832798957825	-4106.348258793354	-2254.8854930996895	-624.2057312726974	-3073.80956363678	-3189.7798370718956	-4064.4934257268906	-2132.106212615967	-5401.78808259964	-1775.3961193561554	-3043.605269432068
-8136.582338452339	-3579.243901848793	-8251.662283837795	-1801.6078827381134	-2446.033849954605	-8019.51841622591	-2348.272568523884	-7769.718569338322	-7737.757850885391	-4973.030935049057	-7871.989170670509	-8102.824309289455	-7900.738964080811	-4134.070246100426	-7865.35823404789	-7786.767964661121	-7921.506843686104	-3777.5784356594086	-4078.6148824095726	-2178.29492855072	-7887.112884223461	-8156.889045417309	-8153.025314748287	-3909.2059972286224	-8139.135297358036	-1859.635058104992	-2246.9918947815895	-2904.838561654091	-8331.61425602436	-5360.404938399792	-4363.365154981613	-2247.7840651869774	-3067.143157184124	-7776.87834751606	-1872.5964945554733	-2283.1787425875664	-252.4665762782097	-602.6344654560089	-7951.1529195308685	-5061.274928033352	-3128.6837292313576	-586.1083098649979	-3136.9521178007126	-3995.1730775237083	-3972.7570021748543	-2191.537178039551	-5414.723741769791	-971.8592056035995	-3084.5955439805984
-7973.5270238518715	-5394.800059616566	-7955.750041842461	-1093.035198032856	-4148.778356909752	-8084.709699988365	-675.9708273410797	-7557.131198883057	-7532.169406294823	-4240.555054247379	-7829.568382322788	-8086.338999569416	-7861.286056399345	-5727.758189737797	-7625.1510909199715	-7457.053441286087	-7958.078620493412	-5702.599859178066	-2485.11913728714	-650.0036602020264	-7857.849317967892	-7812.653013646603	-7902.58071243763	-5632.637731492519	-7937.128874540329	-1111.1231124401093	-656.2002322077751	-3065.057957947254	-8187.430822193623	-3825.6320877075195	-4419.896908223629	-2476.3925852179527	-3261.793486058712	-7745.674936175346	-1074.6756474971771	-695.7550615668297	-2635.8277826309204	-2309.8152854442596	-7868.441282212734	-4302.288903832436	-565.5020411610603	-2298.6912503242493	-3270.9066104888916	-3367.784435093403	-5771.344530403614	-658.5602049827576	-3554.7094804644585	-1943.4810831546783	-3177.0660705566406
