-1515.035255908966	-56455.915924072266	-18506.14933013916	-58117.419921875	-15884.649932861328	-67104.923828125	-1867.1408504843712	-16196.272369384766	-17040.528579711914
-1436.4268651008606	-56039.57364708185	-18367.379041671753	-57678.71730238199	-15766.775937080383	-66576.68654114008	-1943.1028599143028	-16075.331283569336	-16907.657079219818
-1877.712191104889	-55064.83669143915	-18222.436438560486	-56704.203696131706	-15723.495966136456	-65518.177343189716	-2308.8365616202354	-15936.318802058697	-16858.01026391983
-1766.780701160431	-54548.784814953804	-17850.057007074356	-56218.425157010555	-15307.568977952003	-64897.69213426113	-1345.93884319067	-15660.63996887207	-16452.20564121008
-1688.1723103523254	-54132.44253796339	-17711.28671860695	-55779.72253751755	-15189.694982171059	-64369.45484727621	-1421.9008526206017	-15539.69888305664	-16319.334140717983
-2230.7695240974426	-53648.230960547924	-17596.578983306885	-55202.47605866194	-15105.666978120804	-63771.366466999054	-2319.0452083945274	-15396.028661251068	-16205.891988098621
-2126.2222895622253	-53789.71168899536	-18001.536774635315	-55419.952128469944	-15084.071628034115	-63897.28444361687	-2694.6134779453278	-15396.960126757622	-16249.630415380001
-1959.200783252716	-53423.10896641016	-17412.324681520462	-55230.787031292915	-15011.344545900822	-63586.60960024595	-2931.5141614079475	-15341.301064014435	-16138.092352688313
-1941.6324391365051	-53440.360188663006	-17473.91152626276	-55094.4000813365	-14979.580360293388	-63497.194161474705	-2338.1257080435753	-15379.710285782814	-16122.264224410057
-441.6705743074417	-52581.913285434246	-17269.77193248272	-54118.79896515608	-14857.36581647396	-62610.262438595295	-713.4865987300873	-15145.636891543865	-15954.459114074707
-2759.6676511764526	-51803.55826348066	-16841.208526074886	-53377.132355988026	-14508.884382367134	-61524.41506874561	-3624.9830959439278	-14707.29187464714	-16141.584213256836
-2114.7694935798645	-51116.88680255413	-16679.04891473055	-52756.702696979046	-14284.625409603119	-60761.725180625916	-1892.8857101798058	-14723.136799454689	-15401.069785416126
-2570.3878169059753	-50756.904731333256	-16907.712126016617	-52533.31923788786	-14210.766241073608	-60378.97021573782	-3758.986788868904	-14541.988821387291	-15347.1941883564
-3286.122085094452	-47949.219767808914	-15998.141779184341	-49618.3753746748	-13431.783286333084	-57045.41285461187	-4210.89114677906	-13741.745113253593	-14512.557596743107
-4676.450544834137	-45025.1318026185	-14712.480768084526	-46325.76425546408	-13118.162243425846	-53753.9791482687	-6048.173725485802	-13475.650583744049	-13536.00461345911
-7144.577124118805	-35197.592551767826	-11536.805820465088	-35803.85732191801	-9704.262895226479	-41415.71463090181	-9856.833338737488	-9741.987717032433	-10137.881777048111
-6071.212442517281	-31323.589913129807	-10300.428422808647	-31805.23636519909	-8676.978778839111	-36921.05324137211	-8703.179086983204	-8691.352239191532	-9051.812311410904
-9232.627731442451	-19892.805791676044	-6506.759860754013	-20013.580698788166	-5910.491089403629	-23570.108561515808	-12884.211961984634	-5970.730453550816	-5547.2883451581
-10477.260126709938	-15240.448131084442	-4841.819056689739	-15273.293132901192	-4534.725538909435	-17989.59980213642	-14642.054207444191	-4481.7499588131905	-4648.343978703022
-11076.994364380836	-9901.419009566307	-3014.718641281128	-9912.575908005238	-2934.701015651226	-11646.401154637337	-14667.799067139626	-3008.614388883114	-3008.885184407234
-11439.67129957676	-8510.339776933193	-2731.0057497024536	-8499.359682261944	-2773.5470489263535	-10059.654669702053	-15109.49477827549	-2748.660821557045	-2826.3668686151505
-13210.758128762245	-3.6436206698417664	-222.9981987476349	-0.31513506174087524	-320.68040239810944	-0.14369618892669678	-17453.24507457018	-294.1335654258728	-298.39588564634323
