-2482.305471301079	-134.28767883777618	-137.28624778985977	-3994.613163948059	-4503.538482785225	-19323.18359375	-4707.384667277336	-6449.399240136147	-5731.8180012106895	-2074.3677064180374	-4926.848077535629	-12033.686795771122	-20327.1484375	-22500.1328125	-5503.339594900608	-22495.29296875	-1696.2203777432442	-14242.02734375	-2142.8416755199432	-3101.2637715935707	-396.90779089927673	-8518.642402172089	-15927.62890625	-2496.0009384155273	-18078.072265625	-15768.75	-3519.140670776367	-158.31449514627457	-3695.2563720345497	-4385.374908447266	-4071.593283176422	-5372.16053622961	-17212.28125	-5247.761592745781	-20533.69140625	-19214.19140625	-22762.515625	-5483.06640625	-3224.5010833740234	-1926.2961556315422	-3526.0654296875	-2716.2394546866417	-2277.061525642872	-2680.7178955078125
-2506.434322118759	-197.020858168602	-201.20237869024277	-3969.7618379592896	-4474.46949493885	-19162.234815120697	-4638.181091427803	-6380.274425566196	-5700.686184227467	-2056.0954591035843	-4888.15237736702	-11954.060180723667	-20153.96875411272	-22305.9296875	-5439.035922765732	-22330.10546875	-1684.5259197354317	-14122.98104095459	-2128.0035407543182	-3171.7360619306564	-452.78290915489197	-8437.484058976173	-15778.535205423832	-2474.419044494629	-17935.705100357533	-15625.843796610832	-3540.419937133789	-204.49459701776505	-3640.782514631748	-4328.467348814011	-4015.215121984482	-5333.283572793007	-17075.836120843887	-5209.285731852055	-20348.082031309605	-19043.214868068695	-22594.546875	-5439.90800845623	-3200.172203063965	-1912.7196480631828	-3494.5779991149902	-2692.3461651206017	-2257.160478889942	-2660.9105529785156
-2548.317211329937	-15.88677430152893	-17.094943642616272	-3912.029603779316	-4416.227026879787	-18983.254017472267	-4613.054054915905	-6344.7026970386505	-5637.028094112873	-2035.4126282930374	-4828.488196849823	-11842.47960215807	-19984.54709506035	-22037.33593761921	-5408.022574603558	-22045.20721822977	-1660.5818584561348	-14020.896395504475	-2106.612580060959	-3266.006859123707	-551.7643325924873	-8329.647239625454	-15647.801022529602	-2447.54988861084	-17747.267617464066	-15484.969034254551	-3463.5366134643555	-296.8140335679054	-3646.9501834511757	-4306.826824188232	-3995.9844694137573	-5256.243623971939	-16902.539190649986	-5132.272107064724	-20116.996098876	-18817.46487158537	-22341.015644609928	-5384.594872236252	-3167.2389526367188	-1899.917432487011	-3464.1867599487305	-2668.0170540213585	-2232.4371245503426	-2631.5279235839844
-2572.4460621476173	-78.61995363235474	-81.01107454299927	-3887.1782777905464	-4387.158039033413	-18822.305238842964	-4543.850479066372	-6275.5778824687	-5605.89627712965	-2017.1403809785843	-4789.792496681213	-11762.852987110615	-19811.36741167307	-21843.13281261921	-5343.718902468681	-21880.01971822977	-1648.8874004483223	-13901.850092709064	-2091.774445295334	-3336.4791494607925	-607.6394508481026	-8248.488896429539	-15498.707321703434	-2425.9679946899414	-17604.900452196598	-15342.062830865383	-3484.8158798217773	-342.9941354393959	-3592.476326048374	-4249.919264554977	-3939.606308221817	-5217.3666605353355	-16766.094061493874	-5093.796246170998	-19931.386723935604	-18646.488333404064	-22173.046894609928	-5341.436474442482	-3142.91007232666	-1886.3409249186516	-3432.6993293762207	-2644.1237644553185	-2212.536077797413	-2611.7205810546875
-2480.21156591177	-397.1723394393921	-406.86898469924927	-3852.4541248083115	-4357.84815877676	-18673.730483949184	-4559.435570180416	-6244.769005775452	-5536.595862090588	-2021.3720704317093	-4780.15916287899	-11721.023182332516	-19656.66408956051	-21814.89063024521	-5355.896758198738	-21784.253911733627	-1656.2090404629707	-13766.227592766285	-2078.5466010570526	-3221.606211602688	-642.6918628811836	-8181.4871970415115	-15354.316907525063	-2425.1787490844727	-17453.142643392086	-15242.148907601833	-3399.8851843476295	-75.61412054300308	-3556.1515749692917	-4236.6991664767265	-3937.8793880343437	-5208.809153914452	-16611.796966016293	-5057.398015797138	-19884.85548067093	-18599.30941849947	-22079.976565778255	-5310.95448923111	-3115.6375761032104	-1867.598269879818	-3423.460494995117	-2646.2858235239983	-2218.43167334795	-2596.264938354492
-2341.236168205738	-445.1714382171631	-437.01963061094284	-3863.42565959692	-4365.279314160347	-18654.058736741543	-4551.635344386101	-6260.25931084156	-5544.4885795116425	-2040.1186990737915	-4802.164826154709	-11699.640892982483	-19601.27344107628	-21785.56250011921	-5263.59462916851	-21847.50391101837	-1662.1059501767159	-13706.51895993948	-2094.7420625686646	-2866.6735478639603	-687.1285979151726	-8633.816178321838	-15364.15783971548	-2425.3799209594727	-17422.759802877903	-15240.007986843586	-3421.660584926605	-429.01429468393326	-3603.1318452954292	-4236.3371077775955	-3931.9133112430573	-5263.619053304195	-16568.579187989235	-5107.151849031448	-19869.26192432642	-18498.18360030651	-22067.367188334465	-5307.449428617954	-3128.666332244873	-1903.876070678234	-3420.518539428711	-2651.6362976431847	-2213.6290763020515	-2597.4186935424805
-2504.34041672945	-459.9055187702179	-470.78511559963226	-3827.602798819542	-4328.779170930386	-18512.78170531988	-4490.231994330883	-6175.644191205502	-5505.464045107365	-2003.0998231172562	-4741.463462710381	-11641.39656728506	-19483.48440617323	-21620.68750524521	-5291.593086063862	-21619.066411733627	-1644.5145824551582	-13647.181289970875	-2063.7084662914276	-3292.0785019397736	-698.5669811367989	-8100.328853845596	-15205.223206698895	-2403.596855163574	-17310.77547812462	-15099.242704212666	-3421.1644507050514	-121.79422241449356	-3501.67771756649	-4179.7916068434715	-3881.5012268424034	-5169.932190477848	-16475.35183686018	-5018.922154903412	-19699.246105730534	-18428.332880318165	-21912.007815778255	-5267.79609143734	-3091.308695793152	-1854.0217623114586	-3391.9730644226074	-2622.392533957958	-2198.5306265950203	-2576.4575958251953
-2365.3650190234184	-507.9046175479889	-500.93576151132584	-3838.5743336081505	-4336.2103263139725	-18493.10995811224	-4482.431768536568	-6191.13449627161	-5513.3567625284195	-2021.8464517593384	-4763.469125986099	-11620.014277935028	-19428.093757689	-21591.35937511921	-5199.290957033634	-21682.31641101837	-1650.4114921689034	-13587.47265714407	-2079.9039278030396	-2937.145838201046	-743.0037161707878	-8552.657835125923	-15215.064138889313	-2403.798027038574	-17280.392637610435	-15097.101783454418	-3442.939851284027	-475.19439655542374	-3548.6579878926277	-4179.4295481443405	-3875.535150051117	-5224.742089867592	-16432.134058833122	-5068.675988137722	-19683.652549386024	-18327.207062125206	-21899.398438334465	-5264.291030824184	-3104.3374519348145	-1890.2995631098747	-3389.031108856201	-2627.7430080771446	-2193.728029549122	-2577.6113510131836
-2304.532649040222	-443.25949919223785	-433.9729110598564	-3827.5541831851006	-4283.347704172134	-18483.262189090252	-4532.803044438362	-6256.126454472542	-5457.953664779663	-1997.3023340702057	-4727.176896452904	-11476.919680655003	-19501.52031069994	-21572.117206573486	-5256.92293292284	-21606.57426470518	-1649.5343576669693	-13640.420659184456	-2058.33700633049	-3452.502236545086	-58.84041678905487	-8221.518768370152	-15230.379975259304	-2408.153221130371	-17259.439756810665	-15082.5472214818	-3372.0317789912224	-395.4254602789879	-3480.8872398138046	-4209.632192611694	-3911.35826921463	-5184.1722843647	-16481.844211041927	-4991.02867770195	-19647.902415275574	-18351.449604988098	-21802.22667890787	-5251.240138351917	-3088.703157901764	-1853.494279563427	-3378.545295715332	-2612.6938747763634	-2187.1001532673836	-2569.247756958008
-2546.223305940628	-278.77143490314484	-286.67768055200577	-3769.8705646395683	-4270.536702871323	-18333.80090767145	-4465.104957818985	-6140.072462677956	-5441.805954992771	-1982.4169923067093	-4681.799282193184	-11529.815988719463	-19314.062747120857	-21352.093755364418	-5260.579737901688	-21334.168161213398	-1620.5705211758614	-13545.09664452076	-2042.3175055980682	-3386.349299132824	-797.5484045743942	-7992.492034494877	-15074.489023804665	-2376.727699279785	-17122.33799523115	-14958.367941856384	-3344.281127035618	-214.11365896463394	-3507.8453863859177	-4158.151082217693	-3862.270574271679	-5092.89224165678	-16302.054906666279	-4941.908530116081	-19468.16017329693	-18202.58288383484	-21658.476585388184	-5212.482955217361	-3058.3754453659058	-1841.2195467352867	-3361.5818252563477	-2598.063422858715	-2173.8072722554207	-2547.074966430664
