-85051.10705566406	-124909.59838867188	-124645.40844726562	-9953.215942382812	-2725.36474609375	-16492.56884765625	-7195.281494140625	-42518.58068847656	-9464.135131835938	-16345.33056640625	-41033.61828613281	-3207.4368896484375	-41093.39123535156	-1980.442138671875	-3219.59716796875	-11352.242919921875	-12575.799011230469	-64501.001953125	-2818.810302734375	-3101.898193359375	-28395.22705078125	-7876.07958984375	-53167.533203125	-3286.114990234375	-9047.780395507812	-38350.86865234375	-38225.7568359375	-38380.9208984375	-8730.448364257812	-38509.3955078125	-17355.182373046875	-15107.35009765625	-32965.389892578125	-16736.077880859375	-75917.62487792969	-5709.9241943359375	-31065.885375976562	-4002.6197509765625	-3152.2965087890625	-16604.7744140625	-118117.73828125	-22631.531494140625	-89860.822265625	-22685.14306640625	-24776.845581054688	-7249.651611328125	-64823.888671875	-17576.412719726562	-3628.297607421875	-22646.05859375	-79392.97998046875	-24229.989379882812	-2593.1870727539062	-3769.524169921875	-29613.811401367188	-13478.907104492188	-97015.30224609375	-81330.75903320312	-20451.307495117188	-8045.0560302734375	-8029.522216796875	-4664.625	-23834.637817382812	-62408.862365722656	-5364.950927734375	-12930.812377929688	-15420.615234375	-3303.142333984375	-3046.30517578125	-2923.326416015625	-15817.760131835938	-12633.23486328125	-139755.1328125	-7013.45458984375	-70560.080078125	-85602.53125	-27448.138427734375	-15383.554077148438	-75739.9453125	-12636.73291015625	-2316.4326782226562	-8510.827026367188
-85052.44543457031	-124904.55920410156	-124640.21545410156	-9955.966186523438	-2726.946044921875	-16487.58901977539	-7197.173583984375	-42510.20725250244	-9466.420288085938	-16341.452392578125	-41035.46887207031	-3208.2581787109375	-41095.69836425781	-1982.22998046875	-3221.22412109375	-11349.231689453125	-12578.544494628906	-64494.92794799805	-2820.078369140625	-3102.722412109375	-28397.343017578125	-7857.71830791235	-53169.181884765625	-3287.208984375	-9043.683776855469	-38340.50275230408	-38215.46236991882	-38370.60686302185	-8731.26708984375	-38499.11384010315	-17351.524658203125	-15109.881103515625	-32967.596923828125	-16738.533447265625	-75919.73278808594	-5711.7391357421875	-31067.629516601562	-4001.9210205078125	-3153.8946533203125	-16606.5927734375	-118085.07430565357	-22633.328125	-89832.17383611202	-22686.96142578125	-24778.852294921875	-7251.421630859375	-64801.216857373714	-17576.933471679688	-3628.948974609375	-22648.791870117188	-79385.02793884277	-24231.850463867188	-2594.5332641601562	-3769.844482421875	-29616.458618164062	-13480.698364257812	-97017.33374023438	-81332.39111328125	-20452.875610351562	-8047.0537109375	-8028.048583984375	-4664.46044921875	-23836.194458007812	-62410.659729003906	-5356.094951629639	-12927.568603515625	-15414.53140258789	-3303.488525390625	-3047.679931640625	-2924.12255859375	-15819.89892578125	-12626.116683959961	-139703.5390625	-7012.463134765625	-70542.57913953066	-85563.09377497435	-27449.655029296875	-15384.032592773438	-75742.1142578125	-12633.747192382812	-2318.5486450195312	-8512.645629882812
-85054.71618652344	-124894.39527130127	-124629.69004821777	-9957.47314453125	-2728.921630859375	-16487.326171875	-7200.0357666015625	-42493.66763752699	-9467.951171875	-16340.869750976562	-41040.00817871094	-3205.4444580078125	-41097.98815917969	-1985.023193359375	-3221.5234375	-11342.747131347656	-12581.405212402344	-64488.579986572266	-2821.065673828125	-3103.52294921875	-28400.565673828125	-7846.69089537859	-53172.481201171875	-3287.877685546875	-9035.26416015625	-38319.71392977238	-38194.246342122555	-38349.538833260536	-8731.828552246094	-38478.27550470829	-17341.32918548584	-15113.221557617188	-32970.943115234375	-16741.102783203125	-75921.28173828125	-5714.4561767578125	-31044.703659057617	-4003.7525634765625	-3154.0936279296875	-16608.894775390625	-118023.98828166723	-22636.658203125	-89782.30664503574	-22688.981689453125	-24782.469970703125	-7242.965881347656	-64775.31869471073	-17578.608276367188	-3629.507080078125	-22650.04931640625	-79380.78359985352	-24234.12646484375	-2596.8010864257812	-3767.189453125	-29618.227905273438	-13484.339111328125	-96991.46017557383	-81334.80078125	-20455.239624023438	-8052.176025390625	-8023.9495849609375	-4662.882080078125	-23839.4599609375	-62414.550842285156	-5343.844341754913	-12927.293090820312	-15409.729766845703	-3304.452392578125	-3051.269775390625	-2923.866455078125	-15824.871459960938	-12627.753128051758	-139644.51257896423	-7009.380615234375	-70528.56668961048	-85535.28910428286	-27452.717895507812	-15387.948608398438	-75727.7797088623	-12629.30908203125	-2321.6472778320312	-8481.550315856934
-85056.05456542969	-124889.35608673096	-124624.49705505371	-9960.223388671875	-2730.5029296875	-16482.34634399414	-7201.9278564453125	-42485.29420155287	-9470.236328125	-16336.991577148438	-41041.85876464844	-3206.2657470703125	-41100.29528808594	-1986.81103515625	-3223.150390625	-11339.735900878906	-12584.150695800781	-64482.50598144531	-2822.333740234375	-3104.34716796875	-28402.681640625	-7828.329613447189	-53174.1298828125	-3288.9716796875	-9031.167541503906	-38309.348029732704	-38183.95187610388	-38339.22479784489	-8732.647277832031	-38467.99383699894	-17337.67147064209	-15115.752563476562	-32973.150146484375	-16743.558349609375	-75923.3896484375	-5716.2711181640625	-31046.447799682617	-4003.0538330078125	-3155.6917724609375	-16610.713134765625	-117991.3243060708	-22638.454833984375	-89753.65821552277	-22690.800048828125	-24784.476684570312	-7244.735900878906	-64752.646880209446	-17579.129028320312	-3630.158447265625	-22652.782592773438	-79372.83155822754	-24235.987548828125	-2598.1472778320312	-3767.509765625	-29620.875122070312	-13486.13037109375	-96993.49166971445	-81336.43286132812	-20456.807739257812	-8054.1737060546875	-8022.4759521484375	-4662.717529296875	-23841.0166015625	-62416.348205566406	-5334.988365650177	-12924.04931640625	-15403.645935058594	-3304.798583984375	-3052.64453125	-2924.66259765625	-15827.01025390625	-12620.634948730469	-139592.91882896423	-7008.38916015625	-70511.06575101614	-85495.8516292572	-27454.234497070312	-15388.427124023438	-75729.9486541748	-12626.323364257812	-2323.7632446289062	-8483.368919372559
-70141.08625847101	-109308.4298979044	-109115.04958176613	-8987.32357788086	-3128.4351963996887	-14540.936665534973	-6518.22314453125	-37129.63668555021	-8416.931698799133	-14422.14132207632	-35032.64294487238	-3480.9029541015625	-34302.507548987865	-2634.1456909179688	-3483.2513427734375	-10243.269989013672	-10726.53685092926	-56523.42652159929	-3194.072265625	-3382.3278770446777	-29030.733032226562	-8232.066772460938	-45071.8142285943	-3537.7421875	-8510.744942843914	-33325.30034631491	-33219.219000697136	-33350.27066373825	-6644.570619463921	-33469.04752057791	-15098.83243995905	-12742.734882116318	-28333.704277813435	-14010.640635073185	-64097.74838155508	-5094.85888671875	-27448.964949965477	-4113.03271484375	-3403.5616455078125	-14705.234857439995	-103587.58889943361	-19912.9682970047	-79054.65971416235	-17824.217806577682	-22915.990762591362	-7991.611755371094	-56983.12501466274	-15019.92883002758	-3802.508544921875	-20213.45408141613	-69391.69797593355	-21743.64291214943	-3074.598365187645	-3897.7191772460938	-25866.94622629881	-10951.076465904713	-84935.19280791283	-68765.7080834508	-18043.314869344234	-7495.191210567951	-7290.362731933594	-4530.9412841796875	-21038.472069084644	-52040.3836042881	-6152.1317138671875	-11446.844578325748	-13444.855630874634	-3493.5388374328613	-2909.0045280456543	-3264.921630859375	-13302.990121245384	-11480.804595947266	-122248.35199481249	-6477.6182861328125	-61871.62049561739	-75075.2488476634	-23983.14747464657	-13685.651663184166	-66034.19875180721	-11220.271263122559	-2866.3093872070312	-9106.68115234375
-70142.42463737726	-109303.39071333408	-109109.85658860207	-8990.073822021484	-3130.0164952278137	-14535.956837654114	-6520.115234375	-37121.26324957609	-8419.216855049133	-14418.263148248196	-35034.49353080988	-3481.7242431640625	-34304.814677894115	-2635.9335327148438	-3484.8782958984375	-10240.258758544922	-10729.282334327698	-56517.35251647234	-3195.34033203125	-3383.1520957946777	-29032.848999023438	-8213.705490529537	-45073.46291023493	-3538.836181640625	-8506.64832419157	-33314.934446275234	-33208.92453467846	-33339.9566283226	-6645.389345049858	-33458.76585286856	-15095.1747251153	-12745.265887975693	-28335.911309063435	-14013.096201479435	-64099.85629171133	-5096.673828125	-27450.709090590477	-4112.333984375	-3405.1597900390625	-14707.053216814995	-103554.92492383718	-19914.764927864075	-79026.01128464937	-17826.036165952682	-22917.99747645855	-7993.381774902344	-56960.45320016146	-15020.449581980705	-3803.159912109375	-20216.187357783318	-69383.74593430758	-21745.503996133804	-3075.944556593895	-3898.0394897460938	-25869.593443095684	-10952.867725670338	-84937.22430205345	-68767.34016352892	-18044.88298457861	-7497.188891232014	-7288.889099121094	-4530.7767333984375	-21040.028709709644	-52042.18096756935	-6143.275737762451	-11443.600803911686	-13438.771799087524	-3493.8850288391113	-2910.3792839050293	-3265.7177734375	-13305.128915190697	-11473.686416625977	-122196.75824481249	-6476.6268310546875	-61854.11955702305	-75035.81137263775	-23984.66407620907	-13686.130178809166	-66036.36769711971	-11217.285545349121	-2868.4253540039062	-9108.499755859375
-70144.69538933039	-109293.22678053379	-109099.33118271828	-8991.580780029297	-3131.9920811653137	-14535.693989753723	-6522.9774169921875	-37104.72363460064	-8420.747738838196	-14417.680506646633	-35039.032837450504	-3478.9105224609375	-34307.10447281599	-2638.7267456054688	-3485.1776123046875	-10233.774200439453	-10732.143052101135	-56511.00455504656	-3196.32763671875	-3383.9526329040527	-29036.071655273438	-8202.678077995777	-45076.76222664118	-3539.5048828125	-8498.228707492352	-33294.145623743534	-33187.70850688219	-33318.88859856129	-6645.950807452202	-33437.9275174737	-15084.979252398014	-12748.606342077255	-28339.257500469685	-14015.665537416935	-64101.40524190664	-5099.390869140625	-27427.78323304653	-4114.16552734375	-3405.3587646484375	-14709.35521876812	-103493.83889985085	-19918.095005989075	-78976.1440935731	-17828.056429624557	-22921.6151522398	-7984.926025390625	-56934.555037498474	-15022.124386668205	-3803.718017578125	-20217.44480407238	-69379.50159531832	-21747.779997110367	-3078.21237885952	-3895.3844604492188	-25871.36273020506	-10956.50847274065	-84911.3507373929	-68769.74983149767	-18047.246998250484	-7502.311205685139	-7284.790100097656	-4529.1983642578125	-21043.29421263933	-52046.0720808506	-6131.025127887726	-11443.325291216373	-13433.970163345337	-3494.8488960266113	-2913.9691276550293	-3265.461669921875	-13310.101449370384	-11475.322860717773	-122137.73176127672	-6473.5443115234375	-61840.10710710287	-75008.00670194626	-23987.726942420006	-13690.046194434166	-66022.03314816952	-11212.847434997559	-2871.5239868164062	-9077.404441833496
-85678.53550720215	-109232.45921385288	-108972.83614444733	-8727.492210388184	-3308.8384704589844	-14779.52370852232	-7286.0518798828125	-37763.26139587164	-9537.728546142578	-14825.35739928484	-41890.52212190628	-3549.0477294921875	-41840.06921386719	-2783.9730224609375	-3480.7518310546875	-9975.952392578125	-13482.490783691406	-56509.70068502426	-3226.02880859375	-3435.808868408203	-29239.396606445312	-5356.175882279873	-51122.74201697111	-3560.8058471679688	-7457.512117862701	-33844.07620561123	-33732.32108461857	-33892.921933710575	-6740.243143320084	-33970.44660151005	-15148.09126162529	-15999.550903320312	-30895.61730247736	-17572.763038635254	-72953.62204551697	-6552.033447265625	-27397.889078617096	-4057.1270751953125	-3452.716552734375	-14536.703725099564	-103640.9729616642	-19877.912114322186	-78613.54240328074	-20013.443952202797	-25559.67970275879	-4718.021553039551	-56406.2441791296	-15712.6878221035	-3771.932373046875	-20171.64769679308	-69255.37347978354	-21520.412598252296	-3167.531623840332	-3919.6898803710938	-26045.14781498909	-10550.514038205147	-84971.42959356308	-78149.05895411968	-17767.81002920866	-7463.165508687496	-7296.505310058594	-4674.6622314453125	-20742.37060791254	-63250.764488220215	-3652.9412784576416	-11542.615801036358	-14181.433025538921	-3592.4799194335938	-3832.4599609375	-3287.2660522460938	-16788.981323242188	-10619.29455947876	-122365.99260491133	-6404.252838134766	-61847.0797740221	-74971.9883351922	-24195.657168626785	-13451.715011179447	-66841.80335474014	-11002.899223327637	-2932.0855407714844	-5428.576900362968
-85679.8738861084	-109227.42002928257	-108967.64315128326	-8730.242454528809	-3310.4197692871094	-14774.54388064146	-7287.9439697265625	-37754.88795989752	-9540.013702392578	-14821.479225456715	-41892.37270784378	-3549.8690185546875	-41842.37634277344	-2785.7608642578125	-3482.3787841796875	-9972.941162109375	-13485.236267089844	-56503.62667989731	-3227.296875	-3436.633087158203	-29241.512573242188	-5337.814600348473	-51124.390698611736	-3561.8998413085938	-7453.415499210358	-33833.710305571556	-33722.02661859989	-33882.607898294926	-6741.061868906021	-33960.1649338007	-15144.43354678154	-16002.081909179688	-30897.82433372736	-17575.218605041504	-72955.72995567322	-6553.848388671875	-27399.633219242096	-4056.4283447265625	-3454.314697265625	-14538.522084474564	-103608.30898606777	-19879.70874518156	-78584.89397376776	-20015.262311577797	-25561.686416625977	-4719.791572570801	-56383.572364628315	-15713.208574056625	-3772.583740234375	-20174.380973160267	-69247.42143815756	-21522.27368223667	-3168.877815246582	-3920.0101928710938	-26047.795031785965	-10552.305297970772	-84973.4610877037	-78150.69103419781	-17769.378144443035	-7465.163189351559	-7295.031677246094	-4674.4976806640625	-20743.92724853754	-63252.561851501465	-3644.0853023529053	-11539.372026622295	-14175.349193751812	-3592.8261108398438	-3833.834716796875	-3288.0621948242188	-16791.1201171875	-10612.17638015747	-122314.39885491133	-6403.261383056641	-61829.57883542776	-74932.55086016655	-24197.173770189285	-13452.193526804447	-66843.97230005264	-10999.9135055542	-2934.2015075683594	-5430.395503878593
-85682.14463806152	-109217.25609648228	-108957.11774539948	-8731.749412536621	-3312.3953552246094	-14774.28103274107	-7290.80615234375	-37738.348344922066	-9541.54458618164	-14820.896583855152	-41896.912014484406	-3547.0552978515625	-41844.66613769531	-2788.5540771484375	-3482.6781005859375	-9966.456604003906	-13488.096984863281	-56497.27871847153	-3228.2841796875	-3437.433624267578	-29244.735229492188	-5326.7871878147125	-51127.690015017986	-3562.5685424804688	-7444.995882511139	-33812.921483039856	-33700.81059080362	-33861.53986853361	-6741.623331308365	-33939.32659840584	-15134.238074064255	-16005.42236328125	-30901.17052513361	-17577.787940979004	-72957.27890586853	-6556.5654296875	-27376.70736169815	-4058.2598876953125	-3454.513671875	-14540.824086427689	-103547.22296208143	-19883.03882330656	-78535.02678269148	-20017.282575249672	-25565.304092407227	-4711.335823059082	-56357.67420196533	-15714.883378744125	-3773.141845703125	-20175.63841944933	-69243.1770991683	-21524.549683213234	-3171.145637512207	-3917.3551635742188	-26049.56431889534	-10555.946045041084	-84947.58752304316	-78153.10070216656	-17771.74215811491	-7470.285503804684	-7290.932678222656	-4672.9193115234375	-20747.192751467228	-63256.452964782715	-3631.83469247818	-11539.096513926983	-14170.547558009624	-3593.7899780273438	-3837.424560546875	-3287.8060913085938	-16796.092651367188	-10613.812824249268	-122255.37237137556	-6400.178863525391	-61815.56638550758	-74904.74618947506	-24200.236636400223	-13456.109542429447	-66829.63775110245	-10995.475395202637	-2937.3001403808594	-5399.3001898527145
