-4912.736526489258	-16487.029998779297	-117451.94140625	-35489.28958129883	-33381.71682739258	-105938.20703125	-34620.898834228516	-36409.10037231445	-35945.49331665039	-67250.30078125	-35704.24710083008	-110492.6875	-111433.57421875	-33519.799865722656	-102677.9140625
-5096.013488769531	-16451.420959472656	-116791.61838638783	-35278.569594323635	-33197.82606166601	-105335.12784260511	-34428.20551300049	-36545.60363769531	-36059.3184967041	-66867.35765349865	-35511.35344803333	-109874.81078141928	-110819.79596805573	-33329.94586920738	-102102.04032534361
-4717.73469543457	-16604.296752929688	-116823.88454145193	-35364.47535407543	-33362.95655822754	-105351.05913954973	-34474.840037345886	-36207.204444885254	-35737.07933998108	-66879.30533975363	-35596.82192993164	-109872.11605101824	-110818.21811050177	-33326.198695898056	-102111.49448019266
-4901.011657714844	-16568.687713623047	-116163.56152158976	-35153.75536710024	-33179.06579250097	-104747.97995090485	-34282.14671611786	-36343.70771026611	-35850.90452003479	-66496.36221200228	-35403.928277134895	-109254.23933243752	-110204.43985980749	-33136.34469938278	-101535.62074303627
-5502.92414855957	-15922.860204815865	-115274.18954622746	-34822.52209472656	-33185.23391723633	-104029.50592666864	-34039.3677021265	-35768.437133431435	-35324.09092974663	-66084.46318000555	-35046.35459339619	-108573.93648296595	-109356.52371621132	-32927.90045905113	-100802.5979360938
-5686.201110839844	-15887.251165509224	-114613.86652636528	-34611.80210775137	-33001.34315150976	-103426.42673802376	-33846.674380898476	-35904.940398812294	-35437.91610980034	-65701.5200522542	-34853.46094059944	-107956.05976438522	-108742.74546551704	-32738.046462535858	-100226.72419893742
-5307.922317504883	-16040.126958966255	-114646.13268142939	-34697.707867503166	-33166.47364807129	-103442.35803496838	-33893.30890524387	-35566.541206002235	-35115.676953077316	-65713.46773850918	-34938.92942249775	-107953.36503398418	-108741.16760796309	-32734.299289226532	-100236.17835378647
-5140.994094848633	-16412.341346025467	-114384.8362442255	-34546.11610531807	-32409.5983427763	-103142.23290330172	-33708.41751849651	-35451.11417031288	-34998.69455778599	-65488.28734624386	-34769.032921910286	-107522.65876162052	-108504.50414258242	-32657.57069647312	-99952.75706934929
-5324.271057128906	-16376.732306718826	-113724.51322436333	-34335.39611834288	-32225.707577049732	-102539.15371465683	-33515.724197268486	-35587.61743569374	-35112.5197378397	-65105.34421849251	-34576.13926911354	-106904.7820430398	-107890.72589188814	-32467.716699957848	-99376.8833321929
-4945.992263793945	-16529.608100175858	-113756.77937942743	-34421.30187809467	-32390.83807361126	-102555.08501160145	-33562.358721613884	-35249.21824288368	-34790.280581116676	-65117.291904747486	-34661.60775101185	-106902.08731263876	-107889.14803433418	-32463.96952664852	-99386.33748704195
-6194.248794555664	-16204.501545548439	-112563.34056591988	-34550.458335638046	-32989.1949647069	-101483.08284044266	-33797.17324757576	-34862.99618345499	-34419.381926476955	-64439.1508384943	-34715.93783068657	-105747.53620183468	-106814.83666962385	-32157.19030404091	-98395.31460255384
-5731.181716918945	-15848.171552062035	-112207.08438420296	-33879.348618745804	-32213.11543262005	-101233.53179872036	-33126.8863863945	-34810.45093142986	-34377.292170882225	-64322.44974499941	-34111.140414476395	-105603.90774458647	-106427.45364004374	-32065.671289801598	-98077.4409429431
