	AML_01_001	AML_02_001	AML_03_001	AML_04_001	AML_05_001	AML_06_001	AML_07_001	AML_08_001	AML_09_001	AML_100_001	AML_101_001	AML_102_001	AML_103_001	AML_104_001	AML_105_001	AML_106_001	AML_107_001	AML_108_001	AML_109_001	AML_10_001	AML_110_001	AML_111_001	AML_112_001	AML_113_001	AML_114_001	AML_115_001	AML_116_001	AML_117_001	AML_118_001	AML_119_001	AML_11_001	AML_120_001	AML_121_001	AML_122_001	AML_123_001	AML_12_001	AML_13_001	AML_14_001	AML_15_001	AML_16_001	AML_17_001	AML_18_001	AML_19_001	AML_20_001	AML_21_001	AML_22_001	AML_23_001	AML_24_001	AML_25_001	AML_26_001	AML_27_001	AML_28_001	AML_29_001	AML_30_001	AML_31_001	AML_32_001	AML_33_001	AML_34_001	AML_35_001	AML_36_001	AML_37_001	AML_38_001	AML_39_001	AML_40_001	AML_41_001	AML_42_001	AML_43_001	AML_44_001	AML_45_001	AML_46_001	AML_47_001	AML_48_001	AML_49_001	AML_50_001	AML_51_001	AML_52_001	AML_53_001	AML_54_001	AML_55_001	AML_56_001	AML_57_001	AML_58_001	AML_59_001	AML_60_001	AML_61_001	AML_62_001	AML_63_001	AML_64_001	AML_65_001	AML_66_001	AML_67_001	AML_68_001	AML_69_001	AML_70_001	AML_71_001	AML_72_001	AML_73_001	AML_74_001	AML_75_001	AML_76_001	AML_77_001	AML_78_001	AML_79_001	AML_80_001	AML_81_001	AML_82_001	AML_83_001	AML_84_001	AML_85_001	AML_86_001	AML_87_001	AML_88_001	AML_89_001	AML_90_001	AML_91_001	AML_92_001	AML_93_001	AML_94_001	AML_95_001	AML_96_001	AML_97_001	AML_98_001	AML_99_001
NRAS	0.0	0.0	0.0	0.0	0.6173076923076923	0.1103702403930514	0.0	0.0	0.0	0.0444171348314606	0.0	0	0.0	0.0	0.4400360685302074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9680432645034416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1215085779101091	0.0	0.0	0.9640700483091788	0.0	0.0	0.6812935323383085	1.0	0.1172649572649572	0.2813559322033898	0.8944579377345993	0.0	0.0	0.0	0.0	0.0	0.0395920815836832	0.1047637679741758	0.0	0.0	0.0	0.5423259493670886	0.0540905188274254	0.9732543241511852	0.0854181064270905	0.0	0.134807878592186	0.081267217630854	0.931399214264128	0.0	0.0	0.0781493001555209	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0641457631349057	0	0.0	0.0	0.0	0.0	0.0	0.0	0.073963133640553	0.0	0.0	0.0	0.0	0.0126634549208534	0.3432105868814729	0.0	0.7189761458054141	0.0299951620706337	0.9799250535331906	0.0	0.3811989643497311	0.0	0.1867281409517536	0.735466201917092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1315744680851064	0.7609996480112636	0.0246130423750317	0.0	0.0	0.0	0.0	0.5883010432190761	1.0	0.0	0.0
FLT3	1.0	0.8381036439288867	0.971958440397721	0.0415107179312691	0.3826923076923076	0.0	0.0	0.0	0.0542255207086425	0.0465238764044943	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1609363569861009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0428849902534113	0.0	0.0	0.0636986301369863	0.0	0.0	0.0	0.0	0.0	0.0	0.9667679453095328	0.0	0.0	0.0	0.0	0.0	0.0164938737040527	0.1003020518695969	0.8673519334312286	0.0949062714692315	0.0	0.0	0.0	0.6849896857177526	0.0	0.0	0.0	0.1175027597203483	0.0	0.2465791292328956	0.0	0.0550532773651921	0.0	0.0	0.9669400307534598	0.0	0.0	0.0	0.8720948129906111	0.0	1	0.0	0.2696191750821268	0.0715582450832072	0.0423062523399475	1	0.7045101088646968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8130608863730499	0.0	0.0	0.9237132352941176	0.0	0.0	0.0	0.0	0.4198366859191396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1447084233261339	0.1169016598250937	0.0	0.9698231009365244	0.0	0.0	0.2812591938805531	0.7901942056669851	0.0	0.0	0.0	0.0	0.0	0.0	0.0710963455149501	0.0758196721311475	0.0	0.0	0.0
DNMT3A	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.901818181818182	0.0	0.0	0.0	0	0.9659332860184529	0.1247422680412371	0.4400360685302074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7282608695652174	0.4252550123109391	0.9239593575876762	0.9480653229365896	0.0	0.75	0.0	0.0	0.0	0.8391073326248671	0.5653021442495126	0.0	0.8628072957969866	0.0	0.0	0.0	0.0	0.3809813463098134	0.9640700483091788	0.0	0.0	0.9182089552238806	0.0	0.0	0.0	0.9646721130492384	0.0	0.7071138423080929	0.0	0.0	0.0	0.3474805038992201	0.0	0.0	0.0	0.0	0.0	0.0	0.9732543241511852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9547430830039526	0.0	0.0	0	0.0	0.9690959970799368	0.0	0.0	0	0.2849144634525661	0.0	0.0	0.952876376988984	0.0	0.0	0.0	0.0	0.0	0.9497899579915984	0.9083252795802844	0.0	0.9735327963176064	0.8602941176470589	0.0	0.0	0.9799250535331906	0.9319502074688796	0.0	0.0	0.0	1.0	0.0	0.1900266279351246	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9437884583402628	0.8568738229755178	0.8998640688717716
NPM1	0.0	0.0	0.9210144117975644	0.0	0.0	0.0	0.0	0.0	0.9610964807277952	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9386301369863014	0.2701979668271803	0.9275485608960726	1.0	0.0	0.9308574879227052	0.0	0.0	0.6181094527363185	0.8967826814974286	0.0	0.0	0.0	0.0	0.1932090407249244	0.8673519334312286	0.0	0.0	0.0395920815836832	0.0	0.0	0.0	0.0	0.0	0.0	0.9458680333119796	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8207509881422925	0.925965830383254	0.0	1	0.8931646646114596	0.9690959970799368	0.0	0.0	0	0.0	0.0	0.1644357258250634	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8114107883817427	0.0	0.0	0.0871068664580932	0.0	0.0	0.0	0.0	0.5892411827573922	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7609996480112636	0.0	0.0	0.0	0.0	0.0	0.0	0.9205055712622652	0.0	0.0
U2AF1	0.0	0.028243601059135	0.0	0.195474651241919	0.0	0.0	0.0	0.2515508021390374	0.0	0.0	0.0	0	0.9115211734090372	0.0	0.4400360685302074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7696272799365583	0.0560273972602739	0.0256821829855537	0.0353041259038706	0.0	0.0245336577453365	0.0573671497584541	0.0	0.0227876946448917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0437459910198845	0.0	0.0	0.0	0.0	0.0	0.0154272151898734	0.0215871458358886	0.0371556694426649	0.0	0.0	0.0	0.774301456119638	0.0	0.0	0.0	0.0353810264385692	0.0	0.0	0.0	0	0.0181779525884979	0.0	0.0	0.0	0	0.0	0.0149911816578483	0.0	0.0	0.0	0.0	0.0	0.0	0.0485204265005391	0.2954590918183636	0.0	0.0	0.7940161104718066	0.0	0.0	0.0356797290759554	0.0	0.0	0.0	0.0	0.0330973159888028	0.0	0.9883189436262062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IDH2	0.0	0.0	0.0	0.0	0.0	0.0	0.938374516225067	0.901818181818182	0.0	0.8319873595505618	0.0	0	0.0	0.0876288659793814	0.0	0.0	0.0	0.9279015240328252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4368111289459604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1214054372362351	0.0	0.0395920815836832	0.0	0.0	0.5470443349753694	0.0	0.0	0.0	0.0	0.4100898410504492	0.0	0.8605101711333548	0.9167650531286896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.813464447806354	0.0	0	0.0	0.0	0.0	0.7663402692778458	0.0	0.0	0.1156682027649769	0.0	0.0	0.9497899579915984	0.0	0.0	0.1795166858457997	0.0	0.0	0.929245283018868	0.0	0.0	0.0	0.0	0.0	0.0	0.915185373285932	0.0	0.0	0.0	0.0	0.0	0.8817574021012416	0.9698231009365244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8529769137302552	0.0	0.0	0.0	0.0	0.0	0.8527412777526053
RUNX1	0.0	0.0	0.0	0.0	0.0	0.0	0.8608216731169991	0.0	0.0	0.0	0.0	0	0.0082801040927371	0.0	0.4400360685302074	0.0	0.0	0.0	0.0	0.0	0.0	0.7993621741541874	0.0	0.0	0.0	0.0	0.0071899340922708	0.0	0.0134408602150537	0.0	0.0	0.0	0.0	0.0171812749003984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9204881181759794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0498640072529465	0.0	0.702026927060216	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.2849144634525661	0.0	0.0	0.0	0.7445529676934636	0.0	0.0	0.0	0.0	0.0	0.0	0.9153475567790778	0.3670886075949367	0.0	0.0474403645135352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9883189436262062	0.0	0.0	0.0	0.0	0.0	0.0	0.9698231009365244	0.0	0.0	0.0	0.0	0.0	0.0	0.9129662522202486	0.2860595076272466	0.7825030376670717	0.0	0.0	0.8545081967213115	0.0	0.0568738229755178	0.8998640688717716
EZH2	0.9794213349749362	0.0	0.0	0.0	0.0	0.9943849798210213	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.1141153632834165	0.0	0.0	0.9680432645034416	0.0	0.0	1.0	0.032258064516129	0.0	0.0	0.0	1.0	0.0268924302788844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9770070648683364	0.0	0.0	0.0	0.0	0.0	0.0	0.8378887841658812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4902746844840386	0.0	0.0	0.8386219401631912	0.0	0.0	0.0	0.0	0.0	0.988388969521045	0	0.0	0.0	0.0	0.9633096218644702	0	0.0	0.0	0.0	0.0	0.0	0.9737360472751148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9695372962292113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9734468085106384	0.3410770855332629	0.0	0.0	0.0	0.0	0.0	0.9841654247391952	0.0	0.0	0.0
TET2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.9659332860184529	0.0876288659793814	0.011722272317403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7282608695652174	0.0	0.0	0.0	0.3547034152186938	0.0	1.0	0.0	0.9671476819158736	0.0	0.0	0.0	0.817208564631245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9799250535331906	0.0680497925311203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6455290345564659	0.0	0.0	0.0	1.0	0.2155887230514096	0.0	0.0	1.0	0.0	0.0	0.0180157320477036	0.2860595076272466	0.8969218307006885	1.0	0.0	0.0	0.0	0.0	0.0
ASXL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8616195230171936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9280593325092708	0.9671476819158736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6079640333975594	0.0	0.0	0.0	0.0215384615384615	0.0	0.0	0.9569588438579956	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.931399214264128	0.0	0.0	1.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.2594090202177294	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9735327963176064	0.0	0.0	0.0	0.9799250535331906	0.0	0.0	0.0	0.0	0.0	0.9883189436262062	0.0	0.97758358662614	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9819842679522964	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
