-20668.2265625	-35269.828125	-23359.83984375	-3416.54024797678	-2849.5965418219566	-2589.869744539261	-4060.7150268554688	-7358.566712856293	-7947.158888101578	-9620.046577990055	-9430.551656961441	-8970.232118546963	-10645.640829443932	-9212.585186362267	-37678.33984375	-12549.005859375	-7552.679956674576	-6267.253105163574	-11084.781394958496	-6043.822967529297	-75.29622375965118	-114.37066382169724	-240.92407822608948	-107.65817719697952	-353.5995514988899	-123.71006673574448	-102.68715101480484	-27371.0419921875	-20379.21875	-21740.37109375	-8329.475031852722	-6395.060218811035	-5759.198600769043	-26646.3125	-99.88471388816833	-25633.3046875	-21014.66796875	-4105.832763671875	-27636.48828125	-4856.63932800293	-3615.211579322815	-4333.464663267136	-150.6973357796669
-20569.96113049984	-35096.406250178814	-23247.77739429474	-3403.0833998322487	-2905.5264323949814	-2632.0135191082954	-4042.8487091064453	-7331.311324596405	-7917.701070308685	-9577.120635092258	-9366.471500396729	-8918.238943397999	-10595.593549370766	-9157.5220323205	-37507.636718809605	-12490.14902985096	-7515.92291033268	-6237.151746749878	-11041.918307840824	-6014.033142089844	-122.30378484725952	-164.61877274513245	-282.41419529914856	-151.03045397996902	-396.3893488049507	-171.39356088638306	-145.30567848682404	-27232.135949909687	-20289.825605213642	-21631.6055495739	-8278.890818595886	-6368.40754699707	-5740.731643676758	-26512.445323228836	-132.72331976890564	-25512.234583079815	-20907.416053295135	-4090.6448364257812	-27492.87893730402	-4833.015266418457	-3644.911276817322	-4310.577746152878	-183.19792705774307
-20555.052583932877	-35053.585938453674	-23211.3399502635	-3398.6785231232643	-2809.44403475523	-2542.4195668697357	-4035.8993225097656	-7317.924545764923	-7895.574385046959	-9554.384621679783	-9377.577918946743	-8910.279835164547	-10576.265876054764	-9159.943858146667	-37468.71484375	-12478.70952385664	-7495.954383611679	-6229.196367263794	-11014.038325548172	-6005.849551916122	-130.5666834115982	-193.6477946639061	-321.370156288147	-165.1386999487877	-415.82957750558853	-89.33970922231674	-145.9074791073799	-27301.551100432873	-20261.33625650406	-21617.13340651989	-8270.619265317917	-6368.674476623535	-5729.186248779297	-26503.257916271687	-123.41906332969666	-25477.656294047832	-20888.34007668495	-4081.830696105957	-27481.777443766594	-4826.6916847229	-3598.4409799575806	-4310.78799700737	-185.1353855729103
-20530.773826658726	-35014.00000268221	-23224.153773665428	-3386.708880484104	-2912.0710477232933	-2628.2810451984406	-4032.821807861328	-7295.676378726959	-7885.975343585014	-9554.956020772457	-9371.630771160126	-8913.359972894192	-10570.17858248949	-9153.779831111431	-37396.90271151066	-12460.34745156765	-7505.032881319523	-6226.215644836426	-11004.715363740921	-6000.90125477314	-114.9833003282547	-176.0491892695427	-294.0572159290314	-165.59829837083817	-403.5803559422493	-175.88900130987167	-149.1611242890358	-27188.39360433817	-20244.395651578903	-21598.39555132389	-8272.513830065727	-6351.361936569214	-5729.461318969727	-26487.25474500656	-75.78437209129333	-25416.781301498413	-20881.2669801116	-4077.3279418945312	-27448.129045784473	-4824.327896118164	-3595.2920846939087	-4307.650973081589	-193.9960876107216
-20456.787151932716	-34880.16406363249	-23099.27750080824	-3385.221674978733	-2865.3739253282547	-2584.5633414387703	-4018.033004760742	-7290.669157505035	-7866.1165672540665	-9511.458678781986	-9313.49776238203	-8858.286660015583	-10526.218595981598	-9104.8807041049	-37298.011718809605	-12419.8526943326	-7459.197337269783	-6199.095008850098	-10971.1752384305	-5976.059726476669	-177.57424449920654	-243.8959035873413	-362.86027336120605	-208.5109767317772	-458.6193748116493	-137.02320337295532	-188.5260065793991	-27162.64505815506	-20171.9431117177	-21508.367862343788	-8220.035052061081	-6342.02180480957	-5710.719291687012	-26369.390739500523	-156.25766921043396	-25356.586189627647	-20781.088161230087	-4066.6427688598633	-27338.168099820614	-4803.067623138428	-3628.1406774520874	-4287.901079893112	-217.63597685098648
-20432.508394658566	-34840.57812786102	-23112.091324210167	-3373.252032339573	-2968.000938296318	-2670.424819767475	-4014.9554901123047	-7268.4209904670715	-7856.517525792122	-9512.03007787466	-9307.550614595413	-8861.366797745228	-10520.131302416325	-9098.716677069664	-37226.19958657026	-12401.49062204361	-7468.275834977627	-6196.1142864227295	-10961.852276623249	-5971.111429333687	-161.99086141586304	-226.2972981929779	-335.54733300209045	-208.97057515382767	-446.3701532483101	-223.57249546051025	-191.779651761055	-27049.487562060356	-20155.002506792545	-21489.63000714779	-8221.929616808891	-6324.709264755249	-5710.994361877441	-26353.387568235397	-108.62297797203064	-25295.711197078228	-20774.015064656734	-4062.1400146484375	-27304.519701838493	-4800.703834533691	-3624.9917821884155	-4284.764055967331	-226.49667888879776
-20417.599848091602	-34797.75781613588	-23075.65388017893	-3368.8471556305885	-2871.9185406565666	-2580.8308675289154	-4008.006103515625	-7255.03421163559	-7834.3908405303955	-9489.294064462185	-9318.657033145428	-8853.407689511776	-10500.803629100323	-9101.138502895832	-37187.27771151066	-12390.05111604929	-7448.307308256626	-6188.1589069366455	-10933.972294330597	-5962.9278391599655	-170.25375998020172	-255.32632011175156	-374.50329399108887	-223.07882112264633	-465.8103819489479	-141.51864379644394	-192.38145238161087	-27118.902712583542	-20126.513158082962	-21475.15786409378	-8213.658063530922	-6324.976194381714	-5699.4489669799805	-26344.200161278248	-99.31872153282166	-25261.132908046246	-20754.93908804655	-4053.3258743286133	-27293.418208301067	-4794.380252838135	-3578.5214853286743	-4284.974306821823	-228.434137403965
-20257.070806324482	-34580.27345275879	-22874.80874979496	-3368.656390249729	-3080.966120660305	-2757.7097271084785	-3989.9528846740723	-7229.566156387329	-7797.053145170212	-9409.273780345917	-9255.198483884335	-8799.507498919964	-10420.925199866295	-9061.840561807156	-37023.29296875	-12288.97845774889	-7404.412951588631	-6144.648486375809	-10877.882625758648	-5937.015805006027	-323.6016962528229	-360.5999285578728	-111.00867915153503	-356.2827843427658	-604.4725815653801	-376.7484775185585	-321.30812728405	-26978.49612379074	-19980.256868481636	-21342.88916116953	-8157.1830422878265	-6287.114036560059	-5640.935171365738	-26045.76563692093	-240.13186424970627	-25138.945515036583	-20603.17651438713	-4033.2961044311523	-27091.49654483795	-4770.359050750732	-3561.5091104507446	-4266.397097349167	-263.73995929956436
-20158.80537432432	-34406.8515779376	-22762.7463003397	-3355.199542105198	-3136.89601123333	-2799.853501677513	-3972.086566925049	-7202.310768127441	-7767.595327377319	-9366.34783744812	-9191.118327319622	-8747.514323771	-10370.877919793129	-9006.777407765388	-36852.589843809605	-12230.12162822485	-7367.655905246735	-6114.547127962112	-10835.019538640976	-5907.225979566574	-370.6092573404312	-410.848037481308	-152.49879622459412	-399.6550611257553	-647.2623788714409	-424.4319716691971	-363.9266547560692	-26839.590081512928	-19890.863723695278	-21234.123616993427	-8106.598829030991	-6260.461364746094	-5622.468214273453	-25911.898460149765	-272.9704701304436	-25017.875410616398	-20495.924598932266	-4018.1081771850586	-26947.88720089197	-4746.73498916626	-3591.2088079452515	-4243.510180234909	-296.24055057764053
-20143.89682775736	-34364.03126621246	-22726.30885630846	-3350.7946653962135	-3040.8136135935783	-2710.2595494389534	-3965.137180328369	-7188.9239892959595	-7745.468642115593	-9343.611824035645	-9202.224745869637	-8739.555215537548	-10351.550246477127	-9009.199233591557	-36813.66796875	-12218.68212223053	-7347.687378525734	-6106.591748476028	-10807.139556348324	-5899.042389392853	-378.8721559047699	-439.87705940008163	-191.45475721359253	-413.763307094574	-666.7026075720787	-342.37812000513077	-364.52845537662506	-26909.005232036114	-19862.374374985695	-21219.65147393942	-8098.327275753021	-6260.728294372559	-5610.922819375992	-25902.711053192616	-263.6662136912346	-24983.297121584415	-20476.848622322083	-4009.2940368652344	-26936.785707354546	-4740.411407470703	-3544.7385110855103	-4243.720431089401	-298.17800909280777
-20119.618070483208	-34324.445330441	-22739.12267971039	-3338.8250227570534	-3143.4406265616417	-2796.1210277676582	-3962.0596656799316	-7166.675822257996	-7735.869600653648	-9344.183223128319	-9196.27759808302	-8742.635353267193	-10345.462952911854	-9003.03520655632	-36741.85583651066	-12200.32004994154	-7356.765876233578	-6103.61102604866	-10797.816594541073	-5894.09409224987	-363.2887728214264	-422.27845400571823	-164.14181685447693	-414.22290551662445	-654.4533860087395	-428.9274120926857	-367.78210055828094	-26795.84773594141	-19845.43377006054	-21200.91361874342	-8100.221840500832	-6243.415754318237	-5611.1978895664215	-25886.70788192749	-216.03152245283127	-24922.422129034996	-20469.77552574873	-4004.7912826538086	-26903.137309372425	-4738.047618865967	-3541.5896158218384	-4240.58340716362	-307.03871113061905
-19999.47768098116	-34191.187504947186	-22644.66095405817	-3381.1106520295143	-3175.5857099294662	-2847.083225250244	-3962.3193359375	-7176.345625638962	-7712.910806715488	-9394.876986086369	-9110.497491538525	-8664.441412627697	-10269.459754645824	-8908.6797093153	-36638.65234386921	-12160.030483603477	-7313.341297566891	-6075.858665943146	-10685.217947661877	-5881.155248701572	-410.6595811843872	-528.4350955486298	-652.8213600516319	-457.0345849990845	-139.4552019238472	-468.64750295877457	-420.95037817955017	-26949.336387753487	-19733.087555229664	-21019.189873218536	-8075.0388570427895	-6215.161400079727	-5568.138594925404	-25746.953316152096	-313.3858875632286	-24789.547670543194	-20369.817474484444	-3989.963554382324	-26674.23050326109	-4705.269214630127	-3519.880612373352	-4217.855259656906	-367.41127747297287
-20031.11810129881	-34270.8891826272	-22689.364477097988	-3320.102809011936	-2835.6520739793777	-2724.202637374401	-3949.834442138672	-7135.727267920971	-7714.617216467857	-9312.485904693604	-9101.60793709755	-8672.440708696842	-10310.420126140118	-8933.62376075983	-36587.37899971008	-12167.018812835217	-7321.619191110134	-6076.898329794407	-10755.570056796074	-5863.79080080986	-332.0125551223755	-263.8909258842468	-559.0632866621017	-368.23061060905457	-640.7153611779213	-399.39238822460175	-347.16877949237823	-26691.126598715782	-19760.696406424046	-21113.880780637264	-8098.146405518055	-6257.24820202589	-5592.448492705822	-25883.219708383083	-320.3113280534744	-24903.926984667778	-20399.784630715847	-3989.2836112976074	-26828.567331790924	-4708.4240045547485	-3520.5249128341675	-4298.758590698242	-330.42382019758224
-20021.352638483047	-34151.02345561981	-22627.060230255127	-3325.368174612522	-3199.3705171346664	-2838.264802336693	-3944.193347930908	-7139.420433998108	-7706.411782860756	-9301.257280230522	-9132.197441518307	-8690.642178118229	-10295.415672838688	-8947.972052514553	-36571.15271157026	-12141.4632204175	-7320.008829891682	-6073.509667634964	-10754.9535074234	-5864.304266810417	-410.29633390903473	-472.52656292915344	-205.631933927536	-457.59518229961395	-697.2431833148003	-476.6109062433243	-410.40062803030014	-26656.941693663597	-19756.04062527418	-21092.148074567318	-8049.637627243996	-6216.7630825042725	-5592.730932474136	-25752.840705156326	-248.87012833356857	-24801.35202461481	-20362.523610293865	-3989.603355407715	-26759.527965426445	-4714.423557281494	-3571.289313316345	-4217.696490049362	-339.5393024086952
-20006.444091916084	-34108.20314389467	-22590.62278622389	-3320.9632979035378	-3103.288119494915	-2748.670850098133	-3937.2439613342285	-7126.033655166626	-7684.2850975990295	-9278.521266818047	-9143.303860068321	-8682.683069884777	-10276.087999522686	-8950.393878340721	-36532.23083651066	-12130.02371442318	-7300.040303170681	-6065.55428814888	-10727.073525130749	-5856.120676636696	-418.5592324733734	-501.5555848479271	-244.58789491653442	-471.7034282684326	-716.6834120154381	-394.55705457925797	-411.002428650856	-26726.356844186783	-19727.551276564598	-21077.67593151331	-8041.366073966026	-6217.030012130737	-5581.185537576675	-25743.653298199177	-239.5658718943596	-24766.77373558283	-20343.44763368368	-3980.7892150878906	-26748.42647188902	-4708.0999755859375	-3524.819016456604	-4217.906740903854	-341.47676092386246
-20094.27719593048	-34293.79705989361	-22651.404299378395	-3286.9021177887917	-2973.319419682026	-2382.786832511425	-3921.367687225342	-7127.9841368198395	-7707.480091571808	-9352.565175116062	-9123.841560065746	-8683.051227390766	-10291.34839630127	-8972.361551344395	-36520.808604717255	-12181.839356124401	-7276.886718034744	-6090.721771478653	-10747.83223593235	-5860.23962688446	-364.9511869549751	-408.4098795056343	-493.77388072013855	-386.8469449877739	-617.5262204408646	-381.1282767653465	-335.60401850938797	-26476.06161403656	-19791.891129553318	-21153.74625813961	-8080.8341363072395	-6210.833555221558	-5593.1879878640175	-25905.813758194447	-285.85843110084534	-24871.32889443636	-20433.452894985676	-3977.221912384033	-26844.707639694214	-4709.0611362457275	-3507.246262550354	-4213.616549253464	-326.4020696282387
-19901.212248981	-34017.765630126	-22532.59850460291	-3367.653803884983	-3231.515600502491	-2889.2269998192787	-3944.4530181884766	-7149.090237379074	-7683.452988922596	-9351.951043188572	-9046.417334973812	-8612.448237478733	-10219.412474572659	-8853.616555273533	-36467.949218928814	-12101.173654079437	-7276.584251224995	-6045.7573075294495	-10642.354860544205	-5851.365423262119	-457.66714227199554	-578.683204472065	-694.311477124691	-500.406861782074	-182.244999229908	-516.3309971094131	-463.56890565156937	-26810.430345475674	-19643.694410443306	-20910.424329042435	-8024.4546437859535	-6188.508728265762	-5549.671637833118	-25613.086139380932	-346.2244934439659	-24668.47756612301	-20262.56555902958	-3974.7756271362305	-26530.62115931511	-4681.645153045654	-3549.580309867859	-4194.968342542648	-399.91186875104904
-19886.303702414036	-33974.94531840086	-22496.16106057167	-3363.2489271759987	-3135.4332028627396	-2799.633047580719	-3937.503631591797	-7135.703458547592	-7661.32630366087	-9329.215029776096	-9057.523753523827	-8604.489129245281	-10200.084801256657	-8856.038381099701	-36429.02734386921	-12089.734148085117	-7256.615724503994	-6037.8019280433655	-10614.474878251553	-5843.181833088398	-465.93004083633423	-607.7122263908386	-733.2674381136894	-514.5151077508926	-201.6852279305458	-434.27714544534683	-464.17070627212524	-26879.84549599886	-19615.205061733723	-20895.952185988426	-8016.183090507984	-6188.775657892227	-5538.1262429356575	-25603.898732423782	-336.9202370047569	-24633.899277091026	-20243.489582419395	-3965.9614868164062	-26519.519665777683	-4675.321571350098	-3503.1100130081177	-4195.1785933971405	-401.8493272662163
-19932.85266929865	-34097.467307806015	-22577.302027642727	-3306.645960867405	-2891.5819645524025	-2766.3464119434357	-3931.9681243896484	-7108.471879661083	-7685.159398674965	-9269.559961795807	-9037.527780532837	-8620.447533547878	-10260.372846066952	-8878.560606718063	-36416.67587476969	-12108.161983311176	-7284.862144768238	-6046.796971380711	-10712.706969678402	-5834.000975370407	-379.0201162099838	-314.13903480768204	-600.5534037351608	-411.60288739204407	-683.5051584839821	-447.0758823752403	-389.78730696439743	-26552.22055643797	-19671.303261637688	-21005.115236461163	-8047.562192261219	-6230.5955302119255	-5573.981535613537	-25749.35253161192	-353.14993393421173	-24782.856880247593	-20292.532715260983	-3974.0956840515137	-26684.957987844944	-4684.799942970276	-3550.2246103286743	-4275.871673583984	-362.9244114756584
-19917.944122731686	-34054.646996080875	-22540.86458361149	-3302.2410841584206	-2795.499566912651	-2676.752459704876	-3925.0187377929688	-7095.085100829601	-7663.0327134132385	-9246.823948383331	-9048.634199082851	-8612.488425314426	-10241.04517275095	-8880.982432544231	-36377.75399971008	-12096.722477316856	-7264.893618047237	-6038.841591894627	-10684.82698738575	-5825.817385196686	-387.2830147743225	-343.1680567264557	-639.5093647241592	-425.71113336086273	-702.9453871846199	-365.022030711174	-390.3891075849533	-26621.635706961155	-19642.813912928104	-20990.643093407154	-8039.29063898325	-6230.86245983839	-5562.436140716076	-25740.16512465477	-343.84567749500275	-24748.27859121561	-20273.4567386508	-3965.2815437316895	-26673.856494307518	-4678.476361274719	-3503.754313468933	-4276.081924438477	-364.86186999082565
-19862.024945139885	-33935.359382629395	-22508.9748839736	-3351.2792845368385	-3238.060215830803	-2885.494525909424	-3934.4261169433594	-7113.455291509628	-7651.727262198925	-9329.78642886877	-9051.57660573721	-8607.569266974926	-10193.997507691383	-8849.874354064465	-36357.21521162987	-12071.372075796127	-7265.694222211838	-6034.821205615997	-10605.151916444302	-5838.2335359454155	-450.3466577529907	-590.1136209964752	-705.9544977545738	-514.9747061729431	-189.43600636720657	-520.8264375329018	-467.4243514537811	-26766.687999904156	-19598.264456808567	-20877.214330792427	-8018.0776552557945	-6171.463117837906	-5538.401313126087	-25587.895561158657	-289.2855457663536	-24573.024284541607	-20236.416485846043	-3961.4587326049805	-26485.871267795563	-4672.957782745361	-3499.961117744446	-4192.041569471359	-410.71002930402756
-19893.665365457535	-34015.06106030941	-22553.678407013416	-3290.2714415192604	-2898.1265798807144	-2762.613938033581	-3921.9412231445312	-7072.836933791637	-7653.433671951294	-9247.395347476006	-9042.687051296234	-8615.568563044071	-10234.957879185677	-8874.818405508995	-36305.94186747074	-12078.360405027866	-7273.972115755081	-6035.860869467258	-10675.504025578499	-5820.869088053703	-371.699631690979	-325.5694513320923	-612.1964243650436	-426.1707317829132	-690.6961656212807	-451.57132279872894	-393.6427527666092	-26508.47821086645	-19625.87330800295	-20971.905238211155	-8041.18520373106	-6213.549919784069	-5562.711210906506	-25724.161953389645	-296.2109862565994	-24687.40359866619	-20266.383642077446	-3960.7787895202637	-26640.208096325397	-4676.112572669983	-3500.6054182052612	-4272.944900512695	-373.72257202863693
