-2394.7273582816124	-36456.73046875	-6904.229336500168	-2378.6566478013992	-37590.8203125	-4236.396904826164	-29570.9765625	-32980.2734375	-32810.73828125	-33293.9921875	-25479.48828125	-8019.023746550083	-8410.343879699707	-9440.785581469536	-159.8440682888031	-162.63172775506973	-11148.120525717735	-118.66027444601059	-5021.731330871582	-11136.568894565105	-207.49176543951035	-16509.238255500793	-9487.205556631088	-539.8018754124641	-28560.98828125	-34691.5390625	-4355.949034690857	-8767.846660017967	-33362.625
-2325.684274852276	-36183.67578858137	-6842.699785113335	-2458.5063656568527	-37313.43750011921	-4197.624686121941	-29325.476762533188	-32678.91412562132	-32543.40240418911	-33006.18750470877	-25254.167977273464	-8072.653958559036	-8348.141326904297	-9374.021833598614	-286.3621818423271	-291.04468435049057	-11065.020572662354	-229.88714337348938	-4983.852073669434	-11032.869798004627	-317.82686138153076	-16384.171227157116	-9390.959260106087	-598.7804368138313	-28309.917983055115	-34426.468753397465	-4309.240399956703	-8687.241761684418	-33089.468754291534
-2516.7418482899666	-35836.0039485693	-6740.9882363677025	-2505.476275265217	-36941.67973935604	-4178.168248057365	-29057.617193043232	-32381.421903073788	-32275.71487134695	-32703.156266510487	-25061.14502477646	-7889.207526147366	-8249.070550560951	-9283.922377049923	-9.802941024303436	-13.035016596317291	-10968.62034469843	-313.01203286647797	-4938.419364929199	-10946.899697244167	-28.15117084980011	-16184.47549688816	-9322.50494903326	-686.597588300705	-28083.761837542057	-34068.359416246414	-4286.279108047485	-8617.971690535545	-32749.875003933907
-2369.233285009861	-35853.19926005602	-7071.586636066437	-2517.514366388321	-36925.58615016937	-4161.340084910393	-29057.64850193262	-32403.800912618637	-32237.988334298134	-32740.140845179558	-25061.380104720592	-8020.434955298901	-8263.048534095287	-9280.443587124348	-453.72411036491394	-445.83288538455963	-10952.734174966812	-388.2118022441864	-4935.448669433594	-10958.016991317272	-486.4480022788048	-16202.555620908737	-9318.30454069376	-668.4385851025581	-28052.261949777603	-34080.84375602007	-4375.989706993103	-8606.673731803894	-32789.43752795458
-2528.7813242673874	-35476.3175303936	-6636.074950218201	-2572.0883153676987	-36683.531325638294	-4150.557980418205	-28807.054795324802	-32123.951907098293	-31975.12894129753	-32457.179756104946	-24811.308723688126	-7830.091747105122	-8192.368080437183	-9225.3673478961	-570.3464397192001	-585.1986182332039	-10826.108255684376	-479.99096471071243	-4891.377040863037	-10826.542908728123	-657.7436121702194	-16060.871694087982	-9257.003519058228	-42.508868992328644	-27834.949674904346	-33841.23888224363	-4228.040380179882	-8518.409395933151	-32529.851827323437
-2650.7958142757416	-34855.5910102129	-6472.833850085735	-2698.9079428315163	-36034.390752494335	-4092.3293236494064	-28293.695425868034	-31525.10037267208	-31440.10553139448	-31866.343835115433	-24392.965467214584	-7700.275526702404	-8031.094751298428	-9068.504143476486	-420.30531245470047	-435.60190707445145	-10646.60807466507	-674.3427231311798	-4808.065074920654	-10636.873711407185	-478.4030175805092	-15736.10893547535	-9092.3029114604	-189.30458188056946	-27357.723231196404	-33218.05923599005	-4158.3704535365105	-8368.53442645073	-31917.101831257343
-2711.764413535595	-34780.46169555187	-7444.473260819912	-2569.143811225891	-35927.57820254564	-4196.122156023979	-28158.367517888546	-31360.593914926052	-31241.668887913227	-31722.900238096714	-24288.16911536455	-7602.9281749129295	-7998.773488998413	-9103.80577391386	-988.3838961720467	-886.5285530090332	-10822.902950525284	-792.9551029801369	-4784.075927734375	-10525.72117716074	-992.2094448208809	-16029.887480258942	-8961.29323643446	-899.6627213358879	-27212.614198625088	-33123.007963478565	-4479.086324751377	-8369.767087936401	-31832.820341587067
-2430.2792796492577	-34643.46516007185	-6495.967627584934	-2414.9706946611404	-35915.547648489475	-4036.574674963951	-28145.42416894436	-31496.256628274918	-31215.5329708457	-31809.071517825127	-24191.764258682728	-7661.285940468311	-7995.089691281319	-8983.200724303722	-1005.0015327334404	-952.948314845562	-10548.157386243343	-836.1265336275101	-4770.003547668457	-10564.798930227757	-1026.7570990920067	-15653.274427473545	-8998.323352873325	-912.409270465374	-27249.467488586903	-32913.2032533288	-4119.392323970795	-8360.3152140975	-31727.774190604687
-1841.0629746317863	-33313.6101270318	-6055.409746229649	-3099.80169993639	-34297.9219391942	-4041.4371160268784	-26978.130438506603	-30019.44653350115	-29971.763513565063	-30403.369885146618	-23264.076083362103	-7259.910109102726	-7740.16029137373	-8704.906318426132	-1644.4105555415154	-1624.1247314810753	-10059.747620642185	-1098.8622171282768	-4594.313903808594	-10508.058773517609	-1557.6903470754623	-15488.023624420166	-8908.710659265518	-1191.470817744732	-25988.01305925846	-31673.961657643318	-3971.778263270855	-8100.5877704024315	-30535.597618579865
-3072.3224095106125	-32752.855931162834	-5865.536403656006	-2243.595192193985	-33649.22656852007	-4031.42338347435	-26542.914511799812	-29653.594228565693	-29497.660831987858	-29821.66523987055	-22832.246293127537	-7351.6471490859985	-7702.230727732182	-8460.002003788948	-1859.4875906705856	-1772.6866161227226	-10102.204733908176	-1601.5298783779144	-4519.611724853516	-9960.926654577255	-1843.5008383393288	-15172.956082105637	-8344.044556379318	-1286.3961753249168	-25627.27845430374	-31123.117272615433	-3908.308876812458	-7976.250915288925	-30003.89077115059
