-486.28688764572144	-19280.25641334057	-20918.217714607716	-68977.38671875	-92263.67578125	-73810.392578125	-97892.919921875	-31864.34616345167	-274.92927807569504	-24497.938932836056	-9833.596837043762	-21454.451726913452	-19406.907944858074	-17881.920711934566	-29205.330363094807	-23448.363249719143	-104401.66015625	-531.6006054878235	-29580.952116012573	-23222.266845703125	-12409.858665466309	-331.2963233590126	-447.6512484550476	-418.2850211262703	-57833.662506103516	-16433.284286499023	-22157.25850278139	-25272.177272439003	-602.594967842102	-24598.812954246998	-20822.137899398804	-45146.112764656544	-26605.848384201527	-73272.876953125	-92152.4296875	-45084.63510131836	-16488.865673065186	-10306.21102142334	-30299.844226539135	-19950.218780517578	-18563.78435897827	-13264.119185090065	-23455.665049672127	-87951.12890625	-630.3142268061638	-26925.859500944614	-110017.546875	-70656.806640625	-70693.671875	-69387.919921875	-84615.20703125	-245.42414993047714	-72512.01412570477	-70000.23046875	-13848.716743469238	-10252.424496889114	-493.48361045122147	-13122.048970997334	-592.8864628076553	-359.66435170173645
-622.1877131462097	-19147.25802195072	-20704.978340625763	-68319.45845872164	-91377.80233025551	-73125.38389915228	-96950.09997195005	-31559.479086339474	-554.9284597039223	-24288.212024390697	-9750.3501329422	-21262.854249954224	-19160.49780333042	-17662.883104920387	-28924.906215906143	-23236.481453061104	-103336.0976613164	-680.976589679718	-29231.13578683138	-22972.272356033325	-12286.778804779053	-517.8570056557655	-618.0303764343262	-573.9920247197151	-57295.173921108246	-16331.763062477112	-21916.150761306286	-25061.65898114443	-741.324818611145	-24365.78050738573	-20655.061071038246	-44639.876867473125	-26383.68337148428	-72579.07751363516	-91271.48759061098	-44675.870667755604	-16329.497751355171	-10216.4155960083	-29997.41458159685	-19763.8283187747	-18380.79938429594	-13138.437431454659	-23216.796312630177	-87105.14464968443	-815.7237514853477	-26638.364845335484	-108971.02349197865	-69943.03463208675	-69980.32741981745	-68716.70144754648	-83737.1073614955	-522.1739332675934	-71803.40436661243	-69332.5124553442	-13712.297161102295	-10162.881161928177	-660.4235563874245	-12988.54861241579	-406.57676953077316	-530.7196686267853
-935.2621912956238	-18767.42506170273	-20226.195968449116	-66920.54103410244	-89530.31087881327	-71750.20435982943	-94966.06279146671	-31004.679881691933	-1076.2132659554482	-23765.676435709	-9614.488965034485	-20796.062300026417	-18727.393242180347	-17244.228467702866	-28296.35392946005	-22723.35420292616	-101320.72308444977	-958.0929646492004	-28659.894784927368	-22533.07731717825	-12079.359154939651	-875.8527302742004	-935.5136332511902	-879.7631247639656	-56155.41611355543	-15962.162441909313	-21476.659991383553	-24558.367661058903	-1020.3664216995239	-23865.80888003111	-20208.393333256245	-43567.61321794987	-25837.377660751343	-71124.49129104614	-89477.51736998558	-43726.00620120764	-15992.879791200161	-10011.733595013618	-29294.649204432964	-19344.80906754732	-17987.143885970116	-12903.749790787697	-22723.186629474163	-85362.90333330631	-1228.086910367012	-26139.7711532712	-106658.07069194317	-68474.2033932805	-68477.27786809206	-67317.16653448343	-82172.69195824862	-1052.7889502048492	-70284.69064199924	-67934.04831373692	-13495.634475708008	-9995.227784395218	-996.0614998936653	-13671.11910969019	-1166.5898095965385	-890.7256736755371
-1071.163016796112	-18634.42667031288	-20012.956594467163	-66262.61277407408	-88644.43742781878	-71065.1956808567	-94023.24284154177	-30699.812804579735	-1356.2124475836754	-23555.94952726364	-9531.242260932922	-20604.46482306719	-18480.983100652695	-17025.190860688686	-28015.929782271385	-22511.47240626812	-100255.16058951616	-1107.468948841095	-28310.078455746174	-22283.08282750845	-11956.279294252396	-1062.4134125709534	-1105.8927612304688	-1035.4701283574104	-55616.92752856016	-15860.641217887402	-21235.552249908447	-24347.849369764328	-1159.096272468567	-23632.77643316984	-20041.316504895687	-43061.37732076645	-25615.212648034096	-70430.6918515563	-88596.57527309656	-43317.24176764488	-15833.511869490147	-9921.93816959858	-28992.21955949068	-19158.418605804443	-17804.158911287785	-12778.06803715229	-22484.317892432213	-84516.91907674074	-1413.496435046196	-25852.276497662067	-105611.54730892181	-67760.43138474226	-67763.93341290951	-66645.94806015491	-81294.59228849411	-1329.5387335419655	-69576.08088290691	-67266.33030033112	-13359.214893341064	-9905.68444943428	-1163.0014458298683	-13537.618751108646	-980.2801163196564	-1061.780990600586
-1177.5659189224243	-20028.773145198822	-20083.20111334324	-65978.23776561022	-88150.88299518824	-70554.62122386694	-93610.86334729195	-30630.735634863377	-1603.162406861782	-23331.030523478985	-9461.001946210861	-20581.952703118324	-18746.687805593014	-18638.697999417782	-28004.84073072672	-22473.73840224743	-99754.09208530188	-1159.5071606636047	-28331.112714469433	-22201.349223077297	-11874.54108428955	-1086.4009781479836	-1122.461531162262	-1153.4613426327705	-55158.36168253422	-15684.465779602528	-21195.078727781773	-24074.044929027557	-1244.3087587356567	-26206.79470396042	-19817.57455122471	-43398.991055846214	-25375.150613725185	-70075.92168331146	-88127.73271983862	-42917.55020195246	-15805.853947758675	-9992.311697006226	-29043.59495329857	-19050.165527284145	-17748.322510004044	-12771.957072377205	-22506.678413808346	-84152.88490825891	-1632.0968810915947	-25678.260866880417	-104914.92653268576	-67407.2829799056	-67446.41768991947	-66314.71618944407	-80692.19580370188	-1511.2101011872292	-73429.37416690588	-66914.56253933907	-13265.85560297966	-9921.172923326492	-1269.6955674290657	-12639.4749289155	-1423.535691678524	-1117.0459099411964
-1170.6715178489685	-18362.606429040432	-20036.079700231552	-65695.98318755627	-87863.44736272097	-70193.29375696182	-93380.41515773535	-30613.559090197086	-1833.2650262117386	-23305.70351690054	-9505.845606803894	-20507.365869998932	-18672.201342523098	-17165.29257619381	-30533.9924582839	-24058.01638031006	-99725.33392262459	-1182.6677479743958	-28488.694697380066	-22203.686340630054	-11877.826454162598	-1155.6051646471024	-1219.9366017580032	-1156.5459030270576	-55080.92413365841	-15859.400459349155	-21138.69447696209	-24088.079945206642	-1249.2745504379272	-23404.4743013978	-19884.66874796152	-42932.83141410351	-25389.081740677357	-69837.93323165178	-87789.99090600014	-42848.30132699013	-15742.741717636585	-9978.91658782959	-28961.88824725151	-18993.13468915224	-17700.916871249676	-12743.708627223969	-22346.267482697964	-83846.61533856392	-1725.991910994053	-25668.149999678135	-104999.92343658209	-67395.86469650269	-67507.73088425398	-66212.57116222382	-80747.50783139467	-1665.5557069182396	-68901.06403166056	-66682.25717127323	-13267.041690587997	-9815.435683965683	-1285.1547281742096	-12599.992721378803	-1518.8395850658417	-1198.9988791942596
-1313.4667444229126	-19895.774753808975	-19869.961739361286	-65320.309505581856	-87265.00954419374	-69869.61254489422	-92668.043397367	-30325.86855775118	-1883.1615884900093	-23121.303615033627	-9377.755242109299	-20390.355226159096	-18500.27766406536	-18419.660392403603	-27724.416583538055	-22261.85660558939	-98688.52959036827	-1308.8831448554993	-27981.29638528824	-21951.354733407497	-11751.461223602295	-1272.9616604447365	-1292.8406591415405	-1309.1683462262154	-54619.87309753895	-15582.944555580616	-20953.970986306667	-23863.526637732983	-1383.0386095046997	-25973.76225709915	-19650.49772286415	-42892.755158662796	-25152.98560100794	-69382.12224382162	-87246.7906229496	-42508.7857683897	-15646.48602604866	-9902.516271591187	-28741.165308356285	-18863.775065541267	-17565.337535321712	-12646.275318741798	-22267.809676766396	-83306.90065169334	-1817.5064057707787	-25390.766211271286	-103868.4031496644	-66693.51097136736	-66733.07323473692	-65643.49771511555	-79814.09613394737	-1787.9598845243454	-72720.76440781355	-66246.84452593327	-13129.436020612717	-9831.629588365555	-1436.6355133652687	-12505.974570333958	-1237.2259984016418	-1288.1012268662453
-1306.5723433494568	-18229.608037650585	-19822.8403262496	-65038.054927527905	-86977.57391172647	-69508.2850779891	-92437.5952078104	-30308.69201308489	-2113.264207839966	-23095.97660845518	-9422.598902702332	-20315.768393039703	-18425.791200995445	-16946.25496917963	-30253.568311095238	-23846.13458365202	-98659.77142769098	-1332.0437321662903	-28138.87836819887	-21953.691850960255	-11754.746593475342	-1342.1658469438553	-1390.3157297372818	-1312.2529066205025	-54542.43554866314	-15757.879235327244	-20897.586735486984	-23877.561653912067	-1388.0044012069702	-23171.441854536533	-19717.591919600964	-42426.59551692009	-25166.91672796011	-69144.13379216194	-86909.04880911112	-42439.53689342737	-15583.37379592657	-9889.12116241455	-28659.458602309227	-18806.744227409363	-17517.931896567345	-12618.026873588562	-22107.398745656013	-83000.63108199835	-1911.4014356732368	-25380.655344069004	-103953.40005356073	-66682.09268796444	-66794.38642907143	-65541.3526878953	-79869.40816164017	-1942.3054902553558	-68192.45427256823	-66014.53915786743	-13130.622108221054	-9725.892349004745	-1452.0946741104126	-12466.49236279726	-1332.5298917889595	-1370.0541961193085
-1448.2987599372864	-18025.177585482597	-19627.56948250532	-64328.59337413311	-86196.37957274914	-68798.84770929813	-91069.75095230341	-29873.781787097454	-2523.574214577675	-22866.944506287575	-9368.259799957275	-20128.97079318762	-18161.04635965824	-16662.203550815582	-27042.83990252018	-21696.24469423294	-97510.69221270084	-1503.124825000763	-27592.890608727932	-21656.191402971745	-11707.680210113525	-1508.3856909871101	-1555.1948115825653	-1510.978849709034	-53836.61948055029	-15412.329493820667	-20712.243444144726	-23673.917727053165	-1568.571358680725	-22952.47823548317	-19533.25571614504	-41543.93468004465	-25113.749843657017	-68294.31904280186	-86057.99072527885	-42073.65707463026	-15282.028485119343	-9723.174964904785	-31378.841326534748	-18823.839754521847	-17928.00562298298	-12867.146683216095	-22838.120965600014	-82080.73806810379	-2194.494405388832	-25231.788202047348	-103121.56118404865	-65933.1884418726	-65956.66521269083	-64626.05035698414	-78976.83626681566	-2269.551642894745	-67422.69888979197	-65281.563990950584	-12984.41395187378	-9687.340535283089	-1670.3224888443947	-12306.06498748064	-1949.2105976939201	-1547.088376045227
-1584.1995854377747	-17892.17919409275	-19414.33010852337	-63670.66511410475	-85310.50612175465	-68113.83903032541	-90126.93100237846	-29568.914709985256	-2803.573396205902	-22657.217597842216	-9285.013095855713	-19937.37331622839	-17914.63621813059	-16443.165943801403	-26762.415755331516	-21484.3628975749	-96445.12971776724	-1652.5008091926575	-27243.074279546738	-21406.196913301945	-11584.60034942627	-1694.946373283863	-1725.5739395618439	-1666.6858533024788	-53298.13089555502	-15310.808269798756	-20471.13570266962	-23463.39943575859	-1707.301209449768	-22719.445788621902	-19366.17888778448	-41037.69878286123	-24891.58483093977	-67600.51960331202	-85177.04862838984	-41664.892641067505	-15122.660563409328	-9633.379539489746	-31076.411681592464	-18637.44929277897	-17745.020648300648	-12741.464929580688	-22599.252228558064	-81234.75381153822	-2379.903930068016	-24944.293546438217	-102075.0378010273	-65219.41643333435	-65243.32075750828	-63954.83188265562	-78098.73659706116	-2546.301426231861	-66714.08913069963	-64613.845977544785	-12847.994369506836	-9597.797200322151	-1837.2624347805977	-12172.564628899097	-1762.900904417038	-1718.1436929702759
