-22373.858276367188	-93882.86328125	-27400.325790405273	-24133.707412719727	-25451.0537109375	-25729.107223510742	-83677.8519897461	-85994.84375	-28484.91081237793	-59958.30285644531	-17997.532680511475	-88933.0078125	-24613.533004760742	-81118.4609375
-22400.861755371094	-93764.497664392	-27368.57112121582	-24101.419105529785	-25409.99638390541	-25692.533552646637	-83580.95414310694	-85886.43789798021	-28512.395309448242	-59892.43284571171	-18027.170558929443	-88829.91114324331	-24582.061767578125	-81018.17255145311
-22320.189567565918	-93665.36410421133	-27331.343727111816	-24075.84446334839	-25397.810997009277	-25671.559440612793	-83491.26974022388	-85796.9223510027	-28407.797223865986	-59922.32110595703	-17937.705410003662	-88722.12534213066	-24564.069702148438	-80926.65715885162
-22347.193046569824	-93546.99848735332	-27299.589057922363	-24043.556156158447	-25356.753669977188	-25634.985769748688	-83394.37189358473	-85688.5164989829	-28435.2817209363	-59856.45109522343	-17967.34328842163	-88619.02867287397	-24532.59846496582	-80826.36877280474
-22368.5315618515	-92651.58182287216	-27040.54981392622	-23830.387522101402	-25103.221828699112	-25382.261798739433	-82592.82744324207	-84858.25173443556	-28101.037864029408	-59166.80702096224	-17790.32758295536	-87778.82598352432	-24575.4319794178	-80043.88188797235
-22395.535040855408	-92533.21620601416	-27008.795144736767	-23798.09921491146	-25062.164501667023	-25345.688127875328	-82495.92959660292	-84749.84588241577	-28128.52236109972	-59100.937010228634	-17819.96546137333	-87675.72931426764	-24543.960742235184	-79943.59350192547
-22314.862853050232	-92434.08264583349	-26971.567750632763	-23772.524572730064	-25049.97911477089	-25324.714015841484	-82406.24519371986	-84660.33033543825	-28023.924275517464	-59130.82527047396	-17730.500312447548	-87567.94351315498	-24525.968676805496	-79852.07810932398
-21981.979933977127	-92184.75692003965	-26909.986012160778	-23702.931695580482	-24989.171959221363	-25288.23380225897	-82170.52644890547	-84460.14912569523	-28907.808959960938	-58908.353633224964	-17898.76110315323	-87290.16106045246	-24160.634359180927	-79642.04639184475
-22008.983412981033	-92066.39130318165	-26878.231342971325	-23670.64338839054	-24948.114632189274	-25251.660131394863	-82073.62860226631	-84351.74327367544	-28935.29345703125	-58842.48362249136	-17928.398981571198	-87187.06439119577	-24129.16312199831	-79541.75800579786
-21928.311225175858	-91967.25774300098	-26841.00394886732	-23645.068746209145	-24935.92924529314	-25230.68601936102	-81983.94419938326	-84262.22772669792	-28830.695371448994	-58872.37188273668	-17838.933832645416	-87079.27859008312	-24111.171056568623	-79450.24261319637
-21946.84914982319	-91890.59404414892	-26781.20640450716	-24600.910720825195	-24904.923566937447	-25204.949495077133	-81893.64997905493	-84180.39040875435	-27842.13997620344	-58674.59853583574	-17558.00319492817	-87064.61467009783	-24126.34327286482	-79394.69877207279
-21973.852628827095	-91772.22842729092	-26749.451735317707	-24568.622413635254	-24863.866239905357	-25168.375824213028	-81796.75213241577	-84071.98455673456	-27869.624473273754	-58608.72852510214	-17587.641073346138	-86961.51800084114	-24094.8720356822	-79294.4103860259
-21797.966953396797	-91687.89853924513	-26743.00354897976	-23627.21323221922	-25407.416159152985	-25665.005073189735	-81740.98476552963	-83951.38097590208	-27818.711260795593	-58573.798488378525	-17438.031537890434	-86911.10058766603	-24031.803047776222	-79288.15738004446
-21893.18044102192	-91673.09486711025	-26712.224341213703	-24543.047771453857	-24851.680853009224	-25147.401712179184	-81707.06772953272	-83982.46900975704	-27765.026387691498	-58638.61678534746	-17498.175924420357	-86853.73219972849	-24076.879970252514	-79202.89499342442
-21824.970432400703	-91569.53292238712	-26711.248879790306	-23594.924925029278	-25366.358832120895	-25628.43140232563	-81644.08691889048	-83842.9751238823	-27846.195757865906	-58507.92847764492	-17467.669416308403	-86808.00391840935	-24000.331810593605	-79187.86899399757
-21744.298244595528	-91470.39936220646	-26674.021485686302	-23569.35028284788	-25354.173445224762	-25607.457290291786	-81554.40251600742	-83753.45957690477	-27741.59767228365	-58537.81673789024	-17378.20426738262	-86700.2181172967	-23982.339745163918	-79096.35360139608
-22205.820678710938	-91428.9891257286	-26770.593239188194	-23513.206776857376	-24762.037399291992	-25048.78619414568	-81507.35608428717	-83783.86839950085	-27697.32294124365	-58341.04023164511	-18632.230907440186	-86567.30772280693	-23972.657898664474	-78972.69315034151
-22232.824157714844	-91310.6235088706	-26738.83856999874	-23480.918469667435	-24720.980072259903	-25012.212523281574	-81410.45823764801	-83675.46254748106	-27724.80743831396	-58275.1702209115	-18661.868785858154	-86464.21105355024	-23941.186661481857	-78872.40476429462
-22152.151969909668	-91211.48994868994	-26701.611175894737	-23455.34382748604	-24708.79468536377	-24991.23841124773	-81320.77383476496	-83585.94700050354	-27620.209352731705	-58305.058481156826	-18572.403636932373	-86356.42525243759	-23923.19459605217	-78780.88937169313
-21976.65321946144	-90953.47546166182	-26550.210035681725	-23399.61180496216	-24641.340076982975	-24941.38837748766	-81085.50190240145	-83323.55711013079	-28523.936011612415	-58116.85779774189	-17691.556005597115	-86135.97923147678	-24122.533333837986	-78567.4673423171
-21941.522435307503	-90659.31258577108	-26421.430428028107	-24297.59083020687	-24557.09168469906	-24858.104070305824	-80808.6254325509	-83043.7983931899	-27458.26702785492	-57883.10270035267	-17350.798097372055	-85910.43284112215	-24088.242247521877	-78320.11972254515
-21792.64023888111	-90456.61708086729	-26383.227572500706	-23323.893341600895	-25059.584276914597	-25318.159648418427	-80655.96021902561	-82814.78896033764	-27434.83831244707	-57782.30265289545	-17230.82644033432	-85756.91875869036	-23993.70202243328	-78213.57833051682
-21554.97080743313	-90192.48768293858	-26290.866626262665	-24170.13500368595	-24443.04181522131	-24764.07607382536	-80386.3244382143	-82645.69578444958	-28265.03812378645	-57624.649312615395	-17459.231617569923	-85421.76791805029	-23673.444627285004	-77918.28422641754
-22200.49396419525	-90197.70766735077	-26410.81726270914	-23209.88688623905	-24414.205517053604	-24701.94076937437	-80422.33153778315	-82647.2763839364	-27313.449992895126	-57549.54439616203	-18425.02580988407	-85413.12589383125	-23934.556873321533	-77898.11410081387
-21406.088611006737	-89989.79217803478	-26252.663770735264	-23196.437515079975	-24945.534407436848	-25224.13165193796	-80233.659224689	-82416.68635159731	-28241.6094083786	-57523.84926515818	-17339.25996053219	-85268.2538356185	-23578.904402196407	-77811.74283438921
-21370.9578268528	-89695.62930214405	-26123.884163081646	-24094.416540324688	-24861.28601515293	-25140.847344756126	-79956.78275483847	-82136.92763465643	-27175.940424621105	-57290.094167768955	-16998.50205230713	-85042.70744526386	-23544.6133158803	-77564.39521461725
