-989.93514752388	-1203.2247352004051	-9409.753494262695	-12653.535789489746	-43994.6328125	-48894.81640625	-13561.080612182617	-771.9123857617378	-248.3131919503212	-14686.541718006134	-13818.485900878906	-16336.964766979218	-14987.162120819092	-305.0748680830002	-15756.008186340332	-473.7549467086792	-16428.54629278183	-15235.211517333984	-22911.425467014313	-431.3039779663086	-948.0521185994148	-48056.8046875	-788.7003874778748	-25129.96844482422	-789.2986449599266	-7591.1588279008865	-10771.221704363823	-44725.0703125	-49349.978515625	-29409.62139892578	-58138.263671875	-1864.1092826128006	-36540.73291015625	-38564.16015625	-17073.456872582436	-40937.140625	-15694.090802192688	-49553.41798019409	-1704.8171100020409	-61648.8125	-20082.904456615448	-60363.367279052734	-16061.045781135559	-15909.550294399261	-15238.493438720703	-16297.390211105347	-14990.72769165039	-15231.276252746582	-10585.694946289062	-15570.659734249115	-8424.097427368164	-8755.6351852417	-299.7034229040146	-211.4168068766594
-1204.5703766345978	-1436.0697628855705	-9548.442764282227	-12471.413519442081	-43396.70966935158	-48180.84456628561	-13049.346420645714	-203.81125980615616	-462.60481029748917	-14862.031455993652	-13608.170814156532	-16109.60271680355	-14755.811401844025	-141.82780146598816	-15544.139060974121	-630.4889249801636	-16211.383220613003	-15031.076320409775	-22644.95366358757	-273.70814394950867	-83.30941820144653	-47832.45494842529	-215.27945017814636	-25133.263902306557	-158.84478306770325	-7777.624781727791	-10934.3771494627	-44070.228564321995	-48661.1933837533	-28958.94914519787	-57872.185432612896	-1907.947344660759	-36311.5940734148	-38333.03446865082	-17318.144805669785	-40348.41427600384	-15868.145362854004	-49710.21848678589	-1906.3800334334373	-60638.16421240568	-20222.223304271698	-60190.277523994446	-15453.146007657051	-15328.682144165039	-14663.521431267262	-15660.969027638435	-14360.933712720871	-15379.508831501007	-10408.076148986816	-15739.927693843842	-8318.933940887451	-8662.06829071045	-474.37875974178314	-407.4904610514641
-1437.9992525577545	-1669.7609860301018	-9336.334074676037	-12254.13030552864	-42675.64677411318	-47377.13776445389	-13176.597528874874	-1175.7168119549751	-704.7751365303993	-14216.957798838615	-13400.810087740421	-15838.932993888855	-14529.714129686356	-756.8633717298508	-15275.25606662035	-830.7344388961792	-15868.183262586594	-14752.588588893414	-22265.97483021021	-773.0514450073242	-1511.982745230198	-46550.532534599304	-1168.7598433494568	-24311.418589949608	-1200.6177734732628	-7706.167593896389	-10660.698579907417	-43382.00584822893	-47859.97533404827	-28506.93855804205	-56430.18738889694	-2077.9281684160233	-35367.7714253068	-37327.75714880228	-16542.055916190147	-39686.19952505827	-15184.61602884531	-48004.683979570866	-2090.204308152199	-59815.32200026512	-19745.282923340797	-58470.79000264406	-16463.977685928345	-16309.616500854492	-14983.358097970486	-16143.326397716999	-14653.96854776144	-14630.934332549572	-10267.416007995605	-14908.507157087326	-8179.581817626953	-8521.07984161377	-746.9810072183609	-674.2868363261223
-2259.109059751034	-227.1118569970131	-8534.549226045609	-11660.729378402233	-40270.60817736387	-44849.552028894424	-12475.488916695118	-1918.8131882548332	-1446.6070469021797	-13531.634629905224	-12756.13520872593	-15029.344676852226	-13815.054114162922	-1465.7689136266708	-14537.681955099106	-1350.984118938446	-15132.495068907738	-13984.592913508415	-20922.400042176247	-1367.2242050170898	-2529.5961080789566	-43986.497177898884	-1768.818431854248	-23044.37273079157	-1933.9742926955223	-8781.782786011696	-9672.561343550682	-40928.33437979221	-45209.49086266756	-26945.922664940357	-53213.067738354206	-2405.7381912469864	-33523.35590016842	-35356.908585488796	-15717.533218324184	-37624.23678320646	-14379.583800196648	-45168.78763335943	-2799.9683768749237	-56423.538657963276	-20501.48039418459	-55268.3551645875	-14879.329879462719	-14728.576064407825	-14121.98511004448	-15123.148982644081	-13857.32817876339	-13930.332861602306	-9752.31071472168	-14403.89711934328	-7823.963890075684	-8117.344482421875	-1576.5945029258728	-1483.2704543471336
-616.7562702894211	-2575.319215476513	-8415.964742958546	-11621.281387865543	-40122.47566765547	-44609.315546453	-12476.55723553896	-1938.8581193089485	-1588.9646009206772	-13385.84092193842	-12615.894484698772	-14913.414176821709	-13692.458352148533	-1600.7043865919113	-14351.235970318317	-1520.560245513916	-15004.350857555866	-13886.203182160854	-20735.530629336834	-1452.5597229003906	-2647.397320151329	-43692.38319975138	-1855.4080290794373	-22878.408718407154	-2021.7827287912369	-8938.15981900692	-9734.189656376839	-40738.67883056402	-45014.617969214916	-26823.7444177866	-52937.20026218891	-2499.475310444832	-33264.040137290955	-35146.312089920044	-15517.745073497295	-37239.482784330845	-14330.65241998434	-45012.453773379326	-437.673308968544	-56027.338853001595	-19057.549729526043	-54910.968983352184	-14589.258514106274	-14448.648678541183	-13898.37606561184	-14832.02300554514	-13796.30894356966	-13949.078645765781	-9710.546321868896	-14194.572097480297	-7768.388047218323	-8099.894142150879	-1662.0161784291267	-1588.9600132107735
-2330.651422023773	-2548.9487110972404	-8841.273911893368	-11620.576624929905	-39942.42924660444	-44422.65696901083	-12385.013413727283	-1963.4442557096481	-1592.2823908925056	-13713.485859930515	-12272.47256720066	-15672.253822863102	-14265.189714968204	-1585.0368384122849	-14495.994938969612	-1423.6718263626099	-15058.523120045662	-13910.570326030254	-20822.688208520412	-1454.065185546875	-2647.8079047203064	-43689.16633564234	-1897.1093287467957	-22785.621695637703	-2084.9138649106026	-7524.22362524271	-10134.081435024738	-40676.539413928986	-44887.33846485615	-26765.95183867216	-52809.94710123539	-2611.4622164964676	-33112.65522003174	-34962.19460976124	-15580.956620395184	-37124.35517466068	-14268.381100833416	-44987.442880511284	-2866.557623922825	-56154.64698886871	-18129.01238423586	-54852.14972048998	-14643.18558204174	-14487.75839227438	-13793.895817995071	-15002.281571090221	-14817.872825443745	-13816.120461642742	-9662.116584777832	-14159.269204437733	-7719.666412353516	-8018.420608520508	-1644.6208528876305	-1601.405706346035
-2705.8800324201584	-2984.998410284519	-8517.226847410202	-11289.565798521042	-39007.09287941456	-43402.71718150377	-12127.237717092037	-2287.9967089891434	-1852.4955406785011	-13051.997577726841	-12248.87325400114	-14429.851908802986	-13211.786092698574	-1945.960929274559	-13937.421768844128	-1841.2208013534546	-14640.2268948555	-13546.501700758934	-20006.0285962224	-1730.082633972168	-3119.6652494072914	-42497.138746380806	-2184.6490778923035	-22264.792191028595	-2438.8661565184593	-5519.4780014157295	-9569.370667159557	-39619.088075876236	-43620.401743769646	-26088.743637025356	-51150.46631753445	-2393.2208067178726	-32366.026756942272	-34094.62075603008	-15341.661301255226	-36259.951063513756	-13964.20374584198	-43800.60334587097	-3205.683141410351	-54559.5206887722	-16176.957134008408	-53305.8442478776	-14271.836449205875	-14113.28859090805	-13519.685777783394	-15032.342012286186	-13254.791348218918	-13508.983318507671	-9420.837459564209	-14342.380592167377	-7535.34624671936	-7796.452239990234	-1867.0072590708733	-2018.029263138771
-2830.093824326992	-3149.263825416565	-8008.580986320972	-11012.523698210716	-38436.02078151703	-42905.226483762264	-11986.096238732338	-2425.939706027508	-2088.6973853707314	-12876.11557585001	-12218.914197027683	-14284.24964350462	-13136.092688560486	-2050.2596089839935	-13758.521792054176	-1978.0397324562073	-14395.05614489317	-13362.712953090668	-19915.338546156883	-1832.6172828674316	-3203.105811536312	-41969.54671663046	-2265.560004711151	-21946.920717179775	-2554.289727270603	-4287.976992487907	-9049.887511372566	-39215.89235496521	-43243.971035182476	-25768.248788416386	-50864.98307609558	-3026.6780828237534	-32076.583815038204	-33740.45419919491	-14824.244255125523	-35872.589335262775	-13788.44864243269	-43446.296405792236	-3364.8569264411926	-54073.9383277297	-15417.062298715115	-52720.91811168194	-14068.68299561739	-13898.662755966187	-13423.85438323021	-14275.75180888176	-13148.324081003666	-13365.060821831226	-9347.147987365723	-13587.358287274837	-7440.55924987793	-7656.694610595703	-2098.065733373165	-2156.3402659893036
-3009.1165087223053	-3159.849365592003	-9645.25566393137	-10960.601945459843	-37913.09103792906	-42039.5700597167	-11778.78267276287	-2546.478170335293	-2273.853677749634	-12614.103265285492	-11969.432889044285	-13942.336892545223	-12804.967800438404	-2293.7864359617233	-13565.565690994263	-2002.3986883163452	-14073.625064730644	-13118.613515496254	-20425.358260154724	-1959.2113647460938	-3534.7374294400215	-41347.1684833765	-2469.0560278892517	-21639.613744974136	-2737.2850857377052	-9641.63171350956	-11103.247720301151	-38601.223041534424	-42465.960417330265	-25330.49287492037	-50070.80270957947	-3186.8961650133133	-31399.860948741436	-33196.51208651066	-14755.335605919361	-35279.948283076286	-13561.673716127872	-42564.74001151323	-3480.1351513266563	-53300.67756515741	-20658.36653751135	-51990.09184247255	-13881.958076775074	-13774.497214853764	-13252.41015803814	-13953.12578779459	-12909.455586254597	-13054.792206645012	-9190.710943222046	-13359.64519417286	-7350.167560577393	-7497.468208312988	-2355.8330705165863	-2298.819873869419
-3139.9579379558563	-3437.7622451782227	-8695.090456724167	-11168.651460886002	-37492.15389025211	-41492.16157644987	-11654.116793334484	-2712.1223497986794	-2500.4814015626907	-12440.351182043552	-11863.096550822258	-13841.961757361889	-12721.716631889343	-2435.4064215421677	-13401.894706428051	-2214.1293630599976	-14315.496095120907	-12982.240365326405	-19587.904194295406	-2104.4180793762207	-3747.9232733249664	-40844.63229203224	-2589.63202047348	-21291.109318733215	-2894.3465807437897	-8649.097997188568	-9976.495765089989	-38047.08120328188	-41984.71910452843	-25020.194941341877	-49550.8096536994	-2219.4013622403145	-31036.930172622204	-32787.401157557964	-14454.525701642036	-34842.64859175682	-13321.94204455614	-42064.042977929115	-3612.712504565716	-52505.940760433674	-17993.33391624689	-51299.569803893566	-13630.553461909294	-13544.843738079071	-12982.057832419872	-13827.9875934124	-12605.204618096352	-13545.17057800293	-9122.70408821106	-13460.968834459782	-7493.69660949707	-8363.124618530273	-2514.873200416565	-2509.875796675682
-3352.2116420269012	-3516.3059819340706	-7648.808636546135	-10671.374252855778	-36695.81522113085	-40774.52564954758	-11362.196429371834	-2939.771023273468	-2748.991108596325	-12198.502031445503	-11743.922006964684	-13645.915994942188	-12477.138036191463	-2710.539333462715	-13177.595508694649	-2450.0700273513794	-13681.641005158424	-12703.7886043787	-19062.540668189526	-2283.70947265625	-3963.7597616910934	-40103.82307779789	-2769.510482311249	-20961.424936950207	-3125.5271505117416	-9347.20589852333	-8715.104426026344	-37246.9404502511	-41202.42749160528	-24494.255446374416	-48346.950020968914	-3407.510143995285	-30432.17814940214	-32136.17869335413	-14257.933315873146	-34156.90523189306	-13090.43600320816	-41410.75417470932	-3762.0886592268944	-51340.30245119333	-15833.78893238306	-50277.68349188566	-13354.029575765133	-13222.375169575214	-12842.593126773834	-13684.318518996239	-12495.526803970337	-12649.77255153656	-8882.534365296364	-12909.649359345436	-7087.340198516846	-7320.7805252075195	-2704.9533064365387	-2682.4303668141365
-4170.810098826885	-4494.9878013134	-7440.101403951645	-9979.564533650875	-34383.81721562147	-38433.067046523094	-10810.029040277004	-3617.471575975418	-3432.666584312916	-11903.059717774391	-10672.900863349438	-13619.538699388504	-12414.120282709599	-3330.221579313278	-12498.508544683456	-2927.956612110138	-13025.032972157001	-12038.071761786938	-17826.601287662983	-2855.378490447998	-4902.861597657204	-37601.9083647728	-3373.968945980072	-19602.57396799326	-3849.904947221279	-4221.041789829731	-8412.747242033482	-35167.361456394196	-38781.330984413624	-23124.579228162766	-45536.66650545597	-3774.0310167074203	-28648.506124913692	-30138.488652706146	-13331.74400293827	-32059.803884923458	-12362.738941073418	-38880.32130610943	-4526.597440361977	-48579.772816598415	-13463.170226335526	-47209.70055311918	-12650.822796523571	-12476.870853841305	-11979.256762504578	-12980.643168866634	-12975.46921479702	-11949.905030727386	-8423.569625854492	-12175.967757463455	-6736.128234863281	-6919.480033874512	-3442.983163356781	-3546.329165458679
-5068.15652692318	-5298.079657018185	-6756.281989693642	-9307.404261887074	-31708.275288045406	-35282.42642480135	-9928.353534281254	-4455.855346500874	-4353.173457324505	-10563.95789116621	-10174.309360086918	-11738.803136765957	-10701.762008070946	-4351.425394654274	-11359.009091198444	-3817.535881996155	-11893.321607232094	-11015.07878780365	-16157.143797397614	-3582.4881286621094	-6135.37289249897	-34544.157136678696	-4165.4591727256775	-18096.248683154583	-4775.094662070274	-7275.525072038174	-7513.253388822079	-32140.95821362734	-35472.85071974993	-21173.37768447399	-41359.15266662836	-3936.621668100357	-26257.471996188164	-27666.639293134212	-12526.137744545937	-29479.71567040682	-11360.548946857452	-35657.9395403862	-5262.954690635204	-44251.010639965534	-11927.84160977602	-43220.160460710526	-11564.82024383545	-11426.113466084003	-11123.785465836525	-12419.270320177078	-10759.590460538864	-10927.47961729765	-7717.67687857151	-11681.370217263699	-6198.589017868042	-6361.597579956055	-4272.257142603397	-4489.042823076248
-3797.6312215924263	-5867.082281589508	-6446.312652647495	-8947.310132026672	-30511.66007077694	-34147.56618672609	-9725.505663633347	-4784.417309522629	-4773.317993283272	-10602.358921706676	-9470.309447169304	-12195.988109230995	-11119.41651403904	-4625.851097822189	-11093.736328661442	-3974.7619109153748	-11600.837536931038	-10689.063426613808	-15650.706449985504	-3876.63423538208	-6602.206799209118	-33237.486877024174	-4440.6765875816345	-17351.014241576195	-5082.389031052589	-5568.042780935764	-7375.715194046497	-31180.969974458218	-34445.97043800354	-20538.702247023582	-40335.60309576988	-4409.397044539452	-25371.813352048397	-26720.64058637619	-11776.03220385313	-28362.146044254303	-10999.30055886507	-34339.35709929466	-3259.4536393284798	-42958.29916960001	-12437.81549924612	-41757.30225741863	-11179.035529494286	-11015.969237983227	-10639.139389395714	-11515.275963306427	-11781.05046671629	-10667.707423746586	-7548.421001434326	-10799.880120694637	-6080.41885471344	-6263.738990783691	-4805.295918881893	-4923.872371792793
-7218.179317355156	-7532.617166996002	-6041.618952155113	-7822.519933283329	-25205.79636579752	-27879.77159500122	-8021.389715433121	-6396.065310537815	-6605.341666936874	-8317.767355203629	-8218.92001003027	-9243.800127148628	-8436.316519141197	-6481.7569481134415	-9004.895611286163	-5557.910298347473	-9780.27140957117	-8762.10763579607	-12833.622524678707	-5255.6022300720215	-8935.244047224522	-27331.984741210938	-5966.390805721283	-14257.38955706358	-6880.142597854137	-8333.464241325855	-6718.5274495482445	-25462.969104409218	-28107.591308653355	-16783.951226890087	-32771.69864845276	-4291.913747727871	-20753.669258654118	-21889.880294442177	-9907.206573605537	-23385.22363716364	-8988.400189220905	-28168.564538121223	-7170.850085198879	-35108.13890039921	-9838.271069407463	-34156.36298555136	-9134.327924609184	-9061.406909763813	-8867.349859535694	-9949.86770248413	-8374.067386984825	-9241.373942553997	-6254.686020493507	-9571.679317474365	-5268.188199996948	-5969.087013244629	-6487.426920115948	-6787.501812875271
