227	5
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	2
227	3
227	4
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	4
227	2
227	2
227	2
227	2
227	2
227	2
227	4
227	2
227	2
227	2
227	2
227	5
227	2
227	2
227	2
227	2
227	2
227	1
227	2
227	2
227	2
227	2
227	2
227	2
227	4
227	4
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	5
227	4
227	3
227	2
227	2
227	2
227	3
227	5
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	3
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	5
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	3
227	3
227	2
227	3
227	2
227	2
227	2
227	2
227	4
227	3
227	2
227	2
227	3
227	2
227	2
227	4
227	2
227	2
227	2
227	2
227	3
227	2
227	3
227	2
227	2
227	2
227	4
227	2
227	2
227	3
227	5
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	5
227	2
227	2
227	2
227	4
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	6
227	4
227	2
227	4
227	2
227	2
227	4
227	2
227	1
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	4
227	2
227	5
227	3
227	2
227	6
227	2
227	3
227	2
227	2
227	2
227	3
227	2
227	2
227	3
227	3
227	2
227	2
227	2
227	2
227	1
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	4
227	2
227	2
227	5
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	6
227	2
227	2
227	2
227	5
227	2
227	1
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	6
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	5
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	3
227	2
227	2
227	1
227	2
227	2
227	3
227	6
227	2
227	2
227	3
227	2
227	3
227	6
227	2
227	2
227	3
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	2
227	3
227	2
227	3
227	2
227	6
227	2
227	2
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	3
227	4
227	2
227	2
227	2
227	2
227	3
227	4
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	4
227	2
227	2
227	2
227	1
227	2
227	2
227	2
227	4
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	2
227	5
227	2
227	2
227	3
227	2
227	2
227	2
227	2
227	2
227	4
227	2
