-56225.421875	-16457.912811279297	-16281.990600585938	-51329.25390625	-50999.900390625	-50878.1875	-17015.090911865234	-16702.23028564453	-4941.324684143066	-31626.1455078125	-742.0996694564819	-31639.9532623291	-17893.742080688477	-47413.802734375	-51329.728515625	-49399.388671875	-847.5227813720703
-56112.02898877859	-16424.35720062256	-16247.47274017334	-51221.66114616394	-50892.330848276615	-50770.617957651615	-16979.30352783203	-16668.249855041504	-4909.00594329834	-31536.862235605717	-652.8163972496986	-31569.484100043774	-17859.928024291992	-47317.22642558813	-51222.82316356897	-49292.71761673689	-874.9648590087891
-56097.75490474701	-16488.841247558594	-16243.735397338867	-51210.011435866356	-50882.49591034651	-50761.7212408185	-16972.22744369507	-16660.88896560669	-4910.345085144043	-31551.720324277878	-778.0702505111694	-31562.778783082962	-17856.491317749023	-47302.085566580296	-51210.76087194681	-49285.7259888649	-876.6268157958984
-56038.30509698391	-16413.001831054688	-16233.965329647064	-51174.88092237711	-50846.14893347025	-50719.62583345175	-16958.79409712553	-16645.998278796673	-4985.178443908691	-31541.61736226082	-788.2296438217163	-31683.220245361328	-17843.92875289917	-47276.804900527	-51159.82558506727	-49249.99577105045	-819.6318817138672
-55994.32130789757	-16397.254989624023	-16337.384399414062	-51117.28756260872	-50785.284477353096	-50672.49112737179	-16937.567228794098	-16626.778601408005	-4881.191963195801	-31504.056892633438	-804.8893957138062	-31496.42247712612	-17827.81175994873	-47221.91877549887	-51114.78603041172	-49198.203503370285	-901.5964965820312
-55984.3620185256	-16455.285636901855	-16209.21753692627	-51102.418675780296	-50774.92636799812	-50654.151698470116	-16936.440059661865	-16626.908535003662	-4878.026344299316	-31462.437052071095	-688.7869783043861	-31492.309620797634	-17822.67726135254	-47205.50925779343	-51103.855519890785	-49179.05493372679	-904.0688934326172
-55924.9122107625	-16379.44622039795	-16199.447469234467	-51067.28816229105	-50738.579391121864	-50612.05629110336	-16923.006713092327	-16612.017848193645	-4952.859703063965	-31452.334090054035	-698.946371614933	-31612.751083076	-17810.114696502686	-47180.22859174013	-51052.920233011246	-49143.32471591234	-847.0739593505859
-55910.63812673092	-16443.930267333984	-16195.710126399994	-51055.638451993465	-50728.74445319176	-50603.15957427025	-16915.930628955364	-16604.65695875883	-4954.198844909668	-31467.192178726196	-824.2002248764038	-31606.04576611519	-17806.677989959717	-47165.087732732296	-51040.857941389084	-49136.33308804035	-848.7359161376953
-55880.92842167616	-16363.699378967285	-16302.866539001465	-51009.69480252266	-50677.71493500471	-50564.9215850234	-16901.779844760895	-16592.798170804977	-4848.873222351074	-31414.773620426655	-715.6061235070229	-31425.953314840794	-17793.997703552246	-47125.342466712	-51007.880678355694	-49091.532448232174	-929.03857421875
-55866.65433764458	-16428.18342590332	-16299.129196166992	-50998.045092225075	-50667.879997074604	-50556.02486819029	-16894.703760623932	-16585.437281370163	-4850.212364196777	-31429.631709098816	-840.8599767684937	-31419.247997879982	-17790.560997009277	-47110.20160770416	-50995.81838673353	-49084.540820360184	-930.7005310058594
-55807.20452988148	-16352.344009399414	-16289.35912847519	-50962.91457873583	-50631.533020198345	-50513.929460823536	-16881.270414054394	-16570.546594560146	-4925.045722961426	-31419.528747081757	-851.0193700790405	-31539.689460158348	-17777.998432159424	-47084.92094165087	-50944.88309985399	-49048.81060254574	-873.7055969238281
-55797.24524050951	-16410.374656677246	-16161.192265987396	-50948.045691907406	-50621.17491084337	-50495.59003192186	-16880.14324492216	-16570.676528155804	-4921.880104064941	-31377.908906519413	-734.9169526696205	-31535.57660382986	-17772.863933563232	-47068.51142394543	-50933.95258933306	-49029.66203290224	-876.1779937744141
-55753.26145142317	-16394.627815246582	-16264.611335754395	-50890.452332139015	-50560.31045472622	-50448.455325841904	-16858.91637659073	-16551.456850767136	-4817.893623352051	-31340.348436892033	-751.5767045617104	-31348.778835594654	-17756.746940612793	-47013.62529891729	-50888.913034677505	-48977.86976522207	-958.1426086425781
-55666.39666301012	-16303.434836149216	-16118.050947189331	-50830.48167592287	-50500.466670036316	-50385.36360615492	-16855.193186998367	-16544.73674106598	-4773.882767438889	-31317.96000355482	-888.0337743759155	-31302.923685133457	-17725.59036076069	-46978.362380862236	-50825.294806063175	-48919.317856788635	-758.9684906005859
-55553.00377678871	-16269.879225492477	-16083.533086776733	-50722.88891583681	-50392.89712768793	-50277.794063806534	-16819.405802965164	-16510.75631046295	-4741.564026594162	-31228.676731348038	-798.7505021691322	-31232.45452284813	-17691.776304364204	-46881.78607207537	-50718.38945400715	-48812.646801650524	-786.4105682373047
-55538.72969275713	-16334.363272428513	-16079.79574394226	-50711.23920553923	-50383.062189757824	-50268.89734697342	-16812.3297188282	-16503.395421028137	-4742.903168439865	-31243.5348200202	-924.004355430603	-31225.749205887318	-17688.339597821236	-46866.64521306753	-50706.32716238499	-48805.655173778534	-788.0725250244141
