-13573.963516235352	-56194.5234375	-15072.16720199585	-14902.525787353516	-15069.76706123352	-58398.3515625	-313.0844306945801	-8574.40316772461	-52039.798828125	-48107.08367919922	-58955.181640625	-65647.39453125	-413.06884384155273	-63025.3671875	-30437.845703125	-16374.304569244385	-14760.278564453125	-26110.890625	-13460.167053222656	-14648.719314575195	-14435.939208984375	-42236.16015625	-15260.264625549316	-13287.753540039062	-15537.348110198975	-17157.392700195312	-15059.294448852539	-58024.06640625	-45942.333984375	-45030.41015625	-45191.109375	-46210.56640625	-50587.080078125	-47751.3203125	-10113.644958496094	-43946.779296875	-8824.400131225586	-9779.791767120361
-13425.718368887901	-55618.218904316425	-14927.130090713501	-14751.827962875366	-14911.580202758312	-57844.930617928505	-453.79417419433594	-8560.069763183594	-51538.68521100283	-47580.69866299629	-58384.104108929634	-64981.82439041138	-534.7634391784668	-62436.274174809456	-30138.655712485313	-16219.461242377758	-14614.826371788979	-25831.22733592987	-13311.040656208992	-14494.006087183952	-14284.705449104309	-41817.82070404291	-15092.473164081573	-13164.809982299805	-15362.474103927612	-16966.42212063074	-14873.808266699314	-57458.254369318485	-45489.8667768836	-44583.422135293484	-44704.84094589949	-45708.19316679239	-50058.636415064335	-47285.77989131212	-10006.723747253418	-43502.39906424284	-8874.125213623047	-9683.001258850098
-13261.150754630566	-54865.61570948362	-14761.543462634087	-14557.334941327572	-14762.123568475246	-57061.4161990881	-606.2573909759521	-8385.769054412842	-50840.00771099329	-47045.55053836107	-57594.01736009121	-64138.90277940035	-311.3435935974121	-61558.71180307865	-29737.456811606884	-16019.507416784763	-14422.638221621513	-25521.01297533512	-13146.94323682785	-14342.888135194778	-14102.662224948406	-41247.517447173595	-14908.289870858192	-12981.23161560297	-15173.05866342783	-16755.48745560646	-14703.659433484077	-56723.23189204931	-44904.8457493186	-43998.61800432205	-44182.09131979942	-45162.30651503801	-49386.384891450405	-46681.52904206514	-10017.540603637695	-42941.44976866245	-8625.352645874023	-9603.390705108643
-13223.675719320774	-54956.743380486965	-15371.692512512207	-14216.458931803703	-14683.736112177372	-57028.322346031666	-617.0019569396973	-8380.237884521484	-50807.69079506397	-46994.336290061474	-57659.72579741478	-64130.23090642691	-729.224422454834	-61559.860074818134	-29729.439042806625	-15954.1548833251	-14422.060713410378	-25514.2678489089	-13129.67826026678	-14300.243548154831	-14113.22597181797	-41253.24175840616	-14930.39058983326	-12976.384367704391	-15157.572322964668	-16714.351196289062	-14673.250201821327	-56644.778667628765	-44845.23621338606	-43936.906625688076	-44111.73968434334	-45136.07101863623	-49401.074034035206	-46633.87501221895	-9873.621223449707	-42899.343135237694	-8627.745384216309	-9566.177097320557
-13253.097976148129	-54806.544592380524	-14694.369434952736	-14544.486098051071	-14654.266602814198	-56876.4076885581	-645.0461883544922	-8384.258773803711	-50656.39602929354	-47982.20373535156	-57226.09581023455	-63893.918086349964	-733.1923980712891	-61391.01613223553	-29665.111653864384	-15948.318761229515	-14368.801074266434	-25462.54948848486	-13122.193924307823	-14311.043931484222	-14073.921969354153	-41144.02289146185	-14858.358869373798	-12953.935448884964	-15104.869948923588	-16691.255637288094	-14648.65697413683	-56497.1142835021	-44783.55572617054	-43863.335855185986	-44003.7227820158	-45067.70949566364	-49258.90166646242	-46553.540611207485	-9866.219539642334	-42863.80146998167	-8621.75397491455	-9539.78307723999
-13149.28068047762	-54438.62358182669	-14548.596999168396	-14458.194191873074	-14639.973418354988	-56603.83665698767	-724.7719955444336	-8327.696075439453	-50444.02765905857	-46635.0971724391	-57162.09364306927	-63623.14540594816	-796.0562400817871	-61082.29025745392	-29512.64734196663	-15848.196561992168	-14311.411748468876	-25295.09204119444	-13064.05078458786	-14200.63557112217	-13990.772700667381	-40933.85724657774	-15390.533879578114	-13095.541726112366	-14945.638259887695	-16520.694220602512	-14483.090361058712	-56206.55316442251	-44478.46133041382	-43588.19512081146	-43793.914454460144	-44747.22902464867	-48992.58434289694	-46223.87276959419	-9808.123474121094	-42593.92505955696	-8559.776191711426	-9515.33849966526
-13091.227204620838	-54250.45641475916	-14344.949702978134	-14737.435165047646	-14594.101218223572	-56343.908752024174	-769.1541023254395	-8281.463806152344	-50259.60155892372	-46550.798877716064	-56913.258567631245	-63401.046105623245	-861.384838104248	-60845.07157826424	-29380.34478956461	-15795.554821491241	-14219.535916388035	-25220.866270184517	-13213.824066519737	-14708.957113742828	-14185.811190724373	-40792.76024258137	-14703.88739901781	-12819.963845431805	-15016.243183612823	-16556.991085469723	-14570.550054490566	-56075.79521238804	-44385.4344894886	-43483.235715806484	-43717.039744377136	-44621.9860432744	-48862.061837852	-46133.95810753107	-9763.127502441406	-42420.37197482586	-8543.486610412598	-9452.546550750732
-13100.72772938013	-53993.44557696581	-14712.930189073086	-14342.612214505672	-15637.868240356445	-56151.393365979195	-819.1176948547363	-8255.277160644531	-49999.95853924751	-46197.27020996809	-56659.31060308218	-63092.23111182451	-903.734920501709	-60610.1674566865	-29241.70352077484	-15741.640523195267	-14141.034408986568	-25096.21292579174	-12896.457005918026	-14104.580564677715	-13876.631754159927	-40560.96841067076	-14650.167356312275	-12779.164283335209	-14860.21234202385	-16489.62624514103	-14452.433909893036	-55755.53783643246	-44164.52669882774	-43262.7885466218	-43389.24412828684	-44440.31163036823	-48543.20575070381	-45913.4403770566	-9735.696189880371	-42206.01757246256	-8514.47518157959	-9408.373683929443
-12987.784392356873	-53796.6379917264	-14433.727466762066	-14264.537742733955	-14419.861910998821	-55922.42369300127	-631.5465507507324	-8244.408813476562	-49867.135799229145	-46143.89301156998	-56508.11901438236	-62961.545057952404	-935.5343132019043	-60443.65408539772	-29171.209283471107	-15624.735439538956	-14130.625421345234	-25028.930296123028	-13144.958608746529	-14001.106601655483	-13837.151755332947	-40515.25048339367	-14660.309135556221	-12747.57456433773	-14824.52943700552	-16381.216828286648	-14375.936020255089	-55653.71793949604	-44034.09000068903	-43158.83760368824	-43325.09206074476	-44319.98054355383	-48497.12527024746	-45730.997210621834	-9715.05101776123	-42084.993842720985	-8485.58226776123	-9858.270034790039
-12910.862957715988	-53627.83565247059	-15061.068773150444	-13871.26808577776	-14376.092619419098	-55691.38698261976	-910.1749172210693	-8191.603771209717	-49607.89967793226	-45932.80314922333	-56298.56151688099	-62621.739154577255	-627.4991722106934	-60093.204690396786	-29029.05015128851	-15599.357730865479	-14084.420370578766	-24924.390199244022	-12816.454443871975	-13994.412368774414	-13779.948987782001	-40264.59904932976	-14578.415835142136	-12669.8624432683	-14793.282876193523	-16312.44595170021	-14317.615186452866	-55343.94415342808	-43807.74797832966	-42905.11447376013	-43102.72162914276	-44087.81112742424	-48200.37884736061	-45564.083741784096	-9777.516868591309	-41894.01360702515	-8428.697898864746	-9389.776035308838
