-31686.35810047388	-23732.899814605713	-109633.65234375	-84753.373046875	-2676.5873814225197	-14790.755114912987	-145437.46484375	-35536.625708281994	-336.37053829431534	-6514.257454395294	-29467.20607149601	-25096.56788635254	-121504.40234375	-28924.918322205544	-30511.535229682922	-714.3532048463821	-138968.32421875	-51070.18359375	-15280.908912658691	-18224.460134983063	-28188.84468269348	-45487.5205078125	-84682.2314453125	-95027.62890625	-48505.41195678711	-73002.41510009766	-13632.788188934326	-391.54620826244354	-14895.308059692383	-13753.081550359726	-28638.769561767578	-39863.269470214844	-27943.5408577919	-25729.5221118927	-29209.85665845871	-31285.891747951508	-124630.3359375	-7294.926863014698	-26263.1083086133	-30726.887483656406	-29416.371315062046	-29445.250691771507	-27969.01375770569	-33225.37418460846	-26222.203144550323	-29244.146233797073	-18736.11610031128	-13797.820275962353	-17871.0804079175	-616.1716751456261
-31448.52280396223	-23523.893936395645	-108707.48554247618	-84114.51546621323	-2922.6453139185905	-14621.583201050758	-144275.23100084066	-35207.708660304546	-557.9589226841927	-6682.688538074493	-29202.623363375664	-24917.74664735794	-120623.41149795055	-28681.790090739727	-30269.85993629694	-887.8305913209915	-137892.69164520502	-50683.570748627186	-15155.587001800537	-18044.547704279423	-27965.920613884926	-45150.33266532421	-84030.90585958958	-94291.91067689657	-48079.30804365873	-72434.40221005678	-13504.574317932129	-639.0757611393929	-14764.315399169922	-13657.66234946251	-28409.2333009243	-39553.51989686489	-27697.968403935432	-25531.8621276021	-28989.590749382973	-31037.842233777046	-123627.02358585596	-7533.611275553703	-26036.19618099928	-30483.310877740383	-29162.911201179028	-29190.8350417614	-27763.54152148962	-32976.258940041065	-26025.211021244526	-29046.682110249996	-18603.82085800171	-13712.448226630688	-17730.1381662488	-448.2296814918518
-30413.943862438202	-22698.07693195343	-105367.99080383778	-81313.24468612671	-3853.2748124599457	-13666.61748188734	-139611.39463704824	-34063.359524548054	-1550.7996754050255	-7313.383290410042	-28254.00595110655	-24207.89778327942	-116520.45593744516	-27695.79016596079	-29247.461229383945	-1612.1299224495888	-133246.2074828148	-48972.657841682434	-14691.753028869629	-17924.730253994465	-27036.177284240723	-43702.01197171211	-81308.51718688011	-91035.89362204075	-46614.30234718323	-69867.62952172756	-13934.190650939941	-1688.9451728463173	-14315.391677856445	-13270.406017065048	-27510.066374599934	-38277.43122678995	-26869.78283303976	-24789.272049427032	-28071.779597461224	-30074.015839278698	-119508.54896533489	-8590.507397294044	-25106.13539081812	-29472.678693413734	-28196.773809432983	-28198.67148822546	-26797.345651566982	-31884.777667462826	-25168.115917921066	-28060.097444474697	-18015.735153198242	-13374.463824927807	-17187.20830708742	-1970.3056855797768
-30383.586941599846	-22830.221630692482	-105063.76769387722	-81217.84187364578	-3607.085261821747	-14837.157771766186	-139626.5740621686	-34161.53535968065	-1498.459656059742	-6913.301580190659	-28298.991448938847	-24118.43741041422	-116591.77218621969	-27803.419729173183	-29316.981205642223	-1577.9681330919266	-133495.5672249794	-48987.313964784145	-14716.080795288086	-17760.754689991474	-27079.860625505447	-43656.75430250168	-81231.0396668911	-91187.24566864967	-46519.17402637005	-70036.99468380213	-13138.220928788185	-1637.711807668209	-14312.547416687012	-13244.416124105453	-27507.110478401184	-38264.043203532696	-26881.136140465736	-24682.11091721058	-28051.779042959213	-30052.832330465317	-119476.65619432926	-7977.371635019779	-25585.0438734293	-29512.202941834927	-30383.926300048828	-30392.475303649902	-27399.621878147125	-32800.88489937782	-25087.266926765442	-28144.443052709103	-17997.67576789856	-13251.292504966259	-17189.76861935854	-1863.5739282369614
-29214.42060291767	-21972.288382172585	-100739.92648428679	-77799.4904191494	-4882.678308784962	-15724.989969015121	-133468.8723345399	-32772.006659805775	-2721.6814789772034	-8094.314241826534	-27048.31001907587	-23124.97751033306	-111590.42479979992	-26656.089192807674	-27936.24532753229	-2431.415180325508	-127634.1937622428	-46924.749128103256	-14168.98014831543	-18682.07441586256	-25841.484928786755	-41725.44059729576	-77780.78339403868	-87317.23425334692	-44419.832768917084	-67041.67235904932	-12809.93419611454	-2776.929685354233	-13888.519763946533	-12707.178979635239	-26323.052269279957	-36607.55427277088	-25519.52793455124	-23674.694320201874	-26961.540520310402	-28816.28536504507	-114580.79981058836	-9684.281146407127	-28751.7846134305	-28399.32625812292	-26777.04441910982	-26811.375481009483	-25387.50277006626	-30431.170335173607	-24153.042688190937	-26867.41695612669	-17278.975372314453	-12768.906576812267	-16499.736166775227	-3050.729891359806
-28831.072164297104	-21365.907397329807	-99614.72145801783	-77211.18024140596	-5277.128997325897	-17086.803380668163	-132404.84987223148	-32319.717779815197	-2979.0947177410126	-4586.958696126938	-26898.25989151001	-22986.586224079132	-110672.47671794891	-26260.839106857777	-27752.63874912262	-2672.1507984399796	-126552.99772018194	-46472.47802114487	-13928.930725097656	-19520.01528787613	-25589.459625422955	-41343.57440829277	-77046.15709763765	-86400.70072555542	-44146.13965654373	-66596.60455703735	-12447.854984283447	-3116.416759967804	-13551.413722991943	-12564.744422674179	-26119.24078142643	-36326.084345817566	-25421.238112986088	-23385.90841692686	-26687.657030403614	-28518.178955495358	-113443.96343141794	-4970.867684066296	-23684.337836265564	-28100.992704749107	-26782.558301091194	-26805.70083320141	-25425.833452641964	-30027.7772757411	-23882.013439416885	-26623.108146727085	-17050.624099493027	-12629.656703650951	-16245.754847824574	-3495.063346028328
-28187.66272199154	-21226.688107848167	-97665.0710452199	-75313.62534165382	-1163.0398963689804	-17356.931157708168	-129053.99477773905	-31695.623681604862	-3514.1939438581467	-8577.75775885582	-26333.955034196377	-22406.942284166813	-107758.83705717325	-25709.384672045708	-27147.169716656208	-3035.182161271572	-123586.49031174183	-45376.92630928755	-13782.389789581299	-12972.991637051105	-25252.578856289387	-40392.58746856451	-75253.18693715334	-84471.41353493929	-43166.74557900429	-64830.81981986761	-12356.803413391113	-3772.8914029598236	-13375.34635925293	-12447.647590398788	-25445.597946345806	-35447.927083551884	-24875.71396201849	-22872.526137709618	-26051.936387717724	-27909.42099761963	-110682.00970941782	-10591.523354887962	-23155.207911551	-27324.3749204278	-26098.381251990795	-26143.480078995228	-24931.240041673183	-29493.79189425707	-23289.159735918045	-26060.02906692028	-16811.942045211792	-12478.708828628063	-16096.164540290833	-3995.570574462414
-26180.642085552216	-19344.30924499035	-90243.85409724712	-70046.76568716764	-7715.10563647747	-10062.016472399235	-120297.2972176075	-29110.458921670914	-5514.3208684921265	-10089.054714858532	-24329.300416111946	-20989.872338831425	-100097.87077373266	-23928.857066750526	-25264.443074464798	-4528.803968191147	-114401.64522820711	-42203.03743779659	-12637.80604171753	-14293.953693509102	-23300.399705588818	-37699.5604391098	-70010.11529946327	-78454.19529730082	-40184.04417133331	-60418.75083976984	-11045.80151104927	-5762.315926253796	-12234.10676574707	-11443.782132863998	-23599.04827004671	-32800.09244060516	-23064.86350607872	-21339.24626517296	-24282.18200147152	-25941.345708191395	-102683.17859226465	-12681.721949994564	-21268.72816723585	-25324.49813389778	-24080.47714573145	-24062.178204357624	-23126.44459593296	-27216.26783502102	-21729.45499229431	-23999.81960386038	-15490.54723918438	-11558.482801139355	-14768.400543034077	-6038.26064234972
-25486.338320493698	-19333.235101163387	-87885.0235426426	-67885.22151499987	-8524.487000465393	-18989.179912745953	-116724.4282451272	-29002.611086010933	-6094.694731116295	-2984.8446421027184	-24034.356267154217	-20094.384620070457	-97412.42585349083	-23567.08743906021	-24675.101641595364	-4821.5255752801895	-111540.21035128832	-40890.308283507824	-12623.863534927368	-19735.453761160374	-22939.52695506811	-36378.74461531639	-67800.4560507536	-76213.9259045124	-38754.19244533777	-58401.4590177536	-12139.872466802597	-6366.183591663837	-12512.828258514404	-11538.821574568748	-22929.859993100166	-31886.594838619232	-22687.965650737286	-20770.92698073387	-23770.120270729065	-25166.360840022564	-99831.90915232897	-3516.472566008568	-21158.51088964939	-24669.311727404594	-23509.32611209154	-23585.64072996378	-22454.045403778553	-27086.911790251732	-21409.50401443243	-23764.800897598267	-15201.11826133728	-11569.67383301258	-14815.367479264736	-6367.2454416155815
-24139.663506627083	-19712.25657695532	-81781.6126164794	-63126.47201782465	-9971.147130668163	-8445.546062648296	-108037.1636814475	-27320.257876336575	-7604.7092408537865	-11646.636486053467	-22405.85008651018	-18654.066189467907	-90767.84932011366	-21969.42926710844	-23117.775849342346	-5822.849646687508	-103396.61001092196	-38060.72779262066	-11918.551063537598	-13015.198638379574	-21369.606382846832	-33876.31382077932	-62997.23571205139	-70848.84804546833	-36215.376705646515	-54394.007755339146	-10977.469008207321	-7848.7344009280205	-12017.923746705055	-10895.110795378685	-21435.181382775307	-29780.866426467896	-21536.997328400612	-19527.356113791466	-21818.843351840973	-23968.298840105534	-93208.71247786283	-15048.363225638866	-19015.09971177578	-23556.43545907736	-21669.992656588554	-21695.8075016737	-21137.834665298462	-25684.410264015198	-20112.72365230322	-22614.91658639908	-14294.302698135376	-10629.345995008945	-13881.303256690502	-8515.658126711845
