-89425.890625	-84721.4140625	-25786.866554260254	-78076.580078125	-78280.83203125	-26223.309814453125	-25924.486892700195	-22244.077087402344	-25177.31689453125	-46978.1328125	-15474.016487121582	-83916.626953125	-11063.783382415771	-74283.603515625
-89152.77386164665	-84463.96179568768	-25716.487258911133	-77845.22258245945	-78050.06799423695	-26283.982009887695	-25866.583297729492	-22180.33403778076	-25100.207336306572	-46843.60581254959	-15430.195014953613	-83677.22360730171	-11049.853694915771	-74068.5354026556
-88103.6774353981	-83430.44477319717	-25357.41043162346	-76906.11405986547	-77101.97109413147	-25822.477872014046	-25530.91529929638	-21896.07936477661	-24799.977579653263	-46239.66483515501	-15796.728744506836	-82718.21329426765	-11018.364627838135	-73159.05953466892
-87946.90236258507	-83295.17757046223	-25385.120991647243	-76793.84306442738	-76990.95174604654	-26567.40592956543	-26268.642669677734	-21872.135175526142	-24739.601156890392	-46215.06679189205	-15253.100318908691	-82531.65854555368	-11093.007759094238	-73043.84893608093
-87687.13337171078	-83057.738986969	-26209.885177612305	-76541.61776173115	-76713.91238552332	-25666.869089066982	-25381.67909824848	-21838.907393932343	-24644.297930061817	-46089.52404046059	-15206.952949523926	-82296.51262253523	-11061.847928762436	-72820.0858694315
-87075.49838191271	-82484.66980278492	-25092.32534533739	-76010.06554543972	-76212.11700499058	-25543.971522808075	-25447.151511847973	-22026.032394349575	-25086.465168833733	-45783.17213797569	-15112.422233581543	-81720.13297790289	-11130.7207634449	-72361.89003354311
-86749.05869334936	-82128.51487630606	-24980.96285355091	-75631.04281550646	-75873.45118170977	-25411.870513141155	-25111.71422445774	-21548.988708257675	-24395.50924897194	-45459.67096084356	-14992.256965637207	-81339.78137052059	-10801.463802337646	-72029.39771234989
-85735.61231911182	-81345.95589911938	-24688.9084546566	-74880.1542454958	-75168.67912662029	-25151.923422455788	-24876.12169623375	-21749.122314453125	-24122.935181736946	-44918.19479602575	-14872.22191619873	-80362.75724583864	-10107.313184201717	-71293.08503347635
-85515.12982684374	-81116.00754094124	-24663.807564616203	-74705.6756336093	-74899.15035194159	-25069.201076567173	-24762.797813117504	-21725.33026123047	-24113.34257400036	-44874.79937314987	-14840.665840148926	-80177.91532033682	-11972.035007476807	-71012.87210136652
-82901.94834303856	-78442.5152528286	-23766.179571270943	-72193.55214709044	-72372.11732774973	-24197.189340114594	-23921.477995812893	-20586.102936148643	-23282.502261161804	-43456.85751092434	-14321.139778137207	-77751.55947369337	-11397.166927337646	-68720.52786254883
-81806.83694636822	-77425.4756385088	-23461.441926717758	-71162.40500372648	-71429.60525804758	-23854.691902518272	-23590.80552071333	-20298.96547782421	-22952.18041294813	-42479.85362696648	-14107.613945007324	-76763.57866418362	-10702.054378509521	-67895.33877074718
-81051.7229116559	-76730.10812664032	-23133.324714541435	-70587.77336251736	-70830.65591156483	-23711.841431736946	-23441.911967933178	-20116.053800284863	-22769.993993282318	-42295.20820170641	-13988.390998840332	-76093.37608665228	-11034.520198822021	-67223.0011073947
-78116.55864048004	-74050.01747512817	-22363.483827114105	-67965.97917109728	-68317.45235341787	-22783.305510520935	-22542.440324246883	-19804.010704874992	-21897.798700153828	-40419.91561049223	-13505.819374084473	-73209.70895689726	-9745.584180295467	-64904.82028859854
-67713.21552711725	-64272.88751637936	-19776.849353969097	-59387.78485894203	-59471.41151738167	-19868.208302021027	-19641.216439187527	-16647.578997433186	-19212.95965152979	-36239.55068832636	-12106.171821594238	-63621.698319375515	-16121.137153625488	-56087.15328788757
