-99643.80078125	-2077.96569365263	-101793.921875	-15266.537582457066	-89554.1015625	-8520.386944293976	-27010.426239013672	-23670.22508239746	-62221.98448181152	-54569.26754760742	-18935.358631134033	-13925.663743495941	-16701.084626436234	-18511.523205041885	-18642.334287822247	-3687.2638835906982	-2848.8487855196	-17406.210998535156	-8731.538437843323	-13253.20716714859	-8509.761725246906	-69905.97091197968	-17826.040954113007	-40887.77819824219	-46353.13472366333	-59329.472984313965	-86307.91796875	-14921.632625579834
-98180.60059070587	-2276.703257739544	-100325.56306838989	-14959.896861553192	-88249.14257448912	-8880.762955188751	-26626.06665033102	-23331.31739360094	-61041.27195972204	-53534.0298987627	-18566.22781431675	-13425.770494401455	-16716.372561991215	-18780.67053627968	-18917.786703288555	-3703.068419933319	-2897.8312489390373	-17140.99584197998	-9136.531235218048	-13620.47925233841	-8919.873373568058	-68441.68716841936	-17418.64225435257	-40546.497662842274	-45965.11171519756	-58072.538193523884	-85059.75462692976	-14645.740922272205
-97491.9425303936	-2398.6114379763603	-99575.11829835176	-14820.835641086102	-87534.30351060629	-9069.295994281769	-27408.6827545166	-24004.893432617188	-60456.65167427063	-53019.80283522606	-18273.370610058308	-13614.936275720596	-16154.405570149422	-17891.049363434315	-18015.636273562908	-3987.7068290114403	-3165.7269619703293	-17036.256187438965	-9352.608380317688	-13811.833197116852	-9165.703877270222	-67730.93874639273	-17289.81056892872	-40360.803000211716	-45806.11011362076	-57424.985837996006	-84432.54844421148	-14480.820291221142
-97396.59345954657	-2154.1309539675713	-99532.30376082659	-14966.353852689266	-87515.65259575844	-9096.468616962433	-26393.404089808464	-23121.707905232906	-60350.1202326417	-52946.57430827618	-18401.95871323347	-14368.377498149872	-16148.897175729275	-17921.632321357727	-18050.80773729086	-2997.5792138576508	-2318.129368841648	-17011.489318847656	-9378.472212314606	-13827.863462924957	-9139.790205776691	-67620.75271314383	-17384.573243796825	-40477.07276695967	-45721.681199491024	-57305.40434807539	-84343.90794360638	-14447.550734996796
-95811.61145913601	-2807.0365097522736	-97824.38389921188	-14720.090033173561	-86129.47943484783	-8652.965015888214	-25984.19232261181	-22769.67504221201	-60285.68829232454	-52822.168566048145	-18199.029305815697	-13338.574700832367	-16047.061187326908	-17863.24114048481	-17990.49116140604	-4621.22967171669	-3763.7808232307434	-16814.941207885742	-8866.391911506653	-14086.150763988495	-8716.236689388752	-66888.40510600805	-17139.88625895977	-39811.021540641785	-45183.74503070116	-57544.55116701126	-83056.14861923456	-15001.933040618896
-94983.87041902542	-1609.3903457522392	-96873.25986993313	-14144.678437769413	-85174.70538848639	-9715.609414577484	-25650.02098184824	-22491.935274660587	-58308.56844806671	-51153.468856692314	-17546.693525016308	-12830.118203520775	-15545.21244353056	-17236.260712325573	-17348.50273615122	-4677.453008651733	-3962.151279568672	-16578.48373413086	-10084.87587594986	-14472.886475086212	-9895.93821746111	-65106.00314742327	-16532.969582617283	-39706.94578611851	-45057.58133804798	-55110.62150859833	-82157.01023852825	-13827.07600736618
-92595.8368948698	-2520.705931842327	-94487.18272817135	-16952.897392451763	-83351.29537600279	-7002.695904076099	-25316.943345189095	-22184.982448995113	-60851.50211209059	-53253.78361082077	-20836.567324638367	-15520.620793819427	-18331.522568941116	-20457.701284646988	-20593.622646033764	-5636.769611358643	-4762.425756573677	-16173.06226348877	-6909.026659369469	-10906.10864520073	-6718.298486948013	-71016.72778451443	-19491.8087182045	-35240.164307534695	-39844.61289304495	-60967.13147735596	-80155.87219750881	-16297.426174163818
-91979.68857938051	-3448.307403743267	-94094.8286947608	-13618.883778810501	-82624.3051943183	-10299.363879680634	-24977.73011648655	-21876.65061020851	-56364.680560708046	-49403.115212500095	-16833.52998536825	-15167.268960475922	-14955.164443612099	-16632.202141046524	-16750.398424327374	-1531.8666012883186	-1221.722769856453	-16122.652351379395	-10736.248173713684	-15181.52430009842	-10592.793147623539	-62409.267845749855	-15877.686377227306	-38987.537312448025	-44325.20531409979	-52900.993770599365	-79751.5344350934	-13240.05820375681
-91151.68109691143	-2338.461161851883	-92903.72189414501	-13598.230888485909	-81750.08326083422	-9848.187486171722	-24623.787065446377	-21591.385234475136	-56372.27225857973	-49406.36987513304	-16810.36419969797	-12243.0291608572	-14891.189004421234	-16587.978647768497	-16696.659609735012	-5611.418796777725	-4877.083317279816	-15987.213943481445	-10219.72934961319	-15305.830071926117	-10102.413181602955	-62088.437341451645	-15846.814887464046	-38630.189128518105	-43888.19164508581	-53325.699691295624	-78905.24088901281	-13907.376422405243
-90325.7163772583	-3369.823395907879	-92232.48873335123	-14147.190297842026	-80943.54822868109	-10856.069432735443	-24275.482950866222	-21277.909097135067	-54496.387795984745	-47952.35242116451	-16881.73886114359	-12552.574517965317	-14303.238729059696	-15567.160896122456	-15667.582317173481	-5526.444935321808	-4722.253194451332	-15774.564437866211	-11349.758467674255	-15655.505445957184	-11209.757131874561	-60368.608666837215	-15989.2123093009	-39220.87398189306	-44211.13280797005	-51081.30156010389	-78222.50108617544	-13098.901276111603
-89732.48125767708	-3524.4726640582085	-91833.21058058739	-13318.700049042702	-80585.85622757673	-10875.44555234909	-24360.70796728134	-21328.133433043957	-54492.81631153822	-47780.42197316885	-16300.13006746769	-15609.982715129852	-14402.97699290514	-16042.311257362366	-16158.871873795986	-842.1819315552711	-691.0033531785011	-15727.930671691895	-11383.181948184967	-15756.180595874786	-11222.821628153324	-60124.049646914005	-15436.218666911125	-38576.831881165504	-43693.75178992748	-50876.92513436079	-77787.52440994978	-12765.97631317377
-88173.8581264019	-3690.4691402316093	-90013.685156703	-13701.488356471062	-78923.75017678738	-11404.978482723236	-24673.739466369152	-21612.577447354794	-52731.05498844385	-46402.88770878315	-16219.750840067863	-12241.847050189972	-13756.559672772884	-14946.687054514885	-15040.884302914143	-5826.88788074255	-5039.1313709020615	-15404.60962677002	-11970.82841014862	-16214.131475925446	-11865.699283897877	-58193.57650125027	-15452.981924116611	-38693.89878386259	-43664.108197927475	-49176.814413785934	-76347.13156163692	-12658.08894175291
