-6210.894760131836	-23144.8984375	-6760.109573364258	-6514.290618896484	-123.20421314239502	-6528.466481626034	-7086.92618560791	-21874.71484375	-24161.466796875	-7451.571258068085	-27426.59375	-235.57933819293976	-6749.3985595703125	-26859.0390625	-14038.064453125	-24704.05859375	-13031.6640625	-6852.455253601074	-19345.958984375	-20813.9296875	-22549.00390625	-23887.80859375	-4298.633499145508	-6124.533416748047	-6228.4320068359375	-147.75392627716064	-25584.0859375	-21029.9296875	-20692.7685546875	-20191.6875	-20053.216796875	-22866.296875	-4508.808990478516	-3947.9545288085938	-4386.683197021484	-19380.89453125
-6175.7140417099	-23020.625198602676	-6725.492530822754	-6477.607482910156	-153.98169422149658	-6492.859143674374	-7046.564422607422	-21754.129246354103	-24055.812231183052	-7408.57607793808	-27280.148471295834	-273.3997651338577	-6716.370895385742	-26730.57829773426	-13964.20485240221	-24583.879063487053	-12960.155798196793	-6816.062236785889	-19244.014377117157	-20702.195649027824	-22428.832138240337	-23765.86497336626	-4276.362564086914	-6093.597106933594	-6198.581405639648	-176.88466358184814	-25455.1876206398	-20930.67291611433	-20595.765874683857	-20092.056263029575	-19947.904884517193	-22747.98465335369	-4534.5865478515625	-3930.2803649902344	-4364.970886230469	-19276.027787685394
-6128.879252552986	-22905.625718832016	-6692.102085113525	-6447.303218841553	-183.74290943145752	-6457.480096280575	-7005.77052116394	-21848.75079345703	-23881.73660594225	-7373.063300609589	-27116.195317983627	-294.4496337175369	-6681.700492978096	-26575.921932697296	-13910.609684169292	-24409.855499625206	-12896.907972157001	-6783.433026313782	-19138.749220609665	-20590.687962830067	-22307.433852910995	-23614.751072466373	-4259.109771728516	-6062.564982652664	-6154.1483734846115	-205.64985370635986	-25305.22663241625	-20808.500723421574	-20485.89462465048	-19959.68765950203	-19847.889724373817	-22635.85179388523	-4461.395900726318	-3913.494384765625	-4347.337905883789	-19186.012472450733
-6141.410507678986	-22871.6076913476	-6679.798264980316	-6447.170104980469	-201.45410251617432	-6438.766610085964	-6990.231063604355	-21617.73258072138	-23855.99911338091	-7358.688836574554	-27082.804814100266	-319.96836292743683	-6665.910039424896	-26533.485990703106	-13858.445046305656	-24412.926347374916	-12874.844890475273	-6757.972890257835	-19121.318161427975	-20556.485636293888	-22269.770464897156	-23606.78586870432	-4360.091156005859	-6053.550106048584	-6154.0660610198975	-219.61971759796143	-25261.304924607277	-20781.90007543564	-20454.85891366005	-19951.64918899536	-19807.859174370766	-22590.915436446667	-4456.663269042969	-3901.2151489257812	-4329.202789306641	-19149.248355448246
-6132.969909667969	-22848.80268460512	-6665.82080167532	-6429.229377746582	-135.9739580154419	-6432.8017973303795	-6993.9950313568115	-21580.188222706318	-23848.29132682085	-7339.27867513895	-27051.03599780798	-315.5454007387161	-6660.304979324341	-26484.320583999157	-13856.549951136112	-24368.066847980022	-12852.031180500984	-6744.086120784283	-19099.468788683414	-20558.603132545948	-22258.35624831915	-23572.410742759705	-4239.023101806641	-6050.03067779541	-6134.486544787884	-223.98694324493408	-25243.460460424423	-20744.64937657118	-20413.457014977932	-19903.07914620638	-19780.0387763381	-22550.656947135925	-4456.333404541016	-3957.740509033203	-4331.7845458984375	-19125.529705762863
-6142.791618347168	-22806.8833142519	-6662.593535006046	-6441.765141010284	-212.0867052078247	-6446.439694821835	-6991.594902455807	-21597.530961453915	-23855.138486146927	-7330.1112387776375	-27055.914212584496	-325.3408795595169	-6714.698652386665	-26491.78943914175	-13834.590840160847	-24358.199514210224	-12866.152237772942	-6747.197774171829	-19087.124803602695	-20537.85205602646	-22228.926390767097	-23558.113561809063	-4239.175689697266	-6042.018907427788	-6143.016128540039	-136.83383655548096	-25217.234495043755	-20724.704324662685	-20396.713422954082	-19926.3306735754	-19776.437858343124	-22563.908127367496	-4452.525772094727	-3897.7960662841797	-4328.809066772461	-19121.31842148304
-5999.986256957054	-22422.129792153835	-6530.963445723057	-6284.589574754238	-318.8666887283325	-6602.9173637628555	-7004.434536099434	-21160.296161949635	-23390.474473178387	-7352.205219984055	-26530.734632849693	-422.3986316919327	-6503.640579164028	-26009.675141572952	-13599.732750713825	-23893.434237122536	-12617.861603736877	-6614.477297604084	-18733.733775258064	-20163.57190746069	-21834.982221126556	-23137.375104665756	-4167.798248291016	-5930.898731827736	-6026.727089643478	-321.1867570877075	-24769.434721171856	-20357.526166141033	-20049.724689245224	-19545.16706240177	-19426.377873182297	-22152.712545514107	-4362.06657409668	-3832.9461822509766	-4259.882873535156	-18746.11412012577
-5999.3052235245705	-22355.36840671301	-6537.944659471512	-6291.445728003979	-313.33808612823486	-6294.215812027454	-6853.520906448364	-21172.75477862358	-23370.22372764349	-7194.702545464039	-26472.476802170277	-159.04892933368683	-6551.52961063385	-26018.62659162283	-13602.530973315239	-23852.07488411665	-12588.631597578526	-6624.1840733885765	-18722.076101779938	-20114.759425759315	-21801.896228134632	-23089.487485468388	-4169.788177490234	-6017.401739358902	-6042.311052441597	-331.34183979034424	-24754.75889068842	-20338.791534662247	-20016.02960920334	-19559.37207055092	-19411.482544362545	-22116.673166632652	-4364.903480529785	-3835.659698486328	-4243.465644836426	-18761.536792635918
-5995.310742557049	-22414.714101195335	-6574.880712151527	-6282.649252951145	-311.27044773101807	-6310.303178727627	-6822.842309057713	-21116.07793968916	-23388.80527794361	-7197.548803329468	-26545.794324338436	-436.6608430147171	-6534.182978451252	-26018.287575244904	-13575.195555448532	-23886.621945917606	-12613.874923050404	-6866.996800124645	-18684.282730937004	-20135.260646879673	-21824.608055889606	-23105.279337525368	-4153.2122802734375	-5909.918301105499	-6182.716154336929	-325.45051288604736	-24749.53208976984	-20332.26871430874	-19999.0916557312	-19527.46507191658	-19377.29798269272	-22119.352779328823	-4364.436447143555	-3827.8463821411133	-4241.815383911133	-18760.570437133312
-5994.562650561333	-22296.81959849596	-6517.362787246704	-6380.329564988613	-332.18702030181885	-6312.836623609066	-6814.21595877409	-21133.875237762928	-23342.527791023254	-7200.314031243324	-26469.617501080036	-448.1719378232956	-6516.776240348816	-25933.68960303068	-13562.979288995266	-23876.909141898155	-12589.127724647522	-6598.891467690468	-18662.71197515726	-20103.034009814262	-21777.01266115904	-23057.349234700203	-4160.757278442383	-5904.918654084206	-6016.411124289036	-327.3183641433716	-24744.271778523922	-20318.621223568916	-19991.53785341978	-19516.622553050518	-19367.290295660496	-22086.822049617767	-4360.830413818359	-3820.153579711914	-4495.714981079102	-18729.227201521397
