-2827.1579604148865	-67971.62890625	-69678.84375	-12630.355335235596	-70860.75390625	-19810.777755737305	-19491.06675720215	-19961.13116836548	-17100.409408569336	-17293.486419677734	-14165.183685302734	-36718.521308898926	-652.2545573115349	-545.3359199762344	-591.4592618942261	-14923.626434326172	-22300.660842895508	-35062.201171875	-18207.2527217865	-9969.834419250488	-50589.13671875	-57832.4521484375	-20864.38491344452	-71440.40625	-16253.399185180664	-57903.3359375	-62107.125	-6085.815997600555
-3012.1118178367615	-66973.70096552372	-68612.38348656893	-12463.444410204887	-69835.51289951801	-19494.574374079704	-19194.329901099205	-19652.061498880386	-16862.495052158833	-17046.168393850327	-13953.647368967533	-36425.160092532635	-900.7158443331718	-247.17972004413605	-860.0483722686768	-14709.609992980957	-21980.43462961912	-34517.17463248968	-17924.2516387105	-9834.807716369629	-49871.51640844345	-56998.223328351974	-20541.79970037937	-70391.2984816432	-16028.324863910675	-57069.17373299599	-61181.57891780138	-6029.0386843681335
-3136.6017355918884	-66577.52546459436	-68227.78231936693	-12417.056198835373	-69434.58488148451	-19346.034714639187	-19102.783806562424	-19570.748374283314	-16775.994881927967	-16957.027293384075	-13930.179732263088	-35898.68604636192	-1007.9793545603752	-928.7224498987198	-959.3055992126465	-14620.244895935059	-21846.81315356493	-34284.23444825411	-17820.355029463768	-9790.175941467285	-49539.27814680338	-56574.632247924805	-20404.390399754047	-69998.68126177788	-16534.812545776367	-56683.071393847466	-60927.19886046648	-6059.765414714813
-3321.5555930137634	-65579.59752386808	-67161.32205593586	-12250.145273804665	-68409.34387475252	-19029.831332981586	-18806.04695045948	-19261.67870479822	-16538.080525517464	-16709.709267556667	-13718.643415927887	-35605.32482999563	-1256.4406415820122	-630.5662499666214	-1227.8947095870972	-14406.228454589844	-21526.586940288544	-33739.20790886879	-17537.353946387768	-9655.149238586426	-48821.65783649683	-55740.40342783928	-20081.8051866889	-68949.57349342108	-16309.738224506378	-55848.90918934345	-60001.65277826786	-6002.988101482391
-3595.8817343711853	-64561.919352412224	-66109.43250823021	-11922.544924676418	-67246.16027384996	-18744.55483031273	-18466.907332360744	-18908.71622079611	-16131.210869014263	-16407.686879456043	-13433.788045465946	-34601.71062648296	-1578.5662028193474	-1501.9255897402763	-1503.6388273239136	-14172.18787765503	-21121.989198684692	-33117.55821377039	-17162.902538836002	-9522.7661819458	-47861.80010765791	-54758.69523084164	-19784.38335889578	-67996.85144537687	-15328.52817338705	-54778.83680957556	-59126.682638168335	-6893.720820903778
-3662.0139303207397	-63866.86924290657	-65434.14024966955	-12899.534116744995	-66524.23057353497	-18597.334902107716	-18445.960574388504	-18772.310690820217	-16041.631928741932	-16223.72110068798	-13360.142422616482	-34408.2509175539	-969.6817271709442	-1671.502650141716	-1662.4479904174805	-14032.999954223633	-20897.63810479641	-32890.52876853943	-17008.553322792053	-9508.473350524902	-47471.93362146616	-54314.46002840996	-19607.486651599407	-67121.86953729391	-15179.318197190762	-54331.440039515495	-58316.84294253588	-5921.586002826691
-3780.8355917930603	-63563.99141168594	-65042.97224479914	-11755.63399964571	-66220.91926711798	-18428.35144865513	-18170.1704762578	-18599.646551311016	-15893.29651260376	-16160.368853628635	-13222.251729130745	-34308.34941011667	-1827.0274898409843	-1203.769389808178	-1772.2279376983643	-13958.171436309814	-20801.762985408306	-32572.53167438507	-16879.901455760002	-9387.739479064941	-47144.17979735136	-53924.46641075611	-19461.79814583063	-66947.74367702007	-15103.453852117062	-53944.674605071545	-58201.136555969715	-6836.943507671356
-3905.3255095481873	-63167.81591075659	-64658.37107759714	-11709.245788276196	-65819.99124908447	-18279.81178921461	-18078.62438172102	-18518.333426713943	-15806.796342372894	-16071.227753162384	-13198.7840924263	-33781.87536394596	-1934.2910000681877	-1885.3121196627617	-1871.485164642334	-13868.806339263916	-20668.141509354115	-32339.591490149498	-16776.00484651327	-9343.107704162598	-46811.94153571129	-53500.87533032894	-19324.388845205307	-66555.12645715475	-15609.941533982754	-53558.57226592302	-57946.756498634815	-6867.670238018036
-3846.9677877426147	-62868.94130218029	-64367.67998623848	-12732.623191714287	-65498.98956680298	-18281.131520450115	-18149.22371828556	-18463.241021335125	-15803.717572331429	-15976.403074860573	-13148.60610628128	-34114.88970118761	-1218.1430141925812	-1373.3464502096176	-1931.0371007919312	-13818.983512878418	-20577.411891520023	-32345.50222915411	-16725.552239716053	-9373.446647644043	-46754.31331115961	-53480.23120832443	-19284.90143853426	-66072.76176893711	-14954.243875920773	-53497.27783501148	-57391.29686033726	-5864.808689594269
-3971.4577054977417	-62472.765801250935	-63983.078819036484	-12686.234980344772	-65098.061548769474	-18132.591861009598	-18057.67762374878	-18381.927896738052	-15717.217402100563	-15887.261974394321	-13125.138469576836	-33588.4156550169	-1325.4065244197845	-2054.8891800642014	-2030.2943277359009	-13729.61841583252	-20443.79041546583	-32112.562044918537	-16621.655630469322	-9328.8148727417	-46422.07504951954	-53056.64012789726	-19147.492137908936	-65680.14454907179	-15460.731557786465	-53111.17549586296	-57136.91680300236	-5895.5354199409485
-1244.5125930309296	-61445.01849681139	-62858.91550421715	-11406.294359862804	-64092.215835630894	-17941.71920144558	-17637.9300724864	-18039.82113415003	-15481.445057809353	-15683.95458906889	-12839.277270078659	-34594.65211260319	-2245.8237592577934	-2340.6058937311172	-2271.052788734436	-13557.428581237793	-20205.855576455593	-31619.27875417471	-16447.185082376003	-9108.09449005127	-45737.983877539635	-52246.97284525633	-18925.946119725704	-64577.16306614876	-14547.643265426159	-52415.43579596281	-56072.222492575645	-5805.278132915497
-1429.4664504528046	-60447.09055608511	-61792.455240786076	-11239.383434832096	-63066.97482889891	-17625.51581978798	-17341.193216383457	-17730.751464664936	-15243.53070139885	-15436.636563241482	-12627.740953743458	-34301.2908962369	-2494.2850462794304	-2042.4496937990189	-2539.6418991088867	-13343.412139892578	-19885.629363179207	-31074.25221478939	-16164.183999300003	-8973.06778717041	-45020.363567233086	-51412.7440251708	-18603.360906660557	-63528.05529779196	-14322.56894415617	-51581.2735914588	-55146.676410377026	-5748.500819683075
