-20501.469802856445	-1654.7024688720703	-83952.328125	-82990.625	-22517.37078857422	-79931.87890625	-22921.814086914062	-25827.533477783203	-25261.59063720703	-22873.040557861328	-21868.408721923828	-23208.441192626953	-2582.4729499816895	-23309.971389770508	-26320.98956298828	-57757.82391357422	-22209.781341552734	-68634.84765625	-70252.2265625	-24822.53433227539	-83001.08203125	-73951.765625	-75997.720703125
-20481.866622924805	-1675.900863647461	-83868.92234641314	-82906.10970824957	-22492.77368927002	-79845.98879009485	-22900.58927154541	-25799.981483459473	-25234.69487762451	-22837.941438794136	-21845.219604492188	-23184.655151367188	-2559.245044708252	-23283.75701904297	-26293.908889770508	-57684.63938891888	-22231.200653076172	-68567.19272494316	-70171.72708058357	-24791.86617708206	-82915.02763468027	-73872.84431421757	-75925.22993159294
-20466.589866638184	-1688.7515716552734	-83813.01274341345	-82858.86139512062	-22479.579307556152	-79792.64171034098	-22890.07177734375	-25785.00437927246	-25218.90934753418	-22832.71427154541	-21831.462615966797	-23168.986442565918	-2544.858386993408	-23267.172897338867	-26356.807983398438	-57677.305502831936	-22166.68039703369	-68518.81077557802	-70129.74746930599	-24788.600326538086	-82857.0199315548	-73828.22800183296	-75867.61219662428
-20418.634643554688	-1567.6414337158203	-83509.80691760778	-82545.39926952124	-22402.18770980835	-79497.1229596734	-22809.23210144043	-25694.638122558594	-25133.40428161621	-22756.239585876465	-21760.903812408447	-23086.602420806885	-2678.1062355041504	-23216.61167907715	-26178.491508483887	-57469.869423508644	-22126.060523986816	-68293.29865443707	-69895.57449632883	-24698.926376342773	-82546.51249039173	-73562.75258231163	-75587.0689086318
-20332.125785827637	-1967.1566772460938	-82614.87136930227	-81659.76993334293	-22167.904296875	-78667.79438954592	-22774.425008893013	-25379.01787787676	-24830.262315750122	-22753.20618247986	-21544.431448459625	-22833.588360249996	-2883.0364418029785	-22915.778307259083	-25907.059719085693	-56829.446008861065	-21823.85523545742	-67551.36778461933	-69145.90177470446	-24440.38198965788	-81694.33650487661	-72763.56027007103	-74801.06585466862
-20194.055519104004	-1941.0227508544922	-82324.59021180868	-81386.7563815713	-22099.6631103158	-78344.87094300985	-22467.049856305122	-25666.714829325676	-25168.094676554203	-22398.405940949917	-21445.790697455406	-22961.83513879776	-2853.332904815674	-22842.804584622383	-25805.788371622562	-56619.75053745508	-21754.944451749325	-67259.40392911434	-68885.03661423922	-24491.451034605503	-81430.36867833138	-72500.17242574692	-74524.5191257
-19910.550862133503	-2222.5816955566406	-81333.39075702429	-80402.06530606747	-22242.532452225685	-77421.98738479614	-22177.289514243603	-24978.871076881886	-24438.580587148666	-22160.981843948364	-21192.111159324646	-22479.907286167145	-3110.5283546447754	-22621.30095165968	-25934.487078011036	-55953.74397790432	-21989.167174100876	-66442.2354414463	-68037.15520393848	-24074.86568057537	-80413.87167489529	-71633.48192995787	-73657.56385833025
-19603.13657838106	-2508.9019775390625	-79705.65284383297	-78798.19668763876	-21824.824773967266	-75834.979421556	-21722.525283634663	-24818.05242842436	-24345.084626495838	-21686.347227036953	-20769.493134856224	-22233.30123233795	-3381.3883094787598	-22154.134146511555	-25419.285886645317	-54815.67060178518	-21534.330284297466	-65066.791714310646	-66669.9652556777	-23743.782382905483	-78843.15832197666	-70181.88873070478	-72184.36228090525
-19615.702912807465	-2223.5945587158203	-79516.33731520176	-78668.79226106405	-21325.31541979313	-75699.6003420949	-21696.454347133636	-24476.036952018738	-23936.79475837946	-21682.585109710693	-20689.787811279297	-22017.719636797905	-3534.8349952697754	-22082.34739625454	-24861.82729524374	-54563.01411110163	-21045.16247934103	-64897.43453001976	-66468.95979225636	-23432.99993932247	-78432.29100072384	-70026.82996463776	-71834.56524837017
-19433.792561352253	-2821.356185913086	-78368.19608813524	-77467.3416209817	-21475.358282268047	-74570.89490485191	-21575.136205613613	-24369.536828517914	-23913.75630503893	-21566.512851655483	-20445.51586139202	-21858.448399960995	-3681.951801300049	-21759.94106400013	-25005.35604274273	-53887.29269707203	-21148.404178202152	-63983.31184267998	-65563.64046788216	-23361.63004028797	-77536.41279560328	-68993.68337577581	-70987.70743244886
