-18718.137869119644	-230.3262141942978	-245.4940595626831	-15273.840395450592	-15023.488990783691	-73812.71484375	-53119.021484375	-5417.010238468647	-73474.73828125	-71507.40524369478	-275.6022405028343	-306.93894785642624	-54825.44992381334	-420.4731676578522	-7322.463698863983	-48376.62355899811	-22448.291795551777	-17475.15363663435	-21372.824512541294	-77941.52734375	-22313.10904300213	-428.7862399816513	-23171.11414515972	-18219.746131896973	-8292.345650672913	-288.8357616662979	-348.01810163259506	-39447.864318847656	-16729.35239982605	-255.3407537341118	-290.8086329102516	-14481.325202941895	-35484.08350712061	-20149.69063127041	-18717.66293799877	-54528.9736328125	-212.87483036518097	-203.6209985613823	-208.45000487565994	-207.35101026296616	-68259.32421875	-34394.91015625	-42114.548828125	-11364.650863647461	-213.82234525680542	-7754.91645860672	-6992.340237438679	-19780.54032278061	-27251.3857421875	-66491.859375	-11497.797031104565	-267.1572576165199	-685.8555579781532	-15611.396267056465	-21359.03911679983	-749.7032485604286	-20529.764682352543	-19802.394241273403	-54574.78125	-54916.99609375	-343.62472581863403	-50426.357421875	-63861.6953125	-179.49511641263962	-54318.96496582031	-9366.613268852234	-244.04658901691437	-6488.538706064224	-230.88832420110703	-8914.376511275768	-2475.5820484757423	-347.67297399044037	-302.75259298086166
-19884.380442142487	-779.1569038033485	-704.6606569290161	-14460.20326590538	-14320.578853011131	-70207.63338661194	-50550.95320671797	-5279.189892709255	-69852.56302249432	-67884.52272713184	-1036.020818054676	-816.5419914126396	-51872.56764525175	-979.2290610074997	-7010.334908723831	-45946.02585941553	-21432.884671866894	-16657.53134727478	-20234.52643442154	-74265.02742046118	-21137.646654188633	-960.6860171556473	-22106.276469945908	-17375.91260367632	-7909.4141092300415	-854.9650536775589	-862.1205453276634	-37488.396549642086	-15892.80676227808	-812.7205640673637	-887.7521931529045	-13746.760025084019	-33866.92340838909	-19243.366273403168	-17825.701767921448	-51865.271820783615	-614.823326587677	-618.8803200721741	-619.3933537006378	-626.6633122563362	-64991.840305805206	-32771.2562122941	-40077.09687513113	-10798.007927894592	-1178.5308523774147	-7424.104579091072	-6740.684289872646	-18863.153416752815	-25969.218554377556	-63406.43597280979	-10888.899402439594	-792.6637063026428	-1479.535639822483	-14891.290276825428	-20222.813933074474	-474.0876366496086	-19668.071506917477	-18989.40635508299	-51932.9849665761	-52284.85408627987	-821.2872338294983	-48040.05029708147	-60755.30676949024	-1525.4267332553864	-51620.810529470444	-8935.501249313354	-768.9597579240799	-6258.098378300667	-971.8230684995651	-8539.255869567394	-530.6318256258965	-1085.9375659823418	-987.6175429224968
-17384.053828656673	-983.7858642935753	-916.6276202201843	-14174.792348980904	-14067.016876876354	-68954.63695377111	-49792.16869610548	-5243.432804882526	-68658.21491324902	-66642.85856562853	-1231.8995162248611	-986.1053770184517	-51152.17157667875	-1089.8133954405785	-6901.7350153923035	-45099.7550290823	-20879.793166220188	-16269.077049851418	-19959.990957200527	-72938.72746878862	-20868.15109807253	-1111.642628312111	-21561.662255764008	-17054.4230787158	-7824.114617347717	-1059.1659843921661	-1013.3291763067245	-36918.95365983248	-15685.298342645168	-999.2052928805351	-1084.4791073799133	-13632.829605162144	-32839.603174090385	-19025.84523320198	-17524.08810943365	-51093.21056973934	-1044.2364322543144	-1062.8501796722412	-1032.5537214875221	-1076.378785431385	-63757.41096460819	-32244.30546706915	-39430.246258974075	-10643.619588851929	-1611.0519224405289	-7373.769169330597	-6650.579920232296	-18553.752544164658	-25539.82296794653	-62167.10229969025	-10847.9081402421	-959.1788547039032	-1665.3655245900154	-14649.723819077015	-20490.8541046381	-2156.4992448091507	-19423.23072564602	-20955.881239533424	-51057.74707466364	-51370.311583936214	-947.8296360969543	-47149.42663639784	-59820.109956264496	-1892.9956986308098	-50933.43734538555	-8804.009526252747	-933.3063827753067	-6163.4050350785255	-1089.161266028881	-8455.715365767479	-4078.0370621681213	-1410.208804011345	-1067.126393020153
-17538.24721544981	-917.679657638073	-814.8974561691284	-15818.102881789207	-15562.675266742706	-69044.8249886632	-49808.71538966894	-5099.111824512482	-68699.1213875413	-66583.49927204847	-1150.8762267827988	-964.3713976740837	-51374.197894632816	-1049.887119948864	-6860.100192904472	-45243.78180330992	-21100.297589600086	-16373.184865891933	-19980.75803565979	-72779.98075145483	-20972.6068136096	-1129.632744193077	-21913.910158753395	-17101.855708420277	-7798.226052284241	-1045.1610399484634	-1024.6078109145164	-37081.79584813118	-15684.615616500378	-1008.6835433840752	-1030.865204155445	-13604.922161519527	-33152.443904817104	-19179.698907732964	-17577.057569146156	-51162.771180689335	-963.9214041233063	-980.430772125721	-978.573017179966	-1001.7962068915367	-64149.57878369093	-32451.894175946712	-39566.346084833145	-10664.2486140728	-1560.4843925833702	-7325.921646595001	-6540.594659149647	-18612.325999200344	-25680.684743762016	-62340.93311238289	-10780.577657282352	-920.3017202019691	-1380.8692607879639	-14735.999419808388	-20342.673997163773	-1905.456062555313	-19464.626635491848	-18831.23616528511	-51298.95793867111	-51607.481797516346	-914.0971899032593	-47344.74445986748	-59813.39954769611	-1684.2944610714912	-51057.592430472374	-8830.116642951965	-918.3654137849808	-6119.266322851181	-1017.0328682661057	-8521.25900143385	-3931.611010789871	-1406.1367692351341	-1027.4143174290657
-21162.377254128456	-1032.9540247321129	-914.8106565475464	-14427.02035087347	-14183.479981482029	-68659.09185576439	-49691.14144939184	-5191.97729575634	-68409.90666913986	-69783.54862982035	-1733.5722733736038	-1216.3571455478668	-55687.62869542837	-1337.7298638224602	-6852.099896073341	-47154.0459676981	-21110.34060329199	-16253.596916019917	-24316.953637838364	-72555.89479494095	-21035.962680161	-1162.865223288536	-21772.748618006706	-17028.355883955956	-7771.686743736267	-1104.2848947644234	-1036.340156018734	-36885.6652969718	-15620.0604326725	-1057.489062011242	-1107.877722799778	-13518.457844614983	-33067.826108276844	-18816.626885831356	-17470.843458414078	-50881.684369683266	-1088.3420108556747	-1090.1081817746162	-1053.6515974402428	-1089.2612763643265	-63704.03318440914	-32038.96726423502	-39326.27740371227	-10642.195055127144	-1631.7134239673615	-7339.86092042923	-6631.176488876343	-18451.15484583378	-25392.0238173604	-61957.79740333557	-11724.837460398674	-1008.0176311135292	-1625.4547543525696	-14624.254939973354	-20135.382908642292	-2235.5020822286606	-19230.60024100542	-18668.54995715618	-50902.785387218	-51258.484202980995	-983.9308896064758	-47021.43943494558	-59515.04571735859	-2019.3078907132149	-50689.9599648118	-8824.716926157475	-870.5543457269669	-6108.274882853031	-1181.12358045578	-8302.869033753872	-4096.269818544388	-1448.3127825260162	-1116.7105204463005
-16721.890211343765	-1356.9346559643745	-1230.4461312294006	-13844.39381468296	-13580.083546221256	-66794.63279223442	-47670.53371435404	-5501.165776193142	-66722.37898027897	-64828.06515789032	-1860.0695288777351	-1428.0520171523094	-49207.881073474884	-1576.1563596725464	-6768.740586280823	-43446.99231213331	-23644.83803230524	-17330.987855911255	-22668.54643881321	-70770.12133532763	-21269.168253600597	-1459.6752638220787	-21227.431712150574	-16500.406412422657	-7524.714328765869	-1447.2812360525131	-1424.2876759171486	-35641.68874680996	-15190.644869446754	-1448.1099807024002	-1563.5429730415344	-13136.14388179779	-31290.155393004417	-18212.056929588318	-17028.87314748764	-49085.61112207174	-1429.2633258104324	-1499.065367102623	-1488.2740604877472	-1515.2566604018211	-61354.148233771324	-30965.594867944717	-37987.97797733545	-10344.64642214775	-2371.722513794899	-7106.32141160965	-6581.021527171135	-17803.175855338573	-24593.103004455566	-59972.85361891985	-10416.270661950111	-1330.231850862503	-2560.072459936142	-14099.650594472885	-19519.067558825016	-3094.263416528702	-18489.699950158596	-17897.791372716427	-49076.218598246574	-49303.15089803934	-1283.5203312635422	-45314.32105487585	-57600.87892174721	-2833.9747638106346	-48951.43204283714	-8508.549204349518	-1273.829986691475	-6032.4613854289055	-1750.2783613801003	-8190.422901749611	-5101.346683740616	-1990.6315278410912	-1483.5390047430992
-16475.641176342964	-1580.6212165355682	-1342.4908657073975	-13554.725172162056	-13279.381123185158	-65852.94374966621	-47148.11826181412	-5581.205169379711	-65945.96486622095	-63448.21102935076	-2018.3363689780235	-1517.0188776254654	-48346.241547465324	-1691.947740137577	-6734.977682828903	-42731.02966207266	-19919.241956353188	-15521.413087964058	-19417.004469275475	-69687.48065179586	-23481.03968769312	-1561.538457751274	-23550.434911608696	-16613.2372174263	-7503.047268867493	-1575.2587270140648	-1520.9401378035545	-35187.76655638218	-15097.308196604252	-1517.830102622509	-1831.9602781534195	-12985.566048145294	-30986.476042568684	-18286.11678403616	-17025.88699197769	-48315.42966353893	-1604.0191821455956	-1689.179670870304	-1648.627992451191	-1656.3259474039078	-60729.15349173546	-30321.67966479063	-37515.5763143301	-10242.461916923523	-2741.8607738018036	-6998.030031681061	-6654.674777507782	-17613.670334219933	-24199.781767129898	-59349.02029180527	-10269.424667358398	-1395.9287766814232	-2645.7776330709457	-14013.08172684908	-19157.916379868984	-3344.8619158267975	-18539.386587381363	-17964.35259926319	-48253.31552016735	-48654.050378620625	-1354.093400478363	-44744.54902613163	-56872.99469727278	-3210.902234315872	-48302.509337604046	-8429.14502954483	-1419.176796555519	-5944.475754201412	-1875.6021773219109	-8088.94305151701	-5468.899234831333	-2231.074030160904	-1693.4734756350517
-16675.78086155653	-1468.2641941308975	-1293.3648405075073	-13737.569984555244	-13407.744653522968	-66196.2502194047	-47575.397469460964	-4967.237344443798	-65833.47279959917	-63664.91372328997	-1789.3324354887009	-1450.0910497307777	-48662.96059066057	-1467.5016758441925	-6697.353010714054	-43132.641359746456	-20444.664275825024	-15794.125405669212	-19251.520456254482	-69560.92594134808	-20435.81935787201	-1525.138532280922	-21225.04253834486	-16410.27577394247	-7484.243734359741	-1542.05753749609	-1399.2508736252785	-35509.66659897566	-15057.260479748249	-1471.0446459650993	-1537.8009768724442	-13145.470868945122	-36878.54818075895	-17656.466803252697	-17020.18733918667	-49207.408985972404	-1531.6369540691376	-1593.5862914323807	-1547.5336455106735	-1590.1642036437988	-61156.1991199851	-30916.766164958477	-37781.99004226923	-10235.921278595924	-2262.7325605750084	-7021.926811695099	-6324.6109474897385	-17784.265033245087	-24529.29354774952	-59478.094606399536	-10262.78424924612	-1371.2824967503548	-2070.847663462162	-14193.166801512241	-19647.19043046236	-2969.303663790226	-18543.571525275707	-18064.692055761814	-48904.659122765064	-49225.357102394104	-1292.5231385231018	-45289.849715709686	-56987.83059203625	-2709.8844172358513	-48686.51485353708	-8445.246132969856	-1315.8196929693222	-5955.559142529964	-1662.4114761948586	-8092.872409701347	-5097.378759980202	-2134.5436617136	-1661.1342661380768
-18704.489788472652	-1466.5103472471237	-1274.0640535354614	-15004.465752243996	-14859.765128970146	-65439.743531525135	-47240.64711201191	-4961.29147875309	-65076.94612878561	-62960.616755485535	-1911.2948043346405	-1473.974441230297	-48421.315616071224	-1608.6430132985115	-6547.97140276432	-42813.18410372734	-20084.890465915203	-15555.562576532364	-18842.459957540035	-69103.48082816601	-19797.144424796104	-1661.532521367073	-20849.07248353958	-16258.022180199623	-7415.29451084137	-1611.2903319597244	-1538.7102546095848	-35122.32807892561	-14848.069978952408	-1566.0633537173271	-1627.808764398098	-12870.356983661652	-31535.283806085587	-18273.374549865723	-16685.096399068832	-48499.06936866045	-1365.8699003458023	-1395.6900936365128	-1389.5163660049438	-1421.1085088849068	-60882.094870746136	-30828.240231990814	-37528.894131839275	-10097.605678319931	-2525.1928997039795	-6995.109767079353	-6288.938711583614	-17694.93909317255	-24398.517555952072	-59255.50971019268	-10171.680028617382	-1445.808168888092	-2174.5493426322937	-14015.89342957735	-19206.448813438416	-1629.840450644493	-18602.93346005678	-18018.248279094696	-48657.16165524721	-48975.339790046215	-1391.7596979141235	-44958.43733507395	-56707.011004686356	-3030.226077914238	-48359.437994122505	-8399.004623413086	-1443.2785826921463	-5888.825995087624	-1757.9676125645638	-8146.138359725475	-1986.6607879400253	-2144.4013612270355	-1712.2792673707008
-18550.296401679516	-1532.616553902626	-1375.7942175865173	-13361.155219435692	-13364.106739103794	-65349.55549663305	-47224.10041844845	-5105.612459123135	-65036.03965449333	-63019.97604906559	-1992.3180937767029	-1495.708420574665	-48199.28929811716	-1648.569288790226	-6589.6062252521515	-42669.15732949972	-19864.386042535305	-15451.454760491848	-18821.692879080772	-69262.2275454998	-19692.688709259033	-1643.5424054861069	-20496.824580550194	-16210.589550495148	-7441.183075904846	-1625.2952764034271	-1527.431620001793	-34959.48589062691	-14848.752705097198	-1556.585103213787	-1681.4226676225662	-12898.264427304268	-31222.443075358868	-18119.52087533474	-16632.126939356327	-48429.50875771046	-1446.1849284768105	-1478.109501183033	-1443.4970703125	-1495.691087424755	-60489.9270516634	-30620.65152311325	-37392.794305980206	-10076.97665309906	-2575.760429561138	-7042.957289814949	-6398.923972666264	-17636.365638136864	-24257.655780136585	-59081.67889750004	-10239.01051157713	-1484.685303390026	-2459.0456064343452	-13929.617828845978	-19354.628920912743	-1880.8836328983307	-18561.537550210953	-20142.89335334301	-48415.95079123974	-48738.16957646608	-1425.4921441078186	-44763.11951160431	-56713.72141325474	-3238.9273154735565	-48235.28290903568	-8372.897506713867	-1458.2195516824722	-5932.964707314968	-1830.0960103273392	-8080.594724059105	-2133.0868393182755	-2148.4733960032463	-1751.9913429617882
