-3471.179512023926	-91466.171875	-87446.80859375	-83734.365234375	-81580.09233093262	-85355.1875	-23229.991119384766	-22919.74578857422	-24202.143753051758	-17140.000752449036	-94305.5546875	-66951.30603027344	-754.5207979679108	-784.2747347354889	-832.7836444377899	-1338.09268450737	-982.44180727005	-1762.2322125434875	-1036.0969605445862	-643.4467053413391	-719.2484130859375	-1587.3298258781433	-708.5749068260193	-25427.555793762207	-87422.44921875	-24141.72525024414	-23402.219444274902	-79870.33203125	-25889.23585510254	-1625.8193731307983
-3420.759075164795	-91249.53910529613	-87258.01992762089	-83558.20176756382	-81409.94180428982	-85185.32945030928	-23184.702087402344	-22875.915214538574	-24161.239486694336	-17194.441123008728	-94094.03138583899	-66917.12812805176	-816.3258745670319	-846.15061211586	-894.588721036911	-1399.5478465557098	-1044.2781109809875	-1823.997715473175	-1098.4426789283752	-705.7924237251282	-660.8249263763428	-1528.9063391685486	-650.1514201164246	-25380.238899230957	-87228.71511304379	-24090.647659301758	-23348.87677001953	-79700.01005542278	-25839.98459625244	-1664.7009344100952
-3506.363349914551	-90608.08427613974	-86671.06936508417	-82981.0597923398	-80846.0216023922	-84616.13071864843	-23025.901765048504	-22720.630806922913	-23993.23950958252	-17353.726950645447	-93435.82162541151	-66322.57698976994	-987.5605204105377	-1018.3242838382721	-1066.1247279644012	-1569.7436168193817	-1214.542522907257	-1994.078152179718	-1268.1533188819885	-872.6869473457336	-950.786003112793	-1812.276671886444	-942.1730360984802	-25219.13550567627	-86559.95563572645	-23942.47519683838	-23188.670357704163	-79133.9530928731	-25657.185255765915	-1494.7470693588257
-3455.94291305542	-90391.45150643587	-86482.28069895506	-82804.89632552862	-80675.8710757494	-84446.27266895771	-22980.612733066082	-22676.800232887268	-23952.335243225098	-17408.16732120514	-93224.2983237505	-66288.39908754826	-1049.3655970096588	-1080.2001612186432	-1127.9298045635223	-1631.1987788677216	-1276.3788266181946	-2055.8436551094055	-1330.4990372657776	-935.0326657295227	-892.3625164031982	-1753.8531851768494	-883.7495493888855	-25171.81861114502	-86366.22153002024	-23891.397605895996	-23135.32768344879	-78963.63111704588	-25607.933996915817	-1533.6286306381226
-3732.732566833496	-89536.31687551737	-85605.25444197655	-82003.9314058423	-79951.4395224452	-83576.36715823412	-22793.02640736103	-22495.193725585938	-23765.061002731323	-16997.50080436468	-92303.74557489157	-66507.27554893494	-352.30397045612335	-379.4582368135452	-1148.5739886760712	-855.9622621536255	-539.8950335979462	-1504.3500550985336	-1593.8609986305237	-1185.4508862495422	-1275.4955368041992	-2105.2187037467957	-1273.490243434906	-24929.08793950081	-85570.6124228239	-23688.436209082603	-22936.145792722702	-78220.903652668	-25381.95897233486	-1972.6986227035522
-3913.701717376709	-89449.84658008814	-85544.67994964123	-81925.5867831707	-79910.90903353691	-83522.2744486332	-22760.63931787014	-22472.936498761177	-23750.6658462286	-16599.297970592976	-92237.83068847656	-66520.6982306242	-1357.903366804123	-1379.513115644455	-1433.9487297534943	-1927.4721863269806	-1567.8719835281372	-2306.988945007324	-1441.5114731788635	-1037.4082798957825	-643.6055240631104	-1095.3855068683624	-645.344584941864	-24926.042121887207	-85492.34245222807	-23653.795557260513	-22915.097848057747	-78134.69932490587	-25350.37481868267	-2015.7650423049927
-3682.3121299743652	-89319.6841058135	-85416.46577584743	-81827.76793903112	-79781.2889958024	-83406.5091085434	-22747.73737537861	-22451.363151550293	-23724.1567363739	-17051.941174924374	-92092.22227323055	-66473.09764671326	-414.10904705524445	-441.3341141939163	-1210.3790652751923	-917.4174242019653	-601.7313373088837	-1566.1155580282211	-1656.2067170143127	-1247.7966046333313	-1217.0720500946045	-2046.795217037201	-1215.0667567253113	-24881.77104496956	-85376.87831711769	-23637.35861814022	-22882.80311846733	-78050.58167684078	-25332.707713484764	-2011.5801839828491
-3863.281280517578	-89233.21381038427	-85355.89128351212	-81749.42331635952	-79740.75850689411	-83352.41639894247	-22715.35028588772	-22429.105924725533	-23709.761579871178	-16653.738341152668	-92026.30738681555	-66486.52032840252	-1419.708443403244	-1441.388993024826	-1495.7538063526154	-1988.9273483753204	-1629.7082872390747	-2368.7544479370117	-1503.8571915626526	-1099.7539982795715	-585.1820373535156	-1036.9620201587677	-586.9210982322693	-24878.725227355957	-85298.60834652185	-23602.71796631813	-22861.755173802376	-77964.37734907866	-25301.123559832573	-2054.6466035842896
-3767.916404724121	-88678.2292766571	-84829.51521331072	-81250.6259638071	-79217.36879390478	-82837.31037688255	-22588.93705302477	-22296.07874393463	-23556.156759262085	-17211.227002561092	-91434.01251280308	-65878.54650843143	-585.3436928987503	-613.5077859163284	-1381.9150722026825	-1087.6131944656372	-771.9957492351532	-1736.195994734764	-1825.917356967926	-1414.6911282539368	-1507.0331268310547	-2330.1655497550964	-1507.088372707367	-24720.66765141487	-84708.11883980036	-23489.18615567684	-22722.596706151962	-77484.5247142911	-25149.908372998238	-1841.6263189315796
-3948.885555267334	-88591.75898122787	-84768.9407209754	-81172.2813411355	-79176.83830499649	-82783.21766728163	-22556.54996353388	-22273.82151710987	-23541.76160275936	-16813.024168789387	-91368.09762638807	-65891.9691901207	-1590.9430892467499	-1613.5626647472382	-1667.2898132801056	-2159.1231186389923	-1799.9726991653442	-2538.8348846435547	-1673.5678315162659	-1266.648521900177	-875.1431140899658	-1320.3323528766632	-878.942714214325	-24717.62183380127	-84629.84886920452	-23454.54550385475	-22701.548761487007	-77398.32038652897	-25118.324219346046	-1884.69273853302
