-165.1683298945427	-4245.915814101696	-4290.078942775726	-7215.195890426636	-26566.49609375	-6989.286643981934	-29513.7421875	-8491.072153568268	-5971.761611938477	-135.16390997171402	-9321.151280403137	-9202.272706151009	-7966.309141159058	-8132.405166625977	-9316.692890226841	-211.9428195953369	-9358.114602863789	-7829.46125793457	-8522.06171375513	-173.3666934967041	-9516.772047936916	-160.34835582971573	-7074.039630889893	-13171.87451171875	-6458.653518676758	-7941.220129489899	-6371.419550895691	-7847.866730988026	-18020.5390625	-224.3601175546646	-4089.9505462646484	-3880.7885490059853	-7713.1767578125	-10911.77734375	-7294.995794296265	-7029.721176147461	-235.25929975509644	-4329.442861020565	-7249.913787841797	-37352.96484375	-178.35994684696198	-200.54620641469955	-191.31852227449417	-197.71593070030212	-185.32370656728745	-203.80675220489502	-191.2046661376953	-201.1060397028923	-206.41649448871613	-206.30194610357285	-205.12521356344223	-36134.1171875	-4758.8035556674	-8259.167036056519	-4088.8880577087402	-22192.08203125	-9920.294114887714	-23265.888671875	-4887.5418701171875	-3854.924565076828	-23688.2109375	-10529.287963271141	-4437.42963719368	-153.15330106019974
-220.278326690197	-4353.851741909981	-4394.429601252079	-7136.777499198914	-26323.10568714142	-6927.494411468506	-29239.586364269257	-8413.70281791687	-5901.704697966576	-203.70471960306168	-9229.81272315979	-9110.21269106865	-7885.516169786453	-8066.930672645569	-9231.722775578499	-254.2919101715088	-9271.564555704594	-7762.612486839294	-8458.123494684696	-213.78469276428223	-9431.061955869198	-254.38792997598648	-7016.78719329834	-13052.573684453964	-6416.514381408691	-7866.975649833679	-6310.5543394088745	-7778.916751861572	-17860.66520255804	-289.0556837320328	-4052.822067260742	-3842.225530207157	-7636.722777366638	-10800.062933206558	-7217.734753072262	-6959.792789340019	-188.31215238571167	-4406.554030358791	-7174.327041506767	-36989.816411316395	-262.3072617650032	-281.5742716193199	-272.4067550301552	-274.6548003554344	-268.39296168088913	-293.16109585762024	-274.26686835289	-286.1291489005089	-287.68741738796234	-283.46023124456406	-275.31481355428696	-35782.96880590916	-4895.717868387699	-8161.416144609451	-4169.498302459717	-21998.145604789257	-9991.997591793537	-23042.30315721035	-4847.08967590332	-3834.779545545578	-23450.813011407852	-10583.594050765038	-4392.997721910477	-205.28374463319778
-234.1205431818962	-4269.438239991665	-4310.709345817566	-7148.7042680978775	-26290.12901389599	-6923.5814027786255	-29247.539935112	-8390.12779957056	-5900.945650339127	-222.5546208024025	-9216.521598994732	-9088.400140464306	-7872.993324875832	-8024.9974237680435	-9202.002268791199	-263.6770420074463	-9251.891452550888	-7744.749176263809	-8465.748296320438	-224.8603916168213	-9394.708018124104	-222.2711825966835	-7004.314104795456	-13019.97022330761	-6407.535168886185	-7869.350504398346	-6321.685435295105	-7788.760544598103	-17838.72097158432	-290.70013296604156	-4050.3232803344727	-3847.8166251778603	-7637.062749862671	-10801.277325570583	-7229.324508190155	-6951.79691028595	-303.4783864021301	-4338.302000999451	-7134.558137059212	-36986.394604861736	-40.222709596157074	-48.58756810426712	-47.21596539020538	-41.81687170267105	-38.69757562875748	-45.095607221126556	-38.40978789329529	-39.406760573387146	-55.13454830646515	-45.10132551193237	-52.96617239713669	-35756.445319354534	-4797.937134861946	-8193.914618492126	-4090.848556995392	-21951.738805532455	-9878.057075440884	-23026.568538486958	-4838.084609985352	-3821.834019422531	-23451.039946079254	-10478.480507671833	-4397.748393297195	-214.09087735414505
-249.66379898786545	-4381.282112121582	-4418.011830866337	-7128.17069029808	-26289.726692140102	-6902.28977560997	-29130.211267769337	-8389.74538552761	-5889.454744458199	-231.0031390786171	-9199.16166627407	-9290.763918995857	-8020.808195114136	-8057.445159912109	-9244.453032195568	-279.34275245666504	-9252.352240383625	-7742.349569320679	-8397.702077388763	-235.73694801330566	-9401.985309839249	-228.30012279748917	-6976.2345098257065	-13025.525401592255	-6379.239232361317	-7877.855540752411	-6286.267923116684	-7699.326792776585	-17789.127266705036	-309.8677889108658	-4036.2806091308594	-3831.5271964669228	-7609.168701171875	-10766.66580581665	-7222.799407482147	-6964.850624084473	-324.8859124183655	-4428.632367610931	-7156.218931019306	-36911.65239727497	-285.6379569172859	-313.22777473926544	-306.3810052871704	-311.540667951107	-302.1413116455078	-316.6777936220169	-308.08515495061874	-317.47864830493927	-317.4569613337517	-321.4225613474846	-313.60083758831024	-35696.906326174736	-4896.21514582634	-8168.08774381876	-4211.695275068283	-21911.598749160767	-10003.63206321001	-23011.093489408493	-4840.095153808594	-3810.4350020885468	-23387.46155655384	-10585.857787489891	-4383.323786973953	-236.7135789990425
-303.0598061680794	-4101.995498359203	-4139.7119661569595	-7114.668994367123	-26111.73142170906	-6878.745479762554	-29025.35240536928	-8339.290150403976	-5863.791859984398	-274.05013877153397	-9172.794039964676	-9337.816675901413	-8058.210891723633	-8064.8899792432785	-9293.598605275154	-293.75510597229004	-9247.844383835793	-7711.223858356476	-8406.429242312908	-265.3364429473877	-9343.796207666397	-271.16175800561905	-6944.992717504501	-12937.563550770283	-6333.550625383854	-7786.498145759106	-6255.194024562836	-7738.546721875668	-17717.04776406288	-334.7734090089798	-4024.158493041992	-3824.2150092720985	-7579.400889635086	-10712.325822114944	-7179.985796332359	-6934.293497443199	-347.4880175590515	-4228.593646764755	-7123.6619310975075	-36704.9260687232	-350.33423352241516	-363.9082792401314	-353.9317891597748	-356.0840413570404	-349.8473221063614	-355.6191090941429	-361.65873885154724	-365.24831360578537	-369.54428482055664	-372.993388235569	-372.8868862390518	-35526.24222713709	-4560.48027831316	-8084.41714990139	-3920.75931674242	-21812.98148328066	-9565.180965602398	-22894.647609114647	-4807.593933105469	-3784.3396232128143	-23303.21187990904	-10154.41112446785	-4356.956481218338	-258.63102227449417
-403.4775702357292	-4633.54897159338	-4676.405969440937	-6920.594611108303	-25527.53408575058	-6684.627216935158	-28427.87616676092	-8185.253543317318	-5747.128393650055	-461.96599090099335	-8942.097944557667	-8843.926266431808	-7654.5251806378365	-7820.33239787817	-8917.088976204395	-407.5262699127197	-8966.570787489414	-7520.67665553093	-8179.531631290913	-392.0690631866455	-9156.057656526566	-436.52559047937393	-6773.804493188858	-12659.722466170788	-6201.039702117443	-7655.7343455553055	-6110.413774490356	-7422.642033576965	-17293.947308421135	-485.7310460805893	-3917.0467376708984	-3725.4917045235634	-7398.868901014328	-10467.698736011982	-6990.61990571022	-6810.475462198257	-511.34688544273376	-4669.43902695179	-6963.126069843769	-35812.863569796085	-545.0824972391129	-536.3252527117729	-551.100221991539	-563.3827778100967	-540.9906408190727	-568.2664887309074	-559.4767554998398	-564.8598732948303	-580.448603451252	-551.6695601940155	-549.7184367179871	-34684.500132620335	-5233.710454046726	-7903.891360759735	-4456.129107296467	-21324.69167494774	-10190.881007254124	-22352.196065068245	-4780.298263549805	-3798.2932307720184	-22734.705200612545	-10777.323150992393	-4463.948304414749	-400.0603521466255
-438.64579075574875	-4736.649711608887	-4799.983992040157	-6839.2457647919655	-25223.771099209785	-6666.961396276951	-28069.040768504143	-8119.35005825758	-5722.678996741772	-508.8222435116768	-8896.09610748291	-8741.790355682373	-7578.485247850418	-7730.805537164211	-8841.603318214417	-458.8449192047119	-8904.762290418148	-7462.799109220505	-8130.140972614288	-433.6585178375244	-9018.061335146427	-474.51804834604263	-6711.358156085014	-12540.054243922234	-6134.0518899559975	-7552.071080565453	-6081.926725149155	-7422.978500127792	-17165.305822610855	-524.6206918954849	-3933.612503051758	-3712.178594172001	-7321.402021408081	-10380.778761208057	-6929.962342619896	-6701.0713339447975	-517.1977486610413	-3965.334643781185	-6975.808094263077	-35557.17602401972	-612.193759739399	-646.3416794538498	-626.5728607773781	-661.2463272809982	-617.5129863619804	-649.5558685660362	-626.632998585701	-644.6104239225388	-635.2788987159729	-635.58847874403	-639.6046110987663	-34450.67347228527	-4774.510785996914	-7792.930060207844	-3752.1572493314743	-21085.365514218807	-9641.774817049503	-22143.091587007046	-4660.325080871582	-3693.2679183483124	-22561.080613553524	-10160.66138380766	-4248.970946550369	-439.0401032567024
-473.00795990228653	-4792.708116412163	-4801.271080851555	-6985.827737867832	-25240.9022205472	-6703.138845920563	-28164.1291552186	-8071.5693880319595	-5692.700897991657	-536.3103685379028	-8800.427649259567	-8770.432091414928	-7578.299780547619	-7692.310767292976	-8830.415277719498	-438.7874164581299	-8922.406870186329	-7451.853652477264	-8117.707880020142	-430.5501956939697	-9010.608519852161	-467.3280830979347	-6687.987064361572	-12524.671215891838	-6342.063208758831	-7588.506032884121	-6053.597339212894	-7365.797944188118	-17128.009944319725	-555.6899186372757	-4107.15754699707	-3708.3176169991493	-7325.384340763092	-10369.160127460957	-6940.285160005093	-6711.655627131462	-550.1580014228821	-4741.70410579443	-6920.155688047409	-35460.778242349625	-585.6082766056061	-606.0438442230225	-603.964961707592	-615.920238494873	-596.5219021439552	-622.9759005308151	-613.7496167421341	-617.975537955761	-613.3319368958473	-623.0142463445663	-585.1413180828094	-34310.32910442352	-5373.95665961504	-7850.9181650877	-4510.1952803730965	-21135.97678142786	-10219.456883251667	-22133.696891367435	-4657.082672119141	-3662.346205472946	-22487.010420560837	-10850.572044432163	-4219.7091019153595	-465.37051397562027
-577.8493695855141	-3665.567464053631	-3704.7701577544212	-6789.743382036686	-25034.69007229805	-6573.759970843792	-27808.15801668167	-7965.648656606674	-5640.381480395794	-596.7022393941879	-8777.604945480824	-8635.433921456337	-7494.527399361134	-7683.0030445456505	-8809.71937674284	-515.8691036701202	-8844.938339591026	-7375.922087192535	-8054.571685254574	-463.9217891693115	-8976.952573239803	-591.0822795033455	-6675.139526844025	-12424.479906857014	-6118.782805502415	-7475.373077094555	-6011.787261247635	-7558.420942306519	-17029.690903246403	-559.0189569592476	-3896.338233947754	-3712.8248233795166	-7281.206648826599	-10311.654296159744	-6898.264654874802	-6638.715241909027	-646.9803317785263	-3936.318852186203	-6872.095304131508	-35254.92619770765	-730.3459622859955	-764.2634400129318	-768.4461728334427	-761.3319232463837	-764.661843597889	-760.623159468174	-749.6649808883667	-749.4536909461021	-780.753896355629	-747.1745961308479	-699.8055163621902	-34075.945503890514	-4953.030929625034	-8308.18445110321	-4291.297759592533	-20938.837974131107	-9034.151997566223	-21946.631338000298	-4619.820289611816	-3666.8061656951904	-22339.24620181322	-9545.994027137756	-4228.065257310867	-484.14338141679764
-938.5863991379738	-5566.292668104172	-5547.427042067051	-6355.901757836342	-23386.17132139206	-6110.35797226429	-26034.19145846367	-7469.17012745142	-5220.813604474068	-1092.3288642168045	-8170.337384700775	-8105.543744146824	-7009.790037989616	-7112.15761590004	-8276.670328438282	-800.8555488586426	-8123.664465367794	-6846.26988619566	-7450.108725368977	-803.1261157989502	-8378.531789779663	-1069.2304139733315	-6357.52174949646	-11546.037631332874	-5672.790282607079	-7189.551051616669	-5779.351743578911	-7489.074198663235	-15793.364894092083	-1042.0602552890778	-3675.1358642578125	-3611.960223734379	-6760.681497097015	-9564.789052724838	-6536.85816770792	-6146.177969992161	-1067.5957524776459	-5345.768477380276	-6383.431540071964	-32855.348153829575	-1252.648016512394	-1284.0812603831291	-1266.8978843092918	-1296.406349658966	-1284.4715192317963	-1294.7556313872337	-1293.0789548754692	-1293.4132879376411	-1287.542779326439	-1289.5898470282555	-1212.751857995987	-31693.134067595005	-6208.593888998032	-7646.161827981472	-5170.781471431255	-19385.489724457264	-10591.00738465786	-20408.5930210948	-4284.8222180604935	-3466.525997877121	-20757.356030106544	-11276.007326126099	-3949.6389446258545	-929.7016828656197
