-19179.492467224598	-48548.078125	-17033.925926208496	-63210.185546875	-16478.89613342285	-83627.9609375	-294.97008341550827	-10134.122192382812	-56855.8984375	-75172.2421875	-59794.46484375	-71487.32421875	-19848.19343662262	-20771.372407913208	-85230.33203125	-32840.146484375	-18290.40567779541	-19321.404635965824	-61403.287109375	-30527.53515625	-15469.24369430542	-21657.537559986115	-381.43341541290283	-15939.868560791016	-14817.690414428711	-11151.799503326416	-17696.338588237762	-58605.3388671875	-17961.591543197632	-79558.001953125	-19946.587448120117	-17330.503047943115	-17407.16756439209	-17229.303146362305	-19770.016717910767	-17826.785610198975	-18488.19640636444	-57843.525390625	-64553.453125	-12401.585372924805	-66896.392578125	-9232.313648223877	-11796.843473434448	-348.74574333429337	-17420.739976882935
-18694.47255206108	-47407.706654429436	-16616.712222397327	-61706.169592261314	-16094.074754297733	-81731.45880049467	-716.0289565324783	-9913.796646118164	-55539.19904625416	-73414.33442270756	-58391.19288033247	-69802.62222629786	-19382.304587304592	-20235.11122739315	-83211.8721473813	-32055.6654368639	-17863.430522084236	-18857.907535851	-59964.83591979742	-29808.458535254	-15120.014880001545	-21174.434076428413	-766.1161775588989	-15547.792064905167	-14455.168614506721	-10880.966297149658	-17280.247755527496	-57284.6101462245	-18327.656120300293	-77720.4011722207	-19501.30905622244	-16921.403080046177	-16991.213247656822	-16815.623662769794	-19270.917700588703	-17402.080035865307	-17984.350291967392	-56499.1819601655	-63076.02570861578	-12120.408908843994	-65356.64304661751	-9020.827953338623	-11538.051794052124	-737.1074967980385	-16955.704128980637
-18730.51663285494	-47358.41601526737	-16677.202312767506	-61638.86165332794	-16063.203050971031	-81605.55236619711	-737.1212307810783	-9893.444747924805	-55461.41728180647	-73259.5231244564	-58324.47055828571	-69701.00553035736	-19324.56702786684	-20251.699408888817	-83123.84801912308	-32032.350580751896	-17828.093838989735	-18802.594931066036	-59916.76368063688	-29816.265795469284	-15059.802246749401	-22124.794639587402	-748.9054765701294	-15669.828327178955	-14764.352928161621	-10896.22513961792	-17268.718729436398	-57183.982651114464	-17556.311879992485	-77708.69900977612	-19524.539564311504	-16886.695713162422	-16960.34120631218	-16783.43184876442	-19337.92610156536	-17349.026194274426	-18051.764701128006	-56437.80863708258	-62976.279420256615	-12082.57502746582	-65225.09340822697	-8994.247714996338	-11518.252740859985	-778.8414865136147	-17012.680239081383
-18568.570841908455	-47094.43020325899	-16514.6183989048	-61315.486911416054	-16004.861847758293	-81243.21779543161	-800.0997912287712	-9846.521959900856	-55222.67822229862	-72981.17382180691	-58018.33593726158	-69401.98160165548	-19287.655128657818	-20122.950271606445	-82781.00727623701	-31859.21177637577	-17754.76111716032	-18722.21933746338	-59605.63720405102	-29674.341677069664	-15020.533207714558	-21007.760970413685	-877.5940580368042	-15436.341651797295	-14345.146214842796	-10820.854635357857	-17156.922122359276	-56917.519570589066	-17447.884655594826	-77316.79716992378	-19400.135837852955	-17782.06280517578	-17837.5616645813	-16920.17061471939	-19537.684553861618	-17646.908568680286	-17934.558943152428	-56116.02126687765	-62682.506937384605	-12050.822994232178	-64946.16971206665	-8970.656898498535	-11453.605131149292	-867.9818640351295	-16896.309239923954
-18524.290396988392	-47062.57008230686	-16527.74358665943	-61316.550408542156	-15993.549383223057	-81082.60283702612	-805.6551426053047	-9806.191436767578	-55141.81701481342	-72983.06524050236	-57982.551558196545	-69338.8599897623	-19277.660494983196	-20145.499028921127	-82688.84843355417	-31817.05441147089	-17719.42005944252	-18724.73225682974	-59614.770414590836	-29639.311163067818	-14968.64412266016	-20983.8925999403	-876.139946937561	-15417.346912503242	-14367.228498876095	-10847.507556915283	-17217.86111354828	-56905.490991950035	-17462.382555544376	-77286.99619460106	-19336.839087188244	-16742.72271245718	-16826.585587263107	-16638.962249159813	-19082.897075891495	-17259.075224637985	-18995.005471229553	-56249.844989836216	-62585.38559645414	-12045.085624694824	-64867.750113368034	-8959.58857345581	-11485.243436813354	-846.3026853203773	-16914.16865837574
-19857.68078380823	-46989.90517961979	-17414.52850341797	-61059.68651127815	-15975.511748373508	-81071.6911033392	-860.6787602305412	-9813.053131103516	-55020.80441683531	-72791.86838185787	-57845.708441376686	-69186.23167389631	-19170.357240498066	-20058.739851415157	-82491.19188344479	-31704.56387478113	-17672.282923221588	-20087.312721014023	-59446.947191119194	-29526.140901386738	-14981.801518499851	-20967.94959205389	-903.4406423568726	-15371.492745995522	-14319.20818310976	-10873.003791809082	-17244.23902654648	-56703.263199329376	-17354.213456630707	-77093.65673673153	-19311.01577091217	-16791.734966516495	-16864.80963599682	-16711.263202250004	-19162.230368435383	-17371.592930018902	-17845.326926887035	-56032.02463024855	-62538.12530064583	-12004.970840454102	-64707.6212259531	-8906.789371490479	-11459.30512046814	-904.0624008774757	-16885.50037688017
-18151.507747352123	-46201.55651181936	-16140.481319248676	-60140.89964437485	-15666.011034309864	-79654.18114358187	-1081.0043126940727	-9915.164245605469	-54208.37628185749	-71633.48857146502	-56949.23913234472	-68154.18129825592	-18891.403510153294	-19807.669362425804	-81141.48703300953	-31264.67919009924	-17397.33825224638	-18335.109864652157	-58508.00971019268	-29073.762531638145	-14748.231040656567	-20641.475767731667	-1164.4340391159058	-15193.374977707863	-14127.189364671707	-10671.984634399414	-16860.28874731064	-55803.27606779337	-17043.48050069809	-75824.90950274467	-18934.906752824783	-16460.35670262575	-16521.440731048584	-16384.84063655138	-18813.922879338264	-16898.34631627798	-17496.77210843563	-55055.211563766	-61473.45841228962	-12202.386344909668	-63794.816037118435	-8799.074466705322	-11872.697962760925	-1173.554207623005	-16532.834079563618
-18291.82225751877	-46293.22343713045	-16218.966825783253	-60157.13341206312	-15688.409766495228	-79790.56342226267	-1104.2386862635612	-9682.477716445923	-54270.44247806072	-71749.00540822744	-57002.76226633787	-68216.74680185318	-18876.703835368156	-19777.80061030388	-81353.58308595419	-31295.995819866657	-17382.89316779375	-18401.34391194582	-58587.38770902157	-29109.737727999687	-14774.423062860966	-20662.382926881313	-1118.794934272766	-15166.97506070137	-14087.756702423096	-10692.007564544678	-16867.787459790707	-55941.737169504166	-17091.337157070637	-76007.25905001163	-19073.932478308678	-16720.11999207735	-16773.262566804886	-16950.168250203133	-20288.62246990204	-18218.871557235718	-17727.326751232147	-55181.626904308796	-61552.53430938721	-11814.838464736938	-63940.35503065586	-8858.495738983154	-11304.926057815552	-1174.9855232834816	-16635.69458669424
-18099.300957381725	-46030.36443847418	-15959.261541128159	-59790.77642542124	-15579.287532687187	-79285.47071665525	-1195.1341385245323	-9618.644645690918	-53899.86758440733	-71211.79469102621	-56617.23488801718	-67723.01048624516	-18782.330050587654	-19582.84653043747	-80831.8899166584	-31085.21147119999	-17302.765592813492	-18294.275519490242	-58251.09487950802	-28909.529806137085	-15102.088045716286	-20552.06048452854	-936.0699663162231	-15141.952935397625	-14273.796713650227	-10886.811618804932	-16844.38376367092	-55562.591375887394	-16949.342779815197	-75493.59205269814	-18883.978360772133	-16369.00283139944	-16435.568634152412	-16313.569133222103	-18661.1668895483	-16855.82825779915	-17482.156912744045	-54787.857239603996	-61248.74247723818	-11730.641666412354	-63398.02629870176	-9068.604717254639	-11169.10313796997	-1234.6854946017265	-16458.15770536661
-18068.971736848354	-46039.50487989187	-15954.938273072243	-59948.927198171616	-15815.878042936325	-79436.33012574911	-1195.9417850375175	-9604.88102722168	-53967.14877831936	-71451.55337363482	-56734.9389077425	-67928.21832883358	-18854.10017836094	-19598.305462002754	-80900.95972770452	-31109.782817542553	-17313.928887307644	-18512.359019875526	-58303.278212189674	-28942.724686026573	-14818.191427052021	-20447.571341454983	-1161.8889957666397	-15068.272678494453	-14028.910616219044	-10809.068435430527	-17338.607813239098	-55649.45476192236	-17037.01068532467	-75686.12951886654	-18822.911676108837	-16294.400172114372	-16374.032366096973	-16305.666749715805	-18631.338603258133	-16886.915252506733	-17557.289596557617	-54883.07093113661	-61321.133059203625	-11741.653518676758	-63530.67700201273	-8789.346820831299	-11209.744534492493	-1197.9807224869728	-17150.15040165186
