-2985.354424715042	-46665.1953125	-3533.2499614953995	-13445.460766971111	-3427.9171011447906	-6190.165252685547	-9414.15195351839	-40790.3125	-11887.584938049316	-35068.26117706299	-39417.8134765625	-9077.534407734871	-10625.07995903492	-10538.917236328125	-32862.04296875	-10611.954237699509	-8925.295375823975	-9545.354804933071	-17346.31410217285	-14519.186069905758	-14387.648306846619	-13531.810516357422	-8011.684655189514	-4949.717189311981	-28172.891725420952	-7853.670207500458	-8931.84707057476	-8902.700919747353	-20895.725200653076	-7904.875546038151	-3077.3136596679688	-2600.4734225273132	-1195.0096335411072	-1169.45258975029	-1044.0092644691467	-1072.9367673397064	-39566.578125	-2949.0442337989807	-8751.72553306818	-775.1547521352768
-3091.4348232746124	-46180.75819516182	-3704.0217485427856	-12939.961216390133	-3325.609804391861	-6132.425506591797	-9095.831131637096	-40342.700878322124	-11781.578947544098	-34691.65378445387	-39291.06644439697	-8949.499022603035	-10144.908495545387	-10433.682029724121	-32489.436136066914	-10217.971824347973	-8833.001613616943	-9706.955020725727	-17454.234106063843	-14438.076999127865	-14298.317373275757	-13482.703932762146	-8116.223252296448	-4907.956904888153	-28329.785980522633	-7964.234422206879	-9079.98121201992	-9050.835061192513	-20431.65547221899	-8037.379191219807	-3158.8524627685547	-2721.125844478607	-1314.569407939911	-1290.1050117015839	-1164.6616864204407	-1193.5891892910004	-39130.1765743494	-3049.2708039283752	-8889.627759754658	-842.7628024816513
-2958.273068666458	-45339.195532143116	-3563.5625833272934	-13120.474906623363	-3273.981058359146	-6057.710754394531	-9176.207571804523	-39658.39240026474	-11574.631484746933	-34165.03024214506	-38469.35804450512	-8900.361453771591	-10399.357728719711	-10265.92484664917	-32104.452357649803	-10329.163311958313	-8683.49980545044	-9373.12036794424	-17205.62135076523	-14214.909233510494	-14048.455054283142	-13233.018684387207	-7861.1481256484985	-4952.461221694946	-27802.85704624653	-7690.57642698288	-8781.504728198051	-8759.948085427284	-20439.87660342455	-7783.450863420963	-2946.017547607422	-2632.135273039341	-1395.2307963371277	-1360.0627028942108	-1258.5341725349426	-1321.4270951747894	-38470.20083707571	-2891.9996190071106	-8594.180237352848	-1079.0803340673447
-3064.3534672260284	-44854.758414804935	-3734.3343703746796	-12614.975356042385	-3171.6737616062164	-5999.971008300781	-8857.88674992323	-39210.780778586864	-11468.625494241714	-33788.42284953594	-38342.61101233959	-8772.326068639755	-9919.186265230179	-10160.689640045166	-31731.845524966717	-9935.180898606777	-8591.206043243408	-9534.720583736897	-17313.54135465622	-14133.800162732601	-13959.12412071228	-13183.912100791931	-7965.686722755432	-4910.700937271118	-27959.75130134821	-7801.1406416893005	-8929.638869643211	-8908.082226872444	-19975.806874990463	-7915.954508602619	-3027.556350708008	-2752.787694990635	-1514.7905707359314	-1480.7151248455048	-1379.1865944862366	-1442.0795171260834	-38033.799286425114	-2992.226189136505	-8732.082464039326	-1146.6883844137192
-4499.838380098343	-40162.232572972775	-5654.661580681801	-15225.643196046352	-4984.371908187866	-5422.930908203125	-11236.844508588314	-35098.15009599924	-10740.854785084724	-30395.12144714594	-33804.448346853256	-10760.111618876457	-12309.690312027931	-9393.8548899889	-28497.92573660612	-12099.610630273819	-7710.413166046143	-7623.286198139191	-14013.550385415554	-11926.029660820961	-11692.21030730009	-11384.759790122509	-6562.740118384361	-4621.979160785675	-22784.736120164394	-6545.6687561273575	-6991.052321434021	-6973.846622526646	-18965.83457684517	-6684.258442938328	-4204.457889556885	-4112.83006811142	-2699.79105424881	-2689.246164083481	-2555.79217672348	-2585.396670103073	-34200.82880872488	-4263.329189777374	-7254.536640942097	-1482.6919606924057
-4468.955681085587	-40412.18995338678	-5565.038249611855	-15199.923859655857	-5013.445209264755	-5350.075653076172	-11175.556446194649	-35146.37858611345	-10298.88649469614	-29740.799435436726	-33570.5479054451	-10774.439742922783	-12321.958466172218	-9159.950250506401	-28193.764701604843	-12063.759012937546	-7674.671558380127	-8105.2297005057335	-14556.13321107626	-15278.53509759903	-15361.95297217369	-14817.199561595917	-6427.5992441773415	-4433.233391284943	-22665.418372035027	-6368.138147234917	-7139.585878074169	-7113.046841084957	-19152.859265089035	-6431.10280674696	-4238.361129760742	-4104.325277805328	-2701.7857060432434	-2671.01709151268	-2548.131703853607	-2574.108843564987	-34149.49230629206	-4259.642361164093	-7137.23942053318	-1850.1148780584335
-4605.918778657913	-39677.795455634594	-5825.433367729187	-14720.143645465374	-4882.0646114349365	-5365.191162109375	-10918.52368670702	-34650.538474321365	-10634.848794579506	-30018.51405453682	-33677.70131468773	-10632.076233744621	-11829.518848538399	-9288.619683384895	-28125.318903923035	-11705.628216922283	-7618.119403839111	-7784.886413931847	-14121.470389306545	-11844.920590043068	-11602.879373729229	-11335.653206527233	-6667.278715491295	-4580.218876361847	-22941.630375266075	-6656.232970833778	-7139.186462879181	-7121.980763971806	-18501.764848411083	-6816.762088119984	-4285.996692657471	-4233.482490062714	-2819.3508286476135	-2809.898586034775	-2676.444598674774	-2706.049092054367	-33764.42725807428	-4363.555759906769	-7392.438867628574	-1550.3000110387802
-4575.036079645157	-39927.7528360486	-5735.810036659241	-14694.424309074879	-4911.137912511826	-5292.335906982422	-10857.235624313354	-34698.76696443558	-10192.880504190922	-29364.192042827606	-33443.80087327957	-10646.404357790947	-11841.787002682686	-9054.715043902397	-27821.157868921757	-11669.77659958601	-7582.377796173096	-8266.82991629839	-14664.05321496725	-15197.426026821136	-15272.622038602829	-14768.09297800064	-6532.137841284275	-4391.4731068611145	-22822.312627136707	-6478.702361941338	-7287.720019519329	-7261.180982530117	-18688.78953665495	-6563.606451928616	-4319.899932861328	-4224.977699756622	-2821.345480442047	-2791.669513463974	-2668.784125804901	-2694.761265516281	-33713.09075564146	-4359.868931293488	-7275.141647219658	-1917.722928404808
-4472.757024049759	-38836.23279261589	-5684.974202513695	-14900.657335698605	-4830.435865402222	-5290.476409912109	-10998.900126874447	-33966.22999626398	-10427.901331782341	-29491.890512228012	-32855.992914795876	-10582.938664913177	-12083.968081712723	-9120.862500309944	-27740.335125505924	-11816.819704532623	-7468.617595672607	-7451.05176115036	-13872.85763400793	-11621.752824425697	-11353.017054736614	-11085.967958152294	-6412.203588843346	-4624.72319316864	-22414.70144098997	-6382.574975609779	-6840.709979057312	-6831.093788206577	-18509.985979616642	-6562.83376032114	-4073.161777496338	-4144.491918623447	-2900.0122170448303	-2879.8562772274017	-2770.317084789276	-2833.886997938156	-33104.45152080059	-4206.284574985504	-7096.991345226765	-1786.6175426244736
-4441.874325037003	-39086.1901730299	-5595.3508714437485	-14874.93799930811	-4859.509166479111	-5217.621154785156	-10937.612064480782	-34014.45848637819	-9985.933041393757	-28837.5685005188	-32622.09247338772	-10597.266788959503	-12096.23623585701	-8886.957860827446	-27436.174090504646	-11780.96808719635	-7432.875988006592	-7932.995263516903	-14415.440459668636	-14974.258261203766	-15022.759719610214	-14518.407729625702	-6277.062714636326	-4435.977423667908	-22295.383692860603	-6205.044366717339	-6989.24353569746	-6970.294006764889	-18697.010667860508	-6309.678124129772	-4107.065017700195	-4135.987128317356	-2902.006868839264	-2861.627204656601	-2762.656611919403	-2822.59917140007	-33053.11501836777	-4202.597746372223	-6979.694124817848	-2154.0404599905014
