-8284.989870071411	-41090.1796875	-10540.215368807316	-35891.74609375	-10548.529602050781	-26880.4033203125	-26521.495765686035	-31841.431640625	-8385.345239639282	-9190.655418395996	-45512.6875	-7790.495445251465	-16830.36328125	-14333.350514411926	-14543.146255493164	-13371.449889659882	-13745.67407798767	-31059.853515625	-11769.19987487793	-29952.251953125	-35260.9609375	-10781.271533966064	-6941.561888694763	-11645.070925712585	-10609.24991607666
-8152.314191818237	-40475.19990617037	-10354.296412467957	-35325.79809820652	-10341.524389743805	-26497.568101882935	-26145.6308735013	-31338.372159838676	-8523.923070907593	-9052.041137456894	-44786.25785881281	-7673.799613952637	-16561.305466353893	-14081.629967272282	-14283.147134363651	-13119.6713591218	-13490.196433603764	-30542.59798103571	-11568.270606577396	-29489.440576553345	-34718.91990339756	-10590.971731185913	-6809.1053946614265	-11452.627700448036	-10416.88610970974
-7819.280883610249	-38857.40342569351	-9926.677492380142	-33958.72927850485	-9998.40461832285	-25402.404652297497	-25067.614144444466	-30079.927806138992	-7971.055411815643	-8725.732513844967	-43191.09385961294	-7401.057830810547	-15922.214273154736	-13473.981188237667	-13669.338474690914	-12531.184987962246	-12877.696767270565	-29380.46412217617	-10729.429219126701	-28385.405231297016	-33351.81719195843	-10196.566402256489	-7403.654705047607	-10982.847973287106	-10004.80636137724
-7686.605205357075	-38242.42364436388	-9740.758536040783	-33392.78128296137	-9791.399406015873	-25019.56943386793	-24691.74925225973	-29576.86832535267	-8109.633243083954	-8587.118232905865	-42464.66421842575	-7284.361999511719	-15653.156458258629	-13222.260641098022	-13409.339353561401	-12279.406457424164	-12622.219122886658	-28863.20858758688	-10528.499950826168	-27922.59385472536	-32809.77615785599	-10006.266599476337	-7271.198211014271	-10790.404748022556	-9812.442555010319
-8959.357830703259	-37078.79808348417	-11914.747856140137	-32318.779515087605	-9557.27997982502	-24257.812090992928	-23965.612081468105	-28608.06609261036	-7696.331249177456	-8253.754427313805	-41332.15748143196	-7067.3100662231445	-15197.062941014767	-12944.824582636356	-13085.810001909733	-12103.60298961401	-12354.207880914211	-27974.96332794428	-10677.66749638319	-26928.680503726006	-31793.510217368603	-9865.34136557579	-7445.8697365522385	-10575.666555523872	-9661.457029044628
-7406.693472623825	-36884.10903131962	-9365.543510198593	-32224.499064028263	-9498.785077512264	-23937.726128458977	-23618.414778470993	-28549.174353539944	-7589.904023528099	-8231.283624351025	-40758.22768127918	-6984.6818771362305	-15264.723647594452	-15422.479131698608	-14850.105781555176	-14478.417600154877	-14072.058416366577	-27881.004085600376	-10509.36428797245	-26753.38995361328	-31631.153702497482	-9790.405150532722	-6214.000752329826	-10465.487982749939	-9529.198597669601
-7713.129148423672	-36585.773187458515	-9296.860923707485	-31942.224509358406	-9361.803919553757	-24662.011442303658	-24445.082043766975	-28395.456355512142	-7505.508050918579	-8230.207712352276	-40473.73480844498	-6965.789688110352	-15012.269705116749	-12623.354461967945	-12801.7247813344	-12355.595629870892	-12585.806808650494	-27673.234125316143	-10495.427593171597	-26700.158666849136	-31432.117028415203	-10518.458282113075	-6099.667487978935	-10296.899562060833	-9393.83307981491
-8826.682152450085	-36463.81830215454	-11728.828899800777	-31752.831519544125	-9350.274767518044	-23874.976872563362	-23589.74718928337	-28105.006611824036	-7834.909080445766	-8115.140146374702	-40605.72784024477	-6950.614234924316	-14928.00512611866	-12693.104035496712	-12825.81088078022	-11851.824459075928	-12098.730236530304	-27457.707793354988	-10476.738228082657	-26465.86912715435	-31251.469183266163	-9675.041562795639	-7313.413242518902	-10383.223330259323	-9469.093222677708
-7274.017794370651	-36269.12924998999	-9179.624553859234	-31658.551068484783	-9291.779865205288	-23554.89091002941	-23242.54988628626	-28046.11487275362	-7728.48185479641	-8092.6693434119225	-40031.79804009199	-6867.986045837402	-14995.665832698345	-15170.758584558964	-14590.106660425663	-14226.639069616795	-13816.58077198267	-27363.748551011086	-10308.435019671917	-26290.578577041626	-31089.112668395042	-9600.105347752571	-6081.54425829649	-10273.04475748539	-9336.834791302681
-7580.453470170498	-35970.79340612888	-9110.941967368126	-31376.276513814926	-9154.79870724678	-24279.176223874092	-24069.21715158224	-27892.39687472582	-7644.08588218689	-8091.593431413174	-39747.305167257786	-6849.093856811523	-14743.211890220642	-12371.6339148283	-12541.725660204887	-12103.81709933281	-12330.329164266586	-27155.978590726852	-10294.498324871063	-26237.34729027748	-30890.075994312763	-10328.158479332924	-5967.210993945599	-10104.456336796284	-9201.46927344799
-7166.587524652481	-36006.684450149536	-9075.812979578972	-31304.021277308464	-9981.097715437412	-23447.000443696976	-23091.19104653597	-27826.82962268591	-7414.06459748745	-8064.063378572464	-39834.01670873165	-6826.611991882324	-14729.498654782772	-12342.914642214775	-12985.098768353462	-11904.758835434914	-12411.498121380806	-27197.17374998331	-10670.202440023422	-26126.51267582178	-30853.101355552673	-9526.894203066826	-6308.758400142193	-10746.905924320221	-9838.908086180687
-7033.911846399307	-35391.704668819904	-8889.894023239613	-30738.073281764984	-9774.092503130436	-23064.16522526741	-22715.326154351234	-27323.770141899586	-7552.64242875576	-7925.449097633362	-39107.58706754446	-6709.916160583496	-14460.440839886665	-12091.19409507513	-12725.09964722395	-11652.980304896832	-12156.020476996899	-26679.91821539402	-10469.273171722889	-25663.701299250126	-30311.060321450233	-9336.594400286674	-6176.301906108856	-10554.462699055672	-9646.544279813766
