-82798.58203125	-5012.594459593296	-79073.2265625	-21995.742864608765	-22633.39715194702	-22640.61651992798	-15030.940338134766	-61785.07163619995	-64958.583984375	-20381.298763275146	-41618.07421875	-21931.36186695099	-25187.01590669155	-20402.693077087402	-77813.279296875	-70003.86328125	-1657.463966012001
-81958.69716745615	-5088.664022743702	-78275.25291341543	-21787.090571403503	-22407.354605436325	-22413.630793333054	-14905.88296508789	-61201.92155277729	-64328.814722537994	-20211.34426498413	-41216.15316283703	-22127.28515625	-24931.101625859737	-20201.62749826908	-77039.96109324694	-69319.41629385948	-1808.8920112848282
-81641.22479456663	-5131.174405634403	-77975.83899319172	-21712.3030115366	-22869.656860351562	-22892.0302734375	-14856.957000732422	-60974.895135462284	-64069.284489274025	-20112.759842455387	-41086.977121174335	-21632.99040323496	-24863.6112293005	-20177.597869873047	-76721.82677978277	-69016.3609419465	-1870.6727043390274
-81536.98741436005	-4830.013954222202	-77953.11580044031	-21674.156188964844	-22292.170432686806	-22296.43072474003	-14813.805267333984	-60839.015643298626	-63956.81021010876	-20098.502895355225	-40985.71617805958	-21602.527121305466	-24838.56945359707	-20110.0103225708	-76522.9968752265	-68913.19995969534	-1469.8600383996964
-80920.37192773819	-5222.986378014088	-77306.02905535698	-22157.52780532837	-22106.071024298668	-22108.205218434334	-14737.308685302734	-60445.992737054825	-63537.228165090084	-19963.457935333252	-40719.96641111374	-21462.88546091318	-24984.04360616207	-19975.909996032715	-76105.49453890324	-68477.84917730093	-1977.6830345392227
-78928.4782410264	-5710.527864634991	-75499.81604534388	-21021.961074352264	-21646.98571562767	-21656.732698261738	-14387.334655761719	-59277.751845896244	-62021.36000263691	-19709.618248343468	-39811.47557032108	-20944.49038875103	-24072.293291330338	-19665.10569870472	-74047.06265461445	-66753.7020484209	-1509.9702946543694
-75798.32681292295	-6913.122504711151	-72511.46013844013	-20151.888059318066	-20704.883031725883	-20711.743290901184	-13719.496017456055	-56280.50872415304	-59349.13062566519	-18643.105502545834	-37969.92680054903	-20041.96557843685	-23009.919791579247	-18627.65576517582	-71132.77097773552	-63967.60340666771	-2656.4909435510635
-74776.61494094133	-7237.93570369482	-71517.41069698334	-19804.760118067265	-20327.364771068096	-20337.48385322094	-13594.088958740234	-55625.17644417286	-58566.02351677418	-18344.783871114254	-37496.52156674862	-19754.52840101719	-22834.650638997555	-18407.255150437355	-70163.44031739235	-63133.3118840456	-2268.6901623010635
-74137.6876052022	-5180.786476194859	-70715.69841736555	-19610.39493304491	-20234.683257997036	-20234.367295980453	-13528.443435668945	-55165.01725357771	-58072.91870057583	-18215.981909155846	-37138.539425611496	-19644.29479533434	-22487.488472104073	-18277.974254608154	-69623.31682395935	-62640.44519627094	-3112.423045873642
-73793.84984225035	-5592.201026976109	-70505.39594578743	-19596.1380918622	-20154.752248048782	-20157.05592161417	-13451.950973510742	-55215.642750024796	-57881.461810112	-18141.69758784771	-36923.408768713474	-19543.297946035862	-22445.4369135499	-18216.279992222786	-69450.36534404755	-62388.519392848015	-3657.814573228359
