-74737.576171875	-20183.52084350586	-67330.92578125	-65157.580078125	-23265.361030578613	-23031.943435668945	-61167.998046875	-20034.46649169922	-20976.683837890625	-780.4829177856445	-40208.05078125	-21641.649215698242	-2909.468635559082	-16216.266452789307	-60350.806640625	-69241.005859375	-20434.614776611328	-63923.96484375
-74579.92859685421	-20140.105781316757	-67193.43206769228	-65018.901533424854	-23213.922705173492	-22980.790620684624	-61033.38215523958	-19998.166442871094	-20922.47839844227	-819.552375793457	-40129.08960092068	-21599.52198791504	-2861.330728530884	-16253.565830230713	-60218.33166742325	-69095.99233335257	-20392.172134399414	-63782.26251858473
-72934.66064578295	-19932.612475454807	-65698.33948683739	-63582.64746290445	-22940.98516136408	-22703.473207592964	-59684.38643813133	-19694.250993728638	-20544.71907413006	-1213.2744979858398	-39219.37014192343	-21261.335779845715	-3256.4382095336914	-16670.506183624268	-58893.661835074425	-67572.32373762131	-20080.306732594967	-62380.767593860626
-72811.44259989262	-19621.804758369923	-65564.79828619957	-63455.22795444727	-22592.673462808132	-22329.111618936062	-59581.5770021081	-20073.521865844727	-20423.574548482895	-1253.7990646362305	-39159.46075296402	-21066.6309145689	-3246.369430541992	-15653.712393164635	-58772.804612755775	-67464.57474142313	-20327.571409881115	-62275.613533973694
-72601.49015754461	-19626.201187312603	-65380.96610379219	-63260.404103696346	-22519.015670478344	-22302.155727386475	-59367.53647071123	-19486.817149817944	-20383.575703918934	-796.243156850338	-39031.70394670963	-21706.633253276348	-3074.003397703171	-15638.504932880402	-58571.77303224802	-67249.14976090193	-19842.841035962105	-62098.211548268795
-72243.1499350667	-20363.370381474495	-65112.2663230896	-62993.76817893982	-22397.704565167427	-22162.535422682762	-59125.211044967175	-19389.875962138176	-20697.518969893456	-1367.5719375610352	-38865.59540224075	-20864.137338280678	-3377.8126373291016	-15537.973520755768	-58359.82068747282	-66948.1734355092	-19726.0240149498	-61828.01630759239
-72157.26367086172	-19528.802653312683	-64968.150976121426	-62853.00353825092	-23464.263160705566	-23437.83644104004	-59016.74559259415	-19344.494797050953	-20235.404188871384	-1388.8317642211914	-38813.38096117973	-20878.69266206026	-3232.138268470764	-15494.764070272446	-58248.03346866369	-66876.0808365345	-19752.697506427765	-61752.12629753351
-70675.35658556223	-19064.485102176666	-63614.83860874176	-61558.051980018616	-21846.328102707863	-21599.32391065359	-57781.11542594433	-19525.87252396345	-19830.466414511204	-1269.559303700924	-37983.11391842365	-21131.614952147007	-3410.904192686081	-15075.95087325573	-56993.771004378796	-65472.71864295006	-19735.79766923189	-60449.86023849249
-70548.10354918242	-19123.488809883595	-63623.775736391544	-61546.59049910307	-21945.055131495	-21731.98992496729	-57767.731672883034	-18904.722741901875	-19825.57395428419	-1792.8033981323242	-38057.112008571625	-20475.325252056122	-3761.62606048584	-15929.912204742432	-57018.206100940704	-65356.02775889635	-19330.255902409554	-60328.56747740507
-70331.97494488955	-18980.277736067772	-63344.79078197479	-61235.63420253992	-21884.984412908554	-21646.509672880173	-57426.962586283684	-18812.821119070053	-19727.325543880463	-1881.0651359558105	-37701.14063578844	-20322.52704846859	-3449.0610427856445	-17326.125995635986	-56714.94786864519	-65183.92845481634	-19219.692717969418	-60030.60303515196
