-103297.927734375	-22204.18311071396	-21767.53528213501	-20338.386344909668	-21760.89808654785	-21043.266842782497	-115579.4921875	-79372.8369140625	-12639.170930504799	-11976.894439697266	-13784.047668457031	-72818.0712890625	-83426.1669921875	-73355.6943359375	-106351.744140625	-95404.5078778863	-485.42798233032227	-103723.44140625	-47555.484375	-146638.2265625	-23818.22024822235	-23221.279819488525	-40132.4013671875	-22483.683654785156	-24706.11566925049	-20923.11615753174	-20722.176734924316	-25601.447646558285	-462.1037003993988	-24630.193273067474	-432.82991790771484	-22381.851501464844	-21226.807022094727	-22787.432971954346	-28508.48738861084	-29748.429000377655	-78263.2890625	-25505.3393535614	-26688.542605400085	-20792.508697509766	-21203.91914898157	-26862.67865753174	-78697.4375	-78122.3984375	-76463.703125	-80779.98107910156	-73119.974609375	-17274.567546844482	-13355.214282989502	-16289.10424041748	-490.97743475437164
-103194.17790293694	-22181.078814983368	-21741.312990665436	-20315.220542907715	-21740.726306915283	-21016.60862058401	-115443.79687541723	-79296.99336284399	-12628.014924645424	-11965.615753173828	-13802.86376953125	-72731.65173619986	-83333.28070437908	-73275.94926941395	-106254.54927957058	-95306.43427234888	-509.09001541137695	-103605.19922196865	-47500.70468336344	-146475.3359375596	-23788.931624889374	-23199.10019302368	-40081.96600073576	-22459.937435150146	-24677.934104919434	-20900.30573272705	-20702.63023376465	-25573.54062360525	-488.4816873073578	-24595.825803041458	-460.5090866088867	-22356.677360534668	-21202.652687072754	-22758.868265271187	-28473.208267211914	-29720.531186580658	-78172.69546425343	-25475.735622406006	-26658.92042249441	-20767.846076965332	-21192.803700983524	-26833.454885482788	-78620.07870078087	-78043.79731553793	-76395.82942223549	-80708.20716106892	-73041.96704000235	-17251.50400161743	-13338.745594024658	-16267.589195251465	-513.1825205087662
-102665.34963464737	-22100.284553050995	-21656.536478042603	-20245.207260131836	-21648.943257331848	-20945.82027119398	-114991.10616862774	-78957.9900637269	-12777.973327696323	-11937.034759521484	-13731.151412963867	-72445.51792508364	-83010.9806829691	-72986.17146420479	-105830.37248021364	-94917.29489547014	-572.6614890098572	-103178.87125974894	-47316.143193781376	-146022.78125411272	-23695.616498589516	-23139.562912285328	-39897.9700191617	-22351.6125549078	-24584.103906154633	-20820.653839111328	-20623.435611724854	-25488.913948476315	-641.6308671832085	-24532.62123554945	-543.9213800430298	-22254.259342074394	-21097.6225964427	-22675.12183904648	-28378.11074978113	-29597.5572052598	-77810.41419833899	-25376.52871608734	-26558.53548657894	-20699.7152633667	-21050.623136639595	-26729.084199488163	-78245.53162145615	-77684.50061762333	-76009.77365636826	-80367.94901520014	-72709.56137931347	-17202.000659942627	-13305.090656280518	-16213.778861999512	-593.513719201088
-102449.03715997934	-22022.353202223778	-21591.48163306713	-20156.529900431633	-21565.831474781036	-20859.170920670033	-114613.00073128939	-78789.80668395758	-12537.776307702065	-11878.482925415039	-13668.116714477539	-72221.33400160074	-82735.81703436375	-72737.57872116566	-105461.79943954945	-94654.04698336124	-640.245532989502	-102869.4418797493	-47165.27382880449	-145423.3515738845	-23609.88340818882	-23029.295942902565	-39784.72310644388	-22288.17987126112	-24482.3411334157	-20743.64791458845	-20559.08590388298	-25387.968060553074	-666.6041753292084	-24426.683950424194	-618.8642253875732	-22201.40746331215	-21051.826756715775	-22605.01140064001	-28285.605142116547	-29509.545453071594	-77636.56416910887	-25296.899718761444	-26486.05771058798	-20624.17288452387	-21079.561962544918	-26648.991831302643	-78088.228330791	-77508.11614382267	-75876.43144518137	-80130.6223423481	-72509.92563152313	-17127.92021560669	-13522.419548034668	-16176.105911254883	-660.0726934671402
-100524.17010480165	-21603.699666440487	-21194.949051499367	-19806.919495224953	-21180.095873355865	-20567.222589552402	-112602.69706463814	-77264.47822797298	-12350.362931847572	-11698.775024414062	-13449.45817565918	-70864.38483721018	-81255.4561676383	-71400.37379020452	-103553.77641570568	-92719.70108538866	-963.5263786315918	-100930.10374081135	-46274.61296218634	-142705.0468803048	-23148.7726508379	-23103.151663541794	-39100.995526611805	-21890.180308043957	-24067.546725273132	-20378.877227783203	-20085.01326584816	-24525.079653203487	-1045.6345269680023	-24379.069917559624	-979.6608562469482	-22011.840138673782	-21201.787462472916	-22202.940046966076	-27698.43443584442	-28975.475966215134	-76166.30439418554	-24880.306250214577	-25995.391829013824	-20312.673793315887	-20757.32518798113	-26159.123418450356	-76671.84911572933	-76130.582939744	-74523.0302682519	-78668.21095854044	-71233.25010466576	-16840.74798965454	-13016.970195770264	-15910.968166351318	-1013.7981940507889
-100087.062125206	-22697.660564422607	-21098.180438697338	-19687.41468989849	-21103.174279153347	-20403.152544021606	-111820.29386430979	-76859.75649690628	-12261.508664727211	-11615.897552490234	-13382.623352050781	-70493.25967806578	-80670.08381187916	-71265.2474526763	-102643.65898102522	-96243.05786132812	-1099.2971286773682	-100316.03916603327	-46005.21500712633	-141932.2913416624	-23338.119297087193	-22519.08202123642	-38895.25635743141	-21839.107615590096	-23957.304674983025	-20255.697976648808	-20143.479596078396	-24818.93311548233	-1182.3943207263947	-23857.224075973034	-1145.9616043567657	-21690.604242503643	-20584.637842595577	-22286.27217310667	-27569.487691521645	-28770.603103101254	-75803.34829515219	-24687.521833121777	-25843.08259022236	-20192.527564644814	-20592.400767862797	-25997.807011783123	-76317.12480521202	-75725.51381105185	-74010.59687554836	-78278.45721411705	-70793.18682062626	-16739.577281951904	-12944.324069976807	-15819.24828338623	-1086.5957585573196
-99675.279530406	-21421.869757950306	-21018.895402431488	-19625.063050746918	-20985.02926158905	-20383.126667439938	-111636.20560842752	-76681.44799786806	-12248.968309044838	-11600.363510131836	-13333.527221679688	-70267.64754974842	-80565.10620981455	-70782.25817543268	-102663.83171463013	-91969.24019086361	-1118.3439292907715	-100076.10421431065	-45884.40241599083	-141490.1718916893	-22940.435810804367	-22911.167786955833	-38753.31726586819	-21694.67652451992	-23843.772189438343	-20199.408984839916	-19921.922434806824	-24311.600067198277	-1250.135001897812	-24175.560594916344	-1165.6951637268066	-21831.396100521088	-21026.807197093964	-22020.51847565174	-27475.552189350128	-28736.592418909073	-75539.57950079441	-24671.86661541462	-25792.906934201717	-20144.33798032999	-20632.968001544476	-25945.43659222126	-76062.63994652033	-75516.30064606667	-73935.75858843327	-78018.85222178698	-70623.20112681389	-16694.100658416748	-13184.17546081543	-15797.96983718872	-1182.8934527635574
-99042.70143067837	-21317.971200287342	-20907.89659833908	-19531.883965969086	-20873.074432373047	-20285.68009585142	-111047.81958955526	-76266.60114753246	-12387.770706236362	-11560.503829956055	-13280.630966186523	-69895.09418576956	-80149.91990059614	-70412.73530369997	-102142.46005421877	-91482.02720844746	-1205.5774359703064	-99531.53406780958	-45645.061234772205	-140874.72658330202	-22817.83206117153	-22829.450879752636	-38518.88591784239	-21562.605424642563	-23721.760426342487	-20096.946666419506	-19823.18131160736	-24199.066369116306	-1429.6621686816216	-24077.98855739832	-1276.7866258621216	-21703.803941130638	-20897.622771441936	-21908.207342743874	-27345.17555052042	-28585.720623791218	-75086.7046366334	-24543.05597794056	-25662.899815380573	-20051.544546186924	-20479.6719892025	-25811.842134177685	-75610.73406797647	-75078.40282619	-73481.82911980152	-77606.82015788555	-70212.78789675236	-16621.533771514893	-13134.051834106445	-15722.644458770752	-1285.4297372102737
-99044.24141317606	-21232.3543086648	-20885.478478372097	-19529.145177721977	-20917.411226689816	-20099.916549682617	-111046.5985404849	-76217.97456938028	-12174.604432702065	-11537.544998168945	-13271.758056640625	-69881.0460344553	-80069.94081646204	-70343.40314847231	-102073.70188713074	-91394.78022569418	-1224.8313903808594	-99575.66202634573	-45670.36698883772	-140667.2968801856	-22861.660383164883	-22317.121634304523	-38537.93655407429	-21569.880063295364	-23673.821063935757	-20081.790270388126	-19867.77416062355	-24599.077686309814	-1412.7953054904938	-23605.94627535343	-1350.5990705490112	-21528.5442635417	-20405.337464094162	-21847.617309212685	-27216.52404129505	-28731.51884931326	-75082.46386271715	-24486.59615057707	-25703.092744886875	-19935.354995429516	-21898.435208141804	-25723.07146024704	-75568.5642209053	-74998.34544932842	-73378.85704672337	-77528.73755127192	-70184.57157957554	-16607.89678955078	-12879.49825668335	-15664.094841003418	-1288.3906277418137
-98938.9515992403	-21294.86690455675	-20881.674306869507	-19508.718163967133	-20852.90265274048	-20259.021873652935	-110912.1242774725	-76190.75759631395	-12376.614700376987	-11549.225143432617	-13299.447067260742	-69808.67463290691	-80057.03361278772	-70332.99023717642	-102045.26519316435	-91383.95360291004	-1229.239469051361	-99413.29188352823	-45590.28154313564	-140711.83595836163	-22788.543437838554	-22807.271253287792	-38468.45055139065	-21538.859205007553	-23693.578862011433	-20074.13624161482	-19803.634810447693	-24171.159346163273	-1456.0401555895805	-24043.621087372303	-1304.4657945632935	-21678.629800200462	-20873.468436419964	-21879.642636060715	-27309.896429121494	-28557.82280999422	-74996.11103838682	-24513.452246785164	-25633.2776324749	-20026.88192564249	-20468.556541204453	-25782.618362128735	-75533.37526875734	-74999.80170422792	-73413.95541703701	-77535.0462398529	-70134.7803273797	-16598.47022628784	-13117.583145141602	-15701.129413604736	-1307.6348229646683
