-21952.84171104431	-94930.140625	-24641.66049194336	-20883.875171661377	-91759.34375	-26399.673713684082	-27792.66170501709	-24970.71841430664	-23553.537307739258	-26390.254768371582	-45682.079986572266	-26908.895908355713	-37604.07135772705	-24779.643035888672	-26074.018379211426	-25950.738876342773	-85382.98828125
-21584.917421996593	-93336.8859167695	-24263.901190400124	-20529.08840304613	-90209.81732612848	-25934.78101480007	-27282.706546783447	-24502.012768685818	-23111.583306014538	-26273.132105708122	-44972.75608950853	-27306.55992126465	-36846.57895278931	-24379.434826791286	-25589.75605893135	-25464.55612576008	-83949.13000655174
-21533.4997561574	-92484.1611879468	-24037.55214369297	-20390.515545725822	-89363.3907968998	-25738.816789150238	-27103.04541170597	-24329.09439098835	-22966.93790256977	-25710.73533451557	-46136.476318359375	-26173.338846206665	-36527.921952068806	-24143.464198231697	-25403.027339994907	-25266.08197981119	-83176.54910069704
-21268.027928948402	-92411.62892258167	-23940.853389382362	-20330.29272544384	-89252.59291321039	-25646.41518485546	-28383.203498840332	-24290.784539937973	-22913.790048241615	-25657.64001095295	-44397.11123722792	-26150.841876387596	-36352.229269981384	-24065.863908588886	-25354.52132242918	-25261.270228028297	-83074.93189758062
-21236.799824774265	-92282.87151604891	-24453.781720340252	-20968.71499991417	-89143.6517945528	-25613.81579685211	-26924.704021275043	-24285.405667185783	-22898.808324098587	-25627.564423143864	-44370.283594727516	-26138.089487731457	-36273.922347545624	-24066.371739268303	-25317.769564568996	-25230.842493772507	-83040.78906494379
-21295.20141851902	-92175.93027883768	-23958.666475594044	-20265.71158128977	-88961.8984579444	-25671.78429156542	-26989.21360373497	-25498.918746948242	-23916.265686035156	-25572.023819088936	-44328.76846420765	-26086.3251401186	-36523.37158215046	-24047.00689405203	-25327.859649419785	-25184.076265513897	-82917.30297505856
-22602.344495773315	-92175.24510031939	-23902.302374899387	-20261.83062249422	-89121.24355965853	-25560.00080525875	-26972.670192956924	-24169.3305311203	-22806.95470660925	-25583.579778969288	-44296.05441737175	-26067.7315890193	-36976.004153609276	-24018.250253736973	-25307.752038121223	-25186.232255518436	-82904.74661797285
-21165.57546710968	-90890.9064797163	-23659.792842149734	-20035.728777110577	-87813.86437302828	-25273.924090266228	-26593.09025347233	-23860.388745367527	-22524.98390084505	-25593.61267185211	-45427.15242129564	-26571.0028591156	-35770.42954713106	-23743.25598913431	-24918.765019714832	-24779.899229228497	-81742.69082599878
-20900.103639900684	-90818.37421435118	-23563.094087839127	-19975.505956828594	-87703.06648933887	-25181.52248597145	-27873.24834060669	-23822.07889431715	-22471.836046516895	-25540.51734828949	-43687.787340164185	-26548.50588929653	-35594.73686504364	-23665.6556994915	-24870.259002149105	-24775.087477445602	-81641.07362288237
-20868.875535726547	-90689.61680781841	-24076.022418797016	-20613.928231298923	-87594.12537068129	-25148.9230979681	-26414.7488630414	-23816.70002156496	-22456.854322373867	-25510.441760480404	-43660.959697663784	-26535.753500640392	-35516.42994260788	-23666.163530170918	-24833.50724428892	-24744.65974318981	-81606.93079024553
