-4530.692344665527	-4686.716407775879	-47920.95703125	-754.6388626694679	-12751.721181869507	-34552.0625	-42384.2890625	-36247.84765625	-44380.1484375	-38078.1953125	-38835.015625	-4492.887449264526	-15967.713816642761	-375.25651347637177	-394.71677285432816	-946.2452591061592	-5461.02609449625	-9351.810546875	-15665.584128379822	-19755.625442504883	-14205.750400543213	-9695.321889400482	-4007.6624717712402	-30213.349031448364	-12650.778343200684	-41102.93359375
-4505.579933166504	-4657.632099151611	-47818.16031354666	-740.6502762436867	-12700.520860254765	-34461.398999631405	-42271.656276643276	-36140.70710349083	-44282.67209494114	-37980.68152421713	-38737.98461574316	-4465.776762008667	-15872.617504239082	-404.770002245903	-423.3528888821602	-912.8054702877998	-5427.423570692539	-9331.108642578125	-15634.557040214539	-19708.363488912582	-14171.250175476074	-9637.371762692928	-3980.205913543701	-30184.602159500122	-12622.56424331665	-41005.76961296797
-4339.659880876541	-4482.770453214645	-46907.48901158571	-902.0949020981789	-12473.707520782948	-33770.460676670074	-41414.63373732567	-35484.390262663364	-43412.321874797344	-37244.21007543802	-38002.8767901659	-4290.1057758927345	-15181.65361726284	-129.85137140750885	-644.3899295926094	-1213.7220037579536	-5206.732034742832	-9158.511131286621	-15395.461145281792	-19293.050221979618	-13958.11803328991	-9312.400430560112	-3820.6217765808105	-29944.709431886673	-12419.314240932465	-40192.29530465603
-4826.099510192871	-5036.601837158203	-46433.192624509335	-581.9511185288429	-12346.532134652138	-33483.930554986	-41049.53331106901	-35144.4343701005	-42979.37409234047	-36863.03391301632	-37625.86339908838	-4784.915227890015	-16374.52225971222	-734.7249430418015	-756.2987545132637	-1364.3938081860542	-5859.42568975687	-9051.851570129395	-15211.690231263638	-19073.353012800217	-13818.19365119934	-9993.994390010834	-4298.742275238037	-28857.789605498314	-12223.564305603504	-39814.00004667044
-4661.436060547829	-5379.970598220825	-44771.30449819565	-1252.0345650315285	-11830.99774581194	-32250.681247532368	-39570.186302781105	-33862.10886180401	-41474.77904993296	-35540.67828434706	-36242.96003639698	-5121.654287338257	-16832.40013217926	-1138.99389731884	-1144.9011848568916	-1803.9233455061913	-6259.672185957432	-8751.587768554688	-14728.531704843044	-18294.37695544958	-13373.654242038727	-10348.66691827774	-4617.805938720703	-27333.503862977028	-11588.659269273281	-38378.03974676132
-3888.7763373851776	-3941.7569731473923	-44491.37381541729	-1311.049049437046	-11768.157301664352	-32040.18231880665	-39346.533299565315	-33596.15080988407	-41077.85770392418	-35295.08396476507	-36014.075719714165	-3941.6816706061363	-13115.532947063446	-1213.404999613762	-1230.7559831738472	-462.0548874139786	-4481.893491089344	-8677.612594604492	-14493.24024516344	-18582.909825205803	-13113.97846120596	-7995.477096140385	-3289.2862099409103	-29247.248166143894	-11778.092435717583	-38089.36055791378
-5418.47589302063	-6094.839416503906	-41756.57558256388	-1638.766880095005	-11827.949965953827	-30110.359622478485	-36974.20612388849	-31518.993017077446	-38624.04251348972	-33296.99654233456	-33813.40726989508	-5665.24508279562	-17606.662180304527	-1886.9635282754898	-1892.4291794896126	-2567.4931340813637	-6952.209838092327	-8131.450622558594	-14372.794183909893	-17991.189875543118	-12980.330522835255	-10903.926134467125	-5126.805867373943	-24804.662970602512	-11781.693892598152	-35917.460192382336
-3410.4562162160873	-3618.0441520810127	-39700.55851018429	-1897.9576677680016	-10942.3236104846	-28653.039240717888	-35162.1554646492	-30026.51799827814	-36967.267150104046	-31645.82689613104	-32333.08603847027	-3401.4201506376266	-11284.866823554039	-2295.728557229042	-1747.5978925824165	-2863.0249161720276	-4253.412618398666	-7821.511325836182	-13034.891248881817	-16370.225663661957	-11894.331008553505	-7873.722595453262	-3221.6956483125687	-27240.86097675562	-10798.518198907375	-34034.57593715191
-2665.735053062439	-2634.020774960518	-38604.3312638998	-2431.6266046762466	-10343.6649979949	-28036.456396222115	-34317.12119048834	-29406.131838858128	-35885.61411345005	-30781.347661972046	-31477.28589987755	-2471.851734340191	-8688.00257575512	-2587.922450900078	-2525.8236559033394	-2984.8133974671364	-3093.1251089572906	-7654.017517089844	-12132.889827668667	-15895.718811631203	-10966.120900630951	-4833.618754267693	-2314.8613847494125	-27672.761392593384	-10229.473045825958	-33088.81530058384
-2768.5402089357376	-2873.084717452526	-36270.97529435158	-2454.3678545355797	-9958.759730279446	-26141.159059524536	-32124.399701714516	-27374.821151912212	-33664.976416528225	-28862.71554839611	-29512.146133184433	-2850.2143719792366	-8432.685953974724	-3133.877043366432	-2583.6371029019356	-2378.834544479847	-3274.2800149917603	-7147.313373565674	-11862.547365665436	-15197.510046362877	-10802.559069216251	-6173.877802193165	-2503.3193864822388	-26274.76011145115	-9925.832291424274	-31021.00290131569
-7062.178176879883	-8267.268993377686	-32884.74708247185	-3376.117715895176	-8557.183101892471	-23610.480675816536	-28968.468912422657	-24803.728030085564	-30337.408856749535	-25978.340185523033	-26432.712414324284	-7527.741115570068	-20059.396356105804	-4125.516166210175	-4098.997709095478	-5020.154099524021	-9498.737322092056	-6436.850541949272	-10912.068169116974	-13231.924335539341	-9848.784681260586	-12758.662981987	-6882.559734344482	-16560.510402798653	-8475.543711960316	-28303.29862433672
-903.5829173326492	-820.3890846371651	-26954.34952700138	-4131.355596542358	-7550.703546404839	-19625.55295574665	-24057.231829702854	-20533.10533452034	-25170.442092478275	-21565.867897868156	-22154.41640806198	-829.1786570549011	-1152.974713087082	-5346.542980790138	-4714.743985950947	-4417.402682840824	-906.3790294528008	-5449.520343780518	-8329.85306495428	-11337.603415489197	-7562.929569303989	-1312.1746670603752	-810.5182994604111	-23734.17247259617	-7504.526994049549	-23006.88460814953
-878.4705058336258	-791.3047760128975	-26851.55280929804	-4117.367010116577	-7499.503224790096	-19534.889455378056	-23944.59904384613	-20425.96478176117	-25072.965749919415	-21468.354109585285	-22057.38539880514	-802.0679697990417	-1057.878400683403	-5376.0564695596695	-4743.380101978779	-4383.962894022465	-872.7765056490898	-5428.818439483643	-8298.825976788998	-11290.341461896896	-7528.429344236851	-1254.2245403528214	-783.061741232872	-23705.425600647926	-7476.312894165516	-22909.720627367496
-687.4380420446396	-587.358821451664	-25838.08478963375	-4264.823049545288	-7221.489563703537	-18753.28763204813	-22974.9437186718	-19662.507388174534	-24105.13918721676	-20634.368872523308	-21225.246563971043	-599.2862964272499	-271.81820130348206	-5130.651327490807	-4993.05325871706	-4651.439638674259	-618.4824458956718	-5235.519023895264	-8028.702993690968	-10827.766241371632	-7280.796976983547	-871.3030815124512	-596.0210460424423	-23436.786001086235	-7244.848791897297	-21999.082338273525
-818.1817579269409	-1280.6130118966103	-22688.4322565794	-4762.218751907349	-6300.766127645969	-16451.906379580498	-20160.840958952904	-17276.768593728542	-21199.769799649715	-18096.851844370365	-18633.190975368023	-1228.0531345009804	-1136.504516839981	-5894.388711333275	-5743.237670719624	-5509.117725074291	-1417.1285373568535	-4635.296245574951	-7091.65057015419	-9366.51775431633	-6448.700818479061	-1524.6481103897095	-1206.1645129919052	-20556.9408326149	-6182.729717969894	-19274.188491284847
-1113.5889234542847	-1630.4984412789345	-21200.667849838734	-4589.531007766724	-5895.5770804286	-15383.774434566498	-18826.085207521915	-16173.35530757904	-19798.995454490185	-16881.690444886684	-17424.038749456406	-1520.0809131264687	-1543.312959909439	-6253.8571408987045	-6104.819652378559	-5927.266274154186	-1815.5281326174736	-4335.337268829346	-6637.756673038006	-8684.245324611664	-6061.144069135189	-1823.320611000061	-1497.244316458702	-19201.38140666485	-5755.515680372715	-17985.254944205284
