-2977.538018465042	-46684.4375	-3534.7568947076797	-13444.78092688322	-3455.33500123024	-9604.523112118244	-40844.95703125	-11860.965522766113	-35251.97309112549	-39471.0439453125	-9116.396468281746	-10628.153552174568	-10420.197143554688	-10657.715945005417	-8986.855617523193	-9557.230621278286	-17336.61363220215	-14332.281379163265	-14209.583853721619	-13338.100326538086	-8019.92511844635	-28246.374593615532	-7844.252788066864	-8933.059625506401	-8895.270194649696	-20885.82444381714	-7891.574024736881	-2606.095950603485	-1182.610547542572	-1156.4527957439423	-1031.8682198524475	-1048.1801450252533	-39625.33203125	-2945.8351578712463	-8753.955986559391	-816.0563863515854
-2868.696274995804	-46152.50042873621	-3390.7686334848404	-12866.590053319931	-3324.51771569252	-9240.329538941383	-40396.784594118595	-11722.53966575861	-34870.125041127205	-39083.18543499708	-8736.345390081406	-10183.06875193119	-10290.825301826	-10228.794838488102	-8891.305316925049	-9731.07752007246	-17457.209756851196	-14189.871231973171	-14065.57122850418	-13204.838329315186	-8145.495409965515	-28417.864037394524	-7970.951766967773	-9099.643439173698	-9062.35672724247	-20387.13721680641	-8047.81040596962	-2507.2367358207703	-1305.0152649879456	-1057.5539309978485	-932.9693551063538	-951.6484372615814	-39166.73900914192	-2825.2684965133667	-8904.59301507473	-892.5454152822495
-3185.944853067398	-45859.88294452429	-3837.768613398075	-13681.235687673092	-3651.0796897411346	-9855.953083634377	-40159.93435096741	-11659.185721337795	-35167.10639190674	-38746.30999624729	-9367.959236562252	-10879.410896241665	-10259.6896276474	-10854.193155050278	-8848.785900115967	-9326.324912250042	-16938.648402571678	-14033.125042796135	-13910.427517354488	-13038.943990170956	-7839.766235589981	-27566.379748165607	-7660.259089171886	-8719.017775654793	-8681.971302866936	-20674.058899223804	-7723.196087419987	-2820.8671288490295	-1397.7783932685852	-1371.6206414699554	-1246.617211818695	-1262.9291369915009	-38922.54353570938	-3105.800123691559	-8554.583622992039	-1020.4375323057175
-3224.119530916214	-45670.36838924885	-3869.3700437545776	-13727.820878207684	-3720.779472589493	-9898.135765731335	-39936.119434297085	-11557.537658452988	-34475.78620350361	-38558.50606864691	-9386.361003518105	-10897.214118599892	-10199.756618142128	-10898.08822131157	-8780.826824188232	-9288.844728589058	-16817.481605052948	-14034.247980713844	-13890.951914012432	-13079.413462817669	-7757.093311786652	-27364.885763168335	-7613.741718709469	-9114.723981261253	-9078.164713978767	-21031.17958831787	-7299.103403866291	-2846.9801421165466	-1423.5472598075867	-1397.231304883957	-1272.4652409553528	-1288.7197320461273	-38763.52710419893	-3149.2997574806213	-8476.864253044128	-1011.2234967947006
-3077.10310959816	-45327.9458732605	-3693.7803521752357	-13103.044814109802	-3520.262404203415	-9491.759510457516	-39711.761913836	-11520.759864330292	-34785.258341908455	-38358.45148593187	-8987.908158361912	-10434.326095998287	-10130.317785918713	-10425.272048532963	-8753.235599517822	-9500.171811044216	-17059.244527220726	-13890.714895606041	-13766.41489213705	-12905.681992948055	-7965.336527109146	-27737.8691919446	-7786.958068072796	-8885.60158932209	-8849.05783545971	-20175.371672213078	-7879.432468652725	-2722.0079140663147	-1520.1831107139587	-1272.7217767238617	-1147.7183470726013	-1166.397429227829	-38463.9505136013	-2985.233462333679	-8705.220651507378	-1096.9265612363815
-2942.6788914203644	-45319.34399199486	-3559.127896666527	-13108.013213813305	-3291.328768014908	-9352.461474239826	-39682.7444691062	-11541.077468633652	-34315.93566823006	-38481.67448633909	-8934.207034826279	-10394.694474935532	-10137.882549285889	-10359.443169593811	-8739.349506378174	-9397.084370553493	-17207.72977590561	-14015.093242108822	-13865.883353233337	-13028.605224609375	-7865.4383935928345	-27867.61129963398	-7681.474986553192	-8779.240507006645	-8751.047694802284	-20411.325255930424	-7768.157032549381	-2627.4911690354347	-1389.7823328971863	-1352.11683344841	-1251.5186619758606	-1292.873277425766	-38491.7047624588	-2890.6799626350403	-8597.12892204523	-1124.15853536129
-3115.2777874469757	-45138.43131798506	-3725.3817825317383	-13149.630004644394	-3589.962187051773	-9533.942192554474	-39487.94699716568	-11419.111801445484	-34093.938153505325	-38170.64755833149	-9006.309925317764	-10452.129318356514	-10070.38477641344	-10469.167114794254	-8685.276523590088	-9462.691627383232	-16938.077729701996	-13891.83783352375	-13746.939288794994	-12946.151465594769	-7882.663603305817	-27536.375206947327	-7740.440697610378	-9281.30779492855	-9245.25124657154	-20532.492361307144	-7455.3397850990295	-2748.120927333832	-1545.9519772529602	-1298.3324401378632	-1173.566376209259	-1192.1880242824554	-38304.934082090855	-3028.7330961227417	-8627.501281559467	-1087.7125257253647
-3432.52636551857	-44845.813833773136	-4172.381762444973	-13964.275638997555	-3916.5241611003876	-10149.565737247467	-39251.09675401449	-11355.75785702467	-34390.91950428486	-37833.7721195817	-9637.92377179861	-11148.471462666988	-10039.24910223484	-11094.56543135643	-8642.757106781006	-9057.939019560814	-16419.516375422478	-13735.091644346714	-13591.795577645302	-12780.257126450539	-7576.934428930283	-26684.89091771841	-7429.748019814491	-8900.682131409645	-8864.865822196007	-20819.414043724537	-7130.7254665493965	-3061.751320362091	-1638.7151055335999	-1612.39915060997	-1487.2142329216003	-1503.4687240123749	-38060.738608658314	-3309.264723300934	-8277.491889476776	-1215.6046427488327
-2833.837147951126	-44787.40692073107	-3415.1396354436874	-12529.822340250015	-3160.511482477188	-8988.267901062965	-39234.57203197479	-11402.651611626148	-33934.08761823177	-38093.815976023674	-8554.155956625938	-9949.609674692154	-10008.510707557201	-9930.522063076496	-8643.79920578003	-9570.931269347668	-17328.325900554657	-13872.683094918728	-13721.8707280159	-12895.343227386475	-7991.0086851119995	-28039.10074341297	-7808.173965454102	-8945.824320673943	-8918.134227395058	-19912.638028919697	-7924.39341378212	-2528.63195425272	-1512.1870503425598	-1253.2179687023163	-1152.6197972297668	-1196.3415696620941	-38033.11174035072	-2770.1133012771606	-8747.76595056057	-1200.647564291954
-3151.0857260227203	-44494.789436519146	-3862.139615356922	-13344.467974603176	-3487.0734565258026	-9603.891445755959	-38997.721788823605	-11339.297667205334	-34231.06896901131	-37756.940537273884	-9185.769803106785	-10645.951819002628	-9977.375033378601	-10555.920379638672	-8601.279788970947	-9166.17866152525	-16809.76454627514	-13715.936905741692	-13566.727016866207	-12729.448888242245	-7685.279510736465	-27187.616454184055	-7497.481287658215	-8565.198657155037	-8537.748803019524	-20199.55971133709	-7599.779095232487	-2842.262347280979	-1604.9501786231995	-1567.2846791744232	-1466.2676539421082	-1507.6222693920135	-37788.91626691818	-3050.644928455353	-8397.756558477879	-1328.539681315422
