-12698.009279251099	-113672.3203125	-36151.98316383362	-32517.625274658203	-30528.51385498047	-30656.209899902344	-31732.832794189453	-100986.0638885498	-32620.273651123047	-32465.35321044922	-29316.211822509766	-30683.49008178711	-29976.783172607422	-60168.20703125	-1444.403659582138	-15097.48705482483	-19608.05206298828	-100576.8671875	-91520.369140625	-33154.269927978516	-30260.939392089844	-96044.767578125
-12733.951768875122	-113543.39131140709	-36112.368227005005	-32482.48063659668	-30498.131378173828	-30623.708694458008	-31698.822219848633	-100885.22640490532	-32582.477447509766	-32432.940773010254	-29343.170776367188	-30648.076957702637	-29944.425979614258	-60107.796664476395	-1478.9289891719818	-15131.27975654602	-19587.523559570312	-100465.45306837559	-91412.79192084074	-33117.41003417969	-30228.960998535156	-95936.54192429781
-12489.761528015137	-112990.1053493619	-35929.94055610895	-32314.22813165188	-30321.38330823183	-30486.673987150192	-31534.64381468296	-100357.81788438559	-32435.05251312256	-32264.042695879936	-29145.499572753906	-30502.241500854492	-29785.14628148079	-59738.94506895542	-1018.6973308324814	-15275.123666763306	-19496.60321044922	-99948.96569782495	-90961.00285166502	-32961.29534077644	-30079.542839050293	-95468.37814176083
-12525.70401763916	-112861.17634826899	-35890.32561928034	-32279.083493590355	-30291.00083142519	-30454.172781705856	-31500.63324034214	-100256.9804007411	-32397.256309509277	-32231.63025844097	-29172.458526611328	-30466.82837677002	-29752.789088487625	-59678.534702181816	-1053.2226604223251	-15308.916368484497	-19476.07470703125	-99837.55157870054	-90853.42563188076	-32924.435446977615	-30047.564445495605	-95360.15248793364
-12450.644456863403	-112118.55014830828	-35679.115650177	-32107.28936767578	-30167.65753173828	-30271.44704437256	-31330.93633413315	-99672.84532898664	-32205.911227464676	-32056.642234802246	-28941.031385421753	-30304.037689208984	-29617.67409515381	-59421.390110075474	-1876.2466924190521	-14873.75609779358	-19389.306365966797	-99248.26379108429	-90324.26067221165	-32736.499137878418	-29894.921684265137	-94752.7020739913
-12486.586946487427	-111989.62114721537	-35639.50071334839	-32072.144729614258	-30137.27505493164	-30238.945838928223	-31296.925759792328	-99572.00784534216	-32168.115023851395	-32024.22979736328	-28967.990339279175	-30268.62456512451	-29585.316902160645	-59360.97974330187	-1910.7720220088959	-14907.54879951477	-19368.777862548828	-99136.84967195988	-90216.68345242739	-32699.63924407959	-29862.94329071045	-94644.47642016411
-12799.531177401543	-112093.50884252787	-35645.45103627443	-32057.644613981247	-30082.668338239193	-30229.092971801758	-31295.04362308979	-99507.47656440735	-32148.05165272951	-32014.590541124344	-28888.528731822968	-30230.471237897873	-29528.63085758686	-59273.07604718208	-1873.5626256465912	-15100.823511123657	-19999.709838867188	-99058.79750341177	-90191.51832854748	-32698.157839536667	-29818.71922981739	-94667.19569379091
-12835.473667025566	-111964.57984143496	-35605.83609944582	-32022.499975919724	-30052.285861432552	-30196.591766357422	-31261.03304874897	-99406.63908076286	-32110.25544911623	-31982.17810368538	-28915.48768568039	-30195.0581138134	-29496.273664593697	-59212.66568040848	-1908.087955236435	-15134.616212844849	-19979.18133544922	-98947.38338428736	-90083.94110876322	-32661.29794573784	-29786.740836262703	-94558.97003996372
-12242.396705627441	-111436.33518517017	-35457.073042452335	-31903.892224669456	-29960.526984989643	-30101.911131620407	-31132.747354626656	-99044.59932482243	-32020.690089464188	-31855.331720232964	-28770.319135665894	-30122.789108276367	-29426.037204027176	-58992.128147780895	-1450.5403636693954	-15051.392709732056	-19277.857513427734	-98620.36230140924	-89764.89438325167	-32543.524550676346	-29713.525131225586	-94176.31263762712
-13219.629499435425	-111741.05775928497	-36536.01154398918	-31902.815338492393	-29970.440993726254	-30110.515946686268	-31169.34218543768	-99130.5473344922	-32063.453941702843	-31865.6098934412	-28793.123751282692	-30111.724120378494	-29430.849193572998	-59027.47998303175	-1695.9283800125122	-15663.991413116455	-19276.124145507812	-98732.17177891731	-89850.30760610104	-32532.738291084766	-29733.83650457859	-94291.9265408516
