-12668.205290198326	-53555.900390625	-83281.478515625	-12598.09474158287	-65342.833984375	-696.2793857455254	-9895.434008181095	-84430.8046875	-9178.524898767471	-11582.247055053711	-19235.31466293335	-57081.017745256424	-81107.267578125	-105155.08203125	-18891.75467300415	-403.6533577442169	-101246.951171875	-47881.3515625	-106541.80078125	-32070.306640625	-55212.98828125	-18374.169883728027	-16039.534320831299	-15426.304763793945	-19117.113170683384	-17525.97998046875	-16687.377639770508	-21428.63463139534	-17235.593620300293	-20150.358491897583	-21566.84171152115	-62015.23828125	-62387.51953125	-59031.630859375	-65842.19580078125	-76939.650390625	-79870.8837890625	-57546.60546875	-13210.540393829346	-63178.349609375	-10160.329103469849	-12324.33482837677
-12630.628234744072	-53434.47892796993	-83077.97851765156	-12553.336922347546	-65186.74811422825	-675.8141147494316	-9869.152819216251	-84238.92195183039	-9157.117122888565	-11556.23469543457	-19198.11855697632	-56933.57634371519	-80892.59576117992	-104890.14453125	-18849.22857284546	-444.3356192111969	-100976.232421875	-47749.40728902817	-106284.0211610794	-31996.230726778507	-55087.457392036915	-18330.13985955715	-16007.532855987549	-15394.820983886719	-19074.588865339756	-17490.792881011963	-16652.840843200684	-21362.23392432928	-17197.078847885132	-20104.20263648033	-21607.134138584137	-61861.9808626771	-62240.551146268845	-58893.26427030563	-65660.50837999582	-76754.58795511723	-79688.57146984339	-57422.80947393179	-13181.998386383057	-63021.38897484541	-10137.908723831177	-12295.545353889465
-12479.970394015312	-52805.06837147474	-82080.8777525425	-12432.650749444962	-64360.51895058155	-860.0875331759453	-9764.59944397211	-83181.453974545	-9044.126690149307	-11416.628288269043	-18930.961050271988	-56195.811154186726	-79985.31764513254	-103524.80872404575	-18642.265321075916	-631.5693304538727	-99751.78714758158	-47205.81220859289	-104908.5195788145	-31619.63521540165	-54399.77259320021	-18126.172687530518	-15806.139418184757	-15185.13008093834	-19181.007201731205	-17406.893981933594	-16884.376983642578	-21093.87417113781	-16970.325430631638	-19889.16419649124	-21261.28745162487	-61120.43795657158	-61492.95861566067	-58182.075808763504	-64916.45782750845	-75857.65977877378	-78740.54883384705	-56730.47334522009	-13020.654411315918	-62278.80695062876	-10025.496210098267	-12144.445797920227
-12425.103000998497	-52139.43795567751	-81048.08072316647	-12352.78169286251	-63507.058830440044	-474.6541263461113	-9633.920198976994	-82360.4775685072	-8911.948345422745	-11265.113464355469	-18720.6622813344	-55664.8574860096	-78689.2569154501	-102011.58203601837	-18320.896567046642	-859.9347212314606	-98391.20119947195	-46579.75917136669	-103591.59767770767	-31251.319993674755	-53677.16846084595	-17885.288460493088	-15625.908919870853	-15070.240010976791	-18554.07993412018	-17059.942480027676	-16235.939274251461	-20854.013591706753	-16782.888087451458	-19603.42110580206	-21011.24852281809	-60333.58644890785	-60734.978692770004	-57391.2982442379	-63943.75371670723	-74812.70594483614	-77816.12750595808	-56109.86899828911	-12854.804678916931	-61479.1897624135	-9911.109199523926	-11999.063977241516
-12387.525945544243	-52018.01649302244	-80844.58072519302	-12308.023873627186	-63350.97296029329	-454.18885535001755	-9607.63901001215	-82168.59483283758	-8890.540569543839	-11239.101104736328	-18683.46617537737	-55517.416084468365	-78474.58509850502	-101746.64453601837	-18278.37046688795	-900.6169826984406	-98120.48244947195	-46447.81489789486	-103333.81805753708	-31177.244079828262	-53551.63757163286	-17841.258436322212	-15593.907455027103	-15038.756231069565	-18511.55562877655	-17024.75538057089	-16201.402477681637	-20787.612884640694	-16744.373315036297	-19557.265250384808	-21051.540949881077	-60180.32903033495	-60588.01030778885	-57252.93165516853	-63762.0662959218	-74627.64350932837	-77633.81518673897	-55986.0730034709	-12826.262671470642	-61322.22912788391	-9888.688819885254	-11970.274502754211
-12451.057619512081	-51471.78903490305	-80207.9135608077	-12298.76220202446	-63038.4252076149	-1217.545465350151	-9858.53712517023	-81418.61025732756	-9128.712982177734	-11229.049011230469	-18534.9913880229	-55061.668425142765	-78222.37152838707	-101797.76201635599	-18184.245475769043	-1045.2331546545029	-97906.79512381554	-46192.48695111275	-102901.47268432379	-30875.761694550514	-53127.40537238121	-17746.637658894062	-15637.544450223446	-14864.093306362629	-18501.740388214588	-16875.805139183998	-16063.198357641697	-20674.50412529707	-16646.300589323044	-19378.23265761137	-20756.085647583008	-59810.12817329168	-60118.16712588072	-56924.51067352295	-63602.025793135166	-74280.69967502356	-77027.72388768196	-55303.71175402403	-12744.296420097351	-60918.78398990631	-9817.848088264465	-12341.266948699951
-12251.4254976511	-51553.167360663414	-80264.34013313055	-12157.419695019722	-62802.62420672178	-1137.5820934176445	-9550.807882845402	-81251.38361871243	-8854.33222603798	-11155.26685333252	-18529.54068696499	-54865.6008592844	-77966.08298766613	-101133.04306077957	-18151.64989042282	-986.0304563045502	-97499.8424807787	-46103.922259271145	-102700.79311978817	-30862.517022430897	-53253.34463649988	-17670.978319466114	-15417.97827154398	-14783.112341940403	-19121.34658741951	-16918.06185543537	-16145.848295927048	-20497.148125469685	-16815.267574429512	-19816.481819927692	-20693.94712126255	-59642.80012977123	-60031.404723227024	-56868.81615114212	-63280.65395450592	-74038.95655536652	-76977.61636531353	-55414.48489797115	-12748.054866790771	-60844.096864163876	-9804.741367340088	-11908.430621147156
-13025.607552051544	-51412.610767006874	-79686.12048727274	-12235.123365104198	-62724.46878653765	-1238.978672683239	-9500.499636232853	-80809.35239768028	-8814.923321008682	-11130.976791381836	-18408.325725615025	-54581.22485023737	-77680.54439258575	-100766.94155848026	-18101.947715997696	-1111.4371366500854	-96991.4672268033	-45961.61812418699	-101889.26183134317	-30733.716140270233	-52919.52045875788	-17578.961725890636	-15349.349418878555	-14777.214413523674	-18331.668328106403	-16826.71395754814	-16021.038185715675	-20523.800755918026	-16499.66140294075	-19324.917667150497	-20617.646475672722	-59481.16792798042	-59811.98015725613	-56525.07980769873	-63094.16105180979	-73770.48096114397	-76588.37661975622	-55132.96309226751	-12761.227827072144	-60623.213025927544	-9864.226552963257	-11798.511773109436
-12199.291049361229	-51267.184473872185	-79643.97996211052	-12142.579881489277	-62368.65792649984	-617.9970027804375	-9476.804445803165	-80919.24411988258	-8756.142360925674	-11073.48233795166	-18379.112562716007	-54632.20949339867	-77352.63516551256	-100116.37122881413	-18028.881114959717	-1128.5329554080963	-96625.31842517853	-45772.27554398775	-101700.53685510159	-30726.57265460491	-52738.42188358307	-17593.261240124702	-15360.512552380562	-14797.581548213959	-18575.44965982437	-16905.669382035732	-16398.401821553707	-20452.852424383163	-16479.10512536764	-19296.070954978466	-20745.9866899848	-59285.52870565653	-59693.449392199516	-56403.37660455704	-62836.328322649	-73545.65289747715	-76503.48023152351	-55169.94087994099	-12636.376688957214	-60422.68646913767	-9753.855926513672	-11790.385472297668
-12014.616415262222	-50243.26429408789	-78072.24748718739	-11961.718474030495	-61163.19338029623	-1403.3493964672089	-9329.321016848087	-79244.25274425745	-8640.319141626358	-10898.318664550781	-18008.296821951866	-53474.63996750116	-76128.20710533857	-98685.5206463337	-17688.56092774868	-1010.5286626815796	-94647.65959006548	-44890.44494050741	-100013.66816270351	-30097.844407260418	-51813.00322467089	-17663.903385341167	-15180.108039140701	-14804.989164471626	-17873.826825022697	-16392.39890551567	-15618.668291091919	-21045.023593068123	-16119.713898479939	-18878.667258501053	-20204.469838142395	-58126.728282094	-58476.87907153368	-55465.49564695358	-61754.708767950535	-72165.02799111605	-74837.12840926647	-54089.51836079359	-12418.16667175293	-59161.96550929546	-9591.17063331604	-11595.427063941956
