-47924.61328125	-17961.54674911499	-63208.34765625	-93942.376953125	-68853.6796875	-76436.76171875	-110929.16015625	-245.6593860387802	-10800.429230928421	-1268.3784013986588	-85790.29535013437	-17250.596987068653	-16059.171988725662	-28473.23769760132	-23240.760285377502	-21223.524724006653	-99642.7734375	-510.423321723938	-28277.514950156212	-22114.693130493164	-11660.954461574554	-403.5285019874573	-53808.541015625	-28280.260414898396	-21734.223390579224	-23249.166687965393	-684.4550085067749	-23635.766713619232	-358.2683285474777	-18969.217868328094	-40576.50700855255	-25343.672378838062	-66023.388671875	-83169.0546875	-42544.64181518555	-15432.81689453125	-29540.803241074085	-657.1270084381104	-18784.64182281494	-17691.21946334839	-13031.390846014023	-22864.193491637707	-112421.609375	-82813.546875	-341.33304530382156	-24835.813097417355	-104157.1796875	-26235.140836954117	-25638.65236824751	-288.8000420331955	-65270.59375	-12960.353736877441	-9789.371144294739	-71339.744140625	-468.2407552599907	-12363.846775949001	-392.6693209409714
-47140.13805145025	-17617.846840023994	-62259.85812193155	-92402.7682031393	-67789.42007732391	-75182.9228003025	-109089.76176542044	-623.1090077757835	-10648.610322237015	-1529.706572175026	-84419.00252360106	-16919.16744875908	-15740.382480025291	-27971.865188777447	-22829.546294748783	-20882.848458349705	-98071.86763805151	-729.8832521438599	-27849.670296013355	-21769.582956910133	-11468.742806911469	-616.2369256019592	-52936.34978330135	-27816.269742190838	-21418.41038763523	-22934.297001183033	-864.2203435897827	-23298.944578766823	-591.2852047681808	-18735.0539393425	-39901.65821278095	-25014.10317724943	-65017.168569386005	-81883.85657709837	-41928.599845826626	-15210.210438072681	-28967.897569656372	-949.6783758997917	-18458.222323954105	-17370.871297717094	-13121.226085424423	-23206.496561706066	-110595.21095770597	-81509.43696200848	-683.429569542408	-24444.523226201534	-102498.06066268682	-25774.551424264908	-25291.1395971179	-703.5816208124161	-64265.78390032053	-12754.722801208496	-9670.900288581848	-70244.11191928387	-722.221019923687	-12158.679714143276	-737.0325438976288
-46347.345911860466	-17397.8534578681	-61058.97301745415	-90811.6353110671	-66513.5060352683	-73926.73059803247	-107285.08998608589	-1157.4875403046608	-10477.533784151077	-1810.8990874886513	-82732.05006611347	-16594.14432412386	-15436.648535013199	-27517.29762738943	-22463.903015375137	-20545.929357469082	-96254.24250763655	-969.0168581008911	-27310.275955736637	-21379.972267210484	-11298.597863674164	-901.4758396148682	-51988.27153503895	-27385.96798044443	-21041.5371773839	-22475.18921715021	-1100.8728017807007	-22811.709511578083	-902.243128657341	-18352.458561360836	-38988.579271912575	-24595.087034463882	-63778.83698427677	-80098.54736119509	-41120.244839310646	-14846.76370704174	-30683.041147887707	-1256.7861161231995	-18323.086063206196	-17503.154566168785	-12704.939253807068	-22128.3314974308	-108998.98456501961	-79936.07774525881	-1048.1116907596588	-23947.332506895065	-100723.04703438282	-25412.394194364548	-24689.594699561596	-1130.4636348485947	-63119.89225012064	-12512.004190027714	-9495.736647605896	-68869.54731988907	-964.2187917232513	-11974.460047662258	-1082.9974982738495
-46362.478114545345	-17414.96363312006	-61139.82614147663	-90901.76872777939	-66582.4156922698	-73977.0612065196	-107214.30080109835	-1183.7591240406036	-10471.553384065628	-1857.2622858285904	-82734.74686640501	-16477.794740140438	-15293.969714462757	-27556.295375704765	-22473.02233350277	-20513.064875781536	-96262.10978907347	-949.1316041946411	-27353.770001351833	-21371.219943344593	-11317.506661891937	-874.4455599784851	-52014.830801546574	-27378.952425837517	-20945.27420848608	-22527.039752423763	-1098.7949361801147	-22766.411643087864	-874.6280530691147	-18315.529501378536	-39025.53006696701	-24585.269830286503	-63824.11117088795	-80379.59088623524	-41188.034172832966	-14938.130222856998	-28500.957761108875	-1246.0940120220184	-18112.716942429543	-17044.416484117508	-12664.316358804703	-22102.826867699623	-108926.25510901213	-80140.53283715248	-992.328922688961	-23956.02912724018	-100629.16450923681	-25344.948377907276	-24719.351961374283	-1156.5571882724762	-63068.675833404064	-12570.772714614868	-9536.63473033905	-69027.56801617146	-1067.1804885864258	-12955.144048035145	-1004.6336840391159
-46104.986675679684	-17258.667006909847	-60732.97327929735	-90393.30761277676	-66054.88176745176	-73560.42197442055	-106637.93380653858	-1365.921248972416	-10446.271536111832	-1937.406700849533	-82256.73671799898	-16542.206835448742	-15388.98472326994	-27243.252360522747	-22252.612910985947	-20343.32728368044	-95838.57614350319	-1055.8915214538574	-27392.08947211504	-21300.07908421755	-11236.028832912445	-976.4039158821106	-51720.64515143633	-27209.005204737186	-20910.867434620857	-22289.82375562191	-1183.2050580978394	-22760.48071563244	-1024.8372564315796	-18205.658268868923	-38673.64058595896	-24214.36537617445	-63328.540179014206	-79927.16066485643	-40837.060721457005	-14879.64726370573	-28430.04316020012	-1469.957599580288	-18035.678402543068	-16986.67078346014	-12535.08034646511	-21925.30395579338	-108142.6954048276	-79647.50340235233	-1089.4523919820786	-24818.01092928648	-100206.17204463482	-26178.313405632973	-24508.176840007305	-1339.425409913063	-62783.37233668566	-12488.326190948486	-9450.592852592468	-68625.48609626293	-1172.1714162826538	-11955.326150357723	-1160.0262651443481
-45562.87068206072	-17054.153548777103	-60110.4834831357	-89272.02656108141	-65449.24642509222	-72672.89167958498	-105445.69159525633	-1534.9371620416641	-10325.714875459671	-2072.2272582650185	-81360.75723958015	-16262.714785814285	-15117.859026312828	-27015.92511856556	-22052.689024746418	-20205.253091812134	-94683.33670818806	-1188.476788520813	-26882.43130159378	-21034.862093627453	-11106.386209011078	-1114.1842632293701	-51116.0803027153	-26921.977307736874	-20725.724174439907	-22160.31953036785	-1280.6381368637085	-22474.887376725674	-1135.2600048780441	-18118.29463237524	-38313.730476140976	-24265.51783287525	-62772.61688178778	-78813.34925079346	-40504.202869951725	-14624.157250583172	-30110.135476469994	-1549.3374835848808	-17996.66656434536	-17182.80640053749	-12794.774493217468	-22470.63456749916	-107172.58614772558	-78631.96783226728	-1390.2082149982452	-23556.042635679245	-99063.92800956964	-24951.80478167534	-24342.081928431988	-1545.2452136278152	-62115.08240044117	-12306.373254358768	-9377.265791893005	-67773.91509854794	-1218.1990563869476	-11769.292985856533	-1427.360721230507
-45578.0028847456	-17071.263724029064	-60191.336607158184	-89362.1599777937	-65518.156082093716	-72723.22228807211	-105374.90241026878	-1561.208745777607	-10319.734475374222	-2118.5904566049576	-81363.45403987169	-16146.365201830864	-14975.180205762386	-27054.922866880894	-22061.80834287405	-20172.388610124588	-94691.20398962498	-1168.591534614563	-26925.925347208977	-21026.109769761562	-11125.295007228851	-1087.153983592987	-51142.63956922293	-26914.96175312996	-20629.461205542088	-22212.170065641403	-1278.5602712631226	-22429.589508235455	-1107.6449292898178	-18081.36557239294	-38350.68127119541	-24255.700628697872	-62817.89106839895	-79094.3927758336	-40571.992203474045	-14715.52376639843	-27928.052089691162	-1538.6453794836998	-17786.297443568707	-16724.068318486214	-12754.151598215103	-22445.129937767982	-107099.8566917181	-78836.42292416096	-1334.4254469275475	-23564.73925602436	-98970.04548442364	-24884.358965218067	-24371.839190244675	-1571.3387670516968	-62063.865983724594	-12365.141778945923	-9418.16387462616	-67931.93579483032	-1321.160753250122	-12749.97698622942	-1348.9969069957733
-45488.22917282581	-17079.21339929104	-59889.12260192633	-89203.45322608948	-65327.89918088913	-72530.40997940302	-105427.2703242898	-1724.8886168599129	-10305.844163179398	-2163.8252953886986	-81011.13028329611	-16562.60238045454	-15351.786893844604	-29734.439502477646	-23739.605207443237	-20766.12106603384	-94926.32151019573	-1225.4774522781372	-27338.353326380253	-21080.00642591715	-11108.544393062592	-1135.039433002472	-51092.83695423603	-26986.17630970478	-20716.058104217052	-22164.25754094124	-1392.7116918563843	-22277.250394821167	-1140.5694411993027	-18036.19042611122	-38638.29370546341	-24146.880052149296	-62541.57511776686	-78888.79755431414	-40285.08047026396	-14631.983637154102	-28112.811358988285	-1605.527861058712	-17828.635735452175	-16804.32500344515	-12436.51296120882	-21725.403727710247	-106744.66499775648	-78350.26651757956	-1338.685342013836	-23408.251889288425	-98724.28205806017	-24930.083625912666	-24221.766303420067	-1716.0864262580872	-61905.074277579784	-12305.688789367676	-9366.159676551819	-67522.45052480698	-1447.3329825997353	-11848.383168160915	-1370.5939964056015
-45320.511445879936	-16914.96709781885	-59784.483744978905	-88853.69886279106	-64990.62215727568	-72306.58305597305	-104798.53541570902	-1743.3708707094193	-10294.452627420425	-2198.7348716259003	-80885.44389146566	-16210.777297139168	-15070.195214569569	-26741.879851698875	-21841.398920357227	-20002.65101802349	-94267.6703440547	-1275.3514518737793	-26964.244817972183	-20954.968910634518	-11043.81717824936	-1189.1123394966125	-50848.45391911268	-26745.01453202963	-20595.054431676865	-21974.95406883955	-1362.9703931808472	-22423.65858078003	-1257.8541326522827	-17971.494339883327	-37998.79179018736	-23884.79617458582	-62322.32007652521	-78641.9625544548	-40221.01875209808	-14657.040807247162	-27857.137488782406	-1762.5089670419693	-17709.258903682232	-16666.322617828846	-12624.915585875511	-22267.60702586174	-106316.29698753357	-78343.39348936081	-1431.548916220665	-24426.72105807066	-98547.05301982164	-25717.723992943764	-24160.664068877697	-1754.2069886922836	-61778.56248700619	-12282.695255279541	-9332.121996879578	-67529.8538749218	-1426.15168094635	-11750.159088551998	-1504.3894881010056
-44785.21074515581	-16851.27034187317	-58990.45150268078	-87771.0270857215	-64242.24204003811	-71467.03008580208	-103570.23063093424	-2095.587278306484	-10148.657937288284	-2399.782971918583	-79676.50158238411	-15821.342077195644	-14671.446260750294	-26600.355305492878	-21696.165063500404	-19835.469509243965	-92873.57885921001	-1407.7251405715942	-26386.53100693226	-20636.499080061913	-10955.150063991547	-1372.392897605896	-50194.56132096052	-26484.659991383553	-20252.587995290756	-21753.06228160858	-1515.2127294540405	-21942.354441046715	-1418.602853178978	-17698.770194411278	-37437.602330327034	-23836.684485912323	-61579.55948328972	-77309.08355993032	-39763.637196958065	-14352.077035367489	-29643.195667922497	-1845.7531197071075	-17651.161182820797	-16856.351586937904	-12337.864766597748	-21366.964873492718	-105503.63029903173	-77263.06370741129	-1699.1075681447983	-23067.54853671789	-97195.03185611963	-24522.201735317707	-23770.29429268837	-1998.2207810878754	-60917.974333524704	-12122.42316776514	-9243.000233650208	-66557.37119543552	-1563.1585250496864	-12565.757319748402	-1694.961861371994
-44703.753943026066	-16735.513490200043	-58940.63306760788	-87663.84447610378	-64263.63957071304	-71276.57106095552	-103587.87193346024	-2102.338238596916	-10154.025254487991	-2425.1534661650658	-79639.83745676279	-16231.172842144966	-15032.997385144234	-29233.066993653774	-23328.391216814518	-20425.444800376892	-93355.41571074724	-1444.937382698059	-26910.508672237396	-20734.896252334118	-10916.332738399506	-1347.7478566169739	-50220.645721912384	-26522.185636997223	-20400.24510127306	-21849.38785415888	-1572.477026939392	-21940.428259968758	-1373.5863174200058	-17802.026497125626	-37963.44490969181	-23817.310850560665	-61535.35501527786	-77603.5994439125	-39669.03850090504	-14409.377180695534	-27539.905687570572	-1898.0792285203934	-17502.21623659134	-16483.976837813854	-12526.34820061922	-22067.706797778606	-104918.26658046246	-77046.15660458803	-1680.7818662524223	-23016.962018072605	-97065.163033247	-24469.494213223457	-23874.25353229046	-2130.8680050373077	-60900.264427900314	-12100.05785369873	-9247.688820838928	-66426.81830346584	-1701.3132472634315	-11643.21610635519	-1714.957219362259
-44595.31823861599	-18014.75742393732	-58830.77300685644	-87664.2526307106	-64040.63138252497	-71062.46369856596	-103511.95745509863	-2044.0483758449554	-10177.670903205872	-596.1880838274956	-84943.72948861122	-16255.687388598919	-16311.89759105444	-26592.627009034157	-21706.90097129345	-19757.2150785923	-92852.62250059843	-1474.1567525863647	-26600.390394032	-20693.64368778467	-10930.128205776215	-1429.9826860427856	-50105.7579215765	-26411.567169368267	-20156.57759153843	-21674.29728591442	-1556.5448961257935	-25857.196156919003	-1421.1955427527428	-17758.792395710945	-37698.85582745075	-23730.116036951542	-61463.597543656826	-77446.22969442606	-39582.02046698332	-14435.863790154457	-27654.748467504978	-1997.0639756917953	-17481.13861477375	-16496.41611945629	-12229.168925821781	-21290.656679928303	-104730.56301873922	-77256.45758754015	-1768.635443866253	-23189.16390556097	-97272.58712238073	-24401.49876499176	-24105.303027033806	-2104.5849543213844	-60751.31867539883	-12219.315941929817	-9285.64272737503	-66482.23257392645	-1649.3486208319664	-11611.649554550648	-1786.1816435456276
