-8284.989870071411	-41090.1796875	-10540.215368807316	-35891.74609375	-10548.529602050781	-26880.4033203125	-26521.495765686035	-31841.431640625	-8385.345239639282	-9190.655418395996	-45512.6875	-7790.495445251465	-16830.36328125	-14333.350514411926	-14543.146255493164	-13371.449889659882	-13745.67407798767	-31059.853515625	-11769.19987487793	-29952.251953125	-35260.9609375	-10781.271533966064	-6941.561888694763	-11645.070925712585	-10609.24991607666
-8152.314191818237	-40475.19990617037	-10354.296412467957	-35325.79809820652	-10341.524389743805	-26497.568101882935	-26145.6308735013	-31338.372159838676	-8523.923070907593	-9052.041137456894	-44786.25785881281	-7673.799613952637	-16561.305466353893	-14081.629967272282	-14283.147134363651	-13119.6713591218	-13490.196433603764	-30542.59798103571	-11568.270606577396	-29489.440576553345	-34718.91990339756	-10590.971731185913	-6809.1053946614265	-11452.627700448036	-10416.88610970974
-7819.280883610249	-38857.40342569351	-9926.677492380142	-33958.72927850485	-9998.40461832285	-25402.404652297497	-25067.614144444466	-30079.927806138992	-7971.055411815643	-8725.732513844967	-43191.09385961294	-7401.057830810547	-15922.214273154736	-13473.981188237667	-13669.338474690914	-12531.184987962246	-12877.696767270565	-29380.46412217617	-10729.429219126701	-28385.405231297016	-33351.81719195843	-10196.566402256489	-7403.654705047607	-10982.847973287106	-10004.80636137724
-8959.357830703259	-37078.79808348417	-11914.747856140137	-32318.779515087605	-9557.27997982502	-24257.812090992928	-23965.612081468105	-28608.06609261036	-7696.331249177456	-8253.754427313805	-41332.15748143196	-7067.3100662231445	-15197.062941014767	-12944.824582636356	-13085.810001909733	-12103.60298961401	-12354.207880914211	-27974.96332794428	-10677.66749638319	-26928.680503726006	-31793.510217368603	-9865.34136557579	-7445.8697365522385	-10575.666555523872	-9661.457029044628
-7406.693472623825	-36884.10903131962	-9365.543510198593	-32224.499064028263	-9498.785077512264	-23937.726128458977	-23618.414778470993	-28549.174353539944	-7589.904023528099	-8231.283624351025	-40758.22768127918	-6984.6818771362305	-15264.723647594452	-15422.479131698608	-14850.105781555176	-14478.417600154877	-14072.058416366577	-27881.004085600376	-10509.36428797245	-26753.38995361328	-31631.153702497482	-9790.405150532722	-6214.000752329826	-10465.487982749939	-9529.198597669601
-7713.129148423672	-36585.773187458515	-9296.860923707485	-31942.224509358406	-9361.803919553757	-24662.011442303658	-24445.082043766975	-28395.456355512142	-7505.508050918579	-8230.207712352276	-40473.73480844498	-6965.789688110352	-15012.269705116749	-12623.354461967945	-12801.7247813344	-12355.595629870892	-12585.806808650494	-27673.234125316143	-10495.427593171597	-26700.158666849136	-31432.117028415203	-10518.458282113075	-6099.667487978935	-10296.899562060833	-9393.83307981491
-7166.587524652481	-36006.684450149536	-9075.812979578972	-31304.021277308464	-9981.097715437412	-23447.000443696976	-23091.19104653597	-27826.82962268591	-7414.06459748745	-8064.063378572464	-39834.01670873165	-6826.611991882324	-14729.498654782772	-12342.914642214775	-12985.098768353462	-11904.758835434914	-12411.498121380806	-27197.17374998331	-10670.202440023422	-26126.51267582178	-30853.101355552673	-9526.894203066826	-6308.758400142193	-10746.905924320221	-9838.908086180687
-3753.2589472532272	-20653.175048828125	-4798.705807089806	-18276.525101840496	-5126.405130147934	-13274.098837912083	-13056.728135287762	-16251.444663345814	-4141.545815765858	-4756.8482501506805	-22700.658419132233	-4033.52392578125	-8302.838973164558	-6336.86773866415	-6262.586063325405	-5518.409420788288	-5652.678716957569	-15710.350024819374	-6271.503383278847	-15333.747830867767	-17785.23053473234	-5083.388373911381	-3007.9120392799377	-5770.881511986256	-5240.405667245388
-3181.398225605488	-16148.76854878664	-3555.351361989975	-14327.003517448902	-3939.6794476509094	-11055.70695990324	-10980.314413368702	-12805.469378232956	-3261.7086270451546	-3796.4005441069603	-17661.70572757721	-3208.8181686401367	-6484.745397031307	-4626.871686220169	-4521.164589166641	-4502.555160999298	-4492.811447620392	-12323.730634510517	-4997.731101572514	-12081.654544591904	-13956.386625647545	-4820.575122058392	-2166.01763856411	-4422.710148334503	-4024.9888309836388
-3048.722547352314	-15533.788767457008	-3369.4324056506157	-13761.055521905422	-3732.674235343933	-10672.871741473675	-10604.449521183968	-12302.409897446632	-3400.286458313465	-3657.786263167858	-16935.27608639002	-3092.1223373413086	-6215.6875821352005	-4375.151139080524	-4261.165468037128	-4250.776630461216	-4237.3338032364845	-11806.475099921227	-4796.80183327198	-11618.843168020248	-13414.345591545105	-4630.27531927824	-2033.5611445307732	-4230.266923069954	-3832.6250246167183
-1930.320201933384	-10450.293530106544	-1905.0300164222717	-9173.330705463886	-3165.242348730564	-7239.4688648581505	-7174.144802033901	-8287.807879507542	-2429.0058161616325	-2531.194223344326	-11256.60529512167	-2128.238883972168	-4114.822955667973	-2384.7152668833733	-2703.1179808974266	-2784.085576236248	-2903.1578466296196	-7943.795334279537	-3697.804398417473	-7793.10389071703	-9006.486009597778	-3375.8979883790016	-1400.7576559782028	-3332.1019216775894	-3062.283194720745
-1464.6112154722214	-8217.517268300056	-1291.4921399950981	-7240.313890218735	-2615.117365002632	-5761.470196843147	-5720.263180792332	-6526.304045021534	-2014.7159883379936	-2066.271318793297	-8935.011654734612	-1738.80126953125	-3206.673947572708	-1525.345940709114	-1829.3102000951767	-1943.8206745386124	-2035.1805359125137	-6264.405940830708	-2658.0337426662445	-6226.257168889046	-7097.342264056206	-2791.192856669426	-1862.850472331047	-2669.8789692521095	-2457.839640021324
