-28676.1328125	-38374.69140625	-59673.16015625	-12074.293258726597	-12000.064765751362	-4693.84147298336	-57696.0625	-60303.15234375	-159.4737423658371	-6369.40039396286	-57470.969754219055	-51107.98828125	-13666.420475542545	-59437.35546875	-346.84396582841873	-32038.717211544514	-58184.55859375	-27440.321517944336	-62112.5625	-6055.289727032185	-19069.205967128277	-14331.141399502754	-18756.99157756567	-25512.244140625	-7045.841854810715	-268.8656949996948	-7549.002550542355	-331.92203772068024	-14085.059142291546	-455.00469678640366	-8756.145991444588	-6490.542702138424	-8918.85971069336	-59877.45703125	-190.85020530223846	-28866.220703125	-32421.642578125	-14030.688821792603	-264.8000440001488	-383.29728239774704	-50861.6875	-462.60313606262207	-15133.55947226286	-19261.948462426662	-15713.343809783459	-58614.6953125	-19776.794210076332	-46518.05078125	-41530.23828125	-42660.060546875	-48274.712890625	-46709.75390625	-39969.306640625	-7431.465349256992	-5291.0697721242905	-36112.0390625	-6887.309426903725	-229.5504909157753
-28536.35969698429	-38163.2070518136	-59434.496110737324	-12123.571275770664	-11932.226159155369	-4706.940288901329	-57481.859380185604	-60045.66015857458	-221.5462371110916	-6342.528308391571	-57204.27444201708	-50853.957051754	-13809.083090364933	-59123.480468809605	-386.34939128160477	-31803.43630772829	-57934.16796886921	-27312.461362183094	-61773.8125	-6026.550133526325	-18979.532946407795	-14260.44529414177	-18621.236167788506	-25369.29201567173	-7087.032307386398	-306.86704540252686	-7599.229484975338	-381.6974016427994	-13928.626376748085	-519.7922638654709	-8814.832482933998	-6531.894539296627	-8877.458961486816	-59628.37890625	-304.7354045510292	-28715.62694865465	-32261.775568425655	-13957.440122961998	-466.51463133096695	-530.7418785691261	-50619.867259442806	-547.0474757552147	-15054.91401875019	-19138.871962487698	-15626.944315373898	-58371.3203125	-19652.20988613367	-46222.20703154802	-41307.84770154953	-42403.44356137514	-48019.38478630781	-46465.36330872774	-39804.70807433128	-7394.741640150547	-5256.368070423603	-35948.83606517315	-6861.744790673256	-312.76227855682373
-28094.891293644905	-37571.83382713795	-58329.48073732853	-11798.105854928493	-11806.51668280363	-4597.3486140966415	-56334.62500029802	-59005.378908753395	-386.06942784786224	-6251.337771892548	-56173.2979041934	-49993.77142864466	-13395.962293326855	-58082.12110763788	-519.210114300251	-31712.871786296368	-56911.66016352177	-26806.28645092249	-60809.101569235325	-5933.365128338337	-18818.277937352657	-14006.350664317608	-18490.728450596333	-25006.47388714552	-6798.7430364489555	-440.05369091033936	-7283.459836661816	-583.36844176054	-13870.936656534672	-107.31184190511703	-8406.036075651646	-6289.119676053524	-8769.79740202427	-58654.19141191244	-493.7513138651848	-28244.04241579771	-31720.302477657795	-13738.742671847343	-1010.7300092577934	-922.1871746182442	-49697.42191910744	-725.1508248448372	-14825.408867776394	-18881.458598971367	-15359.497886240482	-57400.812509059906	-19457.06582713127	-45555.46598917246	-40692.38951987028	-41745.96718907356	-47178.4161528945	-45688.25423949957	-39067.37783044577	-7273.2811871171	-5215.049393951893	-35311.844895243645	-6760.199399292469	-509.71307438611984
-28038.62066477537	-37466.62012434006	-58281.98840075731	-11781.630524814129	-11829.511428415775	-4673.48838198185	-56372.91406291723	-58925.76190370321	-433.3625436425209	-6242.123615980148	-56209.88391369581	-50045.35660427809	-14042.97762554884	-58184.54316443205	-511.1453383564949	-30920.89668416977	-56949.683630883694	-26831.66915398836	-60767.88304847479	-5943.21301728487	-18651.048486471176	-14023.625882446766	-18344.000867843628	-24935.189223587513	-7208.093510389328	-453.934462249279	-7754.037921369076	-544.6121102571487	-13358.566259741783	-714.9971182346344	-8993.05608868599	-6680.120518386364	-8730.899609565735	-58493.69140768051	-538.8130927681923	-28228.613766908646	-31695.389468967915	-13719.711243927479	-1039.653978586197	-984.8399195671082	-49866.868237018585	-688.9999170303345	-15314.979582607746	-19690.97526818514	-15978.392426431179	-57281.97660887241	-19257.846172094345	-45391.519950807095	-40534.56670862436	-41627.70165991783	-47195.38968259096	-45643.902974545956	-39037.73750883341	-7256.467964231968	-5202.63756942749	-35277.57166463137	-6736.814710259438	-539.5004317164421
-27955.118178129196	-37360.34947270155	-58090.81669181585	-11847.38387197256	-11738.678076207638	-4610.44743001461	-56120.42188048363	-58747.886723577976	-448.14192259311676	-6224.4656863212585	-55906.602591991425	-49739.740199148655	-13538.624908149242	-57768.24610769749	-558.715539753437	-31477.590882480145	-56661.269538640976	-26678.426295161247	-60470.351569235325	-5904.625534832478	-18728.604916632175	-13935.654558956623	-18354.973040819168	-24863.52176219225	-6839.933489024639	-478.0550413131714	-7333.686771094799	-633.1438056826591	-13714.503890991211	-172.09940898418427	-8464.722567141056	-6330.471513211727	-8728.396652817726	-58405.11328691244	-607.6365131139755	-28093.448661327362	-31560.43546795845	-13665.493973016739	-1212.4445965886116	-1069.6317707896233	-49455.60167855024	-809.5951645374298	-14746.763414263725	-18758.382099032402	-15273.098391830921	-57157.437509059906	-19332.48150318861	-45259.62223947048	-40469.99894016981	-41489.350203573704	-46923.08804857731	-45443.86364197731	-38902.77926415205	-7236.557478010654	-5180.347692251205	-35148.641897916794	-6734.634763062	-592.9248620271683
-27898.847549259663	-37255.13576990366	-58043.32435524464	-11830.908541858196	-11761.672821819782	-4686.587197899818	-56158.71094310284	-58668.269718527794	-495.4350383877754	-6215.251530408859	-55943.188601493835	-49791.325374782085	-14185.640240371227	-57870.66816449165	-550.6507638096809	-30685.615780353546	-56699.2930060029	-26703.80899822712	-60429.13304847479	-5914.473423779011	-18561.375465750694	-13952.929777085781	-18208.245458066463	-24792.237098634243	-7249.283962965012	-491.93581265211105	-7804.264855802059	-594.3874741792679	-13202.133494198322	-779.7846853137016	-9051.7425801754	-6721.472355544567	-8689.498860359192	-58244.61328268051	-652.698292016983	-28078.020012438297	-31535.52245926857	-13646.462545096874	-1241.368565917015	-1132.2845157384872	-49625.04799646139	-773.4442567229271	-15236.334129095078	-19567.898768246174	-15891.992932021618	-57038.60160887241	-19133.261848151684	-45095.67620110512	-40312.17612892389	-41371.08467441797	-46940.06157827377	-45399.5123770237	-38873.13894253969	-7219.744255125523	-5167.935867726803	-35114.368667304516	-6711.250074028969	-622.7122193574905
-27457.379145920277	-36663.762545228004	-56938.30898183584	-11505.443121016026	-11635.963345468044	-4576.995523095131	-55011.476563215256	-57627.98846870661	-659.958229124546	-6124.060993909836	-54912.21206367016	-48931.139751672745	-13772.519443333149	-56829.30880331993	-683.5114868283272	-30595.051258921623	-55676.78520065546	-26197.634086966515	-59464.42211771011	-5821.2884185910225	-18400.120456695557	-13698.83514726162	-18077.73774087429	-24429.418970108032	-6960.994692027569	-625.1224581599236	-7488.495207488537	-796.0585142970085	-13144.443773984909	-367.3042633533478	-8642.946172893047	-6478.697492301464	-8581.837300896645	-57270.42578834295	-841.7142013311386	-27606.435479581356	-30994.04936850071	-13427.76509398222	-1785.5839438438416	-1523.7298117876053	-48702.60265612602	-951.5476058125496	-15006.82897812128	-19310.485404729843	-15624.546502888203	-56068.09380543232	-18938.117789149284	-44428.93515872955	-39696.717947244644	-40713.608302116394	-46099.09294486046	-44622.403307795525	-38135.808698654175	-7098.283802092075	-5126.617191255093	-34477.37749737501	-6609.704682648182	-819.6630151867867
-27407.585472881794	-36592.20959734917	-56876.89455604553	-11549.839651882648	-11358.901977598667	-4569.650278925896	-55072.33595407009	-57555.27747178078	-678.4394370913506	-6112.752845287323	-54746.68083000183	-48601.26550197601	-12677.736344695091	-56606.02298760414	-783.7074945569038	-31196.614844202995	-55511.53515714407	-26052.610027313232	-59216.14064759016	-5790.936676800251	-18355.90578341484	-13655.214212238789	-17845.7221660614	-24310.260526895523	-6474.744971573353	-663.8475064635277	-6910.521636366844	-903.9857968091965	-14809.171696066856	-1336.0078672766685	-7950.1600504517555	-5958.675171673298	-8489.620757818222	-57165.16025006771	-1000.2974008917809	-27496.263335943222	-30927.545699059963	-13374.895318090916	-1978.2782046198845	-1595.4783193469048	-48219.24813193083	-1048.3246760964394	-15198.630906581879	-20199.97540819645	-15911.918946444988	-55913.609469771385	-19049.991676211357	-44334.52886337042	-39582.53352844715	-40655.57513451576	-46020.88501441479	-44550.21289622784	-38203.944790780544	-7121.845182478428	-5110.251446604729	-34440.21489965916	-6603.747760355473	-910.2084041833878
-27267.812357366085	-36380.72524291277	-56638.230510532856	-11599.117668926716	-11291.063371002674	-4582.749094843864	-54858.132834255695	-57297.78528660536	-740.5119318366051	-6085.880759716034	-54479.985517799854	-48347.23427248001	-12820.398959517479	-56292.147987663746	-823.2129200100899	-30961.333940386772	-55261.14453226328	-25924.74987155199	-58877.39064759016	-5762.197083294392	-18266.23276269436	-13584.518106877804	-17709.966756284237	-24167.308401942253	-6515.935424149036	-701.8488568663597	-6960.748570799828	-953.7611607313156	-14652.738930523396	-1400.7954343557358	-8008.846541941166	-6000.027008831501	-8448.220008611679	-56916.08212506771	-1114.1826001405716	-27345.669581472874	-30767.67868936062	-13301.646619260311	-2179.9927919507027	-1742.9229155182838	-47977.427891373634	-1132.769015789032	-15119.98545306921	-20076.898908257484	-15825.519452035427	-55670.234469771385	-18925.407352268696	-44038.68511366844	-39360.14294874668	-40398.9581490159	-45765.5569100976	-44305.82229870558	-38039.34622448683	-7085.121473371983	-5075.549744904041	-34277.011902332306	-6578.183124125004	-993.4201918244362
-27158.67359495163	-36344.34413218498	-56575.33357256651	-11454.439060211182	-11391.676296114922	-4691.44714140892	-54707.50782305002	-57148.86328548193	-743.500272333622	-6104.148038685322	-54426.71996128559	-48193.81597787142	-12844.698928415775	-56070.285178005695	-803.1189940571785	-30766.36985719204	-55111.66801506281	-25826.540080428123	-58983.39065593481	-5772.606423199177	-18079.750834465027	-13652.72835701704	-19337.182533681393	-24085.886039674282	-6460.118044495583	-719.2977782487869	-6905.54369199276	-1026.055083811283	-14880.447613358498	-1360.0917724967003	-8032.260223925114	-5934.441319227219	-8439.68871551752	-56830.21535420418	-1091.5817576050758	-27321.75369811058	-30692.481066465378	-13284.395140171051	-2177.2993392944336	-1067.4843091368675	-47956.23471343517	-1241.9859490394592	-14206.612742006779	-18175.81857842207	-14807.37665963173	-55558.2813282609	-18921.120549678802	-44063.22409957647	-39262.96615314484	-40328.81663066149	-45642.87637871504	-44174.46014815569	-37873.503101825714	-7054.035677492619	-5083.912071526051	-34117.91867214441	-6606.948062539101	-1011.2199377417564
