-3471.179512023926	-91466.171875	-87446.80859375	-83734.365234375	-81580.09233093262	-85355.1875	-23229.991119384766	-22919.74578857422	-24202.143753051758	-17140.000752449036	-94305.5546875	-66951.30603027344	-754.5208895206451	-784.2747347354889	-832.7836444377899	-1338.09268450737	-982.44180727005	-1762.232304096222	-1036.0969605445862	-643.4467053413391	-719.2484130859375	-1587.3298258781433	-708.5749068260193	-25427.555793762207	-87422.39453125	-24141.72525024414	-23402.219444274902	-79870.33203125	-25889.23585510254	-1625.8193731307983
-3420.759075164795	-91249.53910529613	-87258.01992762089	-83558.20176756382	-81409.94180428982	-85185.32945030928	-23184.702087402344	-22875.915214538574	-24161.239486694336	-17194.441123008728	-94094.03138583899	-66917.12812805176	-816.3259661197662	-846.15061211586	-894.588721036911	-1399.5478465557098	-1044.2781109809875	-1823.9978070259094	-1098.4426789283752	-705.7924237251282	-660.8249263763428	-1528.9063391685486	-650.1514201164246	-25380.238899230957	-87228.66042554379	-24090.647659301758	-23348.87677001953	-79700.01005542278	-25839.98459625244	-1664.7009344100952
-3506.363349914551	-90608.08427613974	-86671.06936508417	-82981.0597923398	-80846.0216023922	-84616.13071864843	-23025.901765048504	-22720.630806922913	-23993.23950958252	-17353.726950645447	-93435.82162541151	-66322.57698976994	-987.5606119632721	-1018.3242838382721	-1066.1247279644012	-1569.7436168193817	-1214.542522907257	-1994.0782437324524	-1268.1533188819885	-872.6869473457336	-950.786003112793	-1812.276671886444	-942.1730360984802	-25219.13550567627	-86559.90094822645	-23942.47519683838	-23188.670357704163	-79133.9530928731	-25657.185255765915	-1494.7470693588257
-3732.732566833496	-89536.31687551737	-85605.25444197655	-82003.9314058423	-79951.4395224452	-83576.36715823412	-22793.02640736103	-22495.193725585938	-23765.061002731323	-16997.50080436468	-92303.74557489157	-66507.27554893494	-352.3040620088577	-379.4582368135452	-1148.5739886760712	-855.9622621536255	-539.8950335979462	-1504.350146651268	-1593.8609986305237	-1185.4508862495422	-1275.4955368041992	-2105.2187037467957	-1273.490243434906	-24929.08793950081	-85570.5577353239	-23688.436209082603	-22936.145792722702	-78220.903652668	-25381.95897233486	-1972.6986227035522
-3913.701717376709	-89449.84658008814	-85544.67994964123	-81925.5867831707	-79910.90903353691	-83522.2744486332	-22760.63931787014	-22472.936498761177	-23750.6658462286	-16599.297970592976	-92237.83068847656	-66520.6982306242	-1357.9034583568573	-1379.513115644455	-1433.9487297534943	-1927.4721863269806	-1567.8719835281372	-2306.9890365600586	-1441.5114731788635	-1037.4082798957825	-643.6055240631104	-1095.3855068683624	-645.344584941864	-24926.042121887207	-85492.28776472807	-23653.795557260513	-22915.097848057747	-78134.69932490587	-25350.37481868267	-2015.7650423049927
-3667.825126647949	-88269.07534825802	-84481.92476946115	-80850.29678791761	-78656.82019627094	-82342.9171269536	-22437.37784397602	-22111.214484214783	-23372.75959956646	-16469.695565462112	-90989.81322777271	-64458.475893855095	-1654.1298639774323	-1683.9066812992096	-1733.1144587993622	-2236.9237735271454	-1878.3186268806458	-2658.640305042267	-1926.7558331489563	-1539.4385323524475	-1616.3922710418701	-2470.3612723350525	-1606.8847346305847	-24547.33874988556	-84116.9535189271	-23301.98665726185	-22520.984325408936	-77043.75450319052	-24959.19294935465	-1492.469931602478
-4146.185926437378	-87748.49741363525	-83909.43076956272	-80467.03511840105	-78499.5467697978	-82020.42822283506	-22390.560294270515	-22094.963521838188	-23341.622897028923	-16573.105938196182	-90461.15899461508	-66193.20752441883	-1850.138353586197	-1859.0100872516632	-760.9952126741409	-1244.1355820894241	-1250.2359043359756	-916.0132702589035	-563.6493473052979	-1048.353744983673	-1670.0481357574463	-2057.204484462738	-1776.5394082069397	-24492.401866197586	-83983.28626859188	-23275.342536211014	-22601.56856828928	-76753.25431382656	-24896.340410530567	-2263.117639541626
-3595.399238586426	-87355.22690469027	-83560.01109391451	-79952.53836709261	-77812.15897506475	-81453.35404735804	-22141.414659380913	-21846.733745098114	-23054.193384170532	-18223.50045108795	-90078.87383395433	-63514.128778517246	-1886.4675447940826	-1916.952011346817	-1962.9924457073212	-2466.6638667583466	-2110.8420758247375	-2885.0720868110657	-2164.6749329566956	-1770.8110165596008	-1851.2334899902344	-2712.959907054901	-1842.4510054588318	-24249.226177334785	-83420.60210180283	-23025.808651566505	-22196.497492551804	-76199.91416859627	-24680.602368354797	-2466.864134788513
-3929.3781814575195	-86339.22034877539	-82640.3706176877	-79119.86295938492	-77028.16738778353	-80564.09678518772	-22000.413131952286	-21686.6624212265	-22935.676849246025	-16327.195617377758	-88988.00411516428	-64014.445412516594	-1251.9130364656448	-1279.090183377266	-2048.9048030376434	-1754.7933511734009	-1435.7718532085419	-2400.758147597313	-2484.519871234894	-2081.4427132606506	-2172.639394760132	-2988.250150203705	-2171.8000712394714	-24048.87089562416	-82265.116723001	-22848.69761610031	-22054.910673856735	-75394.32612460852	-24451.91606658697	-1839.349181175232
-4588.708131790161	-85732.17211872339	-82007.30212545395	-78658.25666719675	-76830.3634724021	-80187.51517146826	-21921.20849275589	-21648.154232025146	-22890.144990205765	-16032.403156340122	-88393.43499559164	-65762.59972476959	-2453.520922422409	-2454.2484681606293	-1362.1602979898453	-1833.5150839090347	-1835.6660805940628	-1460.7700027227402	-969.0638599395752	-1442.3153195381165	-1594.4052467346191	-1565.2601654529572	-1713.3090863227844	-23990.888194322586	-82053.17950206995	-22787.412843227386	-22114.446972072124	-75017.62160748243	-24357.4793741107	-2653.0633087158203
