-12698.009279251099	-113672.3203125	-36151.98316383362	-32517.625274658203	-30528.51385498047	-30656.209899902344	-31732.832794189453	-100986.0638885498	-32620.273651123047	-32465.35321044922	-29316.211822509766	-30683.49008178711	-29976.783172607422	-60168.20703125	-1444.403659582138	-15097.48705482483	-19608.05206298828	-100576.8671875	-91520.369140625	-33154.269927978516	-30260.939392089844	-96044.767578125
-12733.951768875122	-113543.39131140709	-36112.368227005005	-32482.48063659668	-30498.131378173828	-30623.708694458008	-31698.822219848633	-100885.22640490532	-32582.477447509766	-32432.940773010254	-29343.170776367188	-30648.076957702637	-29944.425979614258	-60107.796664476395	-1478.9289891719818	-15131.27975654602	-19587.523559570312	-100465.45306837559	-91412.79192084074	-33117.41003417969	-30228.960998535156	-95936.54192429781
-12489.761528015137	-112990.1053493619	-35929.94055610895	-32314.22813165188	-30321.38330823183	-30486.673987150192	-31534.64381468296	-100357.81788438559	-32435.05251312256	-32264.042695879936	-29145.499572753906	-30502.241500854492	-29785.14628148079	-59738.94506895542	-1018.6973308324814	-15275.123666763306	-19496.60321044922	-99948.96569782495	-90961.00285166502	-32961.29534077644	-30079.542839050293	-95468.37814176083
-12450.644456863403	-112118.55014830828	-35679.115650177	-32107.28936767578	-30167.65753173828	-30271.44704437256	-31330.93633413315	-99672.84532898664	-32205.911227464676	-32056.642234802246	-28941.031385421753	-30304.037689208984	-29617.67409515381	-59421.390110075474	-1876.2466924190521	-14873.75609779358	-19389.306365966797	-99248.26379108429	-90324.26067221165	-32736.499137878418	-29894.921684265137	-94752.7020739913
-12799.531177401543	-112093.50884252787	-35645.45103627443	-32057.644613981247	-30082.668338239193	-30229.092971801758	-31295.04362308979	-99507.47656440735	-32148.05165272951	-32014.590541124344	-28888.528731822968	-30230.471237897873	-29528.63085758686	-59273.07604718208	-1873.5626256465912	-15100.823511123657	-19999.709838867188	-99058.79750341177	-90191.51832854748	-32698.157839536667	-29818.71922981739	-94667.19569379091
-13219.629499435425	-111741.05775928497	-36536.01154398918	-31902.815338492393	-29970.440993726254	-30110.515946686268	-31169.34218543768	-99130.5473344922	-32063.453941702843	-31865.6098934412	-28793.123751282692	-30111.724120378494	-29430.849193572998	-59027.47998303175	-1695.9283800125122	-15663.991413116455	-19276.124145507812	-98732.17177891731	-89850.30760610104	-32532.738291084766	-29733.83650457859	-94291.9265408516
-13004.589128494263	-109789.86820608377	-34893.06060099602	-31383.92820227146	-29481.3219666481	-29591.135975182056	-30632.39773774147	-97516.02124553919	-31534.358556866646	-31371.58839249611	-28320.801733732224	-29589.35228127241	-28965.92800116539	-58077.65270251036	-2474.1594257354736	-15729.676992416382	-18966.431701660156	-97063.01248645782	-88345.05943530798	-31995.831301927567	-29221.944578409195	-92737.19654303789
-14577.963556289673	-106999.26478785276	-34574.02063238621	-30894.952624619007	-29183.496698319912	-29352.70817530155	-30104.794480085373	-95070.46497321129	-30856.21351736784	-30589.41826415062	-27743.506247460842	-29182.022735357285	-28268.72182369232	-56591.92816990614	-2871.9423736333847	-13094.339679062366	-18553.57749938965	-94644.17522990704	-86161.12230277061	-31409.820827662945	-28626.438646137714	-90389.43669480085
-11555.733938157558	-105363.02941089869	-34029.11833703518	-30663.99268782139	-28968.750093340874	-28935.09315085411	-29734.45070105791	-93509.48348206282	-30382.98381394148	-30288.264832675457	-27312.770575225353	-28742.750440835953	-27878.589368343353	-55761.33585584164	-3697.042415380478	-17454.427389144897	-18228.618423461914	-92990.92531687021	-84689.20102101564	-30919.322179675102	-28158.937800705433	-88945.92952793837
-11308.369115769863	-103809.25924670696	-33556.25082337856	-30253.656780838966	-28607.893770098686	-28550.330295324326	-29332.554241001606	-92196.26492249966	-29968.621390283108	-29879.553857028484	-26937.59013813734	-28363.298048257828	-27519.48029088974	-55014.51893466711	-4128.885448217392	-17230.696432113647	-18009.87272644043	-91662.3219204545	-83493.09255260229	-30501.551389575005	-27792.920092880726	-87653.86402380466
