-75796.73828125	-21300.05145263672	-60638.4375	-25714.148265361786	-588.6069717407227	-17352.939010620117	-20400.69203186035	-24734.334899902344	-22335.38052368164	-22522.49073791504	-24377.470197677612	-22091.881134033203	-66211.17578125	-930.8519067168236	-37824.063385009766	-742.579150557518	-41490.31547546387	-48816.86393737793	-23074.900009155273	-19755.955200195312	-23476.298454284668	-1153.3684883117676	-13609.517303466797	-18181.26760482788	-22214.04328918457	-24993.61957550049	-20174.83984375	-22517.38182067871	-80947.89453125	-77929.9921875	-70758.767578125	-21997.899200439453	-63611.71875	-23629.668517112732	-66661.16015625	-70043.89453125	-14814.962860107422	-12007.794372558594	-13373.274826049805	-608.9542865753174
-74378.24412685633	-20864.271888136864	-59508.41579538584	-25221.539036750793	-914.6071243286133	-16993.707537174225	-19989.86982679367	-24253.29107284546	-21912.399484157562	-22081.28927576542	-23901.998640418053	-21673.662504315376	-64973.3128734231	-1309.1065625548363	-37040.36952340603	-1097.6114381551743	-40687.29260849953	-47811.817085683346	-22541.22975844145	-19369.37725031376	-23061.379779934883	-1470.743007659912	-13367.740562438965	-17804.813860297203	-21799.344735443592	-24510.528565824032	-19797.792402923107	-22121.71119785309	-79413.83530437946	-76477.9084764123	-69440.89055210352	-21602.49105221033	-62430.876824080944	-23198.377536535263	-65410.51069301367	-68751.42448353767	-14548.033309936523	-12343.327415466309	-13180.86540222168	-971.67551612854
-74052.75781428814	-20803.41983062029	-59248.42307078838	-25164.89152699709	-977.1103897094727	-17669.701385498047	-19873.816874861717	-24108.687806129456	-21773.01489508152	-21987.604915976524	-23825.20937305689	-21587.6016600132	-64721.38783723116	-1386.5097360014915	-36982.687279343605	-1165.6242212057114	-40476.077723264694	-47600.86039632559	-22416.31989377737	-19306.360331594944	-22986.102936804295	-1518.293888092041	-13293.398338317871	-17721.013069987297	-21670.874789476395	-24416.898171901703	-19703.91870468855	-21994.482278943062	-79100.30467265844	-76174.72975641489	-69158.73560881615	-21475.523833990097	-62183.85243266821	-23034.889092683792	-65142.5049161315	-68499.74256062508	-14492.451755523682	-11781.172828674316	-13061.220420837402	-1040.131669998169
-73860.92968314886	-21280.464249551296	-59104.00247472525	-24996.52059572935	-1051.302490234375	-16979.532142817974	-19869.151319146156	-24079.162347257137	-21722.759777724743	-21916.583780825138	-24298.17239153385	-21633.50189948082	-64487.63606542349	-1442.575848519802	-36764.86702132225	-1221.979785323143	-40332.94422876835	-47426.4236112833	-22335.708458185196	-19251.850769519806	-22871.05068922043	-1578.4772682189941	-13232.83793258667	-17643.103219985962	-21643.188739717007	-24333.137333214283	-19648.463310837746	-21904.808461487293	-78858.35582774878	-75890.38606500626	-68890.9506277442	-21434.02826654911	-61931.82438224554	-23063.141358077526	-64898.44211882353	-68231.60324835777	-14474.099639892578	-11752.927543640137	-13096.190322875977	-1097.9194984436035
-73133.62489396334	-20545.10166323185	-58539.55284202099	-24820.59039348364	-1161.7454299926758	-16748.231397807598	-19710.524514615536	-23869.155690193176	-21551.123981416225	-21756.18574589491	-23472.0961804986	-21314.657495737076	-63928.602079212666	-1629.5502385497093	-36337.571512401104	-1381.2714012861252	-39996.26030379534	-46837.78292185068	-22023.010468006134	-19030.814825594425	-22659.202319979668	-1774.2154541015625	-13153.5927734375	-17543.41701710224	-21405.667226612568	-24082.821314692497	-19460.498595237732	-21721.167486548424	-78190.62583464384	-75247.45277810097	-68257.94001954794	-21187.366363584995	-61370.00397491455	-22767.838459849358	-64294.69480752945	-67614.43240523338	-14390.660629272461	-11606.786926269531	-14012.691024780273	-1296.0075016021729
-72669.16098362207	-20383.811755657196	-58183.11743015051	-24679.740317046642	-1316.1417655944824	-16711.392972409725	-19623.300771713257	-23678.53400361538	-21396.523771464825	-21599.577240407467	-23363.755804777145	-21194.362847447395	-63459.54585707188	-1753.9351090788841	-36185.94493997097	-1493.2631944417953	-39763.9234790802	-46643.832449913025	-21950.499147355556	-19000.666175067425	-22504.32907873392	-1724.4991340637207	-13066.666105389595	-17409.735900461674	-21285.70529013872	-23987.134305536747	-19334.4037681818	-21589.107566177845	-77701.76752531528	-74734.75628519058	-67937.839161098	-21469.42081260681	-61133.320981264114	-24268.70341080427	-63917.81625324488	-67147.7566369772	-14254.381217956543	-11588.760063171387	-12914.571269989014	-1404.9445514678955
-72634.26365989447	-20367.640266120434	-58118.40136617422	-24672.282298386097	-1303.1105422973633	-17310.469912052155	-19462.994669795036	-23627.64397907257	-21350.03385555744	-21546.403453826904	-23349.73781579733	-21169.383030295372	-63483.52492940426	-1764.7643918395042	-36198.99341773987	-1520.6565088033676	-39673.054856300354	-46595.813544631004	-21882.649643063545	-18919.78238171339	-22571.18426245451	-1835.6684074401855	-13051.621597290039	-17344.55932545662	-21256.176235735416	-23933.807162225246	-19326.871263861656	-21598.81165611744	-77566.2454457879	-74722.64604532719	-67840.85858279467	-21080.115685760975	-61003.01050674915	-22603.598112106323	-63891.855452895164	-67207.27251291275	-14225.522205352783	-12116.705871582031	-12868.810997009277	-1402.8528995513916
-72442.43552875519	-20844.68468505144	-57973.980770111084	-24503.91136711836	-1377.3026428222656	-16620.30066937208	-19458.329114079475	-23598.118520200253	-21299.778738200665	-21475.382318675518	-23822.700834274292	-21215.283269762993	-63249.77315759659	-1820.8305043578148	-35981.17315971851	-1577.0120729207993	-39529.92136180401	-46421.37675958872	-21802.03820747137	-18865.272819638252	-22456.132014870644	-1895.8517875671387	-12991.061191558838	-17266.649475455284	-21228.49018597603	-23850.046323537827	-19271.415870010853	-21509.13783866167	-77324.29660087824	-74438.30235391855	-67573.07360172272	-21038.62011831999	-60750.982456326485	-22631.850377500057	-63647.792655587196	-66939.13320064545	-14207.17008972168	-12088.460586547852	-12903.780899047852	-1460.6407279968262
-72116.949216187	-20783.832627534866	-57713.98804551363	-24447.263857364655	-1439.805908203125	-17296.294517695904	-19342.276162147522	-23453.51525348425	-21160.394149124622	-21381.697958886623	-23745.911566913128	-21129.222425460815	-62997.84812140465	-1898.23367780447	-35923.49091565609	-1645.0248559713364	-39318.706476569176	-46210.42007023096	-21677.128342807293	-18802.255900919437	-22380.855171740055	-1943.4026679992676	-12916.718967437744	-17182.848685145378	-21100.02024000883	-23756.415929615498	-19177.542171776295	-21381.908919751644	-77010.76596915722	-74135.12363392115	-67290.91865843534	-20911.652900099754	-60503.95806491375	-22468.361933648586	-63379.786878705025	-66687.45127773285	-14151.588535308838	-11526.30599975586	-12784.135917663574	-1529.096881866455
-71715.13073956966	-20109.322098731995	-57409.531137406826	-24327.981164872646	-1487.7455825805664	-16388.999924361706	-19299.702309548855	-23388.11186313629	-21128.142941892147	-21314.98428374529	-22996.62462323904	-20896.43886601925	-62690.739171385765	-2007.804894387722	-35553.87765079737	-1736.3036888837814	-39193.237436831	-45832.7360701561	-21489.34021729231	-18644.23687571287	-22244.283645629883	-2091.589973449707	-12911.816032409668	-17166.963272571564	-20990.96867287159	-23599.73030501604	-19083.45115441084	-21325.4968637228	-76656.5666077733	-73795.36906701326	-66940.06299352646	-20791.958215355873	-60189.162048995495	-22336.54747927189	-63044.04534429312	-66321.96235752106	-14123.731079101562	-11942.319969177246	-13820.281600952148	-1658.7287311553955
