-3213.150089263916	-1549.7581977844238	-99768.203125	-2433.4376363754272	-13169.010520935059	-20708.983446121216	-24835.762603759766	-89370.736328125	-90157.857421875	-79745.23828125	-24846.717330932617	-24239.587020874023	-26741.913482666016	-25278.232513427734	-28428.29709625244	-11334.09745311737	-2842.7998354434967	-529.9719068408012	-19599.69482421875	-730.2106453180313	-41765.654296875	-27351.753204345703	-8141.588943481445	-1275.5247268676758	-11357.965999603271	-80078.03515625	-26656.323440551758	-88434.9296875	-86813.63671875
-3306.4633827209473	-1658.1582832336426	-99213.66532987356	-2514.4195699691772	-13295.343528747559	-20583.006952524185	-24680.45931839943	-88854.39147764444	-89636.33660060167	-79278.1643859744	-24683.43064326048	-24102.92961883545	-26598.690185546875	-25144.941192626953	-28271.937698364258	-11492.811671257019	-2990.079223871231	-681.4338361620903	-19488.887969970703	-908.8914619684219	-41528.03611445427	-27168.49777764082	-7988.04931640625	-1086.9619669914246	-11219.403560638428	-79600.25375699997	-26503.809356451035	-87923.03426235914	-86340.32679706812
-3376.046497106552	-2132.1392097473145	-96700.29654687643	-2047.926833152771	-13796.848922729492	-20026.805271744728	-24071.41292989254	-86596.5473728776	-87388.43744409084	-77311.32793605328	-24051.589619517326	-23508.45606404543	-25919.828594088554	-24568.073129236698	-27522.086486697197	-12148.797310829163	-3666.37637925148	-1360.4805547595024	-18999.954010009766	-1703.2052356004715	-40468.473256111145	-26461.342011213303	-7707.199792504311	-1648.8420715332031	-10561.306567907333	-77651.12543720007	-25820.520881474018	-85726.65160483122	-84234.35461121798
-3932.7881660461426	-2076.048480987549	-96148.01580172777	-2130.735022544861	-12314.721684217453	-19947.267749905586	-23935.24451214075	-86088.65528911352	-86874.17043119669	-76850.70502668619	-23891.945996701717	-23316.18713980913	-25794.136678397655	-24360.503111064434	-27382.06811916828	-10529.148249745369	-3901.731785058975	-1560.4225723147392	-18878.44769668579	-1920.13958466053	-40259.14171624184	-26378.289465248585	-8815.255683898926	-1997.1257019042969	-12203.887851715088	-77147.15116655827	-25701.690321445465	-85258.04388421774	-83557.95842015743
-3469.3597905635834	-2240.539295196533	-96145.75875174999	-2128.908766746521	-13923.181930541992	-19900.828778147697	-23916.109644532204	-86080.20252239704	-86866.91662281752	-76844.25404077768	-23888.302931845188	-23371.798662006855	-25776.605296969414	-24434.781808435917	-27365.727088809013	-12307.511528968811	-3813.6557676792145	-1511.9424840807915	-18889.14715576172	-1881.8860522508621	-40230.855073690414	-26278.08658450842	-7553.660165429115	-1460.279311656952	-10422.74412894249	-77173.34403795004	-25668.006797373295	-85214.75617969036	-83761.0446895361
-3856.9160957336426	-702.5067709088326	-96061.38717526197	-2953.477442741394	-13800.62924194336	-19885.765856325626	-23948.693011522293	-85951.49735999107	-86670.42590618134	-76711.90326565504	-23980.741767644882	-23361.844367921352	-25798.28801482916	-24302.003714323044	-27407.09045392275	-12247.46374797821	-3870.4668662548065	-1544.9932162165642	-18874.839038848877	-1927.1906316280365	-40178.782428085804	-26348.43077790737	-8639.469497680664	-1974.222785949707	-10448.553539514542	-77037.21720212698	-25616.917533397675	-85097.01406496763	-83611.51796531677
-3635.841495513916	-2325.486484527588	-95656.4684702754	-3067.394896507263	-13012.112732946873	-19921.742268800735	-23837.893957078457	-85732.25956124067	-86496.71029269695	-76436.504139781	-23834.938245415688	-23250.64506226778	-25695.64484924078	-24255.77629762888	-27286.391849517822	-11760.285118103027	-3969.0430629253387	-1664.3706924319267	-18835.751762390137	-865.1938662528992	-40052.592078745365	-26289.761382102966	-8254.115474104881	-1679.8672714233398	-11035.010696351528	-76790.01575827599	-25585.56639266014	-84807.96809858084	-83301.00463336706
-4026.101459503174	-2184.4485664367676	-95593.47800660133	-2211.716956138611	-12441.054692029953	-19821.291256308556	-23779.941226780415	-85572.31043863297	-86352.64960992336	-76383.6311314106	-23728.65930902958	-23179.529737770557	-25650.913381278515	-24227.211790263653	-27225.708721280098	-10687.862467885017	-4049.0111734867096	-1711.8845016360283	-18767.640842437744	-2098.8204013109207	-40021.523533821106	-26195.0340385437	-8661.71605682373	-1808.5629420280457	-12065.325412750244	-76669.36976730824	-25549.176237344742	-84746.14845907688	-83084.64849847555
-3950.229389190674	-810.9068563580513	-95506.84938013554	-3034.459376335144	-13926.96224975586	-19759.789362728596	-23793.389726161957	-85435.15250951052	-86148.90508490801	-76244.82937037945	-23817.455079972744	-23225.186965882778	-25655.064717710018	-24168.712393522263	-27250.731056034565	-12406.177966117859	-4017.746254682541	-1696.4551455378532	-18764.03218460083	-2105.871448278427	-39941.16424566507	-26165.175351202488	-8485.929870605469	-1785.6600260734558	-10309.991100549698	-76559.43580287695	-25464.40344929695	-84585.11863982677	-83138.20804363489
-3729.1547889709473	-2433.8865699768066	-95101.93067514896	-3148.376830101013	-13138.445740759373	-19795.765775203705	-23682.59067171812	-85215.91471076012	-85975.18947142363	-75969.4302445054	-23671.65155774355	-23113.987660229206	-25552.42155212164	-24122.4849768281	-27130.03245162964	-11918.999336242676	-4116.322451353073	-1815.8326217532158	-18724.94490814209	-1043.8746829032898	-39814.973896324635	-26106.505955398083	-8100.575847029686	-1491.3045115470886	-10896.448257386684	-76312.23435902596	-25433.052308559418	-84296.07267343998	-82827.69471168518
-4415.7040367126465	-2825.0493965148926	-93553.53573095798	-3251.5169820785522	-11958.243472278118	-19848.14564847946	-23550.215098679066	-83801.76510316133	-84604.43828725815	-74822.0620855093	-23639.721896111965	-23042.14279437065	-25462.335686266422	-23911.988137960434	-26505.10538172722	-9623.888224720955	-4581.627890825272	-2253.866310298443	-18414.730194091797	-2675.567306160927	-39165.74514204264	-25812.336509168148	-9260.33472442627	-2482.371078491211	-12753.571598052979	-75109.44421547651	-25201.17238163948	-82859.36921817064	-81372.66626793146
-4095.6845738887787	-2658.4294929504395	-93080.1092236042	-1745.2242193222046	-12942.560086011887	-19265.0895755291	-23170.894838273525	-83314.46633386612	-84104.75045341253	-74416.79468148947	-23096.818285286427	-22585.056182980537	-24972.051789820194	-23650.343726873398	-26475.857509613037	-11343.848107457161	-4725.308328866959	-2390.9312202334404	-18278.706882476807	-2893.1341749429703	-38961.96067547798	-25487.878272116184	-8380.866532921791	-2370.443046569824	-11407.22842001915	-74720.24144750834	-24865.887762367725	-82549.76580154896	-80978.67631262541
-4509.017330169678	-2933.4494819641113	-92998.99793583155	-3332.4989156723022	-12084.576480090618	-19722.16915488243	-23394.91181331873	-83285.42025268078	-84082.91746598482	-74354.98819023371	-23476.435208439827	-22905.485392332077	-25319.11238914728	-23778.696817159653	-26348.745983839035	-9782.602442860603	-4728.907279253006	-2405.328239619732	-18303.92333984375	-2854.2481228113174	-38928.126959621906	-25629.081082463264	-9106.795097351074	-2293.8083186149597	-12615.009159088135	-74631.66281622648	-25048.658297538757	-82347.47379302979	-80899.35634624958
