-95080.984375	-26881.965545654297	-24149.042572021484	-82910.05078125	-26111.309326171875	-83731.17224121094	-26924.9306640625	-26509.285186767578	-75325.76171875	-48788.0256652832	-34600.08757400513	-35574.26943206787	-30320.17046737671	-15513.215629577637	-16445.446937561035	-26513.73846435547	-24219.196502685547	-89739.94140625	-24847.425506591797	-81618.1953125
-94957.36735832691	-26848.11541748047	-24117.045417785645	-82802.69630455971	-26064.22022855282	-83643.95485198498	-26893.6512298584	-26471.797149658203	-75222.62169796228	-48733.51884269714	-34633.18765640259	-35598.78112030029	-30353.27054977417	-15544.708839416504	-16428.196815490723	-26481.510986328125	-24243.22784423828	-89626.44958037138	-24812.195304870605	-81514.92303276062
-93439.67943435907	-26415.202152252197	-23719.445953309536	-81464.34404957294	-25646.29403245449	-82267.68307483196	-26466.864560306072	-26053.31389325857	-73982.55063551664	-47999.88367801905	-34348.0854318738	-35205.732859909534	-30432.702908873558	-15136.706245660782	-16425.66520690918	-26059.454475343227	-23805.273052215576	-88163.49422514439	-24406.97634756565	-80171.00846159458
-91986.24434566498	-26111.874379515648	-23505.090763032436	-80199.43223786354	-25401.260660290718	-81052.37861776352	-26166.2762991786	-25710.13543444872	-72912.26404124498	-47420.83029580116	-34114.69297170639	-36310.73205566406	-31105.07131576538	-15165.785885930061	-15959.300483703613	-25673.40959763527	-23430.416432261467	-86829.87503802776	-24080.555883526802	-78975.4800337553
-90354.21230590343	-25526.122085094452	-22874.666160583496	-78767.22561341524	-24787.295954942703	-79533.34597438574	-25566.469891369343	-25186.555779457092	-71506.73120433092	-45971.70102035999	-31690.478995919228	-32685.04027712345	-27557.64606320858	-15437.760063171387	-15629.981575012207	-25184.29570490122	-22993.36949980259	-85297.11790782213	-23611.326435029507	-77526.97064626217
-88153.2617598176	-25008.878119051456	-22468.93940126896	-76900.80085599422	-24315.239011585712	-77632.99547356367	-25009.75829577446	-24629.51379621029	-69872.24731570482	-45744.9289329052	-36334.97668838501	-37056.086570739746	-32188.576656341553	-17266.477088928223	-15368.70679473877	-24635.474018394947	-22486.067522406578	-83176.4502646923	-23125.045405864716	-75682.79121339321
-87516.93906372786	-24656.10539084673	-22211.30978524685	-76330.62852972746	-24032.16316705942	-76975.12559884787	-24750.957870841026	-24424.69319742918	-69237.867426157	-45044.18307065964	-32912.898995399475	-33328.06510472298	-29435.75872707367	-17401.848426818848	-15184.456565856934	-24423.95908176899	-22309.754967093468	-82612.75904726982	-22897.263256907463	-75080.31480544806
-86428.1941382289	-24988.688768446445	-22544.85921984911	-75367.05403643847	-24314.990408718586	-76283.87222456932	-24794.197807133198	-24299.75485342741	-68487.47289329767	-44314.85626220703	-30689.5730355978	-31532.390685915947	-27832.86507076025	-15253.135783016682	-15245.490196228027	-24344.117716252804	-22267.342156291008	-81702.81610327959	-22863.447232842445	-74263.07439506054
-84277.45788729191	-23857.585481464863	-21446.38359415531	-73453.44610196352	-23182.186404287815	-74322.51901167631	-23977.97705566883	-23623.485456049442	-66867.55439329147	-44037.80275154114	-37432.09574890137	-37903.13646697998	-33223.247619628906	-12815.566158890724	-14756.145149230957	-23627.866462945938	-21576.60725438595	-79485.27935624123	-22156.74617511034	-72322.50951319933
-81550.58700466156	-23032.581079661846	-20662.15321946144	-70988.12322324514	-22395.067860007286	-71677.53373342752	-23030.908281087875	-22717.211477458477	-64364.83741289377	-42079.32612550259	-31661.882618546486	-31322.24628865719	-28875.42141532898	-12277.24476569891	-14169.80574798584	-22663.104783415794	-20768.319232702255	-76944.76009619236	-21212.923028111458	-69964.69429785013
