-23747.881088256836	-80576.84765625	-78414.62890625	-67518.73931884766	-69249.30859375	-11103.77017211914	-10769.50040435791	-19911.943603515625	-21037.05307006836	-74810.244140625	-1267.7683591842651	-736.4222688674927	-41490.4453125	-31927.17279815674	-25301.143089294434	-13134.362045288086	-68892.43359375	-23076.751586914062	-23020.45639038086	-75194.482421875	-20749.807189941406	-68349.1640625
-23689.638511657715	-80392.9968278408	-78236.23852092028	-67363.54481011629	-69089.38020473719	-11055.283142089844	-10722.397773742676	-19866.61336517334	-20992.064792633057	-74636.58033788204	-1213.7108931541443	-783.449460029602	-41412.060750961304	-31973.449745178223	-25347.19487762451	-13105.069808959961	-68743.7764762044	-23022.865242004395	-22966.883613586426	-75020.87360239029	-20709.39656829834	-68200.50588434935
-23620.596115112305	-80157.20408523083	-78009.43455672264	-67174.23351585865	-68905.32621103525	-11001.75814819336	-10671.559219360352	-19813.7166595459	-20931.783210754395	-74426.67496049404	-1376.9317808151245	-623.28781914711	-41311.69982147217	-31904.65306854248	-25409.852966308594	-13074.698104858398	-68550.46139544249	-22968.99136352539	-22912.949783325195	-74809.16338431835	-20650.499557495117	-68001.23647761345
-23605.644643366337	-80067.08162623644	-77904.97345286608	-67100.72851198912	-68804.06853610277	-10973.98860168457	-10642.904273986816	-19793.47200012207	-20915.340225219727	-74325.74498158693	-1141.5055418014526	-868.4807329177856	-41266.870738744736	-31859.870859622955	-25436.535346984863	-13057.438095092773	-68488.30813491344	-22935.884162902832	-22880.305618286133	-74738.52318322659	-20624.320327699184	-67924.12818980217
-23562.353538513184	-79973.35325682163	-77831.04417139292	-67019.03900712729	-68745.39782202244	-10953.271118164062	-10624.456588745117	-19768.386421203613	-20886.79493331909	-74253.01115775108	-1322.8743147850037	-670.3150103092194	-41233.31525993347	-31950.930015563965	-25455.904754638672	-13045.405868530273	-68401.80427789688	-22915.105018615723	-22859.37700653076	-74635.55456483364	-20610.08893585205	-67852.5782994628
-23547.402066767216	-79883.23079782724	-77726.58306753635	-66945.53400325775	-68644.14014708996	-10925.501571655273	-10595.801643371582	-19748.141761779785	-20870.351947784424	-74152.08117884398	-1087.4480757713318	-915.507924079895	-41188.48617720604	-31906.14780664444	-25482.58713531494	-13028.145858764648	-68339.65101736784	-22881.997817993164	-22826.7328414917	-74564.91436374187	-20583.909706056118	-67775.47001165152
-23478.359670221806	-79647.43805521727	-77499.77910333872	-66756.22270900011	-68460.08615338802	-10871.976577758789	-10544.963088989258	-19695.245056152344	-20810.07036590576	-73942.17580145597	-1250.668963432312	-755.346283197403	-41088.125247716904	-31837.351130008698	-25545.245223999023	-12997.774154663086	-68146.33593660593	-22828.12393951416	-22772.79901123047	-74353.20414566994	-20525.012695252895	-67576.20060491562
-22941.92453932762	-77976.90628933907	-75816.06856459379	-65306.96708714962	-66985.56751668453	-10358.994207024574	-10039.514366924763	-19246.85309803486	-20367.305364727974	-72343.50958365202	-559.745767056942	-1409.8226289749146	-40082.8152706027	-30601.05419230461	-24203.54019343853	-12763.639175415039	-66729.90440899134	-22307.9016340971	-22252.587142825127	-72750.79256492853	-20108.62078654766	-66092.27249675989
-22883.6819627285	-77793.05546092987	-75637.67817926407	-65151.772578418255	-66825.63912767172	-10310.507176995277	-9992.411736309528	-19201.522859692574	-20322.31708729267	-72169.84578090906	-505.68830102682114	-1456.849820137024	-40004.43070906401	-30647.331139326096	-24249.591981768608	-12734.346939086914	-66581.24729144573	-22254.01528918743	-22199.014366030693	-72577.18374544382	-20068.210164904594	-65943.61431860924
-22814.63956618309	-77557.2627183199	-75410.87421506643	-64962.461284160614	-66641.58513396978	-10256.982183098793	-9941.573181927204	-19148.626154065132	-20262.03550541401	-71959.94040352106	-668.9091886878014	-1296.6881792545319	-39904.06977957487	-30578.534462690353	-24312.25007045269	-12703.975234985352	-66387.93221068382	-22200.141410708427	-22145.080535769463	-72365.47352737188	-20009.31315410137	-65744.34491187334
-22799.688094437122	-77467.1402593255	-75306.41311120987	-64888.95628029108	-66540.3274590373	-10229.212636590004	-9912.918236553669	-19128.381494641304	-20245.59251987934	-71859.01042461395	-433.4829496741295	-1541.8810930252075	-39859.24069684744	-30533.75225377083	-24338.93245112896	-12686.715225219727	-66325.77895015478	-22167.03421008587	-22112.4363707304	-72294.83332628012	-19983.13392430544	-65667.23662406206
-22756.39698958397	-77373.4118899107	-75232.48382973671	-64807.26677542925	-66481.65674495697	-10208.495153069496	-9894.47055131197	-19103.295915722847	-20217.047227978706	-71786.2766007781	-614.8517226576805	-1343.7153704166412	-39825.685218036175	-30624.811409711838	-24358.30185878277	-12674.682998657227	-66239.27509313822	-22146.25506579876	-22091.50775897503	-72191.86470788717	-19968.902532458305	-65595.68673372269
