-12826.142145395279	-170.35420525074005	-7005.30660122633	-8886.43141168356	-35872.76953125	-8457.922469198704	-44056.078125	-10160.045259296894	-7940.579821228981	-3960.631174981594	-10502.348218381405	-10732.181907713413	-4652.77647703886	-10454.576457858086	-27107.83375889063	-40317.5849609375	-46236.015625	-276.03195983171463	-43919.380167007446	-4818.350918829441	-22663.955078125	-16150.089837312698	-5080.446763038635	-15535.40823161602	-3821.357059240341	-16417.78515625	-8288.518237113953	-34705.390625	-5777.5200608968735	-43114.46875	-33781.26171875	-8678.732452392578	-260.28137838840485	-9029.801640093327	-221.7950810790062	-9122.695831298828	-8812.585037231445	-8401.1956782341	-13012.681989252567	-30848.33984375	-8117.35237801075	-141.3807591199875	-11203.771394193172	-36346.84375	-36263.99609375	-37073.9375	-34381.312072753906	-43491.28515625	-10608.448733508587	-6927.465277850628	-4935.4641998410225	-6086.806732177734	-6434.83790075779	-197.7908735871315	-5859.982840359211	-5800.753236293793
-12634.021499931812	-316.56312918663025	-6910.591515243053	-8766.5306853652	-35362.267194092274	-8290.844742000103	-43347.67191803455	-10000.710003376007	-7836.061964869499	-3901.9853783249855	-10362.739349603653	-10571.942321777344	-4586.462237536907	-10294.378621816635	-26690.395248055458	-39701.366421580315	-45467.476662397385	-162.88453954458237	-43211.278750658035	-4749.916745245457	-22312.979000627995	-15899.316518068314	-5008.761704444885	-15286.335583150387	-3776.8664186000824	-16200.160175442696	-8167.164171218872	-34250.74315339327	-5689.50139939785	-42484.956472337246	-33297.68427217007	-8554.385830879211	-501.91546511650085	-8912.302735328674	-363.81572180986404	-8987.406663060188	-8677.31285393238	-8262.499942064285	-12757.741319835186	-30434.333348751068	-8006.430754780769	-257.3475102186203	-11033.27427726984	-35824.930526554585	-35713.662980377674	-36606.34430748224	-33892.6641690135	-42879.62129688263	-10448.711061775684	-6815.006989657879	-4864.381546795368	-6001.018829345703	-6336.99348795414	-330.84967052936554	-5782.561660587788	-5717.954576015472
-12563.660037517548	-356.1091255545616	-6861.543499648571	-8735.107022225857	-35156.3244625926	-8288.910340547562	-43212.094219088554	-9944.93911767006	-7797.599893391132	-3908.365805566311	-10288.195415198803	-10559.987942695618	-4559.134928882122	-10273.43036711216	-26564.865695238113	-39494.765085339546	-45288.132976710796	-435.4034350514412	-43039.400814533234	-4728.880948126316	-22232.802490711212	-15829.28064751625	-4985.447861671448	-15138.6118106246	-3751.660281896591	-16103.307509183884	-8103.974658966064	-34041.63393598795	-5667.608073592186	-42200.77393889427	-33101.85637819767	-8512.019961476326	-146.63122427463531	-8841.628737092018	-410.993949174881	-8948.291491746902	-8645.868431806564	-8251.399881839752	-12748.896721720695	-30237.161529779434	-7933.86630064249	-299.5740727186203	-10936.992142617702	-35601.07881170511	-35520.15304142237	-36366.818944871426	-33653.46147465706	-42568.83207142353	-10403.577456653118	-6792.5281020998955	-4843.263001263142	-5968.646255493164	-6310.070379853249	-369.44342678785324	-5747.079026520252	-5680.155474185944
-12368.526126563549	-457.1691818833351	-6796.034883439541	-8610.88433599472	-34800.87210536003	-8286.103291451931	-42770.15832000971	-9844.392519295216	-7685.043874502182	-3918.9539180397987	-10188.814516305923	-10429.61194896698	-4542.983447253704	-10176.466717541218	-26381.814845383167	-39275.10405784845	-44962.512215554714	-512.7669067382812	-42649.864772200584	-4693.471921026707	-21978.580589056015	-15688.141129434109	-4949.268662452698	-14983.100336968899	-3772.9750017523766	-15923.245896339417	-8026.451519787312	-33673.79871118069	-5628.072398543358	-41807.1141859889	-32750.948472559452	-8406.056650221348	-873.4847366213799	-9275.435622215271	-559.3589515089989	-8885.4931640625	-8597.500926971436	-8140.3894864320755	-12627.793770313263	-29899.45076662302	-7938.995133280754	-388.3435818552971	-11107.569212019444	-35288.30540776253	-35198.23125612736	-35965.742878198624	-33421.66714692116	-42248.96736603975	-10305.944517791271	-6742.670664012432	-4825.535834491253	-5924.237213134766	-6271.2504678964615	-507.6519007086754	-5700.175782978535	-5629.339999675751
-12318.427958786488	-575.1178435087204	-6764.534416735172	-8541.051028430462	-34479.16905015707	-8148.424022316933	-42380.212637484074	-9786.574585318565	-7691.03478372097	-3911.8282766342163	-10117.56809270382	-10337.079936265945	-4511.302653491497	-10129.783048808575	-26238.129701256752	-38786.75414043665	-44500.484585762024	-559.5434112548828	-42331.3885062933	-4718.152066528797	-21797.278927624226	-15804.174464583397	-4910.964829444885	-14803.982134521008	-3765.239131093025	-15809.160247862339	-7957.454609453678	-33351.91517782211	-5579.200847029686	-41432.70385295153	-32520.57504951954	-8328.923425257206	-969.7611955404282	-8721.380664050579	-641.6281124353409	-8774.432729244232	-8471.439487814903	-8116.281023681164	-13846.033928453922	-29628.92457139492	-7800.855626642704	-446.91932582855225	-10796.392258048058	-34969.334365189075	-34865.660828888416	-35597.757529854774	-33025.15893769264	-41784.285938858986	-10242.755715310574	-6666.691006600857	-4764.619990170002	-5880.648902893066	-6222.694056153297	-595.296559035778	-5650.355201005936	-5596.765670776367
-12361.440007150173	-355.57690048217773	-6774.959738433361	-8573.296829879284	-34651.26269841194	-8157.305145263672	-42436.69498717785	-9828.674294173717	-7636.553842484951	-3888.7286786437035	-10212.450365900993	-10351.53673273325	-4508.979022204876	-10088.158120572567	-26087.020343601704	-38853.33539134264	-44618.47387510538	-577.7289616465569	-42394.67004227638	-4657.979825079441	-21887.882035017014	-15442.521727442741	-4911.935959815979	-14882.752056121826	-3704.078738927841	-15836.96978867054	-8007.451220750809	-33478.22833228111	-5566.91382920742	-41624.53986388445	-32645.58343589306	-8382.115303874016	-729.6963855028152	-8736.516555547714	-387.938007414341	-8836.818184912205	-8534.173031628132	-8111.960550367832	-12573.902885198593	-29769.404606997967	-7898.939196705818	-443.1383346915245	-10823.202062547207	-35061.59692490101	-34977.21008384228	-35772.72104769945	-33201.58573305607	-41924.06678724289	-10262.987019479275	-6684.869392752647	-4766.175566732883	-5880.227981567383	-6387.227092385292	-525.7738964557648	-5652.800849497318	-5596.424270153046
-12624.619887530804	-589.9301064610481	-6709.755038380623	-8528.554232180119	-34089.493359684944	-8110.72080463171	-42318.66984015703	-9955.871634542942	-7617.538106203079	-3965.5569499731064	-10082.985347092152	-10266.5049071908	-4526.41238451004	-10006.699341595173	-26385.442795038223	-38635.24239182472	-44512.74286085367	-683.1765440702438	-42170.65428632498	-4660.767607986927	-21585.618087112904	-15297.879108965397	-4906.888337135315	-14732.285954535007	-3974.5005344748497	-15746.561920762062	-7953.471392095089	-33086.44436901808	-5573.6001542806625	-41239.94623082876	-32157.55160290003	-8419.609570682049	-1194.1576153039932	-8686.949371397495	-810.9603212475777	-8716.462608098984	-8420.979666054249	-8058.608793735504	-12530.130613446236	-29354.58341920376	-7790.697384238243	-499.02165311574936	-10646.952638149261	-34682.80555897951	-34584.409167826176	-35490.86857539415	-32977.79390501976	-41631.9027120471	-10158.150350689888	-6638.888066470623	-4780.3491161465645	-5863.933769226074	-6154.813268184662	-596.1525067090988	-5627.54432618618	-5591.6849001049995
-12094.309141159058	-731.0051336288452	-7135.5823751688	-8384.869936048985	-34060.49900126457	-8207.09204363823	-41784.3736422658	-9613.151868581772	-7568.495781242847	-3856.2806344628334	-10016.713226020336	-10169.857675671577	-4415.920153796673	-9840.852833926678	-25733.905815064907	-37909.15647238493	-43715.42999637127	-716.3103581666946	-41353.50027549267	-4618.472695887089	-21254.78364855051	-15160.731712520123	-4824.538590431213	-14792.687234640121	-3717.9983208179474	-15480.585934102535	-8835.54695147276	-32795.775718033314	-5478.62720811367	-40971.32923275232	-32015.530275642872	-8240.464638471603	-944.3227151632309	-8488.01988774538	-762.8943082094193	-8608.500997900963	-8309.107206046581	-8037.3119087815285	-12444.393948554993	-29275.56322067976	-7708.469158113003	-591.4117207527161	-10680.38467168808	-34520.725261092186	-34479.826442718506	-35182.08558213711	-32652.57756125927	-41246.950314581394	-10037.820559859276	-6550.015882194042	-4667.675960600376	-5760.630764007568	-6115.976129055023	-644.3955320715904	-5560.549946010113	-5514.11624288559
-12204.625187635422	-713.8274174928665	-6578.789559662342	-8468.653415501118	-33955.275983154774	-9079.00241446495	-41642.15620779991	-9568.023310482502	-7522.705759882927	-3848.2691068053246	-9983.263598263264	-10205.478826224804	-4438.19591063261	-9913.598281085491	-25602.50360196829	-38098.56228119135	-43720.821158230305	-746.6161398887634	-41611.966993808746	-4564.218487799168	-21431.08029562235	-15194.550362348557	-4826.066788673401	-14649.885048031807	-3684.872789621353	-15520.833678543568	-7864.706149339676	-32926.399091959	-5464.491816878319	-40675.11002421379	-31999.100099742413	-8232.32527077198	-1041.8144285082817	-8490.638672590256	-815.8426487445831	-8610.247958958149	-8322.963575661182	-7986.797460496426	-12333.69395852089	-29212.983733952045	-7676.216159939766	-598.8206435441971	-10644.77485859394	-34433.88628798723	-34340.725580871105	-35002.66635006666	-32560.45205372572	-41163.746387541294	-10072.032038211823	-6579.859631717205	-4709.9052730202675	-5774.552276611328	-6105.434753775597	-629.2571748495102	-5530.466486990452	-5495.968099117279
-11860.811939954758	-861.9328201413155	-6555.262698948383	-8265.503952741623	-33407.2716242671	-7976.60484457016	-41094.29283249378	-9470.921845316887	-7435.498836994171	-3870.151019692421	-9804.034390628338	-10034.509977519512	-4401.509623706341	-9851.673308491707	-25512.11078774929	-37744.2732373476	-43226.98117631674	-796.2783581614494	-41061.873111486435	-4593.273068726063	-21111.90443855524	-15342.225756704807	-4779.786728858948	-14251.674239873886	-3716.8570736050606	-15314.620987951756	-7695.387892127037	-32320.3232640028	-5429.75318467617	-40125.34928894043	-31490.26180332899	-8056.247623085976	-1582.9645537734032	-8967.014646172523	-979.1919828653336	-8537.230062007904	-8256.355377554893	-7855.474831879139	-13461.145709514618	-28680.03549426794	-7622.498381912708	-693.8821485638618	-10700.190075874329	-33910.7960229516	-33799.895991265774	-34489.5629080534	-32065.514011859894	-40541.96814864874	-9940.251499593258	-6481.896392762661	-4654.691624820232	-5718.079383850098	-6059.106623291969	-905.1575861573219	-5490.548143625259	-5425.352434158325
