-49677.984375	-80729.6953125	-15802.270463943481	-663.3971623778343	-7702.1067925691605	-19023.412445425987	-300.1173018217087	-7900.066650390625	-9256.800231933594	-54269.59033203125	-45115.684967041016	-62916.50267791748	-81420.33984375	-328.1440541148186	-74518.82959699631	-36329.0205078125	-92571.109375	-17159.648948013783	-721.1797479391098	-15058.574077010155	-29954.84427833557	-45511.375	-43301.067991256714	-21355.744460105896	-15883.913469314575	-18564.114707946777	-75669.611328125	-17921.462218999863	-59729.51171875	-60291.97265625	-56810.013671875	-62074.970703125	-73880.37890625	-77705.01953125	-11636.44571018219	-8487.070999145508	-10728.587309837341
-49507.3285651803	-80455.62506395578	-15746.041903495789	-706.0301579833031	-7675.699504971504	-18953.432571411133	-352.27579486370087	-7938.330657958984	-9230.130432128906	-54109.92711549997	-44928.565002024174	-62712.276748239994	-81194.52764111757	-372.0995747447014	-74291.11143487692	-36206.78243345022	-92214.82812523842	-17081.746582627296	-793.0890973806381	-15000.084773182869	-29830.27401715517	-45345.177030563354	-43145.77804398537	-21284.32049846649	-15824.428051173687	-18488.081735014915	-75419.17385751009	-17864.257735967636	-59530.0431381464	-60100.18383872509	-56620.9644985795	-61887.119675934315	-73656.48057174683	-77447.0820903182	-11596.571320533752	-8458.596328735352	-10692.06829738617
-49477.22901326418	-80397.59378689528	-15735.204387664795	-701.3336858153343	-7669.548015713692	-18948.837213158607	-358.7309626340866	-7868.162353515625	-9220.585464477539	-54048.051960110664	-44915.44115304947	-62662.7843337059	-81089.87119680643	-390.45519226789474	-74205.76714062691	-36174.363845825195	-92123.6562500596	-17097.72517901659	-836.9979709982872	-14997.579058468342	-29819.032886087894	-45320.37597870827	-43104.99873304367	-21252.59150838852	-15806.51042431593	-18478.890710949898	-75357.58020919561	-17838.009761571884	-59506.665895819664	-60051.74655455351	-56537.81867867708	-61765.43947541714	-73591.77768224478	-77407.84004467726	-11589.16666507721	-8551.3291015625	-10680.8942861557
-49058.259368002415	-79706.6563667655	-15603.26980650425	-781.6359166502953	-7612.777156949043	-18772.544735491276	-469.5522793531418	-7804.982620239258	-9151.773498535156	-53630.83319914341	-44517.47800165415	-62089.062620937824	-80396.77742797136	-187.6298367381096	-73547.90803676844	-35871.866265535355	-91389.6640638709	-16940.39359909296	-1075.4094720482826	-14877.496242403984	-29512.63165664673	-44952.71389812231	-42769.33760905266	-21106.94109249115	-15700.290023803711	-18347.051362156868	-74711.4238705039	-17657.265897214413	-58999.80929583311	-59570.762552022934	-56074.58466756344	-61362.55645686388	-72971.15251976252	-76780.73053604364	-11490.035813331604	-8383.846574783325	-10594.761939048767
-48711.79586625099	-79124.53935277462	-15506.417185127735	-881.5279474258423	-7743.545688152313	-18660.40575528145	-581.6281739473343	-7757.403533935547	-9103.255157470703	-53274.48053443432	-44244.19402605295	-61759.18415814638	-79874.79337537289	-590.3419119715691	-73065.60356521606	-35635.76043987274	-90723.96093821526	-16806.085732221603	-1199.3056581616402	-14775.909046828747	-29279.913345217705	-44610.315822184086	-42448.43996888399	-20950.671148240566	-15599.306727826595	-18210.872849583626	-74235.3588269949	-17594.34891331196	-58629.83453506231	-59177.833730340004	-55727.18146431446	-60896.62561947107	-72506.8014215827	-76192.10555171967	-11392.063732147217	-8330.425735473633	-10838.909652709961
-48560.24977862835	-78904.18416965008	-15422.033023953438	-905.9460963606834	-7550.8995171785355	-18526.63476842642	-639.7562386989594	-7743.22509765625	-9053.155319213867	-52982.43942403793	-44131.33352994919	-61410.590374708176	-79574.6811709404	-636.2750687003136	-72817.66951078176	-35478.75340420008	-90558.4688245058	-16765.799495220184	-1400.8326645493507	-15319.16686308384	-29195.587938547134	-44434.37796252966	-42315.323693692684	-20922.253108739853	-15542.922678291798	-18097.510346233845	-73947.54336261749	-17444.36747866869	-58328.95879596472	-58863.19139063358	-55492.5900195837	-60603.19909232855	-72161.66919642687	-75913.75436115265	-11458.435474395752	-8282.522304534912	-10484.964045524597
-48332.08215492964	-78555.20365428925	-15363.039580762386	-930.5078653693199	-7511.4461632966995	-18513.255917310715	-675.4909366369247	-7717.848968505859	-9009.427291870117	-52851.545600533485	-43910.69537627697	-61241.6761764884	-79259.4264318347	-694.2374159693718	-72598.57257533073	-35391.463020801544	-89992.1328971386	-16671.66884225607	-88.95048403739929	-14632.410380899906	-29029.869159519672	-44310.15431982279	-42195.31085509062	-20765.951663970947	-15466.100952863693	-18123.635189652443	-73702.11158561707	-17453.731978833675	-58088.88021349907	-58655.348569869995	-55261.860276937485	-60396.97432368994	-71978.04859727621	-75644.84817826748	-11332.2612657547	-8261.342475891113	-10439.11955165863
-48092.07085925341	-78101.50040704012	-15307.416527688503	-999.7667016983032	-7654.216052532196	-18409.538045346737	-751.0631514787674	-7662.31950378418	-8998.228424072266	-52635.72340154648	-43645.987060666084	-60931.744101166725	-78851.23095959425	-449.8276945948601	-72094.6820049882	-35178.606197595596	-89542.51562708616	-16586.83038330078	-1553.535382270813	-14594.831212222576	-28837.700723528862	-44051.6547203064	-41916.709586679935	-20701.86778062582	-15415.683282315731	-17993.809503793716	-73277.1713693738	-17330.15259152651	-57900.132112145424	-58456.62362611294	-54991.7524600029	-60184.21137320995	-71597.57503509521	-75267.81655651331	-11245.65383529663	-8227.20131111145	-10705.084281921387
-47949.53216904402	-77949.07059651613	-15210.374163508415	-412.5863408446312	-7434.754467129707	-18425.460850834846	-769.9865972995758	-7602.7874755859375	-8927.033798217773	-52373.7898966074	-43510.81494170427	-60607.52415716648	-78378.29374802113	-832.4735493063927	-71885.53961730003	-35040.58362799883	-89186.11718928814	-16532.431618452072	-1683.6123687028885	-14522.431699514389	-28922.379122376442	-43895.70321184397	-41749.842131733894	-20587.22631496191	-15307.691799461842	-17921.40440571308	-73168.9801632762	-17284.49155884981	-57536.39282143116	-58083.91745185852	-54736.944526553154	-59823.31234872341	-71290.77828234434	-75085.03594011068	-11229.950835227966	-8205.876014709473	-10357.60392665863
-47891.315497517586	-77769.3988814354	-15240.350451409817	-1037.7032251358032	-7621.657275676727	-18334.962813079357	-809.6768122911453	-7630.41520690918	-8962.013656616211	-52414.18502962589	-43445.74324667454	-60678.02575695515	-78520.76231265068	-512.1388327479362	-71781.6195486188	-35023.94953560829	-89095.06250214577	-16524.90661430359	-1669.3536053299904	-14533.836193680763	-28701.889331281185	-43860.655699014664	-41720.64032846689	-20598.714828908443	-15338.280237317085	-17908.585506796837	-72965.14025044441	-17246.70013409853	-57677.28628921509	-58216.39752441645	-54719.55746680498	-59874.68014550209	-71308.97381108999	-74970.63706994057	-11198.37479019165	-8291.459413528442	-10657.391258239746
