-6387.195546686649	-6383.698255419731	-12857.641290783882	-2648.360990524292	-13309.70514678955	-59984.9140625	-13327.662185668945	-6746.574823617935	-78826.328125	-16510.01469939947	-12359.635028839111	-210.0407453775406	-281.40880930423737	-8256.531707763672	-17078.09600830078	-18586.608750522137	-15396.14782333374	-16369.760635375977	-18327.513484418392	-464.47145080566406	-19078.634550035	-15333.145324707031	-15663.125322341919	-7761.241226196289	-247.06898832321167	-18341.28674918413	-421.22986602783203	-13427.612998962402	-24473.4208984375	-3124.6073424220085	-13080.90535736084	-14624.472566127777	-10773.081359863281	-15821.390216827393	-34699.39453125	-613.6093211770058	-7329.90576171875	-7219.4502811431885	-15861.4056930542	-21676.126953125	-14450.927778720856	-14063.322471618652	-15015.414350390434	-15904.851998806	-5513.99101215601	-5487.700765907764	-68787.52734375	-68216.3125	-15009.942101597786	-13321.418042480946	-12817.771737396717	-41608.650390625	-199.46545588970184	-7721.178072094917	-33886.149976313114	-42480.185546875	-8766.897596359253	-6822.298372864723	-48205.83203125	-318.17325562238693	-35984.831257522106	-8625.51487839222	-289.76934456825256
-6292.280318558216	-6288.749352574348	-12749.507389187813	-2747.798009634018	-13193.705950558186	-59402.52379631996	-13213.059705734253	-6699.025812387466	-78119.2109400034	-16354.98323482275	-12239.152402281761	-348.77091807127	-384.1942516565323	-8184.103942871094	-16928.06808567047	-18415.331706941128	-15258.480519294739	-16228.943296670914	-18168.80451321602	-542.7349014282227	-18912.658881366253	-15195.845195293427	-15520.419299602509	-7693.801681518555	-348.4545474052429	-18171.755333840847	-504.003173828125	-13298.568491697311	-24234.559895515442	-3283.1369900107384	-12964.41726732254	-14493.678411602974	-10679.399269104004	-15654.889828920364	-34358.653887569904	-712.9314895272255	-7265.784606933594	-7178.17568397522	-15705.692041873932	-21465.88891363144	-14316.359660804272	-13939.272604942322	-14873.323732793331	-15764.89776980877	-5362.850659668446	-5349.162156522274	-68132.51172918081	-67549.17981654406	-14867.988468706608	-13190.923520624638	-12687.387654602528	-41195.08061814308	-370.15943598747253	-7827.862157940865	-33497.81276297569	-42076.93620336056	-8689.413717269897	-6773.23250067234	-47729.73090022802	-425.22068828344345	-35568.92048287392	-8539.555619359016	-425.00176990032196
-6129.331774830818	-6121.356745421886	-12676.108916282654	-2823.453681945801	-13110.259998440742	-59161.51356655359	-13145.889670073986	-6656.826013803482	-77694.79689538479	-16330.399192869663	-12192.266320228577	-418.3095656633377	-436.5837322473526	-8150.2513427734375	-16851.830985963345	-18785.23589092493	-15544.925029754639	-16410.627555847168	-18442.452609360218	-568.9918918609619	-18966.41820257902	-15164.025505065918	-15451.128388404846	-7690.469902038574	-404.318519115448	-18090.82565432787	-561.9286193847656	-13238.636040270329	-24131.3090133667	-3371.0328848958015	-12889.849695384502	-14424.668125092983	-10605.792953372002	-15711.719746112823	-34197.6181371212	-750.6894374489784	-7235.658706665039	-7125.81450843811	-15635.709717035294	-21373.338012576103	-14253.348469138145	-13890.48057347536	-14788.855087935925	-15664.998415231705	-5680.764566957951	-5651.860590279102	-67799.44164592028	-67299.62550604343	-14746.519273459911	-13127.36698436737	-12616.661478459835	-41012.571448385715	-451.393357694149	-7889.3951407670975	-33222.77903997898	-41870.39095950127	-8651.034002304077	-6746.69751226902	-47513.35647243261	-485.157344520092	-35332.24347496033	-8488.013547062874	-491.4270513057709
-6593.862864077091	-6579.596586108208	-12636.687836766243	-2553.874662399292	-13065.177077233791	-58691.03135108948	-13063.584020614624	-6633.768732309341	-77259.1796888113	-16169.274398744106	-12099.27257168293	-527.1537440419197	-532.4085952043533	-8087.086380004883	-16724.216898679733	-18136.771896600723	-15048.302408874035	-16004.03427875042	-17922.34014183283	-665.6394653320312	-18747.540968835354	-15015.869052886963	-15342.657121658325	-7593.944808959961	-474.16935110092163	-17968.89244157076	-621.7525215148926	-13142.982622861862	-23923.057514190674	-3030.104808986187	-12847.802098631859	-14335.780732631683	-10533.262799739838	-15524.569660007954	-33946.14319753647	-826.5261564850807	-7210.341125488281	-7085.581781387329	-15491.666026949883	-21207.196595966816	-14136.38961750269	-13776.374469816685	-14718.96477663517	-15573.926786065102	-5668.792403101921	-5638.746285021305	-67239.37567454576	-66615.67217087746	-14882.220718026161	-13154.011478483677	-12654.601649940014	-40702.65890419483	-608.672153532505	-7504.306183040142	-33572.97333109379	-41505.928506433964	-8589.831686019897	-6678.533320069313	-47095.28581225872	-545.7135998606682	-35642.185478031635	-8510.081238865852	-565.540084540844
-6986.147143423557	-6937.841620206833	-13170.23009300232	-2984.8368377685547	-12993.800565421581	-58434.867234528065	-12969.070165336132	-6592.077387094498	-76754.867372334	-16097.557815015316	-12016.584344267845	-593.4730685353279	-554.4769817590714	-8066.137344360352	-16638.192351579666	-18049.158558487892	-14977.278422892094	-15914.156441271305	-17859.547350764275	-718.5291748046875	-18530.2739661932	-14906.283825874329	-15254.217187285423	-7576.254089355469	-501.3255114555359	-17901.094285428524	-696.4704208374023	-13105.156585931778	-23810.700358748436	-3555.3355488181114	-12717.219055056572	-14218.828893482685	-10490.996216773987	-15409.99149364233	-33762.049320697784	-912.833274781704	-7197.387153625488	-7061.190614700317	-15433.783990383148	-21113.84207814932	-14096.362702727318	-13688.180741608143	-15428.287887692451	-15533.740771353245	-5865.483741402626	-5831.917918086052	-66985.41068482399	-66330.4453971982	-15644.86206048727	-13034.327687621117	-13266.696754872799	-40513.19393134117	-675.1859230399132	-8030.754018902779	-34221.46567827463	-41372.821162343025	-8528.719591140747	-6685.2571321725845	-46932.09929698706	-611.4698330760002	-36340.25687468052	-8440.30060684681	-634.4712138175964
-7188.470148921013	-7128.405256509781	-12446.018621385098	-3114.2735290527344	-12852.389109611511	-57692.5561376214	-12835.696252286434	-6521.458482980728	-75952.35167998075	-15918.08776807785	-11891.409228146076	-766.8901082277298	-708.8750571608543	-7969.922813415527	-16477.129652440548	-17932.432330548763	-14851.208983421326	-15780.07879269123	-17636.60650765896	-805.5428771972656	-18344.188155531883	-14764.75592905283	-15145.245748519897	-7514.849800109863	-642.7400817871094	-17669.935135662556	-744.4328536987305	-12951.894264936447	-23604.321164608	-3770.1287668943405	-12622.389499247074	-14084.829139947891	-10357.62712419033	-15922.092874407768	-33429.520866930485	-979.9058285355568	-7100.064323425293	-6982.779359817505	-15298.765255391598	-20898.491552591324	-13925.437880456448	-13540.816106498241	-14282.696163594723	-15711.057010114193	-5012.8347989320755	-4993.962795257568	-66389.92358660698	-65649.85197031498	-14239.858099579811	-12613.398002147675	-12122.742153167725	-40052.90769922733	-836.0222957134247	-8158.186946511269	-32303.79192107916	-40920.24488532543	-8435.201383590698	-6625.660158753395	-46520.654809474945	-693.7794344425201	-34239.03535616398	-8340.434748649597	-765.6973506212234
-8247.264622569084	-8228.10331594944	-12023.718322515488	-3733.6834354400635	-12534.791021585464	-54696.78828936815	-12197.87948602438	-6233.898523569107	-71947.01585006714	-15006.255551576614	-11298.203793644905	-1522.3065608739853	-1312.5920094251633	-7673.202541351318	-15569.127085328102	-16992.148499906063	-14055.800466895103	-14954.654943108559	-16812.16262215376	-1257.0830993652344	-17466.934975147247	-13995.722486615181	-14253.923401713371	-7122.695770263672	-1200.7420465946198	-16800.97640967369	-1215.5319595336914	-12242.877229571342	-22198.12182432413	-4699.712333381176	-11974.51545125246	-13384.70309484005	-9936.508922934532	-14657.909205496311	-31620.504176557064	-1564.237403690815	-6825.147689819336	-6699.262117803097	-14500.420237600803	-19783.695143163204	-13166.091545045376	-12843.139557421207	-13757.238444149494	-14502.828333616257	-6280.7998868227005	-6226.977822899818	-62674.50919598341	-62057.43828189373	-13140.153054058552	-11702.483772575855	-11220.669482767582	-37877.8424680233	-1633.0430582761765	-8780.289924740791	-30177.92382878065	-38721.3816087842	-8003.075559616089	-6352.55625975132	-43881.692924141884	-1339.0208932757378	-31782.91440498829	-7937.115439534187	-1471.254574894905
-7036.6301790475845	-7030.890094578266	-11594.555164933205	-3793.322816848755	-12193.936947584152	-54127.87702125311	-12051.494883656502	-6155.9245092868805	-71565.67742800713	-15009.829118311405	-11277.821077287197	-1624.2701077461243	-1309.7926215529442	-7482.07465338707	-15470.866879343987	-16841.14009732008	-13945.77662551403	-14821.116894364357	-16614.46015113592	-1366.1002349853516	-17340.659604549408	-13864.987353682518	-14236.460052728653	-7088.780380249023	-1272.3803844451904	-16637.478095710278	-1317.4243621826172	-12220.455231904984	-22089.90755856037	-4699.736573159695	-11920.378740489483	-13291.498401999474	-9827.15841025114	-14378.29658126831	-31371.876950383186	-1543.965309202671	-6716.886184692383	-6592.276992440224	-14373.886455595493	-19597.259178221226	-13038.150226473808	-12745.062382042408	-13604.196366071701	-14374.43485379219	-5423.749317348003	-5402.416781902313	-62275.90989232063	-61827.46471339464	-15378.11726307869	-14084.419648647308	-13620.191895008087	-37588.799955546856	-1791.9444397687912	-8754.496179103851	-30027.22057622671	-38407.4466304183	-7988.566841840744	-6320.270079255104	-43616.246986448765	-1335.2887050509453	-31737.158263087273	-7854.761946797371	-1535.0649954676628
-9048.539224803448	-8972.81031703949	-11612.095653116703	-4199.595973968506	-12077.474984407425	-52404.430364489555	-11705.913552641869	-6008.7821829319	-69073.0394050479	-14414.328620254993	-10829.97799295187	-2079.1559237241745	-1740.0582572817802	-7386.593647003174	-14968.160729467869	-16337.97207993269	-13510.861626982689	-14364.973100423813	-16121.255645394325	-1598.154525756836	-16732.48858064413	-13427.33309096098	-13736.04382789135	-6876.304344177246	-1596.4131400585175	-16129.624796152115	-1538.7349472045898	-11767.158495545387	-21329.022090494633	-5345.233757853508	-11515.999593138695	-12845.059668660164	-9521.054687261581	-14758.611863076687	-30350.63051223755	-1930.533911049366	-6595.306251525879	-6462.591196477413	-13937.779799938202	-19006.059742629528	-12640.601646780968	-12320.633192300797	-13024.520257353783	-14309.03334492445	-5779.643673598766	-5733.239852249622	-60276.90543884039	-59490.97775220871	-12370.069052040577	-10994.463732242584	-10525.63989853859	-36322.09977662563	-2269.5998980998993	-9217.298799157143	-28595.565773546696	-37161.44094723463	-7671.379346847534	-6155.918045639992	-42196.51570236683	-1714.627072095871	-30037.11850363016	-7652.035309791565	-1947.182580947876
-3838.9613706469536	-3858.5566062927246	-10754.662996947765	-4594.183534145355	-11022.860121309757	-50905.49067348242	-11302.869793653488	-5812.222910165787	-67110.05988907814	-13987.470613002777	-10546.652610719204	-2503.104685485363	-1996.6103922128677	-7135.206069946289	-14529.240808963776	-15785.215453326702	-13071.868232429028	-13927.94985383749	-15684.394322872162	-1922.5276527404785	-16221.764316856861	-13058.090479254723	-13438.419150829315	-6623.435009002686	-1825.2100958824158	-15790.668970525265	-1892.8171157836914	-11300.68555867672	-20835.456806004047	-5777.9766491651535	-11091.96418684721	-12402.227540135384	-9117.07315480709	-13081.685925006866	-29484.035688102245	-2403.9118218421936	-6295.88346862793	-6275.60919380188	-13453.439907670021	-18376.044219195843	-12367.109099268913	-11949.510438024998	-12573.771008729935	-13659.366472542286	-7288.685519576073	-7216.763629496098	-58240.981546998024	-57763.11855238676	-11815.271651625633	-10589.896099209785	-10128.688216507435	-35187.98798584938	-2836.5379939079285	-9554.994650781155	-27194.059999763966	-35980.36137264967	-7504.199485778809	-5917.322081208229	-40885.99001926184	-1992.1285192966461	-28893.5235003829	-7294.195799946785	-2217.894103527069
