-883.9314249753952	-24253.130859375	-7426.7908935546875	-775.3837071657181	-182.7063570022583	-6546.423553466797	-7516.469665527344	-7730.578704833984	-12197.664489746094	-182.66874313354492	-7975.474365234375	-7691.836608886719	-26617.51602321863	-6582.954252719879	-19064.939025878906	-1555.8088264465332	-12374.274353027344	-637.0246946811676	-6394.4887619018555	-6416.7249755859375	-19157.916015625	-5117.377944946289	-6013.094484329224	-7756.601737976074	-1592.8917508125305	-20437.158203125	-19141.8125	-3063.3226432800293	-170.21801280975342	-23007.61328125	-826.8727838993073	-4539.757904052734	-450.8723678588867
-952.4955199956894	-24045.69492059946	-7361.886655211449	-832.6518384218216	-235.0086488723755	-6479.656324505806	-7419.193231105804	-7635.804453313351	-12095.410682618618	-236.81647872924805	-7898.725718617439	-7629.146865844727	-26320.10099810362	-6635.637953281403	-18849.525624096394	-1603.2199897766113	-12244.802622497082	-686.0279905796051	-6334.348655700684	-6360.428028106689	-18981.175326526165	-5054.757888317108	-5955.035848617554	-7697.459068238735	-1628.1214045286179	-20254.784367203712	-18962.93912655115	-3107.69877243042	-228.14033031463623	-22779.41039389372	-886.6230509281158	-4498.634483337402	-501.38854217529297
-954.434308886528	-23976.264091432095	-7348.6552658081055	-852.4691334962845	-244.569073677063	-6473.6597002744675	-7420.820147633553	-7630.820349574089	-12103.720988869667	-255.61452102661133	-7863.130121767521	-7595.1967034339905	-26258.45363485813	-6517.35942697525	-18809.97888815403	-1617.4189491271973	-12222.668384671211	-696.8218138217926	-6329.792583465576	-6351.440444946289	-18947.4883005023	-5042.846572875977	-5929.87614440918	-7683.817549288273	-1662.2477955818176	-20214.83177727461	-18926.392607092857	-3124.4130363464355	-122.63504314422607	-22747.25555974245	-897.4029810428619	-4489.692779541016	-516.8355903625488
-966.953824877739	-23962.256743073463	-7358.002792358398	-857.0806542634964	-152.46688556671143	-6512.982574462891	-7417.428993105888	-7632.860466361046	-12074.336524307728	-261.17512130737305	-7864.780063867569	-7591.043461561203	-26227.930116653442	-6490.64822435379	-18794.45575016737	-1623.9891090393066	-12229.351240992546	-705.2269804477692	-6319.418348491192	-6342.431219220161	-18921.74392068386	-5043.043430328369	-5910.633279502392	-7685.945159912109	-1659.6644864082336	-20185.704413175583	-18914.5361379385	-3134.5345420837402	-247.9361982345581	-22744.286705315113	-896.500034570694	-4486.6790771484375	-522.6986923217773
-1022.9984039068222	-23768.828152656555	-7283.751027464867	-909.737264752388	-296.8713655471802	-6406.892471313477	-7323.543713212013	-7536.046098053455	-12001.467181742191	-309.76225662231445	-7786.381475150585	-7532.506960391998	-25961.03860974312	-6570.043127536774	-18594.565486371517	-1664.8301124572754	-12093.19665414095	-745.8251097202301	-6269.652477264404	-6295.143497467041	-18770.747611403465	-4980.226516246796	-5871.81750869751	-7624.674879550934	-1697.477449297905	-20032.45794135332	-18747.51923364401	-3168.789165496826	-180.5573606491089	-22519.05267238617	-957.1532480716705	-4448.569358825684	-567.3517646789551
-1035.5179198980331	-23754.820804297924	-7293.09855401516	-914.3487855195999	-204.7691774368286	-6446.2153455019	-7320.152558684349	-7538.086214840412	-11972.082717180252	-315.3228569030762	-7788.031417250633	-7528.353718519211	-25930.51509153843	-6543.331924915314	-18579.042348384857	-1671.4002723693848	-12099.879510462284	-754.2302763462067	-6259.27824229002	-6286.134271740913	-18745.003231585026	-4980.423373699188	-5852.574643790722	-7626.80249017477	-1694.894140124321	-20003.330577254295	-18735.66276448965	-3178.910671234131	-305.8585157394409	-22516.08381795883	-956.2503015995026	-4445.5556564331055	-573.2148666381836
-1037.4567087888718	-23685.389975130558	-7279.867164611816	-934.1660805940628	-214.3296022415161	-6440.218721270561	-7321.779475212097	-7533.1021111011505	-11980.393023431301	-334.12089920043945	-7752.435820400715	-7494.403556108475	-25868.867728292942	-6425.053398609161	-18539.495612442493	-1685.5992317199707	-12077.745272636414	-765.0240995883942	-6254.722170054913	-6277.146688580513	-18711.31620556116	-4968.512058258057	-5827.414939582348	-7613.160971224308	-1729.0205311775208	-19963.37798732519	-18699.116245031357	-3195.6249351501465	-200.35322856903076	-22483.928983807564	-967.0302317142487	-4436.613952636719	-588.6619148254395
-1057.6777795553207	-23705.35974240303	-7256.432078719139	-945.6936980485916	-312.20788288116455	-6379.379462003708	-7333.094835162163	-7531.919545888901	-12018.162786364555	-332.3044548034668	-7773.0716807842255	-7512.188099384308	-25793.66519021988	-6418.7118492126465	-18532.181371092796	-1678.999942779541	-12078.214248538017	-770.8438835144043	-6263.733034133911	-6355.633764266968	-18710.089323997498	-4948.4291759729385	-5832.547782659531	-7620.2879638671875	-1736.9996914863586	-19990.387676000595	-18697.63763266802	-3192.0104942321777	-307.04277896881104	-22465.263215601444	-967.5166971683502	-4584.720863342285	-586.5254821777344
-1069.1847227811813	-23588.20005118847	-7255.098426163197	-960.6391125917435	-331.8398675918579	-6370.0472803115845	-7318.512836158276	-7517.438310086727	-11939.718415915966	-359.2552719116211	-7725.542257249355	-7470.7471977472305	-25657.949352800846	-6381.943071722984	-18483.22327119112	-1697.4387855529785	-12049.494754076004	-787.3622610569	-6364.0511038303375	-6258.452610015869	-18623.04503184557	-5093.79084777832	-5805.995236873627	-7666.198631167412	-1745.0333981513977	-19866.11443412304	-18632.42793738842	-3194.0562858581543	-346.37828826904297	-22378.990201711655	-986.0501749515533	-4421.181175231934	-601.6439666748047
-1126.241874575615	-23497.92380362749	-7191.5278403759	-1002.9618293046951	-364.51017475128174	-6312.612233042717	-7235.8184007406235	-7437.145294368267	-11915.90897923708	-386.4521903991699	-7696.32303416729	-7449.498356342316	-25496.250165104866	-6471.39554977417	-18316.767969310284	-1726.4111061096191	-11948.742518007755	-819.8471794128418	-6203.592927932739	-6299.33681678772	-18533.348634898663	-4885.809119343758	-5774.489146947861	-7561.1452941298485	-1772.229345202446	-19808.013840079308	-18518.76425921917	-3236.3866233825684	-364.96509647369385	-22237.060328245163	-1027.2669641971588	-4543.597442626953	-637.0416564941406
