-14518.55842590332	-24744.658195495605	-112043.1796875	-33023.185287475586	-14374.128452301025	-98108.36679077148	-28583.036499023438	-31943.124588012695	-31927.929122924805	-19856.918365478516	-99799.592918396	-103466.609375	-29681.999481201172	-59958.23828125	-1223.1058263778687	-32036.996170043945	-32310.95181274414	-29770.448516845703	-32168.79123687744	-32037.410331726074	-105321.046875	-30319.338775634766	-98517.904296875	-31982.337829589844
-14486.508926391602	-24703.964988470078	-111890.52345192432	-32980.23772376776	-14333.106132507324	-98005.30492681265	-28543.734105467796	-31908.38249206543	-31893.110153198242	-19836.926483154297	-99834.81684875488	-103336.52354371548	-29654.064987182617	-59902.20276927948	-1264.3452405929565	-32002.69083404541	-32277.569374084473	-29742.210647583008	-32129.869842529297	-31998.44945526123	-105188.64066159725	-30284.464889526367	-98389.90441507101	-31950.383750915527
-14548.230361938477	-24699.455909609795	-111854.2658559084	-32972.91337585449	-14405.909671783447	-97950.47697252035	-28529.49101281166	-31896.321043133736	-31881.31968510151	-19830.36148071289	-99655.13683909178	-103301.68010467291	-29629.588015139103	-59865.65921664238	-1275.1412343978882	-31989.018768310547	-32261.13330078125	-29722.727287054062	-32119.508003234863	-31988.24080657959	-105154.01644653082	-30356.082427978516	-98355.48295867443	-31935.922927856445
-14512.034728765488	-24110.057341754436	-108478.746704638	-31944.981718957424	-14307.429927051067	-95025.28325295448	-27886.993665337563	-32098.146923542023	-32076.621645450592	-19297.443328857422	-96623.6615459919	-100161.53280889988	-28801.432686388493	-58137.56416320801	-2154.0929079055786	-31101.00220119953	-31319.623179018497	-28835.70704829693	-31747.08908867836	-31617.496863126755	-102055.2770087719	-29393.470507502556	-95407.37215536833	-30979.521702468395
-13769.120717644691	-23656.207097053528	-107296.4837012887	-31667.011028409004	-13746.26898765564	-94053.85054922104	-29693.014167785645	-30619.056477069855	-30606.119049668312	-19132.00372314453	-95654.5392087698	-99080.23389804363	-28470.398617386818	-57495.37419760227	-2479.5106859207153	-30712.235685110092	-30965.19540154934	-28535.68506461382	-30810.49622899294	-30682.15624409914	-100884.36184209585	-29088.297461152077	-94436.656886518	-30658.13676673174
-14158.983080744743	-23191.861412525177	-105419.88802492619	-30961.088891923428	-16039.66466140747	-92025.12269240618	-26679.366565465927	-29950.41718441248	-29927.784420609474	-18673.69482421875	-93709.24077707529	-97256.89305257797	-27878.043976783752	-56206.45200693607	-3013.3758153915405	-30069.829759836197	-30353.04766511917	-27987.584121227264	-30232.864573299885	-30100.27671867609	-99063.16593140364	-28483.207329511642	-92571.14234739542	-30066.409742057323
-15572.951271057129	-26942.88735961914	-102664.42998635769	-30327.221704125404	-15764.67695260048	-90012.2848956585	-26065.16370612383	-29300.17847108841	-29269.63257956505	-18349.90367126465	-91544.45654553175	-94906.09696686268	-27290.137867867947	-55011.529267549515	-3738.7810621261597	-29381.364702820778	-29661.734913110733	-27406.9978454113	-29577.531649291515	-29458.974126935005	-96563.40843307972	-27834.10395962	-90350.61401546001	-29312.70425528288
-14804.850521445274	-23108.400174081326	-101826.54043114185	-30897.50078356266	-14532.212312996387	-89286.06909233332	-27462.78799754381	-28928.902238309383	-28937.58710682392	-18515.295501708984	-90749.91693389416	-94093.51750189066	-27022.73125630617	-54635.74698930979	-3000.625069797039	-29925.558521449566	-29876.753641068935	-27421.884166955948	-29201.19034433365	-29084.595408916473	-95776.03081136942	-27721.59197163582	-89643.30443251133	-29687.013590872288
-18260.32684326172	-20811.699771106243	-95319.33877617121	-27985.608622670174	-16006.498429179192	-83593.67218124866	-24137.896839022636	-27142.098891854286	-27126.115223288536	-17137.43357849121	-85060.42090308666	-88108.72332036495	-25335.313299417496	-51133.152016699314	-5734.386724472046	-27309.62436592579	-27438.148044228554	-25376.589386999607	-27449.217300653458	-27348.17214000225	-89803.41256248951	-25830.916386783123	-83913.71204692125	-27288.3177947402
-18546.618938803673	-19175.441749691963	-85102.69951981306	-25859.924118757248	-16164.582289874554	-74771.3744828105	-23017.64833754301	-24127.876542150974	-24135.773207187653	-15795.81071472168	-76010.74491858482	-78735.63144725561	-22676.045074522495	-45810.6607247591	-7511.905967891216	-25198.18671733141	-25003.94987255335	-23028.025037109852	-24481.616408109665	-24395.35721719265	-80258.39649885893	-23233.169582784176	-75039.11218255758	-24992.993556022644
-8829.302285790443	-17682.831956148148	-83303.98705220222	-24742.286022543907	-6413.2160875201225	-73275.84311461449	-21103.81747186184	-23952.271898150444	-23946.02100765705	-15279.083236694336	-74467.04025560617	-77147.68709921837	-22271.064427137375	-45037.44871556759	-8946.881413459778	-24101.590149998665	-24039.786536097527	-22391.116351902485	-24134.88717496395	-24035.549337625504	-78608.61946827173	-22793.34467190504	-73420.98045909405	-23974.51334631443
-10756.19204056263	-17604.49905014038	-80335.28381681442	-23661.190644085407	-13903.980136871338	-69752.84477627277	-19939.609195828438	-22786.09451788664	-22769.044582009315	-14425.498413085938	-70987.3086308837	-73808.5314462781	-21510.888875365257	-42249.17529326677	-9651.208466529846	-22679.589396893978	-23368.89415127039	-21351.025328457355	-22958.09888625145	-22866.658170580864	-74793.43650448322	-21881.41991007328	-70173.37018716335	-22838.691090106964
-10749.668343424797	-16969.898196399212	-76770.85083395243	-22582.987075567245	-13837.28161162138	-66669.76123845577	-19243.566362142563	-22941.116853415966	-22917.737104535103	-13866.023376464844	-67811.3772584796	-70503.45488017797	-20630.322080552578	-40428.50117522478	-10582.195548057556	-21743.595428049564	-22377.565517544746	-20416.28385990858	-22536.396738052368	-22446.744701981544	-71527.66663825512	-20955.55164194107	-67062.83804565668	-21835.874962985516
-5060.41220331192	-9908.071957051754	-48031.65819865465	-14302.087810635567	-5876.369246840477	-41837.237562298775	-11764.347334980965	-14950.264163553715	-14935.82898926735	-9288.188247680664	-42478.82459568977	-44184.53260439634	-13219.387026488781	-25507.71160954237	-18305.971135139465	-13808.189408004284	-14106.400240898132	-13036.951694965363	-14502.492676138878	-14444.883707880974	-44815.23923152685	-13429.557538211346	-41965.91420787573	-13828.050479710102
