-22373.858276367188	-93882.86328125	-27400.325790405273	-24133.707412719727	-25451.0537109375	-25729.107223510742	-83677.8519897461	-85994.84375	-28484.91081237793	-59958.30285644531	-17997.532680511475	-88933.0078125	-24613.533004760742	-81118.4609375
-22400.861755371094	-93764.497664392	-27368.57112121582	-24101.419105529785	-25409.99638390541	-25692.533552646637	-83580.95414310694	-85886.43789798021	-28512.395309448242	-59892.43284571171	-18027.170558929443	-88829.91114324331	-24582.061767578125	-81018.17255145311
-22320.189567565918	-93665.36410421133	-27331.343727111816	-24075.84446334839	-25397.810997009277	-25671.559440612793	-83491.26974022388	-85796.9223510027	-28407.797223865986	-59922.32110595703	-17937.705410003662	-88722.12534213066	-24564.069702148438	-80926.65715885162
-22368.5315618515	-92651.58182287216	-27040.54981392622	-23830.387522101402	-25103.221828699112	-25382.261798739433	-82592.82744324207	-84858.25173443556	-28101.037864029408	-59166.80702096224	-17790.32758295536	-87778.82598352432	-24575.4319794178	-80043.88188797235
-22314.862853050232	-92434.08264583349	-26971.567750632763	-23772.524572730064	-25049.97911477089	-25324.714015841484	-82406.24519371986	-84660.33033543825	-28023.924275517464	-59130.82527047396	-17730.500312447548	-87567.94351315498	-24525.968676805496	-79852.07810932398
-21981.979933977127	-92184.75692003965	-26909.986012160778	-23702.931695580482	-24989.171959221363	-25288.23380225897	-82170.52644890547	-84460.14912569523	-28907.808959960938	-58908.353633224964	-17898.76110315323	-87290.16106045246	-24160.634359180927	-79642.04639184475
-21946.84914982319	-91890.59404414892	-26781.20640450716	-24600.910720825195	-24904.923566937447	-25204.949495077133	-81893.64997905493	-84180.39040875435	-27842.13997620344	-58674.59853583574	-17558.00319492817	-87064.61467009783	-24126.34327286482	-79394.69877207279
-21797.966953396797	-91687.89853924513	-26743.00354897976	-23627.21323221922	-25407.416159152985	-25665.005073189735	-81740.98476552963	-83951.38097590208	-27818.711260795593	-58573.798488378525	-17438.031537890434	-86911.10058766603	-24031.803047776222	-79288.15738004446
-22205.820678710938	-91428.9891257286	-26770.593239188194	-23513.206776857376	-24762.037399291992	-25048.78619414568	-81507.35608428717	-83783.86839950085	-27697.32294124365	-58341.04023164511	-18632.230907440186	-86567.30772280693	-23972.657898664474	-78972.69315034151
-23383.4754486084	-89528.67919361591	-26084.610853672028	-22997.150500953197	-24287.4621630311	-24506.632778823376	-79785.71358960867	-81993.59884351492	-27139.030742406845	-57231.785284757614	-19125.52161026001	-84803.4902740717	-23518.43128055334	-77354.56052052975
-21470.37904113531	-89482.29711395502	-27229.752295076847	-23371.990860402584	-24502.573014199734	-24704.301904678345	-80063.0597320795	-81974.42049020529	-27102.315999031067	-57545.06491857767	-18123.05020093918	-84790.47369378805	-23464.120186567307	-77313.08934360743
-20960.053629040718	-88089.56463754177	-25722.672401070595	-22644.70884436369	-23873.8791000247	-24247.739295125008	-78440.15032500029	-80701.39226961136	-26750.887371122837	-56150.3043679595	-17762.307094573975	-83422.71798056364	-23140.459666967392	-76081.38730460405
-18686.33180618286	-78991.06357175112	-22855.15513265133	-20194.99634182453	-21304.932949543	-21546.35752159357	-70319.79952806234	-72414.7343338728	-23903.438689291477	-50382.7518543601	-21819.0322265625	-74820.9549896717	-20741.01028048992	-68239.15866184235
-18890.018993973732	-77845.24003171921	-22857.67407077551	-21264.48299962282	-21111.07301479578	-21387.56238079071	-69482.80459356308	-71274.86335784197	-23593.875982403755	-49593.76230800152	-13605.47059983015	-73683.24364155531	-20529.48172646761	-67245.84243321419
-17476.214346647263	-72051.94138801098	-21180.02068144083	-19775.484431266785	-19533.89840388298	-19906.194452404976	-64245.10292881727	-65981.41187745333	-21859.852541148663	-45785.763819515705	-13370.24501389265	-68172.95380961895	-19056.40838867426	-62208.76880031824
-17417.218923330307	-70603.16075259447	-20751.26264166832	-19414.301591277122	-19132.82380771637	-19501.801244735718	-62973.49613279104	-64646.89846289158	-21398.866004288197	-44958.28623354435	-13103.212645828724	-66807.88951027393	-18968.844060719013	-60942.38597214222
-12064.439597547054	-55384.34848457575	-16039.994628489017	-12997.088319838047	-15211.624983727932	-15297.108974814415	-49126.17790186405	-50663.35852986574	-16857.664710462093	-35248.638214468956	-7454.846881210804	-52511.82389062643	-14642.319560945034	-47902.161101698875
-11637.430471003056	-53392.07924747467	-15420.875242590904	-13464.291627943516	-14665.494839727879	-14772.951246380806	-47341.975891172886	-48848.90518862009	-16214.893874287605	-33964.93389385939	-7015.317395627499	-50643.43074822426	-14155.12982904911	-46178.39893627167
-11245.552128612995	-51693.972886264324	-14930.535464346409	-13033.515910804272	-14203.613088011742	-14332.077825129032	-45834.65035033226	-47314.21056431532	-16637.792021870613	-32914.98467063904	-6916.545818269253	-49000.58399617672	-13702.231183469296	-44701.98439061642
-10669.660805642605	-49499.00814425945	-14273.213222920895	-12527.021730303764	-14159.975536227226	-14267.975674808025	-43897.7831261158	-45270.7477902174	-15971.592470288277	-31530.48030257225	-6357.044675648212	-46978.676771342754	-13120.501226484776	-42871.68083316088
-5713.021452605724	-26219.305615603924	-7624.150074183941	-7807.61590886116	-7841.745633006096	-8040.669696033001	-23193.427269160748	-23922.80250310898	-8885.547662198544	-16530.463679671288	-1462.7246409654617	-24853.558469116688	-7475.812282443047	-22695.605867803097
-2025.4949824213982	-11327.505906105042	-3078.9794164299965	-3868.9048379659653	-3695.624871611595	-3857.9199941158295	-9835.374807476997	-10342.693086981773	-4304.075539112091	-6954.912677586079	-5284.224187016487	-10741.505646288395	-3603.289558172226	-9816.303592145443
-1857.4573847651482	-8873.631750583649	-2449.2468652129173	-3248.404202103615	-3006.6085599660873	-3177.5989647507668	-7664.87890201807	-8131.71773648262	-3516.48766797781	-5337.650052785873	-5918.922413945198	-8375.805556595325	-2962.4144520759583	-7670.535804986954
-953.9781495332718	-4473.06558328867	-2278.673369884491	-2486.6876497864723	-2058.127863228321	-2152.7936459183693	-4050.0866443514824	-4111.294476687908	-2133.892854630947	-2924.412114918232	-6044.439934372902	-4233.271437883377	-1813.0016338825226	-3865.1642110943794
-1963.5953217744827	-118.88149565458298	-962.9584331512451	-1350.1307380199432	-894.5363153219223	-930.3192012310028	-157.94824421405792	-110.04957020282745	-788.0127846598625	-197.8945432305336	-7172.428864121437	-103.7538994550705	-717.8999096751213	-101.26379412412643
