-21215.19906616211	-74631.91796875	-75126.48046875	-20736.706909179688	-73409.953125	-20641.028350830078	-23330.987365722656	-23036.91470336914	-20637.7890625	-20280.03680419922	-21714.88787841797	-22667.72689819336	-23570.386291503906	-53227.508850097656	-22771.389892578125	-65750.67578125	-65394.580078125	-22291.370849609375	-74001.9375	-67561.384765625	-67968.6328125
-21192.453727722168	-74556.80898368359	-75047.64466923475	-20753.85089111328	-73326.18757289648	-20620.56901550293	-23307.674087524414	-23014.55712890625	-20620.224884033203	-20261.955017089844	-21694.808547973633	-22639.58177280426	-23547.809143066406	-53183.790311813354	-22789.86083984375	-65676.97336137295	-65328.31511282921	-22269.71417236328	-73929.25828778744	-67493.3618453145	-67900.05172103643
-20992.27458947897	-73794.64123791456	-74292.4519226551	-20522.715053617954	-72606.97313785553	-20430.618370056152	-23447.279357910156	-23200.041412353516	-20414.38199865818	-20065.97097015381	-21489.608558654785	-22423.968591690063	-23305.12698072195	-52647.89279437065	-22489.28807091713	-65037.59164196253	-64684.66145902872	-22049.098918676376	-73176.75285440683	-66818.52372729778	-67253.52474880219
-21021.696807861328	-73456.63890516758	-73974.57013750076	-20384.790596842766	-72247.03479599953	-20302.975288391113	-22897.139522612095	-22604.90196931362	-20329.043045043945	-20087.960021972656	-21363.849861860275	-22304.93491625786	-23197.714203238487	-52333.90266853571	-22407.837144076824	-64686.04227864742	-64304.6256557703	-21927.59643548727	-72786.38431918621	-66474.27456998825	-66849.85033375025
-20834.08793437481	-73259.18054556847	-73734.96207076311	-21052.165557861328	-72029.69341117144	-20266.484277367592	-22901.538905262947	-22609.6600279212	-20251.991710543633	-19926.056627631187	-21323.528919935226	-22257.909353733063	-23117.18044948578	-52276.25705385208	-22310.185947299004	-64498.1312559247	-64202.224829375744	-21882.033735394478	-72660.87720626593	-66312.84805971384	-66760.00168508291
-20813.858322143555	-73192.44989407063	-73680.87390440702	-20333.314828038216	-71987.88841956854	-20239.275923490524	-22879.100872516632	-22595.89670497179	-20236.70625180006	-19879.922980487347	-21523.897992491722	-22427.128807246685	-23510.375786721706	-52238.46099346876	-22318.935455024242	-64469.539778351784	-64119.756413042545	-21849.631443560123	-72588.08080792427	-66269.2544708252	-66662.11437225342
-20979.045158147812	-73047.45424681902	-73524.18092387915	-20311.26807641983	-71850.20318704844	-20454.294450998306	-22821.305086374283	-22522.199633657932	-20479.9864654541	-19946.988478779793	-21258.424199163914	-22202.87021446228	-23093.45748615265	-52155.904860019684	-22240.922047257423	-64386.09283751249	-64037.8349352479	-21841.183852791786	-72485.38907653093	-66145.52478915453	-66584.67346137762
-20537.490410983562	-72151.29842817783	-72633.26363873482	-20058.142623364925	-71010.73851895332	-19978.022431612015	-22544.783980369568	-22250.321674883366	-19968.810095369816	-19640.25121152401	-21045.797820806503	-21909.215850055218	-22785.529800117016	-51629.24179136753	-23052.304847717285	-63592.646004259586	-63226.52098941803	-21808.327399671078	-71624.20184117556	-65323.588658988476	-65748.01863080263
-20620.356063842773	-72017.1708304882	-72528.96357315779	-19981.398515701294	-70824.97009056807	-19901.22286105156	-22445.25302940607	-22163.88397091627	-19927.960234344006	-19687.846198260784	-21172.85997593403	-22064.336825311184	-23137.703698456287	-51344.854811906815	-21955.38270652294	-63404.90627574921	-63029.80199068785	-21485.85702943802	-71372.52762711048	-65182.144275188446	-65543.33189350367
-15690.821707308292	-55543.362654685974	-55874.85406637192	-15932.810944855213	-54554.02071297169	-15875.361355245113	-17240.78314703703	-17059.509380102158	-15937.08403223753	-15016.28188419342	-16096.087928950787	-16806.343948066235	-17498.117821514606	-39413.15061759949	-17396.47669160366	-48738.96041613817	-48523.18644249439	-16621.83856713772	-54841.57047814131	-50138.12945771217	-50275.04135251045
-8180.707380831242	-28054.08469104767	-28249.43452256918	-7356.804320752621	-27667.58347904682	-7546.443119168282	-9081.157253980637	-8960.78830063343	-7473.012457251549	-7925.996222615242	-8426.364981532097	-8806.339715600014	-9013.328353106976	-19991.668949007988	-8033.678025960922	-24921.373746812344	-24730.610848724842	-8562.024813771248	-27923.54910427332	-25516.29991966486	-25716.568634092808
-7502.998725652695	-25573.465150475502	-25756.217692553997	-6678.240034937859	-25268.368873000145	-6883.437199950218	-8294.953868627548	-8174.1952721476555	-6804.033490121365	-7286.210629940033	-7757.274923920631	-8047.828667461872	-8228.471861720085	-18393.401890277863	-8314.592981100082	-22763.34396982193	-22562.551760017872	-8078.981363832951	-25545.813445448875	-23278.503813028336	-23495.95445239544
-7266.844817638397	-23989.00142854452	-24153.918147683144	-6252.801202178001	-23708.61893504858	-6696.703300118446	-7785.271589279175	-7659.480202436447	-6646.230893075466	-6953.162304520607	-7300.811244666576	-7582.971983730793	-7751.543056368828	-17321.79790019989	-7784.125135779381	-21398.761026084423	-21205.80661714077	-7628.794367015362	-24029.26502197981	-21862.643836557865	-22111.99510127306
-1742.4674587845802	-4900.446114480495	-4902.291745305061	-1448.905237853527	-4852.6865230202675	-1931.0363045334816	-1695.0673705935478	-1682.074879169464	-1945.525862812996	-1689.4073845148087	-1682.0112951993942	-1721.5890336036682	-1679.274586379528	-3507.439667701721	-2409.2119348049164	-4387.045660972595	-4334.412981510162	-1959.262084543705	-4868.898000121117	-4439.388528645039	-4418.403641283512
-1147.6244564652443	-2285.6989762187004	-2304.7748497128487	-693.5968443751335	-2267.703488588333	-1191.230814754963	-809.3330342769623	-809.0441467165947	-1235.6970346570015	-1097.216778576374	-1139.983392715454	-1118.1989607214928	-1246.5919933319092	-1624.7856295108795	-1593.204748749733	-2041.2761554718018	-1969.6348940730095	-1153.7482643723488	-2239.488127231598	-2060.1480382084846	-1993.102722287178
-766.5133246779442	-912.9615530371666	-913.2564517259598	-1009.0554930567741	-887.4437747597694	-816.6867412924767	-379.8845738172531	-381.78947126865387	-849.899682700634	-743.2366020083427	-748.6244342327118	-708.3814162611961	-793.3861513137817	-673.5338332653046	-1132.0008034706116	-788.7316301465034	-777.2796453237534	-744.4111501574516	-898.4278334975243	-811.6113322973251	-784.4715948700905
-743.7679862380028	-837.8525679707527	-834.4206522107124	-1026.199474990368	-803.67822265625	-796.2274059653282	-356.5712956190109	-359.43189680576324	-832.3355042338371	-725.1548148989677	-728.5451037883759	-680.236290872097	-770.8090028762817	-629.8152949810028	-1150.4717507362366	-715.0292102694511	-711.0146800279617	-722.7544729113579	-825.7486212849617	-743.5884119868279	-715.8905034065247
-520.843509554863	-0.5758371353149414	-0.3921061158180237	-812.2076194286346	-0.6982355117797852	-585.8174251914024	-472.8632878065109	-522.5586057901382	-608.9284403920174	-511.0889808535576	-503.26578402519226	-436.4779843688011	-505.549692094326	-50.1992392539978	-868.3699290752411	-1.9450709819793701	-1.0960609316825867	-480.4825419783592	-0.5639756917953491	-0.7273736596107483	-0.7824397087097168
