-124916.56640625	-8561.802728414536	-37580.2975769043	-33981.56213378906	-110519.25390625	-111523.080078125	-109216.068359375	-38015.274658203125	-37464.19110107422	-35941.682373046875	-34688.48208618164	-33922.2292175293	-35180.61268615723	-110049.98764038086	-95320.59771728516	-1138.8411254882812	-1331.1207160949707	-57170.31382751465	-22866.617446899414	-38649.09605407715	-102488.572265625	-118266.509765625	-105981.490234375	-99286.689453125
-123219.78524297476	-8728.869815826416	-37088.82970196009	-33540.22672533989	-109094.36720943451	-110045.23775660992	-107749.82303720713	-37484.02664422989	-36955.31976753473	-35474.12968826294	-34274.0318107605	-33497.20217895508	-34734.98157119751	-108468.78998214006	-94834.16595506668	-640.5817373991013	-940.048247218132	-56409.756597578526	-22594.720306396484	-38155.19650655985	-101146.29611998796	-116614.94520002604	-104610.1826222539	-97992.80712544918
-123137.97213423252	-8235.353036642075	-37060.94380480051	-34263.629047989845	-108919.55763596296	-109919.01457977295	-107612.00378221273	-37444.799020290375	-36914.95335584879	-35415.10179853439	-34169.35633122921	-33427.537531495094	-34705.51008605957	-108478.85177403688	-94074.77141559124	-1612.3591690063477	-1644.3195019960403	-56339.81826210022	-22565.711624145508	-38079.183403253555	-101006.66652786732	-116601.49825078249	-104443.59942388535	-97850.4031688571
-122971.81462693214	-8757.599748373032	-36976.35462397337	-33387.617067694664	-108781.49340122938	-109781.16458445787	-107487.58909583092	-37406.8062338233	-36859.95737117529	-35316.51165610552	-34145.59556686878	-33626.83876037598	-34467.98972380161	-108384.87039417028	-93793.68485438824	-1660.7793502807617	-1859.3446769714355	-56289.07494401932	-23148.030334472656	-38051.001896977425	-100848.65023803711	-116490.17245733738	-104276.70828527212	-97730.68022447824
-122322.7077486515	-8792.23821425438	-36788.57760000229	-33274.75267058611	-108242.45592802763	-109211.58766704798	-106954.56074178219	-38484.602111816406	-37836.00734710693	-36022.68696701527	-33970.56288099289	-33241.73735523224	-34473.69557726383	-107803.6549873352	-93370.36909711361	-1827.8692321777344	-2014.0831184387207	-56015.53413248062	-22432.88804626465	-37824.910226643085	-100392.73205143213	-115838.12725412846	-103779.80915397406	-97244.81676840782
-121441.19097095728	-8402.420124053955	-36569.4759298563	-33822.29363954067	-107494.67093914747	-108441.17225825787	-106145.75846004486	-36913.55100631714	-36406.0820223093	-34947.54911375046	-33754.90605580807	-33002.510492920876	-34259.87897109985	-106897.65411579609	-93588.33965337276	-1114.0997809171677	-1253.2470331192017	-55579.2610321641	-22293.814483642578	-37585.283855736256	-99664.39038223028	-114949.93368518353	-103072.29181176424	-96556.52084118128
-121275.0334636569	-8924.666835784912	-36484.88674902916	-32946.28165924549	-107356.60670441389	-108303.32226294279	-106021.34377366304	-36875.55821985006	-36351.0860376358	-34848.95897132158	-33731.14529144764	-33201.81172180176	-34022.358608841896	-106803.67273592949	-93307.25309216976	-1162.5199621915817	-1468.2722080945969	-55528.517714083195	-22876.133193969727	-37557.102349460125	-99506.37409240007	-114838.60789173841	-102905.40067315102	-96436.79789680243
-121193.22035491467	-8431.15005660057	-36457.00085186958	-33669.68398189545	-107181.79713094234	-108177.09908610582	-105883.52451866865	-36836.33059591055	-36310.71962594986	-34789.93108159304	-33626.46981191635	-33132.147074341774	-33992.88712370396	-106813.73452782631	-92547.85855269432	-2134.297393798828	-2172.543462872505	-55458.57937860489	-22847.12451171875	-37481.08924615383	-99366.74450027943	-114825.16094249487	-102738.81747478247	-96294.39394021034
-121103.55049800873	-9544.732141256332	-36480.0971083045	-33659.32580566406	-107210.2253267169	-108139.95482885838	-105970.3173314333	-36872.61477726698	-36348.68465554714	-34917.62612915039	-33659.48620003462	-32927.43950557709	-34121.86538749933	-106739.84456497431	-92439.95195811987	-2137.0133361816406	-2327.5730476379395	-55465.12670511007	-22209.042098999023	-37490.257265269756	-99413.06801748276	-114621.44189804792	-102835.1250013113	-96247.39207470417
-120625.92658537626	-8959.30530166626	-36297.10972505808	-32833.417262136936	-106817.56923121214	-107733.7453455329	-105488.31541961432	-37953.35409784317	-37327.13601356745	-35555.13428223133	-33556.11260557175	-32816.71031665802	-34028.064462304115	-106222.45732909441	-92883.93733489513	-1329.6098440885544	-1623.010649561882	-55254.9769025445	-22160.99090576172	-37331.010679125786	-99050.4559057951	-114186.56268852949	-102408.50154185295	-95950.934440732
-120866.94224625826	-9266.794778585434	-36299.60055369139	-34983.349182128906	-106806.1697833538	-107797.20464366674	-105523.31665587425	-36762.42262583971	-36218.83948403597	-34691.12991446257	-33500.342459857464	-32781.22630149126	-33990.39119851589	-106306.86813342571	-92018.26614785194	-2253.1636657714844	-2445.6973609924316	-55200.1772300601	-22137.68049621582	-37298.17204964161	-99046.4613032937	-114486.63287216425	-102359.7793855071	-95993.16512048244
-120544.11347663403	-8465.788522481918	-36269.2238278985	-33556.81958478689	-106642.7596577406	-107607.52216869593	-105350.49616461992	-37914.126473903656	-37286.769601881504	-35496.106392502785	-33451.43712604046	-32747.045669198036	-33998.592977166176	-106232.51912099123	-92124.5427954197	-2301.387275695801	-2327.2819043397903	-55185.03856706619	-22131.982223510742	-37254.99757581949	-98910.82631367445	-114173.11573928595	-102241.9183434844	-95808.53048413992
-120377.95596933365	-8988.035234212875	-36184.63464707136	-32680.80760449171	-106504.69542300701	-107469.67217338085	-105226.0814782381	-37876.13368743658	-37231.773617208004	-35397.51625007391	-33427.67636168003	-32946.34689807892	-33761.07261490822	-106138.53774112463	-91843.45623421669	-2349.807456970215	-2542.3070793151855	-55134.29524898529	-22714.30093383789	-37226.81606954336	-98752.81002384424	-114061.78994584084	-102075.02720487118	-95688.80753976107
-119406.76933473349	-9711.799228668213	-35988.62923336029	-33217.99039721489	-105785.33862990141	-106662.11250734329	-104504.07200926542	-36341.36676329374	-35839.813322007656	-34450.073444366455	-33245.035924613476	-32502.41246700287	-33676.234272539616	-105158.64690673351	-91953.5201959014	-1638.7539480924606	-1936.5005787611008	-54704.56947517395	-21937.144958496094	-36996.35771775246	-98070.79187184572	-112969.87733244896	-101463.8173891902	-94953.50974702835
-119496.43919163942	-8598.217144012451	-35965.53297692537	-33228.348573446274	-105756.91043412685	-106699.25676459074	-104417.27919650078	-36305.08258193731	-35801.848292410374	-34322.3783968091	-33212.01953649521	-32707.120035767555	-33547.25600874424	-105232.53686958551	-92061.42679047585	-1636.0380057096481	-1781.4709939956665	-54698.022148668766	-22575.22737121582	-36987.18969863653	-98024.46835464239	-113173.5963768959	-101367.50986266136	-95000.51161253452
-119324.95622599125	-9218.282449483871	-35960.743336200714	-33941.392719864845	-105610.52905642986	-106535.88933050632	-104366.25275427103	-36302.13913935423	-35799.44691032171	-34391.04555463791	-33140.36044508219	-32432.747819542885	-33646.762787401676	-105168.70869863033	-91194.12565642595	-2610.531379699707	-2640.771833539009	-54634.631139695644	-21908.136276245117	-36920.34461444616	-97931.16227972507	-112956.43038320541	-101297.23419082165	-94811.10579043627
-119158.79871869087	-9740.529161214828	-35876.15415537357	-33065.380739569664	-105472.46482169628	-106398.03933519125	-104241.83806788921	-36264.14635288715	-35744.45092564821	-34292.455412209034	-33116.59968072176	-32632.049048423767	-33409.24242514372	-105074.72731876373	-90913.03909522295	-2658.951560974121	-2855.7970085144043	-54583.88782161474	-22490.454986572266	-36892.16310817003	-97773.14598989487	-112845.1045897603	-101130.34305220842	-94691.38284605742
-119170.16108298302	-9433.861865997314	-35808.13267874718	-34542.01377367973	-105381.28308653831	-106319.36232215166	-104057.07133370638	-36231.174611866474	-35709.96815049648	-34223.57722967863	-33085.89218443632	-32356.19926291704	-33544.760083556175	-104725.67047518492	-91531.83438563347	-1754.9042776823044	-2054.624892115593	-54439.62000012398	-21865.78335571289	-36804.27250212431	-97704.18515765667	-112835.06830656528	-100988.471773386	-94699.28279280663
-119088.34797424078	-8940.345086812973	-35780.2467815876	-35265.41609632969	-105206.47351306677	-106193.1391453147	-103919.25207871199	-36191.94698792696	-35669.60173881054	-34164.549339950085	-32981.21670490503	-32286.534615457058	-33515.288598418236	-104735.73226708174	-90772.43984615803	-2726.681709289551	-2758.8961468935013	-54369.68166464567	-21836.774673461914	-36728.259398818016	-97564.55556553602	-112821.62135732174	-100821.88857501745	-94556.87883621454
